,pretty_comp,bulk_modulus_kv
5067,TiPtPb,104.833
5068,PuOs2,249.667
5069,Rb3As,12.677999999999999
5070,Dy4Sb3,70.233
5071,LiErSe2,55.133
5072,Fe2CoGe,194.7
5073,ThPb,72.878
5074,BaBrCl,21.6
5075,BaSi,35.633
5076,VCu3S4,44.833
5077,RbPb2Br5,21.622
5078,NaEuS2,49.333
5079,HoMgIn,57.744
5080,SrPb,31.166999999999998
5081,BaBiPb,25.066999999999997
5082,MgSiN2,230.178
5083,BeZn2Tc,148.178
5084,U(NiGe)2,144.089
5085,HPd,176.833
5086,Dy2In,58.0
5087,ScSbPd,102.1
5088,Li3RuO4,13.078
5089,HfAl3,103.9
5090,InCuSe2,55.911
5091,BeTcW,219.36700000000002
5092,TlBiSe2,40.167
5093,ErN,178.967
5094,PrRhC2,151.711
5095,AsRhBr,67.7
5096,SrIr2,153.4
5097,USbAs,87.389
5098,Rb3Hg,4.367
5099,Rb3InS3,21.744
5100,TaBe2Fe,180.94400000000002
5101,Co3B,243.078
5102,Sr2BeSn,29.967
5103,BaNa2V,16.967
5104,MgBeW2,123.23299999999999
5105,HoCl3,18.011
5106,ThSb,81.93299999999998
5107,YbRh,91.0
5108,ScGaCo2,154.6
5109,MgSe,65.0
5110,BaSiBi2,37.433
5111,BeGeN2,195.02200000000002
5112,SiH4,4.822
5113,SmRh,107.9
5114,Bi2Te3,31.421999999999997
5115,Th3P4,109.93299999999999
5116,K3Mo,6.678
5117,Lu2S3,83.444
5118,LiYO2,114.9
5119,NbBiO4,86.12200000000001
5120,Ca2SiO4,165.467
5121,CaZnF4,74.52199999999998
5122,N2O,11.933
5123,TcS2,73.333
5124,NaMoO2,161.13299999999995
5125,HgBr,25.555999999999997
5126,BeWCl2,76.98899999999998
5127,LuRh2,170.833
5128,NdAu,80.0
5129,NbPO5,122.244
5130,Be2FeGe,152.733
5131,LiBH4,19.4
5132,Ti2AlTc,161.63299999999995
5133,Zn(GaS2)2,51.3
5134,TiIr,222.7
5135,Cu2Te,35.922
5136,KNaThF6,46.644
5137,PaZnRu2,178.0
5138,DyTmMg2,43.833
5139,SmSnF7,48.478
5140,SrIF,29.410999999999998
5141,SmCd3,60.9
5142,KInO2,95.633
5143,YbP,53.667
5144,Ca(FeP)2,109.656
5145,Nd3AlC,66.667
5146,Ba2MgUO6,113.7
5147,NbSe2,49.922
5148,BaTi2As2O,89.42200000000004
5149,CaHfO3,173.9
5150,Li2InRh,73.8
5151,CdAsPd,79.5
5152,Er2NiOs,121.53299999999999
5153,Nb3Se4,79.111
5154,BaYFe2O5,136.922
5155,UAsS,95.911
5156,K2ReF6,34.667
5157,ZrTiTe4,31.467
5158,BaTi4Br,24.533
5159,Hf2FeTc,183.533
5160,CaBe2Ni,75.967
5161,MgInNi2,110.23299999999999
5162,Na2Hf2O5,113.07799999999999
5163,ScAlPd2,133.933
5164,MnNi2Ge,160.333
5165,Ce2SeO2,79.51100000000002
5166,Na2BeFe,29.866999999999997
5167,Mg3Si2H4O9,84.189
5168,TlS,45.433
5169,BaTlBi,23.866999999999997
5170,CoAs3,112.7
5171,InPbCl3,20.477999999999998
5172,MoAs,167.567
5173,TmAgPb,72.233
5174,HfBeRu2,186.5
5175,RbUAgS3,38.122
5176,Ta2InCuTe4,38.867
5177,UBN,215.722
5178,Sm(CoGe)2,124.189
5179,KNaO3,31.833000000000002
5180,BaZnCl2,30.733
5181,Ba2NbFeO6,166.433
5182,Mg3ReH7,66.367
5183,Mg(BeAs)2,78.189
5184,TaInO4,176.267
5185,LiIr,160.811
5186,UBC,219.767
5187,LuCo2Sn,133.667
5188,ZrInAu,110.93299999999999
5189,RbCaH3,26.13300000000001
5190,SrH3,47.0
5191,Ag2SO4,70.789
5192,UGa,92.456
5193,Ta2O5,141.333
5194,MgAsOs2,179.167
5195,Ho3AlC,84.2
5196,BaNa2Si,18.2
5197,MgCr,55.744
5198,PtI2,17.567
5199,H3OF,22.721999999999998
5200,Fe(HO)2,92.333
5201,K2PAu,27.13300000000001
5202,Mn2BeHg,155.02200000000005
5203,Li4GeO4,87.56700000000002
5204,Li2PtPb,46.843999999999994
5205,TmMgZn2,65.033
5206,HgCl,25.244
5207,Li2BeW,88.22200000000002
5208,ScReTc2,237.233
5209,ScPS4,27.44400000000001
5210,BeFe2Ni,167.71099999999996
5211,KCrS2,53.756
5212,K2BeW,19.333
5213,BrF3,20.011
5214,Ba3AsP,25.767
5215,OsSe2,156.033
5216,GaCo,179.36700000000005
5217,Sm2TlHg,62.4
5218,SrCa(CO3)2,76.544
5219,LiPm2Rh,66.7
5220,Li2VGeO5,103.22200000000001
5221,SmPd,85.478
5222,CaTiF6,62.044
5223,Be2FeW,217.967
5224,ScBeSe2,70.9
5225,Be2FeSb,108.64399999999999
5226,SrSi,46.078
5227,BaHg,28.267
5228,TlCl2,18.133
5229,BaSr2Mg(SiO4)2,107.57799999999999
5230,Tb(FeSi)2,142.656
5231,Sm3Hf,51.1
5232,MnCo2Sb,157.63299999999995
5233,BaRh2Se,84.178
5234,TiFeSe,157.3
5235,PuSi2,89.178
5236,Ti(MoS2)2,115.744
5237,K2SO3,35.967
5238,BeVIn,97.189
5239,SmNi5,149.389
5240,YNiP,111.133
5241,YBRh3,185.167
5242,KSnOs,60.533
5243,Pd4S,151.233
5244,Rb3Re,7.211
5245,Na3BrO,35.3
5246,BaPIr2,103.256
5247,Sc2AlC,87.42200000000004
5248,Nd2(Zn2Ge)3,76.278
5249,MnAlFe2,207.533
5250,CrBrO,7.588999999999999
5251,Al3Cr,119.167
5252,K8N3O,24.4
5253,La2SO2,104.411
5254,KCdSb,24.967
5255,Ca2BeCu,40.167
5256,TbNi5,154.167
5257,Mn2BeFe,240.97799999999998
5258,CaTaBe,76.667
5259,Sb2Au,73.9
5260,DyHO2,141.767
5261,Sm3Ho,40.766999999999996
5262,TlI,17.078
5263,K2Pb(SO4)2,50.3
5264,BaCaIn,19.9
5265,FePbO3,155.86700000000005
5266,TaBePd2,180.34400000000002
5267,NaZr2CuF,71.267
5268,ScBeV,100.1
5269,NdCoP,87.656
5270,AlCrFe2,215.667
5271,Zr2OsRu,198.1
5272,KBeNi2,54.821999999999996
5273,CePd3,137.13299999999998
5274,ScIr,173.333
5275,BaNdCo2O5,143.422
5276,Ti2GeC,155.667
5277,PW,215.44400000000002
5278,K2Sn,9.467
5279,CeSi2,92.456
5280,HfMoP,205.71099999999998
5281,NaSbF6,25.733
5282,ErAlO3,190.15599999999998
5283,NaErO2,100.322
5284,Ba2ScHg,21.767
5285,BeNb2Fe,175.778
5286,Tb2Be2O5,192.97799999999998
5287,Ba4HgIr,22.3
5288,BaLiSb,21.3
5289,TbH3,99.167
5290,Rb2Cu(BrCl)2,17.567
5291,Fe2Cu(AsH)2,59.133
5292,PrMnGe,73.544
5293,KBe2Hg,37.222
5294,YZn,63.233000000000004
5295,Be2CuIr,171.822
5296,Nb3CoS6,101.911
5297,Ti2Si,80.033
5298,YRh3C,201.767
5299,USnAu2,102.26700000000001
5300,Cr(BH)6,8.978
5301,CoAg3(CN)6,42.067
5302,Yb3Mg,19.567
5303,TiAlCu2,134.13299999999998
5304,Cd(RhO2)2,174.733
5305,MnSiRu2,245.433
5306,NbGa3,121.53299999999999
5307,LiTm2Pt,83.367
5308,Y2TeO2,85.3
5309,CuRhO2,181.21099999999998
5310,K2NiO2,34.667
5311,Sr(PRu)2,105.07799999999999
5312,Pt(SCl3)2,15.978
5313,PuGe3,75.267
5314,Ti2N,184.722
5315,NaH2N,18.756
5316,BaRu2Cl,38.389
5317,Ce(FeP)2,145.256
5318,BaNaBr,11.867
5319,PrPb3,51.467
5320,NbInS2,63.388999999999996
5321,Nd3TlC,37.5
5322,TiBeBi,57.15600000000001
5323,Li2CaGe,39.9
5324,YbZn,37.933
5325,Na2O,52.388999999999996
5326,NiSbSe,88.93299999999998
5327,GaFeCo2,187.533
5328,KBePd2,54.511
5329,Rb3YF6,29.489
5330,TlCl,23.166999999999998
5331,BaZnSn,37.678000000000004
5332,UB2C,203.678
5333,Ba2TlCl,22.7
5334,NdTeF,77.067
5335,Tm2SO2,133.95600000000002
5336,SmBRh3,181.567
5337,HfSnPd,127.5
5338,ErAgSe2,57.556000000000004
5339,K2AgBi,18.122
5340,YGe,80.0
5341,Y(MnSi)2,133.02200000000002
5342,Yb2Si2O7,88.56700000000002
5343,NaAg(CN)2,20.422
5344,MoAsPt2,209.267
5345,V4As3,154.667
5346,BaAuO2,82.089
5347,DyNiSb,95.6
5348,GaFe2Ni,158.2
5349,Mn2ZnO4,59.533
5350,Ba4GaCl,9.967
5351,Te2Mo,49.1
5352,TmAgTe2,53.044
5353,NdO2,133.86700000000002
5354,ThS,120.73299999999999
5355,TaPd2,212.989
5356,V2PC,221.544
5357,HfBRh3,228.933
5358,MgB2,155.422
5359,K4I2O,17.5
5360,NaTl2InF6,46.367
5361,H6PbCNCl3,24.8
5362,LiBe2Ni,105.1
5363,BaCaTi,9.533
5364,NaB(H4N)2,17.8
5365,BaOsCl2,30.522
5366,Ba(MnP)2,87.6
5367,Er(SiIr)2,181.856
5368,Ba2CrCd,21.333000000000002
5369,ErTiGe,93.51100000000001
5370,ZnCl2,16.289
5371,Ba2HgCl,23.366999999999997
5372,Na2CdCl4,29.378
5373,NaBO2,57.733000000000004
5374,TbSe,53.122
5375,RbHoS2,48.367
5376,BeVSe2,65.589
5377,Ba4BeBr,9.5
5378,SiRh3,237.967
5379,CoCO3,116.1
5380,LiGaGe,51.367
5381,Li7Mn(OF)3,64.8
5382,FeSnRu2,200.267
5383,BiSeBr,22.57800000000001
5384,NpS,102.03299999999999
5385,DyCoSi,118.43299999999999
5386,LiPd2Pb,93.867
5387,K2ReBr6,16.833
5388,CeGa3Pd2,110.72200000000001
5389,BeCo4Cu,151.6
5390,Zr3Tl,99.4
5391,ErAgTe2,46.278
5392,KBa4Sb3O,28.544
5393,NdCl3,42.744
5394,U(GePt)2,135.611
5395,YMnAs,77.5
5396,KCu4S3,50.744
5397,PbICl,33.967
5398,TiBeFe2,176.878
5399,FeGeRu2,220.967
5400,NdCoGe3,96.089
5401,CaMnSi,52.678000000000004
5402,Ti2N,207.15599999999998
5403,KScO2,107.111
5404,Li3Al2CrO6,147.111
5405,LiAg2F4,23.333000000000002
5406,UCl4,43.178000000000004
5407,CoCu2Sn,128.033
5408,CrF6,2.378
5409,ZrAlAu2,138.3
5410,LiNbWO6,117.4
5411,AlCrCo2,201.13299999999998
5412,YbNdAg2,56.7
5413,Hf2Hg,118.23299999999999
5414,K2BeGa,16.733
5415,BeCuTe,60.443999999999996
5416,CeCoGe,84.26700000000002
5417,Ba2Bi6O,48.278
5418,LaBeRh2,100.72200000000001
5419,H4NCl,28.1
5420,BeCoNi2,190.5
5421,PrI3,11.344000000000001
5422,HfZn2,113.0
5423,SiBPb,51.133
5424,KCdF3,63.433
5425,ScGaO3,199.456
5426,CrS,56.411
5427,Rb3SbSe4,15.844000000000001
5428,K2H6PbO6,40.733000000000004
5429,PtPb2,76.533
5430,BeGaIr,170.933
5431,Be2VTe,100.8
5432,Sr2Mn3(SbO)2,77.678
5433,CdTcAs,67.4
5434,CdAuO2,128.6
5435,NdInCu2,80.2
5436,BaMg2FeH8,54.122
5437,BeCo2Bi,119.322
5438,KNdS2,44.244
5439,Cd2GaAgS4,59.667
5440,LiAl2Pd,103.8
5441,IrF4,54.1
5442,Rb2NaHoF6,41.022
5443,TiNbS4,51.233000000000004
5444,K2NaCuF6,50.433
5445,CeSmI4,30.378
5446,MnCu2Sb,82.23299999999998
5447,SiH8,2.989
5448,ZrSiSe,108.311
5449,Nd(CoP)2,117.711
5450,U(NiP)2,163.956
5451,HoTlS2,51.044
5452,K3BP2,21.744
5453,BaCaSn,20.9
5454,CrAgSe2,64.744
5455,ScAsO4,159.189
5456,BaSrLi2,11.878
5457,BaCl2,33.4
5458,BaLiBr,12.767000000000001
5459,K2ErF5,45.033
5460,NbSeBr3,18.533
5461,HoTaO4,167.767
5462,ZrBe2Zn,110.0
5463,Te4Mo(WSe)2,45.333
5464,EuSe,82.73299999999998
5465,MgTiF4,95.73299999999999
5466,NaAl3,44.144
5467,K2Li4UO6,48.443999999999996
5468,Si2O5,43.21100000000001
5469,Rb3TaO8,37.533
5470,Mg5H8O9,64.189
5471,Nd(CoSi)2,130.656
5472,PrSF,102.73299999999999
5473,Na2Ti2As2O,73.878
5474,Sb2Rh,104.744
5475,Ba4MgCd,10.232999999999999
5476,NaVSe2,47.288999999999994
5477,TlAu3,92.611
5478,Ti2CoSi,149.067
5479,TbU3,87.744
5480,KUCuSe3,34.789
5481,U2AsN2,145.7
5482,Ba(MnAs)2,74.14399999999998
5483,Tm2SeO2,96.289
5484,SrCa3O4,107.06700000000001
5485,MgAl2O4,189.86700000000002
5486,Nd(HO)3,73.456
5487,Li2Ag3F6,59.356
5488,LiCrBO3,106.522
5489,HoSnPd2,114.6
5490,ZrBe2Cr,113.14399999999999
5491,Sc2MnSi,108.06700000000001
5492,BaSrHf2,38.033
5493,LuSnAu,83.322
5494,ZrBe2,118.789
5495,VSe2,48.788999999999994
5496,BAsO4,59.333
5497,TbSi,90.889
5498,K2AgAs,24.066999999999997
5499,TiBeCd,98.98899999999999
5500,ScBeGe,99.06700000000001
5501,PrTiGe,74.51100000000002
5502,PrTl,55.333
5503,Li4Ca2Mg(SiN3)2,111.189
5504,SiIr,206.622
5505,NaCa2Be,24.111
5506,ZnFeF4,79.956
5507,Ni4Mo,222.989
5508,NdRh,92.22200000000001
5509,LiAc2Si,41.233000000000004
5510,Ca2BeW,52.733000000000004
5511,Ti2AlV,123.167
5512,Ba2Si,25.678
5513,LiNdSn,49.533
5514,BeV2Sn,126.62200000000001
5515,TiGeRu2,228.467
5516,KLiS,31.733
5517,TiFeO4,141.8
5518,Bi2Te5Pb2,29.63300000000001
5519,Mg(RhO2)2,178.86700000000005
5520,Al2Tc,88.5
5521,CuAsPbO4,41.678000000000004
5522,PrCoSi,74.9
5523,KClO3,25.07800000000001
5524,KBeIn2,26.355999999999998
5525,SmIO,42.122
5526,Mg(GaO2)2,171.233
5527,YbAg,46.167
5528,ScAu4,135.778
5529,KAuF6,24.322
5530,PdF3,50.722
5531,CuAgO2,128.156
5532,Rb3Sn,9.067
5533,CuH6(NO)4,26.811
5534,CrTe4Au,35.911
5535,Th3U,60.7
5536,CuAs,100.256
5537,Cd3(BO3)2,120.311
5538,NbSnRh,130.7
5539,HfSbRu,143.86700000000005
5540,BaTa2Bi2O9,144.667
5541,Mg(CoO2)2,167.41099999999997
5542,CeC2,114.911
5543,VTe2,37.678000000000004
5544,Na2BeCl,17.133
5545,BiBCl,36.233000000000004
5546,Ca2Ti2O5,134.444
5547,GeSb,58.478
5548,Na2SeO4,43.489
5549,BeB2,201.02200000000002
5550,CO2,41.7
5551,CeB2Pt2C,205.433
5552,YbSb,37.867
5553,PdSeO3,40.878
5554,InAuO2,134.8
5555,BaY2PdO5,142.0
5556,Cd(GaSe2)2,37.2
5557,Zn(BH4)2,21.278000000000002
5558,BeGe2Br,47.644
5559,NaTaN2,151.567
5560,AlTlI4,10.755999999999998
5561,BaReH9,35.756
5562,Na8PO3,37.266999999999996
5563,MgMn2Be,129.967
5564,ZrAsP,96.7
5565,U(FeP)2,166.144
5566,BeNi4Os,202.967
5567,MgCr2S5,32.422
5568,GaCuRh2,193.63299999999998
5569,BeInSn,42.244
5570,SmBPd3,143.3
5571,PrGe3Rh,97.333
5572,TmBrO,42.511
5573,LiDy2Tc,73.933
5574,BaTiCd,16.8
5575,USb,80.733
5576,ScAlNi2,133.467
5577,YBrO,47.467
5578,AlZnIr2,222.13299999999998
5579,ZrAlNi,137.6
5580,BeCuBr2,39.356
5581,ScSe,84.96700000000001
5582,K2PdF4,35.078
5583,Ca(BeAs)2,73.64399999999998
5584,MgZrIr2,182.63299999999998
5585,Rb2CrCl4,27.489
5586,AlAgB,92.8
5587,Fe3Si,221.9
5588,VIrO3,195.0
5589,Be2VCl,60.3
5590,BaCdGe,38.222
5591,Rb2GeS3,19.977999999999998
5592,Sr4Sb2O,45.244
5593,CrH,204.044
5594,CaCuSb,59.288999999999994
5595,BeTe,58.667
5596,MnInRh2,163.8
5597,NaHg2IO2,42.4
5598,TaBe2V,155.689
5599,BeCo2Si,197.111
5600,BaSnW2,88.72200000000002
5601,TlAuCl4,17.633
5602,Sr3BiP,23.833000000000002
5603,Sm(SiOs)2,160.6
5604,PrGa2,73.611
5605,Na2CrO4,44.788999999999994
5606,Te2Rh3,147.333
5607,ErSi2,84.56700000000002
5608,SrO,99.53299999999999
5609,Sm3Tm,41.0
5610,Ca(MnSb)2,46.5
5611,BaRu2W,76.178
5612,Tb3SnC,41.533
5613,WO2,105.789
5614,HoFe2,130.733
5615,KLiBeF4,37.766999999999996
5616,Ag3O,108.811
5617,K5Au(IO)2,25.666999999999998
5618,LiBeV2,89.167
5619,V3Ir,240.9
5620,MgCuP,91.556
5621,Tb(SiNi)2,135.95600000000002
5622,K2S5,17.778
5623,DyBRh3,188.5
5624,RbErSe2,41.2
5625,ZnH4(ClO3)2,37.289
5626,KNO3,24.011
5627,Ba2SbI,1.611
5628,Th(CoSi)2,150.689
5629,KBr,20.5
5630,Sc4BeTc,68.533
5631,Sc2AlCu,81.733
5632,LuPb2,49.333
5633,DyAl3,70.111
5634,K2ZnTe2,19.789
5635,Hf2BeW,151.1
5636,TiGaRh,132.567
5637,TbCoSi,116.189
5638,RbCdAg3(CN)6,37.411
5639,CoSbO4,157.52200000000005
5640,RbC2I3N2,11.867
5641,SmCo5,151.611
5642,NaVS2,57.633
5643,MnBeGa,135.822
5644,Nd(CuO2)2,159.444
5645,YbF2,91.367
5646,SrSe,45.3
5647,AlGaO3,213.011
5648,Sm3AlC,71.733
5649,K2H4Pd,17.289
5650,YbNdCd2,46.733000000000004
5651,PdAuO2,159.5
5652,KFeP,42.933
5653,Na3ScF6,47.856
5654,YbCrO4,97.744
5655,Rh3F,196.467
5656,PbAu2,90.167
5657,FeP2,174.889
5658,HfMg,72.64399999999998
5659,MnBeP,107.76700000000001
5660,MnSnPd2,130.967
5661,Ba2HfS4,62.367
5662,Rb2MgH4,10.544
5663,Ca2ZrBe,40.733000000000004
5664,Er2Be2GeO7,162.289
5665,Hf2BeZn,122.43299999999999
5666,SmAu,85.56700000000002
5667,HoTl,60.933
5668,YbTiO3,197.36700000000002
5669,Cu2GeSe4,41.244
5670,MgNiBi,68.933
5671,LiYSe2,53.078
5672,BeZn2Ru,115.5
5673,Ca2CoO3,104.62200000000001
5674,Ho2RuAu,111.93299999999999
5675,K3YF6,35.23300000000001
5676,Dy(GePt)2,124.978
5677,RbH3O2,27.211
5678,ScInCu2,97.96700000000001
5679,NdCuSe2,66.4
5680,HoNbO4,156.04399999999995
5681,BeCoBr2,35.222
5682,Li4VGa3O8,88.98899999999998
5683,CuCClO,16.633
5684,SrTl,30.066999999999997
5685,SbPbClO2,59.722
5686,Y(AgCl2)3,36.444
5687,MnBe2Zn,143.167
5688,LuMnSi,128.278
5689,Li2Ni(P2O)2,45.678000000000004
5690,KTi2Bi,54.266999999999996
5691,NaHS,23.421999999999997
5692,TmPa3,81.422
5693,CrFe3,248.5
5694,ErTaOs2,216.86700000000002
5695,LiY(CuP)2,89.944
5696,HgOs,196.456
5697,CaBe2Ru,98.444
5698,CaPb3,41.333
5699,CaC2(SN)2,37.4
5700,NdPb4F,82.211
5701,SbTeO3,124.367
5702,NaH,24.13300000000001
5703,ErIn5Co,68.444
5704,Ta(ICl)2,20.333
5705,MgVF4,76.633
5706,ScBeMo,108.27799999999999
5707,KBeGe2,36.189
5708,Ba4YPd,13.767000000000001
5709,BeP2Os,164.97799999999995
5710,EuIO,43.467
5711,DyAl,64.233
5712,Y2BeBr,23.878
5713,YbPO4,103.92200000000001
5714,Ca2CoN2,86.51100000000002
5715,Cu3Se2,74.9
5716,Bi2SeO2,84.3
5717,KTbGeS4,29.822
5718,K2TiF6,36.489000000000004
5719,HfBeSb2,85.211
5720,RbBaTaS4,29.2
5721,NaBeSb,48.367
5722,LiZnN,118.53299999999999
5723,TeMoS,28.256
5724,MgCrF6,36.233000000000004
5725,Ba4RuBr,16.233
5726,TiBe2Br,49.522
5727,AsOsPt2,220.067
5728,TiCdF6,27.111
5729,MgZrBe,71.7
5730,NaI,15.5
5731,TlCdF3,61.233000000000004
5732,UGa5Ni,98.756
5733,BeInFe2,130.411
5734,Li3BN2,78.97800000000002
5735,Nd2CuRu,84.8
5736,Li5AuO4,89.656
5737,Tl3V,56.478
5738,Ba(PIr)2,110.3
5739,KBH4,31.811
5740,TlF,21.033
5741,BaSi6N8O,171.467
5742,Al5CuS8,91.6
5743,RbHF2,28.611
5744,Sr(CdSb)2,40.278
5745,Pr2ZnAg,57.033
5746,HoCo2,144.8
5747,Ba3SbAs,21.366999999999997
5748,Ca2SiO4,96.07799999999999
5749,Er(SiRh)2,158.178
5750,BaF2,60.8
5751,K3SbO4,56.733000000000004
5752,Mg(CrS2)2,77.3
5753,NaInTe2,23.221999999999998
5754,UGeSe,92.22200000000001
5755,ZnNi2Ge,139.6
5756,SrIn4,35.422
5757,LiLu2Al,56.467
5758,BeCrTc,198.2
5759,NaLiCO3,43.422
5760,Ca2BeBr,27.011
5761,BeFe2Ge,160.078
5762,SrBeV2,68.333
5763,MgTaRh2,190.1
5764,Ba2TiTe,24.9
5765,TaMnBe2,163.178
5766,KBaSiHO4,60.4
5767,TiBeSi2,133.589
5768,Lu2NiOs,128.2
5769,Li2V(OF)2,51.788999999999994
5770,SmNi,76.733
5771,InGaO3,177.889
5772,ScPt,143.63299999999995
5773,SmTmRu2,120.3
5774,Ti2FeSe4,69.456
5775,CaIn,36.878
5776,VBiO4,124.46700000000001
5777,CN,8.344
5778,CaUS2,48.667
5779,AlSbO4,213.533
5780,Zn(CO2)2,69.01100000000001
5781,Mn2InCo,180.667
5782,CdC,107.0
5783,NaNbN2,144.111
5784,ZnAu,118.26700000000001
5785,Co2P2O7,125.01100000000001
5786,Hf2Au,139.967
5787,KTm,17.622
5788,Tl2Sn(AsS3)2,36.144
5789,K3MoF6,41.367
5790,Tl2Pt(CN)4,22.967
5791,GeS2,28.221999999999998
5792,MnPtF6,66.233
5793,DyMg,43.266999999999996
5794,Y2SeO2,89.3
5795,SrF2,85.389
5796,Eu(PRh)2,160.656
5797,MnBeCr2,222.47799999999998
5798,LaTe,57.433
5799,Ta2Co,226.44400000000002
5800,Ag2SnHgSe4,44.733000000000004
5801,Ca2BeFe,38.311
5802,NdZn2Cd,64.433
5803,CoF2,141.267
5804,Dy(GePd)2,116.9
5805,MnSbRh,121.56700000000001
5806,ErInPd2,112.46700000000001
5807,Be2SiNi,153.144
5808,Y(CoSi)2,144.422
5809,Rb3Tl,5.5889999999999995
5810,Na2HfBe,40.433
5811,AsOsAu,121.93299999999999
5812,NiHO2,94.2
5813,PmDyRu2,116.3
5814,Ca(TiN)2,74.878
5815,Na2SnF6,40.022
5816,K2MnF6,28.233
5817,HfCoSb,109.53299999999999
5818,TbCl3,37.778
5819,Mn2Sn,110.85600000000001
5820,CrCdTe2,36.544000000000004
5821,CuSnH2(NO3)2,40.878
5822,Sc3TlB,78.767
5823,VCo2Sn,179.733
5824,ZrVSi,153.822
5825,Cd2As3I,39.933
5826,LiCuF4,51.733000000000004
5827,PrOF,125.46700000000001
5828,CdAsRu,89.53299999999999
5829,BaCa2Mg,17.278
5830,CdGeAs2,54.21100000000001
5831,MnBe2Cu,143.689
5832,Zn2GeSe4,39.167
5833,PbAuO2,81.667
5834,HgS,21.122
5835,PrBPt3,172.78900000000004
5836,LiBeZn,54.31100000000001
5837,BiN,48.144
5838,Ta2SnO6,120.611
5839,Be2TePt,102.8
5840,ZrNi2Sn,148.933
5841,Tm3AlN,100.333
5842,TiSbRu,143.167
5843,Rb4I2O,15.389000000000001
5844,CdO,99.37799999999999
5845,Zn(NiN)2,147.489
5846,BeCrIn2,58.443999999999996
5847,Sr(AlH)2,46.9
5848,Sr3Bi2,24.0
5849,Yb(MgSb)2,43.8
5850,LiBeSi2,71.878
5851,Si2H2O5,27.1
5852,MnAlPt,154.444
5853,Sr(GaTe2)2,27.9
5854,YInAg2,80.833
5855,Ba2NdNbO6,134.167
5856,HgSeO4,59.589
5857,NdTeCl,63.567
5858,RbDyO2,89.26700000000002
5859,Hg(BiS2)2,35.67800000000001
5860,Fe(Sb2O)2,115.522
5861,SNF,16.833
5862,Tm2AlOs,108.2
5863,BaNbCl,19.0
5864,Pr(SiRh)2,139.122
5865,Na2PtSe2,38.933
5866,Sr2NiTeO6,65.911
5867,ScCuS2,87.833
5868,Ba2Sn3O7,88.85600000000002
5869,Na2BeGe,39.1
5870,LiBe2Ni,73.733
5871,MgCrO4,72.867
5872,Mg2Sb2O5,56.056000000000004
5873,Th(CuP)2,110.35600000000001
5874,Li4BePd,45.033
5875,ScAg4,98.57799999999999
5876,KNaSe,24.256
5877,RbCS(OF)3,18.055999999999997
5878,RbAu(SO4)2,30.144000000000002
5879,BaNd2ZnS5,66.48899999999999
5880,BaTiHg,15.1
5881,LuScZn2,73.9
5882,BaWN3,113.35600000000001
5883,BaMnCl2,28.410999999999998
5884,TaZn2CuO6,147.944
5885,NaErCl4,24.8
5886,KMgF3,78.0
5887,KPS3,17.378
5888,Ba2ClF3,52.288999999999994
5889,Li4SiO4,81.92200000000003
5890,LiFe(CoO3)2,112.53299999999999
5891,HgO,121.367
5892,KNaS,28.033
5893,PrGe,70.911
5894,SmMg,41.0
5895,HfMnTl,83.06700000000002
5896,PbCClO2,48.611000000000004
5897,RbLiO,35.955999999999996
5898,FeClO,46.31100000000001
5899,PrPt2,156.3
5900,MgSO4,81.544
5901,TaBeCr,179.833
5902,Tm6ReO2,163.86700000000005
5903,NbGaPt,138.567
5904,K2RhF6,35.278
5905,FeNi3,191.956
5906,BaErCuS3,61.7
5907,Ba2BiAu,33.733000000000004
5908,V2P,202.0
5909,MgBe2Mo,115.756
5910,FeBiAsO,97.42200000000001
5911,K3H5Pt,21.233
5912,HfBe2Co,141.389
5913,Be2SbW,150.944
5914,NpSn3,64.067
5915,P2Pd,123.51100000000001
5916,Zn(PO3)2,85.6
5917,LiBeSb,56.9
5918,KTiBe2,46.333
5919,Tm2AgHg,78.1
5920,LiHS,23.721999999999998
5921,SmDyHg2,68.7
5922,BaBiBr,19.333
5923,Sr2HN,45.867
5924,LiLu2Rh,83.2
5925,LiTlPHO3,31.267
5926,Tl2SnF6,32.811
5927,Rb2NaSbCl6,23.066999999999997
5928,U(SiNi)2,156.889
5929,Ba(P2Pd)2,89.6
5930,Li2CO3,82.64399999999998
5931,BaPdRh2,92.156
5932,Li5CuF6,72.9
5933,TaBeRu,215.3
5934,CrI2,19.267
5935,SmOF,137.02200000000002
5936,Li3TaO4,138.911
5937,NdMg,39.567
5938,Ca(VS2)2,68.533
5939,Ce2SbO2,83.656
5940,Sr2BeCo,35.811
5941,CaNi2As,85.26700000000002
5942,AlFeO3,180.63299999999998
5943,YV(WO4)2,120.244
5944,ZrBe2Nb,127.944
5945,Mn(PtO2)3,180.833
5946,SbCl3,11.589
5947,Be2NbHg,125.811
5948,Sr2LiReN4,83.478
5949,CdCN2,101.444
5950,TiAsW2,191.1
5951,PrTeCl,62.356
5952,BeCoBi2,78.64399999999998
5953,ScNbOs2,228.933
5954,K2MoCl6,19.9
5955,ScTlTe2,37.089
5956,MgAgF3,86.633
5957,BaC2,46.544
5958,Zr2InNi2,132.178
5959,BaSi2Mo,64.233
5960,ZnNiO3,199.15599999999998
5961,NdBr3,29.789
5962,H3F2,10.067
5963,Th3S,60.056000000000004
5964,Eu(HO)3,81.867
