,pretty_comp,formation_energy_peratom
10350,Be2CdSe,0.37443
10351,RbTmO3,-2.16642
10352,Ca2BeIn,-0.0744
10353,NaTbSe2,-1.7901900000000002
10354,Ga2HgS4,-0.55124
10355,LiAlGeO4,-2.4598299999999997
10356,SmGe,-0.8791
10357,Ba4YSi,0.60332
10358,Pr2I5,-1.4480000000000002
10359,Dy2V2O7,-3.14076
10360,Ba4PCl,-0.05554
10361,Ca(PPd)2,-0.8511799999999999
10362,UCu4Au,-0.06022
10363,Ba4CrCo,1.2080799999999998
10364,Ba4SnIr,0.6015
10365,PmSnAu2,-0.73346
10366,ZnSnO3,-0.98097
10367,Tb2Se3,-1.96314
10368,TbGaPd,-0.89891
10369,KHS,-0.86679
10370,Tl2Au4S3,-0.2711
10371,BaNbBr2,-0.49282
10372,BaInBr2,-1.30277
10373,Zr2AgPdF,-2.9556299999999998
10374,Li2Ni3OF6,-1.97988
10375,Sc2InNi2,-0.58168
10376,Ag3AuS2,-0.03916
10377,BaAl2B2O7,-3.03206
10378,As2Se3,-0.10616
10379,SrTe,-1.61914
10380,ZrAsIr,-0.40051
10381,MnBeSb,0.26116
10382,Li2Cr3O6,-2.07082
10383,Be2InSn,0.66468
10384,Mg2SiO4,-2.81881
10385,BeIn4Re,1.1609399999999999
10386,S(ClO)2,-0.69625
10387,MgU,0.27242
10388,Ba3BPO7,-2.9881599999999997
10389,TbInNi,-0.54242
10390,PmCu3,-0.17401
10391,MgHg2,0.03154
10392,Yb2Nd2O5,-2.92995
10393,HNO,-0.07078
10394,BaZn2Ru,0.08922000000000001
10395,DySn2,-0.60137
10396,TbScGe,-0.75521
10397,Pr(CoB)4,-0.45437
10398,ZrBeBi4,0.82937
10399,CF4,-1.81369
10400,Tb(SiRh)2,-1.061
10401,Ti3Pt,-0.6652
10402,InF3,-2.58913
10403,SrBe2Te,0.19236
10404,Zn(SnN)2,0.13793
10405,BeSn2P,0.5274
10406,BeBiBr2,0.01357
10407,Y2Ge2O7,-2.77396
10408,Dy2PbS4,-1.7321799999999998
10409,NaF,-2.91601
10410,HfBePd2,-0.48486
10411,CaCeMg2,0.024980000000000002
10412,PmDyCu2,-0.2603
10413,Li2InSb,0.97956
10414,YbPrAu2,-0.97204
10415,PrIn,-0.5124
10416,Li2SnP2O7,-2.17947
10417,LuCd3,-0.25292
10418,K2Hg(CN)4,0.02078
10419,Si(AgO)4,-1.08227
10420,Ba2TaBiO6,-2.77213
10421,AlFe2,-0.11407
10422,CuSbS2,-0.31732
10423,BeIn2Se,0.36232
10424,Lu2RuRh,-0.82715
10425,SmCuPb,-0.43435
10426,Cu2SiS3,-0.49988
10427,Ba4TiBr,0.43413999999999997
10428,Pr2TeO2,-3.0415200000000002
10429,K4BeAs2,-0.51161
10430,BeNbZn2,-0.01369
10431,As2S3,-0.14267
10432,ThGa2,-0.6329
10433,Ba2CuHgO4,-1.7585099999999998
10434,AgF2,-1.22394
10435,Ba2Re6S,-0.97708
10436,Mg(NiN)2,0.015519999999999999
10437,Li3RuO4,-1.80591
10438,CrGa3P4,-0.24697
10439,Fe3(SiO4)2,-1.94055
10440,BaTaBi,1.40512
10441,TiAsSe,0.10184
10442,Ba2BiSbO6,-2.23418
10443,SmLuZn2,-0.36561
10444,LiMgVO4,-2.72646
10445,MgWF5,-2.68948
10446,Sr4Ti3,-3.38498
10447,Rb3Na,0.01286
10448,LiBiF5,-2.39267
10449,TiAlCo2,-0.6362
10450,Ta2NbRu,-0.26056
10451,NaBeH3,-0.14023
10452,CuBrO2,-0.20778
10453,KPAuSe3,-0.47427
10454,Zn2In2S5,-0.6705
10455,InSnBr3,-0.7289
10456,Ba3Ho2Cu2Pt,-2.37548
10457,LiBF4,-3.06232
10458,BeCrO4,-2.12478
10459,Mn3Ge,-0.04609
10460,Ba2SiTe4,-1.10554
10461,LiScAu2,-0.75753
10462,Mg4BePt,0.26551
10463,PaC,-0.5668
10464,Na2CaP2O7,-2.61626
10465,BeSiRu2,-0.45448
10466,Sr2InHg,0.23724
10467,LiBC,-0.47021999999999997
10468,Hf2BeTc,-0.25155
10469,Th(Al2Fe)4,-0.41082
10470,NdMn2O5,-2.30375
10471,Li8VO5F,-2.23032
10472,TiBeIr4,0.06305
10473,ZrTlCuSe3,-0.9075200000000001
10474,YbLuPt2,-1.33479
10475,K2Mg2Si2O7,-2.80058
10476,ZrI3,-0.9837600000000001
10477,NdMgZn2,-0.37158
10478,UO,-2.46591
10479,TaSnRu2,-0.26116
10480,Ba4LaPd,0.57776
10481,LiTlHg2,-0.038169999999999996
10482,Mn2CdO4,-1.59974
10483,K2ScPCO7,-2.47288
10484,BeCd2Fe,0.4849600000000001
10485,Be2HgTe,0.43305
10486,BeFePd2,-0.08327000000000001
10487,CeTh2O6,-4.0069599999999985
10488,SrCaBe2,0.4127
10489,ReAsAu,1.36494
10490,CaTe,-1.44666
10491,V2MoW,-0.23905
10492,Al2Cr2O7,-2.21665
10493,Ba2YTlCr2O7,-2.45518
10494,ErInAu2,-0.73864
10495,LiVCoO4,-2.0177400000000003
10496,LaCoTc2,0.5906899999999999
10497,VGaFe2,-0.32159
10498,LiCdAu2,-0.39489
10499,TlSiPt5,-0.2955
10500,Ca3GeN,-0.9094700000000001
10501,TaAgF6,-2.82078
10502,Si3Pt2,-0.43138
10503,Ca2PI,-1.55509
10504,CuTe,-0.03638
10505,Rb2HBrO,-1.59085
10506,PuIr2,-0.28018000000000004
10507,Ce(BC)2,-0.36591
10508,ScInIr2,-0.67648
10509,SrCdO2,-2.07228
10510,FeB2,-0.0293
10511,Cr2Se3,-0.50763
10512,Sc2NiPt,-0.9535
10513,Yb(NiP)2,-0.99355
10514,BeVSe2,0.03453
10515,Sc2Co3Si,-0.62856
10516,BaZn2Os,0.73514
10517,K3IO,-1.42592
10518,Ce2CuGe6,-0.4183
10519,Sr4MgCo2(SO3)2,-2.14818
10520,Yb2V2O7,-2.9668400000000004
10521,KBaMg2,0.048510000000000005
10522,YBeCo2,0.14911
10523,Ba3NaN,-0.34958
10524,YbErPt2,-1.32308
10525,ZnCu,-0.07737999999999999
10526,SmLuIn2,-0.44584
10527,Rb3FeO3,-1.51446
10528,Y2CuO4,-2.94043
10529,FeCl,0.31808000000000003
10530,Ca2Mg5Si8(O11F)2,-3.12929
10531,Dy3AlC,-0.4446100000000001
10532,SrAl4O7,-3.3183800000000003
10533,Li2V3TeO8,-2.18487
10534,ScP,-1.01045
10535,NaNdO2,-2.8636
10536,ScTl2W,0.43522
10537,MnBe2Se,0.25478
10538,BaPPt,-1.14394
10539,Sm2MgIr,-0.4160100000000001
10540,RbTi5Se8,-1.2778
10541,HoScO3,-3.8300300000000003
10542,Hf3Sb,-0.33728
10543,K3Cu2F7,-2.37768
10544,Ba4SrIr,0.76335
10545,InSn2Br5,-0.8199700000000001
10546,Be2GaCu,0.13397
10547,SbH4NCl6,-0.64582
10548,BeCo2Te,0.2902
10549,Zr2BeGe,-0.27271
10550,Zr2NiAs2,-1.0184799999999998
10551,Ba4MnCl,0.76804
10552,Be2GaW,-0.07728
10553,VFeCoGe,-0.23318000000000005
10554,Al(CoSi)2,-0.47903999999999997
10555,NbSiPd,-0.60598
10556,Be2FeP,-0.17690999999999998
10557,Nb2Co3Si,-0.41993
10558,CaCl2,-2.52378
10559,Yb2Ge,-0.7492300000000001
10560,Li5FeF8,-2.81833
10561,Mo2W(Se2S)2,-0.70753
10562,Ba4ZrHg,0.71836
10563,BaNaBi,-0.38821
10564,NaBeV2,0.43317
10565,Ta3Br7,-0.90896
10566,Ba4NiOs,1.36789
10567,ErCdCu4,-0.27362
10568,TmMg,-0.04427
10569,Pr3AgGeS7,-1.56313
10570,Np(CrGe)2,-0.03692
10571,BeZn2Cu,0.06673
10572,MoAs2,-0.20773000000000005
10573,TiCdAu2,-0.1841
10574,BaSi,-0.48331999999999997
10575,HfSO,-2.7712
10576,Sr2Mn2O5,-2.47567
10577,KBrF4,-1.4090200000000002
10578,Ac2AgIr,-0.47615
10579,BaZnP2O7,-2.52324
10580,Ba4ZrSn,0.54982
10581,Be2PdBr,0.06005
10582,TbZn,-0.37868
10583,FeAg3(CN)6,0.39108000000000004
10584,Cd2PdRh,-0.25429
10585,Ag3Sb,0.10054
10586,FeSnRh2,-0.23478
10587,Sm2Sn2O7,-2.75489
10588,La(SiNi)2,-0.7582399999999999
10589,TiZnIr2,-0.72524
10590,K2S2O5,-1.6794099999999998
10591,Dy(AlSi)2,-0.40158
10592,NbRu,-0.14189000000000002
10593,Mg(SnO2)4,-1.68517
10594,Te4Mo3WS4,-0.44606
10595,Ce2O3,-3.28533
10596,AsPW2,0.37355
10597,Hf3Si2,-0.7340000000000001
10598,Li2BeSiO4,-2.81872
10599,RbCaH3,-0.51685
10600,Ba(MnAs)2,-0.5575899999999999
10601,BaNa2(SiO3)2,-2.79389
10602,SnHC2O3,-0.8811899999999999
10603,TlFeO2,-0.9334399999999999
10604,SmBiPd2,-0.7367
10605,BH5CN2,-0.2104
10606,Na2VCSO7,-1.73416
10607,BiIO,-1.07756
10608,Sc2Be2Pd,-0.08946
10609,Pb3SO6,-1.43244
10610,KTiPS5,-1.01472
10611,CIF7,-1.50147
10612,Ba2LiReN4,-0.9647700000000001
10613,Be2SeBr,0.18077
10614,Dy(Fe2Ge)2,-0.31549
10615,CoTe,-0.03209
10616,Be2TcPd,-0.24618
10617,BaNb4O6,-2.569
10618,Ba4SiOs,1.17246
10619,VGaTc2,-0.20457
10620,CaBeMo,0.80401
10621,Nb2SnO6,-2.48048
10622,BeGe4Os,1.0393
10623,Mg2ZnPt,-0.57034
10624,Ba4YSe,0.25166
10625,Pr2Re2Si2C,-0.54803
10626,Ba4SnSe,-0.09602000000000001
10627,YBeGe,-0.72549
10628,ScRh3,-0.65071
10629,CaIn2O4,-2.1682900000000003
10630,Ca3SnO,-1.8137
10631,Ce(MgSi)2,-0.42018999999999995
10632,Ti3Br,0.2429800000000001
10633,Li4Mn3Fe2(CuO2)3,-1.52532
10634,Be2NiGe,-0.02914
10635,ZrSiSe,-1.09399
10636,Te2Mo3Se4,-0.47333
10637,BaVO3,-2.90868
10638,Ti(CrSe2)2,-0.71602
10639,LiZn2Ni,-0.27973000000000003
10640,NaHO,-1.41624
10641,ZrPbF6,-3.41123
10642,Li2TiMnO4,-2.42404
10643,TbFe3(B2O)2,-2.2191
10644,Rb4CdCl6,-1.84922
10645,Mn3B4,-0.32178
10646,Na6CoO4,-1.28941
10647,Y(CuS)2,-0.89712
10648,Mg2BiPO6,-2.4777099999999996
10649,Mg(MoO2)4,-2.01892
10650,NaBe2Cr,0.4518
10651,Li3(CuO)4,-1.1937799999999998
10652,Tl(FeSe)2,-0.21886
10653,BeFeSb2,0.17638
10654,LuRhO3,-1.72508
10655,MgIn5,-0.0063100000000000005
10656,BaMoSe4,0.31483
10657,Na2Cu(HC)4,-1.24326
10658,BaSc4Ru,0.61624
10659,Ba4TaRu,1.59208
10660,SmTa3,0.4458
10661,LiZr2Os,-0.38031
10662,TaMn2Ge,-0.17392
10663,AgBi3S5,-0.39147
10664,LiHg2Pd,-0.18675
10665,AgSbS2,-0.2558
10666,Be2C,-0.34245
10667,SiSe2,-0.37089
10668,IrRu,-0.029910000000000006
10669,TaGaO4,-2.59355
10670,CeAsPd,-1.11406
10671,ZrAlCo2,-0.5534899999999999
10672,BeCdTe2,-0.061739999999999996
10673,Tb4CdRh,-0.51312
10674,PbWO4,-2.0735799999999998
10675,Tl2Te3,-0.1945
10676,LiZnCd2,-0.10505
10677,TbInPt4,-0.81611
10678,Mn2GeO4,-1.54875
10679,TmTl,-0.30191
10680,HoTiO3,-3.4889300000000003
10681,NaLiO,-1.6092799999999998
10682,HoAu,-0.9611799999999999
10683,AlTlO2,-2.2901
10684,Ba4MgCr,0.74452
10685,BeVRh2,-0.37558
10686,Tb(SiPt)2,-0.97222
10687,ScPaRu2,-0.56801
10688,Sr2BeBi,-0.04928
10689,BaSiO3,-2.91737
10690,ScBe2Re,0.07833999999999999
10691,LaBe2Rh,0.2198
10692,K2FeNi(CN)6,-0.08777
10693,CaBe2Bi,0.32957
10694,LiCa2Pd,-0.19221
10695,TeAsOs,0.21516
10696,ScTaO4,-3.43174
10697,NiAu3,0.08312
10698,Ba2NdNbO6,-3.19834
10699,Sc2AlIr,-0.7954600000000001
10700,LaCN2Cl,-1.3957
10701,BeBiMo2,0.2899
10702,ClO3,0.22430999999999998
10703,Sr3Ge2(BO)6,-2.66505
10704,KBrF4,-1.76102
10705,TbZnNi,-0.51408
10706,Pm2CdSn,-0.55972
10707,W2SeS3,-0.7781600000000001
10708,CaCo2O5,-1.3541
10709,NdZnSn,-0.6685
10710,MnO,-0.7304
10711,CO,-0.3654
10712,TmNbOs2,-0.32054
10713,LiV2(SiO4)2,-2.60075
10714,MgAsP,0.017159999999999998
10715,RbAuBr3,-0.8893200000000001
10716,Ba4GaCl,0.0616
10717,BaInMo,1.44033
10718,ZrBeW,-0.00743
10719,Be2PSe,0.58016
10720,BaGaPt2,-0.22380999999999998
10721,NbGaCo2,-0.29772
10722,NiBi3,-0.0128
10723,PaGa3,-0.36111
10724,Ho3Sb,-0.47558999999999996
10725,PdSO4,-0.977
10726,Ba(BS2)2,-1.09765
10727,IrN2,0.30706999999999995
10728,Te3W2S,-0.16853
10729,Ti3Zn2O8,-2.7077299999999997
10730,Ba4TiRe,1.63028
10731,BaNaTa,1.82092
10732,Zr2TaBe,0.11345
10733,Ba4InSe,0.01794
10734,Al2CrS4,-1.0153
10735,Zr(TiH2)2,-0.48044
10736,FeN,-0.29828000000000005
10737,Zn2NiN2,0.11994
10738,Be2Si,0.21775
10739,Tm2InPd2,-0.91224
10740,BeTc2Os,0.14609
10741,NaPH3NO3,-1.47373
10742,KMn(SeO4)2,-1.1014700000000002
10743,Li2Ag3F6,-1.83318
10744,Mg(SbO2)2,-1.48489
10745,NdS2,-1.8644
10746,SnAsRh,-0.23796
10747,Ac3Tl,-0.12604
10748,Sr2Si5N8,-1.32014
10749,MnInNi2,-0.044789999999999996
10750,InSb,-0.0035600000000000002
10751,NdTlSe2,-1.42698
10752,TlV2AgO6,-1.94514
10753,LiRu2W,-0.21528000000000005
10754,DyInAg2,-0.38342
10755,Be2RuAu,-0.2437300000000001
10756,CuPtF6,-1.4953299999999998
10757,TbTl3,-0.24357
10758,Ni3Mo,-0.11495
10759,Sc2TiO5,-3.60091
10760,BaRhF6,-2.63283
10761,Tm2Mn2O7,-2.86784
10762,LiAlSi,-0.28686
10763,RbCr3S5,-0.9313
10764,TiMnBe2,0.01195
10765,YP,-1.76285
10766,TmBi2ClO4,-2.23621
10767,BeGe4Pt,0.72278
10768,Ca(BC)2,-0.28338
10769,Hf(VH2)2,-0.30093000000000003
10770,Li4Co3NiO8,-1.61992
10771,TaSbRu,-0.32703000000000004
10772,AcAg2Sn,-0.38146
10773,LiHo2Ru,-0.33712
10774,Ba2CdSn,-0.6208
10775,Li2YAl,0.05412
10776,HoSbPd2,-0.8573299999999999
10777,YZr5O,-3.60063
10778,TiV2Cr,-2.32368
10779,Ca(CrN)2,-0.26975
10780,Cr3O8,-1.75388
10781,MgRhF6,-2.40904
10782,LiCuF3,-2.19424
10783,Sm2SeO2,-3.2431099999999997
10784,Ta2Be2O5,-1.84196
10785,Li5Tl2,-0.25697
10786,CaSnF4,-3.24954
10787,Rb3Mo,1.17622
10788,TaBeIr,-0.07528
10789,UCl5,-1.65304
10790,BPb3O4F,-1.85946
10791,PaFe3,-0.05626
10792,VN2(Cl3O)2,-0.53991
10793,Ba2CdTe,-0.8777200000000001
10794,KBa4Ru,0.95344
10795,Ba4IrBr,0.4230600000000001
10796,MgBi,-0.03732
10797,Cu2GeTe3,-0.07533
10798,Sc2BeV,0.1506
10799,K3Cu3P2,-0.42189
10800,Pr2SnHg,-0.5747800000000001
10801,MnSbPd2,-0.21925
10802,Ti2RePt,-0.69102
10803,Pr3(Al2Si3)2,-0.45915
10804,Lu3BC3,-0.63778
10805,BeCd4Rh,0.5300600000000001
10806,Te3As2,-0.0076900000000000015
10807,Ba4TaSn,0.8618299999999999
10808,TbAg,-0.35859
10809,CoN,0.34269
10810,NdTlAg2,-0.27598
10811,KBa2Ni,0.32587
10812,TiZnCo2,-0.38207
10813,LiFeOF2,-2.20246
10814,NbNiP,-0.79114
10815,SiGeN2O,-1.14242
10816,AlV2C,-0.53179
10817,UZn3,0.12717
10818,YbCdHg2,-0.36444
10819,Li3BiO3,-1.73675
10820,Na4Ti5O2,-2.93753
10821,BeOs2Ru,0.2111
10822,BaBeV2,0.51899
10823,NaSrBO3,-2.75943
10824,Ti3N2O3,-2.47828
10825,Rb8PO3,-0.8375100000000001
10826,LaBe2Tl,0.39915
10827,YAsO4,-2.53254
10828,Ba4MgOs,1.07851
10829,Si3Pt,0.03724
10830,LiMn3O6,-1.8952
10831,CoAs4F8,-2.08145
10832,K2Mn(Nb3Cl4)2,-1.42474
10833,SnP3,-0.049030000000000004
10834,BaCaBr2,-1.57027
10835,SrB4O7,-2.81012
10836,BeZnP4,0.8330299999999999
10837,TmS,-2.07868
10838,NaBi2AuO5,-1.17236
10839,YbIn3,-0.39137
10840,AlSi,0.33887
10841,Li2BeIn,0.07318
10842,PrBPt3,-0.88581
10843,Li3Nd,0.21002
10844,Na3VPCO7,-2.05302
10845,KBeSi2,0.42014
10846,Ba4CaGe,0.34137
10847,CuH4Pb2(ClO2)2,-1.06144
10848,Ba4NbSi,1.01717
10849,Sm2(Zn2Ge)3,-0.41147
10850,SmPuO3,-2.80639
10851,CrAgO2,-1.39826
10852,SiC,-0.24372
10853,Pa3Mo,0.22439
10854,YMgAu2,-0.85106
10855,LiDyHg2,-0.35306
10856,Be2GaMo,-0.01843
10857,NdB2Rh2C,-0.6185
10858,BeTl2Ga,0.3232
10859,Ba2PrRuO6,-2.58432
10860,BeTc2Hg,0.21441
10861,Sr(AlH)2,-0.41455
10862,Sr(CuGe)2,-0.41023000000000004
10863,K2CuP,-0.44742
10864,Ba4As2O,-1.6313
10865,In6Ge2PtO9,-1.52419
10866,RbMgPO4,-2.66518
10867,CaBeNi2,0.03022
10868,Ca3UO6,-3.44654
10869,Be2NbGa,0.06973
10870,SiTc2W,-0.33037
10871,ThCdHg2,-0.14852
10872,Sc2GaHg,0.29428000000000004
10873,Nd(AlAu)2,-0.79466
10874,Ba4NbPt,1.01329
10875,YMn2O4,-2.28989
10876,Ca2YSbO5,-2.82856
10877,Mo3(Se2S)2,-0.7488199999999999
10878,BeIrSe2,0.08721
10879,ScGa5Co,-0.43335
10880,CeIn5Rh,-0.42385
10881,Li(Sn3Pd)2,-0.31564000000000003
10882,TmCu,-0.3439
10883,DyGa2,-0.64264
10884,IrCl3,-0.51235
10885,HfTaTc2,-0.5103
10886,K(PRh)2,-0.75115
10887,LiLu2Al,-0.20696
10888,CaTi4Fe3O2,-2.59463
10889,TaBe2Nb,0.31669
10890,TcGe3,0.47981999999999997
10891,NbInPt,0.10805
10892,BeSiP2,0.52059
10893,LiAsSe2,-0.5985699999999999
10894,LiAuS,-0.7925
10895,Ti2CS,-1.36296
10896,SiNi3,-0.39466999999999997
10897,WO2,-0.30926
10898,AsRu2Au,0.55214
10899,PrTl,-0.41525
10900,TmBiO3,-2.59457
10901,ErI3,-1.31213
10902,LiTlO2,-1.24819
10903,TbMn2BiO6,-1.17461
10904,Te6RhCl3,-0.38239
10905,BePW,-0.32231
10906,SrCuAs,-0.88235
10907,BeNi4P,0.25588
10908,NaSmHg2,-0.2877
10909,Mg2CoH5,-0.28488
10910,RbF2,-1.82894
10911,Tc2AsPt,0.40065
10912,Cu3Si,0.02528
10913,RbNdO2,-2.81124
10914,CaIrO3,-1.57692
10915,NaN3,-0.14849
10916,Sr(CdAs)2,-0.6602
10917,Fe2B4Mo,-0.36407
10918,ZnRh,-0.36655
10919,SmSI,-1.90381
10920,Li7Fe(O2F)2,-2.20896
10921,RbYO3,-2.1180000000000003
10922,CaH4Se2O7,-1.32948
10923,B6P,-0.30569
10924,Li2VFe(PO4)2,-2.1119
10925,TbInCu4,-0.28570999999999996
10926,Li(MnS2)2,-0.57848
10927,Ba4YTi,0.87961
10928,Pm2ZnAg,-0.32722
10929,K2BeCo,1.0647799999999998
10930,Be2BiMo,0.44249
10931,Rb2HfF6,-3.64344
10932,Ba(AgTe)2,-0.79799
10933,TiAs2O7,-1.77987
10934,Tb4MgIr,-0.45419
10935,MnH4(ClO)2,-1.02741
10936,LiCa2Cd,-0.23021
10937,Tm2Sn2O7,-2.7951
10938,H4NCl,-0.57753
10939,AsP2Pd,0.40212
10940,SbCl3F2,-1.29745
10941,Li3Mn3SiO8,-2.11889
10942,HfZrBe,0.19614
10943,Mn4ZnO9,-1.46073
10944,Mg(AuF4)2,-1.8203900000000002
10945,Ba4SiNi,0.79209
10946,Li8PO3,-1.45001
10947,Ga2PbO4,-1.7806
10948,Be2CdBi,0.78232
10949,SmN,-1.69912
10950,Li4Mn3OF,-2.70003
10951,TiAsPd2,-0.48318
10952,FeCuO2,-1.10743
10953,ZnSnO3,-1.65923
10954,Tb2MgPd2,-0.80408
10955,Sr2Ni(N3O)2,0.63773
10956,LiCaRh,-0.01405
10957,CoSn2H2(OF)6,-1.40986
10958,RbMgF3,-3.49581
10959,SrCN2,-0.9681
10960,Ba2I2O,-2.32824
10961,Yb(SiRh)2,-1.0168700000000002
10962,SbPO5,-1.7871599999999999
10963,Rb2NaNiF6,-2.5671
10964,CaMnBe2,0.20612
10965,SmCo2,-0.14528
10966,BeSn2Se,0.018009999999999998
10967,Be2VRu,-0.09576
10968,AgAsO2,-0.84872
10969,Ba2LaMo,0.94568
10970,TlAgSe,-0.25187
10971,Ba3Bi2F2,-3.33319
10972,PtO,-0.39466999999999997
10973,AcCuO3,-2.2529
10974,LiCa2Si3,-0.5139199999999999
10975,LiBH4,-0.37087
10976,ZrMoAs,0.2237
10977,Tm2ZnTc,-0.2444800000000001
10978,CaMn4O6,-1.91766
10979,Ca2N,-0.94327
10980,Pr2Ru2O7,-2.28247
10981,TiV4CoO2,-2.37479
10982,Li2AgAs,-0.12115
10983,YbSiAg,-0.3884
10984,Na2MgSiO4,-2.64885
10985,PaTe2Au,-0.44777
10986,CaBr2,-2.14847
10987,Ho2TlCd,-0.35294000000000003
10988,BeCr2Si,0.01126
10989,NaAg3,-0.03385
10990,Th2N3,-1.57541
10991,Mn2AlV,-0.29451
10992,Li3Fe2OF5,-2.36398
10993,Cu2SiS3,-0.37692
10994,Ti3InN,-0.9235399999999999
10995,KRhO3,-1.01722
10996,ZrNi3,-0.51205
10997,Be2RhCl,0.19923
10998,Pr2NCl3,-2.21276
10999,Hg2AsP,0.6128899999999999
11000,YCuAs,-0.63243
11001,Ba(MgSb)2,-0.85211
11002,Ag3AsO4,-0.6921
11003,B2IrCl,1.9000400000000002
11004,HfAgB,0.8345
11005,HoSnRh,-0.91453
11006,Ta5Si3,-0.40641
11007,Al(HO)3,-1.81093
11008,CaBeRu2,0.09464
11009,Ca(CoO2)2,-1.5877
11010,MgNi2Sb,-0.22471999999999998
11011,LiYGa4,-0.52185
11012,MgNb2,0.13505
11013,Ca3(AlAs2)2,-0.9299200000000001
11014,Ta2BAs,0.8619100000000001
11015,MgSn2O5,-1.98026
11016,Nb2CuS4,-0.5636899999999999
11017,BeV2Os,-0.09024
11018,Hf2Al3,-0.42082
11019,BaCuNi2,0.48176
11020,Be2FeBi,0.41042
11021,NbCr3,0.08996
11022,CaMgSiO4,-3.14491
11023,Li3VPCO7,-2.12198
11024,Ca2ScBe,0.38264
11025,Rb2U3(IO5)4,-1.80149
11026,AcH2,-0.63479
11027,Zr(MnGe)6,-0.11892
11028,Na3MnAsCO7,-1.72785
11029,CaHg2Pd,-0.37522
11030,SrBeCu2,0.37286
11031,BeNbPb,0.48673
11032,MnNiAs,-0.17005
11033,Tb(SiAu)2,-0.51964
11034,RuAu3,0.36851
11035,LiTmO2,-3.16323
11036,BaMn2O8,-1.7824900000000001
11037,LiLu2Tc,-0.13541
11038,ErVO4,-3.22713
11039,NdMgO3,-2.72539
11040,Li3NiO3,-1.72376
11041,K2ErF5,-3.71152
11042,BaCuSb,-0.76255
11043,PrNdO2,-2.95095
11044,Nd3NbO7,-3.4359300000000004
11045,Li3Al(BO3)2,-2.6998599999999997
11046,Li2CaMg,-0.03217
11047,CrNi2Hg,0.57212
11048,Ti2O3,-3.13181
11049,PrGa,-0.5916100000000001
11050,ErInAg2,-0.37011
11051,Er2MgIn,-0.29822
11052,Yb3Zr,0.31162
11053,BeBiCl2,0.22954
11054,BaSbCl,-0.87816
11055,SmInRh2,-0.67198
11056,Ba2UCoO6,-2.85734
11057,Ba4SnBr,-0.16145
11058,NaAlO2,-2.82645
11059,BaMnCO3F2,-2.45703
11060,ErInPd,-0.8279700000000001
11061,AlCuO2,-2.3052599999999996
11062,SrCa2Be,0.36762
11063,FeTe,-0.02648
11064,YCuO2,-2.60561
11065,ZrTaBe2,0.08241
11066,CeAl3Pt2,-0.98322
11067,Mg2Nb2FeO8,-2.5815099999999997
11068,Be(VSn)2,0.6201800000000001
11069,Li2BeRe,0.28496
11070,LiMgTl2,-0.15229
11071,TiBe2Tc,0.007240000000000002
11072,HfCdRh2,-0.67865
11073,BaYCuSnO5,-2.32639
11074,OsN,0.30924
11075,LaBe2Mo,0.17639000000000002
11076,Li2Cu3F8,-2.01215
11077,HfBe2Ge,0.13934000000000002
11078,In4SnS8,-0.55882
11079,ZnIn3,0.07368999999999999
11080,CaNd3,0.07662000000000001
11081,GaCl3,-1.0746799999999999
11082,Na6Ge2Se7,-0.88561
11083,LiBi(BO3)2,-1.91901
11084,VAuS2,-0.78851
11085,Be2GeIr,-0.05736
11086,LiSmGe,-0.73975
11087,YNi,-0.5284300000000001
11088,RbCaCO3F,-2.58935
11089,Ta2VOs,-0.34718000000000004
11090,AgC,2.14767
11091,Be2InGa,0.52853
11092,RhCl2,-0.41472
11093,SrTcN3,-0.49263
11094,CaBeOs2,0.42896999999999996
11095,NdDyMg2,-0.08645
11096,TbBi2IO4,-2.09534
11097,Yb3V,0.4113
11098,Dy(GeRu)2,-0.6158899999999999
11099,Li5FeS4,-1.09018
11100,BaCaCr,1.11305
11101,TaC,-0.13962
11102,Ba4LiV,1.08123
11103,In2ReB,1.44984
11104,LiFe2F7,-2.16628
11105,ThAl3Ni2,-0.67075
11106,MnSbIr,-0.11395999999999999
11107,YbPrZn2,-0.40276
11108,Ti2Bi2O7,-2.39966
11109,LiCo2OF3,-1.80191
11110,YbBi2,-0.58121
11111,HgSe,-0.013330000000000002
11112,DyMnGe,-0.46189
11113,UGaNi,-0.31354
11114,K2VPCO7,-2.13204
11115,Be2NiBr,0.5856600000000001
11116,ZrTi2O,-1.17763
11117,HfAlAu2,-0.52533
11118,Ba4BePd,0.84162
11119,K2TaBe,1.53865
11120,MgCrO2,-1.97417
11121,Be2FeCo,-0.2515
11122,RbFeO2,-1.42599
11123,Be2VOs,-0.07748
11124,Mn6O7F5,-1.98787
11125,ZnBiF6,-2.22655
11126,Na2P2PbO7,-2.23474
11127,MgSe,-1.3487200000000001
11128,Sr6Cu3N5,-0.6694
11129,ErCoC2,-0.44532
11130,RbN,1.2092200000000002
11131,LiV2(OF)3,-2.73278
11132,LuAgPb,-0.30041
11133,LiPm2Al,-0.20969
11134,TlAgCl3,-0.69739
11135,NaBeSi2,0.57413
11136,NaBeO3,-1.1383
11137,Mo3P,-0.30509000000000003
11138,YBe2Nb,0.06869
11139,Mg2ZnGa,0.1754
11140,PRu,-0.49791
11141,In3Ir,-0.14239000000000002
11142,Be2ZnPb,0.58878
11143,Pr3S4,-2.19794
11144,Sc2GaTc,-0.46867
