,pretty_comp,dfpt_piezo_max_dielectric
1724,Ca4Al6O3,15.30320504
1725,UCdO4,23.91138217
1726,KTeHOF4,7.57160455
1727,WSe2,12.74869378
1728,SrCuSeF,13.76987002
1729,Sm3SiAgS7,15.5689604
1730,NaMgSb,17.39816117
1731,Yb(NdS2)2,19.39341759
1732,Nd2Be2SiO7,10.72104689
1733,Ga3PO7,9.58527949
1734,ErSF,15.74069247
1735,Rb2LiVO4,7.270184587
1736,LuIO,13.50026234
1737,ClO3,26.5813521
1738,AlH3,11.19454073
1739,NaInO2,10.40098558
1740,HgS,16.54241747
1741,BaCrF5,8.211602087000001
1742,NaNiIO6,9.277591787
1743,RbI3,8.580395223
1744,Zn(InTe2)2,14.92163323
1745,Li2ZrTeO6,21.26254994
1746,SmZrF7,7.5982303170000005
1747,LiAuO2,8.137167433
1748,SbAsO5,8.413675317000001
1749,Al4C3,17.64895946
1750,LiScMo3O8,17.12904897
1751,GeI2,16.52474428
1752,AcTlTe2,61.97123039
1753,AgCl,27.29208898
1754,CdPtF6,5.54962624
1755,Rb3NaBe2F8,8.718393153
1756,TiMn3O8,25.56660019
1757,LiMgH3,11.03791897
1758,LiCuSi2O5,6.85844081
1759,LuTlS2,22.6817535
1760,K2Pb2O3,10.64838843
1761,Ca2Ge,19.61368043
1762,Yb4As2O,27.86350523
1763,Sm3CuGeS7,15.92256181
1764,GaCuO2,10.1735538
1765,LiInP2O7,6.5006621529999995
1766,RbYbF3,9.457399727
1767,NaHF2,5.08352885
1768,BiSbO3,36.85398548
1769,CdTeMoO6,24.73932198
1770,VCu3Se4,9.086313393
1771,K2GeF6,6.02380869
1772,NaBrO3,6.319251832999999
1773,Y2SO2,13.796965400000001
1774,KClO3,5.411215917000001
1775,CaPtF6,5.021252377
1776,SrClF,8.102268177000001
1777,Tl3AsS3,22.52137638
1778,TiNCl,59.67102917
1779,Cd(GaS2)2,9.726307712999999
1780,SrS2,9.696951877
1781,Li2CrP2O7,7.13046542
1782,HoTlS2,22.405473699999998
1783,GaSeBr7,9.896126037
1784,HgNO2,9.540006083
1785,FeCl2,9.751804923
1786,NaLuO2,18.69309633
1787,ReNCl4,8.65643482
1788,MnAlF5,8.440538343
1789,CSO,2.842325527
1790,KCN,4.303168617
1791,K2PdF4,4.724357503
1792,TiSiPt,24.08956342
1793,PdI2,18.88050485
1794,Zr(MoO4)2,17.63869234
1795,Yb(YS2)2,20.18713968
1796,HoF3,10.66306599
1797,Li2CeN2,27.20442755
1798,PbI2,16.35753487
1799,SiS,3.07402884
1800,Pr2TeO2,20.19301031
1801,KF,5.326645997
1802,Al(IO3)3,9.214961792999999
1803,Ho2SO2,13.48343422
1804,Li2PNO2,6.41406697
1805,XeO3,15.80859506
1806,PrIO,11.34516571
1807,H5CNO2,4.68325187
1808,RbAuC2,7.78674068
1809,KAcTe2,25.33405067
1810,RbPbBr3,18.91706936
1811,NdTlS2,22.53596311
1812,NiPbF6,12.38314833
1813,TmClO,8.29258839
1814,BeI2,4.92848058
1815,AlAgO2,9.510939833
1816,Zn(SnO2)4,11.64577894
1817,Bi2PbSe4,72.64734441
1818,KHO,7.587922637
1819,KYO2,13.61595174
1820,Mg3Si2H4O9,5.530118107000001
1821,Dy2Be2GeO7,12.58162113
1822,RbAgO2,6.296708967000001
1823,Ba2YF7,12.564817300000001
1824,Na3ScF6,23.5746761
1825,Ga2PdBr8,5.874481482999999
1826,Rb2HgO2,6.334228467000001
1827,AlN,19.60535719
1828,H2C5N2O,4.1695893669999995
1829,LiV3O8,26.23595658
1830,K2CuSb,11.93569873
1831,LiScS2,20.48829889
1832,Cu2SO4,7.014544127000001
1833,LiNbSe2,16.65865226
1834,Mg5(HO3)2,9.421073032999999
1835,HoTlO2,60.44803881
1836,NaLi2Sb,16.79963095
1837,Rb2S3,6.782886992999999
1838,KSmSe2,13.29950811
1839,NdCuTeO,18.61082114
1840,HgBr2,12.52271342
1841,RbErS2,12.03259288
1842,PAuS4,7.7432554829999996
1843,SeOF2,5.126514387
1844,K4Br2O,8.223391337
1845,Ta(ICl)2,8.158932453
1846,LiI,13.12212758
1847,Li3BrO,11.61926683
1848,TbSF,15.47936033
1849,AgBrO4,10.13123663
1850,ScIO,17.93777778
1851,LiAlO2,11.7814599
1852,Li2AlVO4,8.577180373
1853,Th2HN3,39.85421006
1854,HfS3,10.82650653
1855,Al3GaN4,8.881148297000001
1856,Sm3BWO9,15.00144459
1857,ZrSiPd,23.06604009
1858,RbPrSe2,13.38296939
1859,Pr5AgSe8,27.64564248
1860,KLiZnS2,9.97673657
1861,Pd(Se3Cl)2,10.34318225
1862,Sr(AlCl4)2,4.804276933
1863,Dy2TeO2,22.368822199999997
1864,HoBi2IO4,23.43411575
1865,S3(NCl)2,12.02455234
1866,NbCl4,7.701924667
1867,Ca(MgSb)2,17.01480248
1868,SnH8(CI)4,3.98250553
1869,ErTlO2,61.44856927
1870,K2Mg2O3,7.415713767000001
1871,SmBi2IO4,25.57157405
1872,Cd(CN)2,3.38847737
1873,CdCu2SiS4,10.2566435
1874,NaTbSe2,14.742213000000001
1875,Sr3TaGa3(SiO2)2,14.62413016
1876,MgSe,18.43250749
1877,Nd2TeO2,20.43342483
1878,BaHfN2,26.49184018
1879,BeSnAs2,16.8556198
1880,NbTlBr4O,15.44005229
1881,AlAgTe2,11.15420854
1882,YbC2,10.05293767
1883,KSmF4,7.23678556
1884,Ca(PrTe2)2,24.0468781
1885,Ca4Mg3H4,13.896863
1886,SiF4,2.488460073
1887,RbCaSb,11.14415595
1888,KMgH3,9.163363193
1889,Li7SbO6,9.498937817
1890,TlS,52.11718522
1891,MgSiAs2,12.44483108
1892,Tm2SeO2,33.81128366
1893,B4PbO7,15.7027925
1894,ZnCdSe2,12.76562517
1895,TeO2,21.78084096
1896,Ba(BS2)2,9.077241077
1897,RbLuS2,11.55948021
1898,MgSiP2,11.07896261
1899,Nd3SiAgS7,15.20534411
1900,RbAlF4,6.231222002999999
1901,KH,7.26146385
1902,TlGeF3,19.76992555
1903,Ca2H3Br,14.27487131
1904,MgPdF6,5.38583679
1905,AsF3,5.36943926
1906,BiTeI,27.15547019
1907,TlCd(NO2)3,10.14432385
1908,TaCu3Te4,9.74702009
1909,SbF3,13.25159094
1910,CeO2,28.25864167
1911,CaNiF6,6.177606127000001
1912,Ba2H6Os,10.78847512
