,pretty_comp,gap expt
1752,La20Mo12Cl4O63,2.4
1753,Sn0.15Pb0.85Se1,0.13
1754,La3(OsO5)2,0.0
1755,KPAu5S8,2.14
1756,Ge0.1Pb0.9Se0.9S0.1,0.32
1757,SmAs2Au,0.0
1758,InAgSe2,1.04
1759,Ba2ScIrO6,0.0
1760,Na2Nb4Se4O19,3.56
1761,Ga2PbS4,2.38
1762,CuPS3,2.2
1763,CePd5,0.0
1764,Ba4Si3Se9Cl2,1.76
1765,Ag7NO11,0.0
1766,Cd(GaS2)2,3.4
1767,Rb3Sb2Br9,2.48
1768,Sm3OsO7,0.0
1769,GdNiO3,0.0
1770,TbP,0.0
1771,Ca3Bi(PO4)3,4.2
1772,Ga2GeTe3,0.84
1773,K4C2O3,0.0
1774,Ga2Te3,1.32
1775,TlCr5Se7S,0.71
1776,Ho3GaC,0.0
1777,UAlNi4,0.0
1778,KEuAsS4,1.89
1779,HfInCu2,0.0
1780,SnTe,0.3
1781,Na3Sn2ClF6,3.88
1782,Ag3SbS3,1.75
1783,ScTa2NO5,2.67
1784,ErAl9(Fe2Si3)2,0.0
1785,KTiPO5,3.54
1786,Zn3N2,0.0
1787,Cd(PS2)2,3.76
1788,CoP2,0.35
1789,SmNiC2,0.0
1790,HfTc,0.0
1791,AgAsSe2,1.4
1792,W3O7F,0.0
1793,CeRh,0.0
1794,Ge(Bi3O5)4,3.25
1795,Na2TeS3,2.35
1796,Ca6Ag16N,0.0
1797,ZrSb,0.0
1798,Pr2Se3,1.8
1799,YZnBiO4,1.58
1800,Nb3B2,0.0
1801,SmAu3,0.0
1802,InSb2S4Cl,1.8
1803,Ba(ZnAs)2,0.23
1804,Li3Bi,0.7
1805,ErN,2.4
1806,Al0.75Ga0.25As1,2.42
1807,Ni3Pt,0.0
1808,V2(OF)3,0.0
1809,La4InSbSe9,1.76
1810,Ba6Ag2.7Sn4.3S16,1.38
1811,BaSn3,0.0
1812,ScGe2,0.0
1813,LiInSnS4,2.3
1814,Ba3BSbS6,2.62
1815,Al0.4Ga0.6P1,2.35
1816,AsPRu,0.8
1817,RbC8,0.0
1818,BaGa2SnSe6,1.6
1819,Ba2ZnSe3,2.75
1820,K(CoSe)2,0.0
1821,NaB15,0.32
1822,Li3Co2(GeO4)3,0.0
1823,MgIn3,0.0
1824,Ce3AlC,0.0
1825,POsSe,1.4
1826,Ba2YReO6,0.0
1827,YbMn2O5,0.0
1828,Si0.0645Ge0.9355,1.04
1829,Si2SbO6,0.0
1830,LiHoAu2,0.0
1831,Li2FeWO6,0.0
1832,Ba2DyInSe5,2.27
1833,SmNi2B2C,0.0
1834,Ni3Ge,0.0
1835,Ca5Au2,0.0
1836,KMo6S7,0.0
1837,Zn0.9Ga0.1P0.1S0.9,2.8
1838,Ti5ZnO7,0.0
1839,PrGaAu2,0.0
1840,CdBiClO2,3.08
1841,TiZn3,0.0
1842,Nd3AlC,0.0
1843,PrB4,0.0
1844,TbSe2,0.0
1845,ZrNiSn,0.0
1846,ScZn3,0.0
1847,Hg3As,0.0
1848,Cd(In15Te23)2,1.17
1849,Li8BiS6,0.0
1850,Pr5In11Ni6,0.0
1851,CaHg2,0.0
1852,HoCdCu4,0.0
1853,Ba3FeS4Br,1.65
1854,CsGdO3,0.0
1855,TeMoSe,0.0
1856,Mn15Si26,0.7
1857,BaTeMo2O9,3.12
1858,PrIn,0.0
1859,Zn0.42Ga0.58As0.58Se0.42,1.67
1860,In1.3Cu0.7Se2.3,1.1
1861,Sc5Pb3,0.0
1862,Fe12As5,0.0
1863,CsGe5BO12,4.89
1864,SmCuSi,0.0
1865,Tm2IrPd,0.0
1866,KB5PbO9,3.1
1867,Na19Zr11S30,0.0
1868,Ba3Ho2(PS4)4,3.3
1869,U2Al3C4,0.0
1870,BeSe,4.0
1871,Sn0.06Pb0.94Se1,0.14
1872,Ti5Zn4(TeO6)3,0.0
1873,Tb3ReO7,0.0
1874,KCu4AsS4,1.9
1875,Tb10B7C10,0.0
1876,YbPmPt2,0.0
1877,Si0.2Ge0.8,0.86
1878,LiGaO2,5.6
1879,CuI,2.8
1880,CdPd,0.0
1881,Be22Re,0.0
1882,Ca(CoGe)2,0.0
1883,Ga2HgS4,2.79
1884,K6Ta2.93Nb1.07S22,1.88
1885,Al2Ru,0.0
1886,Li14Ti21O48,0.0
1887,Ca2Ge,1.0
1888,Al0.99Ga0.01P1,2.49
1889,CrFeP,0.0
1890,Ho(BiO3)2,0.0
1891,Nb6VSb3O25,3.2
1892,Ba4Yb(CuO3)3,0.0
1893,U2MnN3,0.0
1894,Ca(AlZn)2,0.0
1895,Li2Ni3TeO8,0.0
1896,Li2HgGeS4,2.46
1897,CsCaBO3,3.93
1898,Mg2Si,2.27
1899,CrB2(PbO2)6,1.8
1900,NaCdSb,0.0
1901,Mg(As2Rh3)2,0.0
1902,Tl2TeI6,1.47
1903,Pm3I,0.0
1904,SbTeRh,0.5
1905,Sn(PO3)3,0.0
1906,In0.8Ga0.2As0.2P0.8,1.4
1907,FeAgTe2,0.28
1908,In0.5Ga0.5P1,1.9
1909,GaAgGe5Se12,2.14
1910,Mn(SbO2)2,2.65
1911,In2HgTe4,0.86
1912,CrH9(CN2)3,0.0
1913,Dy2C,0.0
1914,Mg2CrN2,0.0
1915,PrAs,1.0
1916,Sm3Sc,0.0
1917,ZrRh,0.0
1918,DySn3,0.0
1919,Y(CuSi)2,0.0
1920,Pr2CdSn,0.0
1921,Cd(GaSe2)2,2.1
1922,Cd1Se0.65S0.35,1.93
1923,CsMn4In5Te12,1.48
1924,Hg8Bi3As4Cl13,2.43
1925,Li2FeSnS4,1.86
1926,PtS,0.38
1927,Mn3(OF3)2,0.0
1928,Ba6Ga2SnSe11,1.99
1929,B4W,0.0
1930,Y3GaS6,2.88
1931,HoB4,0.0
1932,ZnSb3,0.0
1933,Sb5IO7,1.95
1934,Tl(MoSe)3,0.0
1935,RbCu2SbS3,1.67
1936,RbB5(H2O3)4,0.0
1937,Sn0.06Te1Pb0.94,0.28
1938,PmMgCd2,0.0
1939,EuN,1.25
1940,Tm2MgRu,0.0
1941,RbCuSnS3,1.44
1942,CsZn2B3O7,5.69
1943,USbSe,0.0
1944,Tl5Te3,0.0
1945,LaInS2O,2.73
1946,WCl3,0.0
1947,NaCl,8.4
1948,NdMnSbO,0.0
1949,BAs,1.45
1950,CuP2,1.4
1951,CsRb(PSe4)2,2.41
1952,Cd0.8Hg0.2Se1,0.45
1953,Al0.1Cd0.9Sb0.1Te0.9,1.36
1954,Sm(InS2)3,1.18
1955,Nb2O5,3.08
1956,TmB2C,0.0
1957,In5AgS8,1.76
1958,EuF3,0.0
1959,TlSbS2,1.42
1960,NbPt2,0.0
1961,BaLi4,0.0
1962,Ba3NaIr2O9,0.0
1963,CsH3(SeO3)2,4.77
1964,V3Bi(PbO4)3,2.5
1965,Sn0.2Te1Pb0.8,0.08
1966,SrPbO3,1.78
1967,KTa3CuO9,0.0
1968,Zn2MoSeO7,4.2
1969,Zn(FeN)2,0.0
1970,TlCr5S8,1.01
1971,LiGa(GeSe3)2,2.64
1972,CdBr2,4.47
1973,Li2CuF6,0.0
1974,Tb2SbO2,0.0
1975,MgTl,0.0
1976,SnI2,2.4
1977,Cd1Se0.01S0.99,2.4
1978,CrFe2Sb,0.0
1979,SbPbBrO2,2.67
1980,Rb2Cd(PSe3)2,2.58
1981,PW5O17,0.0
1982,Na2CdSnS4,2.52
1983,KP(HO2)2,6.95
1984,V2GaSn2,0.0
1985,LiEr2Ga,0.0
1986,LiTi3O6,0.0
1987,La1.86Tb1.14Ga1.67S7,2.67
1988,Tb0.52Pr2.48Ga1.67S7,2.61
1989,Nd(SiIr)2,0.0
1990,RbU2SbS8,0.0
1991,LiIn2Rh,0.0
1992,LiPm2Ir,0.0
1993,TaTl3S4,2.18
1994,TlFeI3,0.0
1995,Ce6B2(CBr)3,0.0
1996,P2Se5,2.2
1997,Bi2(PO4)3,0.0
1998,SmSb,0.59
1999,Re3F,0.0
2000,TiCoGe,0.0
2001,Na8PO3,0.0
2002,K3Ta2AsSe11,1.45
2003,SmHoHg2,0.0
2004,CeSiOs,0.0
2005,Cu2Hg2SF6,0.0
2006,BaAu2,0.0
2007,MgInPd2,0.0
2008,RbHg3,0.0
2009,SiGe,0.88
2010,K2Gd2Ti3O10,3.3
2011,Ce2GeSe5,1.7
2012,Sb2Te,0.0
2013,MnCu2Sn,0.0
2014,Nb2Cr4Si5,0.0
2015,Rb2Cd3(B4O7)4,4.76
2016,CoCu2Sn,0.0
2017,Cs5Bi(PSe3)4,1.85
2018,Cs1.13Cd1.13Bi2.87Se6,1.0
2019,BaPt5,0.0
2020,Eu(BiTe2)2,0.44
2021,Lu2Mn12P7,0.0
2022,RbLiCO3,6.28
2023,EuClO,0.0
2024,K5In3P6Se19,2.2
2025,LaCdAu,0.0
2026,La2Ga0.33Sb1S5,1.76
2027,CdAs2,0.89
2028,RbBa2(PO3)5,7.6
2029,ZnSnSb2,0.3
2030,Cd3Te2MoO10,3.81
2031,ScBe5,0.0
2032,Pr2GeSe5,1.8
2033,CeTaN2O,1.9
2034,HgTe,0.15
2035,Li4Ni3BiO8,0.0
2036,SiSe2,1.72
2037,Al0.2Ga0.8P1,2.3
2038,Zn(Bi19O29)2,2.88
2039,Pb3O4,2.12
2040,Ag(AuS)2,0.0
2041,In1Ag1.75Sb5.75Se11,0.94
2042,La3(ReO5)2,0.0
2043,LiSn4Ir,0.0
2044,InSb,0.16
2045,HfVSi,0.0
2046,LiAlB14,1.82
2047,Sn0.13Pb0.87Se1,0.02
2048,TmBPd3,0.0
2049,RbBiSe2,0.72
2050,Yb5Au4,0.0
2051,ErNiSn,0.0
2052,SnO2,3.6
2053,Dy4CdRh,0.0
2054,LiPm2Al,0.0
2055,ZrGe2,0.0
2056,CaOsO3,0.0
2057,NiP2,0.3
2058,AsS,2.4
2059,LaCd2,0.0
2060,Ga4PbS7,3.08
2061,BaLa2In2Se7,1.66
2062,Pr2Au,0.0
2063,Sm5Br11,0.0
2064,ScSbRh2,0.0
2065,Ba2GaSe4,1.63
2066,Sr3Co2S2O5,0.0
2067,CsAsSe2,1.86
2068,TiAsRh,0.0
2069,Dy3GaS6,2.81
2070,LaSi2,0.19
2071,ScRh,0.0
2072,Nd4MgRu,0.0
2073,Sr3Ti2O7,3.26
2074,Ga2S3,2.8
2075,VIn(NiO3)2,1.92
2076,LaSi2Ru,0.0
2077,Sm2Te3,0.7
2078,LiSiPd2,0.0
2079,Rh3Pb,0.0
2080,Ge0.39Te1Pb0.61,0.56
2081,Ga9Rh2,0.0
2082,SrV13O18,0.0
2083,Te4MoW3S4,0.0
2084,Mn2OF3,0.0
2085,TbTl,0.0
2086,InAs,0.28
2087,Lu2AlTc,0.0
2088,AlN,5.9
2089,Cd0.9Hg0.1Se1,0.35
2090,InSb2Se4Br,1.35
2091,LaNbN2O,1.7
2092,RbAg2SbS4,2.3
2093,SrB2,0.0
2094,SmCuSe2,2.1
2095,Ca(NdS2)2,2.7
2096,Mg(FeS2)2,0.0
2097,Sm3Te4,0.51
2098,Ba4Sb3S8Cl,2.09
2099,Fe2O2F3,0.0
2100,NaSbSe2,1.2
2101,Y2AlZn,0.0
2102,Li2TlAg,0.0
2103,KAg2SbS4,2.2
2104,Ga2PbSe4,1.83
2105,FeAsS,0.06
2106,Al0.05Cd0.95Sb0.05Te0.95,1.37
2107,CuN3,4.17
2108,SbPt3,0.0
2109,LuNiBC,0.0
2110,Be3N2,3.8
2111,CdSb2Se3Br2,1.4
2112,Rb1.54Cd1.54Bi2.46S6,1.33
2113,KBiSe2,0.61
2114,VIr,0.0
2115,Cs2ZnGe3Se8,2.31
2116,Sb2S3,1.63
2117,NaHg,0.0
2118,HfSi,0.0
2119,Th(FeSi)2,0.0
2120,PbSe,0.14
2121,Ca11Ga7,0.0
2122,Zn0.2Ga0.8Sb0.8Te0.2,1.15
2123,SrGe2,0.9
2124,HoZnRh,0.0
2125,CsAg2TeS6,2.04
2126,BiAs2Os,0.0
2127,Cs2La1.19Bi8.81S16,1.0
2128,Cr2GeC,0.0
2129,Ba3PN,0.0
2130,Ag2P2PbO7,0.0
2131,U3Ni3Sn4,0.0
2132,Cd3Sb2,0.3
2133,UAl3,0.0
2134,YbCuGe,0.0
2135,ErTlPd,0.0
2136,AgP15,1.47
2137,Pr27Se40,0.0
2138,BaTi4O7,0.0
2139,AlVCo2,0.0
2140,Nd2BC,0.0
2141,Ca3La2(SnS4)3,1.45
2142,Li3V12O29,0.0
2143,Ba2LaIrO6,0.0
2144,Gd1.47Mn2.04In0.49S5,1.75
2145,Ba3BSbSe6,1.89
2146,GeI2,1.5
2147,EuPd,0.0
2148,La2B4Rh5,0.0
2149,BMo,0.0
2150,Na2Te,2.3
2151,Ga1.5Cu0.5Se2.5,1.76
2152,AsPPd,0.45
2153,Na2Sn2Hg3S8,2.45
2154,Li4V5Cu3O16,0.0
2155,AgGeO3,0.0
2156,Ba4Ge3S9Cl2,2.91
2157,Cu10Sb3,0.0
2158,YCd4B3O10,3.78
2159,LuScRu2,0.0
2160,K2Cd3Te4,2.26
2161,Ga2Se3,1.86
2162,Cr2NiS4,0.0
2163,Li3FeNi3O8,0.0
2164,Cd4Sb3,1.25
2165,ZnSn3,0.0
2166,NaH3(SeO3)2,4.9
2167,TaAs,0.0
2168,Ag9(PbO3)4,0.0
2169,Ce2Ti2O7,0.0
2170,AlCu7O12,0.0
2171,Ho(NiB)2,0.0
2172,Pb2O3,1.67
2173,Ba23Ga8(SbS19)2,2.84
2174,YbAg2,0.0
2175,Cs4Ge5(PbS4)4,1.95
2176,U2Ti,0.0
2177,Rb3Ta2AsS11,2.21
2178,PtS2,0.75
2179,AgAsS2,2.14
2180,Ga0.04Te1Pb0.96,0.37
2181,CdPt,0.0
2182,Yb3Tc,0.0
2183,Zn8Ag5,0.0
2184,Li3Cu4NiO8,0.0
2185,Bi2O5,0.0
2186,DyZrRu2,0.0
2187,InHgW2,0.0
2188,Ti(Bi3O5)4,3.09
2189,SmPbAu,0.0
2190,DyNiGe2,0.0
2191,NdMg2Ni9,0.0
2192,BaLa2In2S7,1.87
2193,Tb4Al2O9,4.59
2194,VBi24O41,3.25
2195,LiTi11O20,0.0
2196,GaTc,1.42
2197,Zr6Sb2Pt,0.0
2198,Zn0.75Hg0.25Se1,1.4
2199,CoH2(SN)4,0.0
2200,Ge0.06Te0.06Pb0.94Se0.94,0.28
2201,Zn(CoO2)2,0.0
2202,TaTiFe2,0.0
2203,SiP,2.0
2204,FeCoAs,0.0
2205,Rb5Li6(BO2)11,6.53
2206,Zn0.8Hg0.2Te1,1.4
2207,Er2Fe14B,0.0
2208,In1Sb0.3As0.7,0.11
2209,Ga1.5Cu0.5S2.5,2.43
2210,NbSnIr,0.28
2211,TbCl,0.0
2212,K2AgSnSe4,1.8
2213,PRuS,1.4
2214,KInS2,3.0
2215,Bi0.04Te0.06Pb0.98Se0.98,0.28
2216,Sr2GaCo2O7,0.0
2217,CdAg2GeS4,2.32
2218,Dy4GaSbS9,2.58
2219,Na2Cd(GeS3)2,2.57
2220,Hf5Pb,0.0
2221,UGa2,0.0
2222,Li8TiNi7O16,0.0
2223,Al0.01In0.99P1,1.3
2224,RbGeB3O7,5.58
2225,Ba4Si20Au3,0.0
2226,Ca2NiIrO6,0.0
2227,Cd3AgPS6,2.56
2228,Cr10Sb3Te7,0.0
2229,In(MoSe)3,0.0
2230,Yb14Ti10O41,0.0
2231,K2Ge2PbS6,2.85
2232,Ca(BiO2)2,3.08
2233,P2Pd3S8,2.12
2234,Dy2CuOs,0.0
2235,BePd2,0.0
2236,CsTiCl3,0.0
2237,Dy2MgIn,0.0
2238,Ba2SmInSe5,2.22
2239,Cs5P5Se12,2.17
2240,Mg3(B25C4)2,2.7
2241,La3NiBr3,0.0
2242,Ta3B4,0.0
2243,Sc6NiTe2,0.0
2244,Pt3Pb,0.0
2245,Ce8U2O21,0.0
2246,Yb3Sn13Rh4,0.0
2247,YbSn2Pd,0.0
2248,Li2HgGe,0.93
2249,BaDy2CuO5,0.0
2250,LaHg,0.0
2251,UO,1.5
2252,AgBi(PSe3)2,1.4
2253,Eu(InS2)2,1.5
2254,Ba2YInSe5,2.31
2255,SiAs2,0.88
2256,Ba3CaRu2O9,0.0
2257,Tl2Cu2SnS4,1.4
2258,Sr(LaS2)2,2.85
2259,Zn0.7Ga0.3As0.3Se0.7,1.93
2260,Nd4O3F7,0.0
2261,LiMnCoO4,0.0
2262,Rb5(W4O15)2,0.0
2263,CuPd,0.0
2264,Ga1.2Cu0.8Se2.2,1.58
2265,FeBi(SeO3)3,2.54
2266,ErB2Ir3,0.0
2267,LiCa2Ga,0.0
2268,PdSe,0.2
2269,Ni(PO3)4,0.0
2270,TbCo2,0.0
2271,CsInS2,3.4
2272,YbNd2CuS5,1.35
2273,ZnB12(H5O12)2,4.6
2274,ZnCu3P3O13,0.0
2275,Cd0.1Ga0.9Sb0.9Te0.1,0.78
2276,KAg2,0.0
2277,Rb2TeBr6,2.14
2278,LiTm2Rh,0.0
2279,La2Ge2Se7,1.08
2280,CuPtO2,0.0
2281,GeAs,1.01
2282,Cu4H10SO12,0.0
2283,Tl3Pb,0.0
2284,PbS,0.28
2285,Er(CuTe)3,0.24
2286,ScZn2,0.0
2287,Lu2Fe2Si2C,0.0
2288,Li6FeO6,0.0
2289,Sn0.08Te0.08Pb0.92Se0.92,0.22
2290,CeO2,3.41
2291,Ba(SnO2)4,0.0
2292,Tb2AlCo2,0.0
2293,SmCuSeO,2.6
2294,Cs2VAgS4,1.77
2295,Al7(CN)3,0.0
2296,Ba2BiSbO6,0.0
2297,Al0.15Ga0.85As1,1.6
2298,GdB(SbO4)2,3.48
2299,B3H2Pb2O7.5,4.42
2300,FeSn,0.0
2301,LiB3O5,7.75
2302,Cs3Bi2I9,1.8
2303,ZnCrO2,0.0
2304,TbYHg2,0.0
2305,LaGeI,0.0
2306,K4Ag9(SbS3)4,2.0
2307,LiCoS2,0.0
2308,Hg3Bi2(TeCl4)2,2.8
2309,Ba2NaCu3S5,0.45
2310,Zn0.95Ga0.05P0.05S0.95,2.7
2311,Te0.05Pb1Se0.95,0.26
2312,Mg2GeB2Rh5,0.0
2313,SbOsSe,0.4
2314,K(FeAs)2,0.0
2315,Dy2AlCo2,0.0
2316,GaBi,0.1
2317,LiSiRh2,0.0
2318,Cs4Ga4Si19,1.14
2319,AgBiSe2,0.34
2320,HfFe2,0.0
2321,Li8PO3,0.0
2322,Rh0.67Se2,0.7
2323,Ce4FeSe6O,0.0
2324,GaFeNi2,0.0
2325,GdO2,0.0
2326,CsI,6.3
2327,TlAgTe2,0.1
2328,K2Th(CuS2)2,2.17
2329,Na11Ti20O40,0.0
2330,Ag0.5Ge1Pb1.75Se4,1.51
2331,Ni3S4,0.0
2332,Sm2Se3,2.3
2333,Ga1.01Sb0.99Se0.03,0.62
2334,RuSe2,1.0
2335,Sm1.82Lu2.18Se6,1.51
2336,TlZn2Tc,0.0
2337,Eu7(Ga3Sb4)2,0.6
2338,Bi0.6Sb1.4Te3,0.2
2339,InFe2CuSe4,0.0
2340,AlIr,0.0
2341,PmSbRh2,0.0
2342,PmHgAu2,0.0
2343,Cd3As2,0.11
2344,K2Sb8Se3,1.31
2345,KCd4Ga5Se12,2.16
2346,Al0.99Cd0.01Sb0.99Te0.01,2.21
2347,CeAsPd,0.0
2348,NdTe,0.0
2349,KAgF3,0.0
2350,Ca(BC)2,0.0
2351,LiInSe2,2.83
2352,NaSm(PS3)2,2.54
2353,InAgO2,4.2
2354,Li2V2F7,0.0
2355,Sr2ScSbO6,3.57
2356,Ho2B4C,0.0
2357,CdS,2.39
2358,PH2NO2,0.0
2359,Bi2Te2.97Se0.03,0.15
2360,Gd1.87Lu2.13Se6,1.56
2361,Rb2NbCuSe4,2.19
2362,BaEu2Mn2O7,0.0
2363,Ge0.01Te0.99Pb0.99S0.01,0.32
2364,CsGeI3,1.6
2365,Zn0.5Cd0.5Se1,2.9
2366,Sr3Li4La5O12,0.0
2367,Zr(Fe2Si)2,0.0
2368,SnAs3,0.0
2369,Ge0.05Te1Pb0.95,0.34
2370,Tm2In,0.0
2371,PrGeAu,0.0
2372,CuSbS2,1.38
2373,UAl4,0.0
2374,Ga1As0.7P0.3,1.8
2375,Ho(BC)2,0.0
2376,SrNi2(PO4)2,0.0
2377,Tb11S16,0.0
2378,Bi2(MoO4)3,2.9
2379,Zr7P4,0.0
2380,In4As5(BrO4)3,4.22
2381,Ir0.67S2,2.0
2382,CdAg,0.0
2383,Ca2Mn9O13,0.0
2384,UAu2,0.0
2385,Li6Mn5CoO12,0.0
2386,Sn5(BRh3)2,0.0
2387,Li2ZnSnSe4,1.87
2388,KTeP2,1.4
2389,Al0.6Ga0.4P1,2.4
2390,Li3FeTe4O11,1.98
2391,NaLu(Pd3O4)2,0.0
2392,K4(ZrSe5)3,1.81
2393,YSiNi,0.0
2394,Sc5NCl8,0.0
2395,TiFeH2,0.0
2396,Cr2O3,3.4
2397,YBi,0.0
2398,Pb1Se0.99S0.01,0.26
2399,CsCeHgSe3,1.94
2400,DyCoSi2,0.0
2401,Cd0.05In0.95Te0.05As0.95,0.68
2402,AgSO4,0.18
2403,Li0.33Ag1Sn0.67O2,2.7
2404,Li2Ga(GeSe3)2,2.64
2405,K2Cd(PSe3)2,2.58
2406,Sm(CuS)3,1.82
2407,Ba2GaBiTe5,1.43
2408,BiIO,1.89
2409,Li9Ga13(Te7O22)3,4.45
2410,Ca2GeN2,0.0
2411,B6As,1.51
2412,Si0.1Ge0.9,0.8
2413,TcB,0.0
2414,KGaSe2,2.6
2415,Zr2CuS4,0.0
2416,LaMg(FeO3)2,0.0
2417,Sb2Te3,0.19
2418,LiB3,2.0
2419,Be12Pt,0.0
2420,BP,4.2
2421,Yb(SiAg)2,0.0
2422,Ho5(Ge5Rh2)2,0.0
2423,SmCdHg2,0.0
2424,DyYAg2,0.0
2425,BaAg2,0.0
2426,SrAl,0.0
2427,KFeCuTe2,1.06
2428,Li5Co2Ni3O10,0.0
2429,Li2NdAs2,0.0
2430,Tm4In(NiGe2)2,0.0
2431,Eu(ZnSi)2,0.0
2432,Cu2Te,1.02
2433,Mn3Cr3(TeO8)2,0.0
2434,KCuSnSe3,1.04
2435,Ce1Mn0.5Se1O1,2.01
2436,P2Ru,0.8
2437,LiLa2IrO6,0.0
2438,YbSm2CuS5,1.28
2439,LaTaN2O,2.0
2440,U4S3,0.0
2441,YbPO4,0.0
2442,Tb2(MoO4)3,1.41
2443,ZrPd3,0.0
2444,Ba2InSbSe5,1.92
2445,Co7Re17O48,0.0
2446,SmCuSO,2.9
2447,NaFe2O3,0.0
2448,LiHf2Ir,0.0
2449,HoC2,0.0
2450,Na3MoClO4,4.69
2451,Ba2Cu5F14,0.0
2452,YB66,0.8
2453,Ba3Dy2(PS4)4,3.28
2454,Rb2Sn3(SbS5)2,2.33
2455,Ca(AgGe)2,0.0
2456,TaNiB2,0.0
2457,Zr4Co4Ge7,0.0
2458,CuP2(HO3)2,0.0
2459,BaYb2O4,0.0
2460,V2ZnO4,0.0
2461,K2Mo2Se2O11,3.3
2462,Cu2WSe4,1.65
2463,CaO,6.93
2464,ZnSb2MoO7,3.3
2465,LiMn4O8,0.0
2466,Cs2Cd3(B4O7)4,4.76
2467,NiO,4.0
2468,Rh7(PbO5)3,0.0
2469,As2S5,2.48
2470,CuBiSO,1.07
2471,Ba14Na8CaN6,0.0
2472,Y2Ru2O7,0.0
2473,K2RbSb,1.2
2474,Ga5Ge(PbSe3)4,1.91
2475,Sr2Co2O5,0.0
2476,Cs6.4Na1.6Ga8Ge38,0.22
2477,Rb2Mo9Se10,0.0
2478,Hf5Sn4,0.0
2479,Tb2GeS5,2.1
2480,SbRuSe,0.9
2481,NdTiGe,0.0
2482,CsAgSb4S7,2.04
2483,Pd3(PbS)2,0.0
2484,BaAl4Se7,3.4
2485,K10Co4Sn4S17,1.31
2486,LiNbO3,3.9
2487,TiOs3,0.0
2488,CdTeO3,3.55
2489,Eu(Ni2B)6,0.0
2490,Nb40N21O16,0.0
2491,BeS,4.17
2492,LiMo3O8,0.0
2493,GeO2,5.54
2494,Ge3Ru2,0.34
2495,Zr3O,0.2
2496,BaO,4.8
2497,Ba8Al10B12O41,3.1
2498,VAg2I3O11,2.16
2499,DySiIr,0.0
2500,CaGaGe,0.0
2501,H6Pt(I3O10)2,2.12
2502,NdIn3,0.0
2503,Cs3Sb2I9,1.89
2504,In1Sb0.9As0.1,0.27
2505,Li3Cr(NiO2)4,0.0
2506,Nd(CoSi)2,0.0
2507,TiFe2Sb,0.0
2508,Ba2GdGaSe5,1.87
2509,Ti2BRh6,0.0
2510,GaTc2W,0.0
2511,Ba3Bi2TeO9,2.3
2512,Eu(NiAs)2,0.0
2513,Cd2InAgTe3,0.47
2514,RhSe2,0.6
2515,Li2Ti3FeO8,0.0
2516,CrBi2I2O11,2.4
2517,LiTmSn,0.0
2518,CsGa7,0.0
2519,Dy1Te1.7,0.35
2520,FeP,0.0
2521,ZnTe,2.1
2522,ZrSe,0.0
2523,Sr2Be2B2O7,8.0
2524,NbSi2,0.0
2525,Y4CuTe8,0.0
2526,MnFeAs,0.0
2527,CsGa(SnSe3)2,1.87
2528,Na3In2Au,0.0
2529,RbCl,8.1
2530,Nd3Ge5,0.0
2531,UGeRh,0.0
2532,ThRu3C,0.0
2533,Gd(InS2)3,1.13
2534,Ga0.01Te1Pb0.99,0.42
2535,NdF3,6.15
2536,Si0.12Ge0.88,0.84
2537,CrNiAs,0.0
2538,BiO,0.0
2539,In1Sb0.6As0.4,0.13
2540,TmCuSi,0.0
2541,Zn3(InS3)2,2.8
2542,Bi4Pb7Se13,0.29
2543,Sr(YbS2)2,0.0
2544,KSb(SO4)2,4.64
2545,SrTh(PS4)2,3.02
2546,Nd2Ru2O7,0.0
2547,HfAlPd2,0.0
2548,Sr5V3O12F,4.5
2549,Cd0.2Ga0.8Sb0.8Te0.2,0.8
2550,Li3Mn4(PO4)6,0.0
2551,Li7Ti16O32,0.0
2552,TiCr3(PO4)6,0.0
2553,Cs2TeI6,1.5
2554,Yb3Ti3O14,0.0
2555,K2Hg(PSe3)2,2.25
2556,Zn0.1Ga0.9Sb0.9Te0.1,1.0
2557,Ga1As0.01P0.99,2.23
2558,YCoO3,0.0
2559,Ba3Ag2(SnS4)2,2.37
2560,YCu3(WO3)4,0.0
2561,Cs2Sn(PSe3)2,2.06
2562,Cd0.5Hg0.5Se1,0.8
2563,AlB2,0.0
2564,DyPO4,6.38
2565,Li3PS4,3.68
2566,BSb,2.6
2567,Tb(FeP3)4,0.0
2568,FeCuS2,0.43
2569,Y3Si3Pd2,0.0
2570,BPb2ClO3,3.99
2571,Mo5As4,0.0
2572,LiGaTe2,2.31
2573,U3Nb,0.0
2574,RbCd4Ga5S12,3.02
2575,AsSI,2.05
2576,ThSi,0.0
2577,NaFe2(SiO3)4,0.0
2578,Ge0.2Te1Pb0.8,0.4
2579,Ba5Ge3,0.0
2580,Fe9Co7,0.0
2581,RbPPbO4,4.35
2582,Bi0.2Te0.3Pb0.9Se0.9,0.25
2583,In5CuS8,1.34
2584,Li2Sn5,0.0
2585,Li(CuO)3,0.0
2586,CaTi4O8,0.0
2587,P2H12N7Cl,0.0
2588,B5Mo2,0.0
2589,PrMgAg2,0.0
2590,U5Ge3,0.0
2591,ZnSb,1.05
2592,Mg17Al11Pd,0.0
2593,KCuSnS3,1.47
2594,Gd(SiRu)2,0.0
2595,Tm2MgTl,0.0
2596,Ca3Sn2S7,0.0
2597,Tl0.01Te1Pb0.99,0.59
2598,Ti3PO7,0.0
2599,KBiO3,0.0
