,pretty_comp,spillage
1816,Sr2CuO4,0.4320000000000001
1817,Ba3CrN3,0.099
1818,Sc2TcAu,0.461
1819,Lu2ZnPd,0.10300000000000001
1820,TeMoS,0.05
1821,YbMgSi,0.523
1822,Lu2IrRh,0.24600000000000002
1823,Lu2CoRu,0.083
1824,AgI2,1.105
1825,Nb2CoS4,0.431
1826,GeRu,0.057999999999999996
1827,Sc2CoRu,0.027000000000000003
1828,TlPd3,0.602
1829,Pd3PbC,0.519
1830,Hf2GaSb3,0.991
1831,BaMgPb,2.102
1832,SmI,0.046
1833,VCuRh2,0.281
1834,PaAlCu2,1.432
1835,Te2AuCl,0.28600000000000003
1836,Re2O7,0.257
1837,Zr5SiSb3,0.29100000000000004
1838,CdPt,0.652
1839,Nb2Te6I,0.532
1840,ErBi,1.301
1841,YbPmPd2,0.278
1842,HfMoP,0.37
1843,MgCuSn,0.166
1844,HW,1.065
1845,Ca2AgGe,0.008
1846,BiBCl,1.791
1847,HfVGe,1.043
1848,PmDyCu2,0.24600000000000002
1849,Pr2ZnAg,0.452
1850,SmIn3,0.032
1851,Rb3ClO,0.003
1852,HoSnPd2,0.243
1853,KAgO,0.537
1854,BaHfMo,0.11199999999999999
1855,YCdGa,0.644
1856,SmNiAs,0.049
1857,Ho2CdS4,0.033
1858,PrCoC2,0.046
1859,LiSnIr2,0.835
1860,NbCoO4,0.042
1861,NbPt3,1.6869999999999998
1862,Ho2OsAu,0.685
1863,Ag2HgO2,0.106
1864,TmZrRu2,0.052000000000000005
1865,MgGeAs2,0.015
1866,Ca(SnO2)4,0.008
1867,YHoRu2,0.102
1868,MgSc2Ru,0.019
1869,Te2Os,0.986
1870,BPd2Br,0.036000000000000004
1871,SmMg2Sc,0.11199999999999999
1872,LaMgAg2,0.057
1873,Nb2CS2,0.028999999999999998
1874,Sm2SnS5,0.067
1875,TiNi2Sn,0.018000000000000002
1876,Li2AcIn,0.878
1877,YInPt,1.21
1878,Pr(ZnP)3,0.015
1879,Sb2Te4Pb,2.0380000000000003
1880,Sc2RuRh,0.034
1881,AuClO2,0.075
1882,DyInAg2,0.519
1883,BaAgBi,0.9490000000000001
1884,Te2W2SeS,1.4
1885,B2Mo,0.034
1886,UNiSn,1.137
1887,ZrRu3C,0.039
1888,TaAs,0.155
1889,Sr2AgPt,1.22
1890,K3As,0.016
1891,TiTeAs,0.313
1892,Al2Mo,0.006
1893,LuP5,0.043
1894,Ho5Pb3,1.308
1895,ScBiPd2,0.6559999999999999
1896,Sn7Os3,3.445
1897,Rb5SiAs3,0.043
1898,Li2AlAg,0.012
1899,Rb4Br2O,0.006999999999999999
1900,ThCdAg2,0.645
1901,Mg2RhAu,0.16899999999999998
1902,ErN,1.011
1903,PtSe2,0.731
1904,Y2TlAg,0.5429999999999999
1905,InAg(PSe3)2,0.081
1906,TaNiB2,1.125
1907,PrH3,0.008
1908,TmAgPb,2.1390000000000002
1909,LaIn,0.035
1910,ZrGePt,1.3519999999999999
1911,HoCuPb,0.385
1912,TaSb2,1.033
1913,ErSnPd2,0.243
1914,CdPOs2,0.7290000000000001
1915,CdAs2,0.013000000000000001
1916,Ge2Mo,0.028999999999999998
1917,CaSbAu,2.089
1918,BiTe3,1.058
1919,Th(FeSi)2,0.17
1920,Ca2CuSbO6,0.018000000000000002
1921,SnSe2,0.027999999999999997
1922,Er3As,0.09699999999999999
1923,YbMgGe,0.47700000000000004
1924,ZnPt3,2.272
1925,YSeF,0.012
1926,ZnAgAs,0.11599999999999999
1927,SmZn,0.272
1928,Dy4MgRh,0.491
1929,ErB2,0.019
1930,Li2SbPt,0.28600000000000003
1931,ScBi,1.266
1932,TlS,0.28300000000000003
1933,TiBeRh2,1.012
1934,Tl3AgTe2,0.433
1935,LuMgAu2,0.423
1936,HfV2,1.501
1937,Li3Tl,0.998
1938,TlCdSb,0.37799999999999995
1939,RbTe6,0.516
1940,ZrCuSi2,0.018000000000000002
1941,LiHoAu2,2.043
1942,NdAs,0.447
1943,Er2AlSi2,0.046
1944,PtS,0.15
1945,PmNi2Sn,0.17
1946,Mg(PtO2)3,0.25
1947,Ba2SrWO6,0.02
1948,RbSr3,0.021
1949,CaPmZn2,0.43799999999999994
1950,Dy2OsPd,0.45399999999999996
1951,PdSe2,0.061
1952,CaCdAu2,2.03
1953,FeSnRu2,2.3369999999999997
1954,TlCdSe2,0.532
1955,Zr2CoP,0.177
1956,Hg3Sb,0.32899999999999996
1957,Ba2Ho(CuO2)3,0.501
1958,ScInPt2,0.609
1959,K8SnSb4,0.21600000000000005
1960,YRh,0.055
1961,NaYSi,0.044000000000000004
1962,MgScCd2,0.012
1963,RbNdTe4,0.17300000000000001
1964,InAgSe2,1.662
1965,NaIrPb,2.25
1966,CoAsSe,0.049
1967,TbCdRh2,0.096
1968,Ca3Sb2,1.239
1969,Hf2Hg,0.479
1970,RbHfAgTe3,0.16899999999999998
1971,ScSnPd2,0.47100000000000003
1972,NdH3,0.045
1973,SmYIr2,2.09
1974,NaGaTe2,0.1
1975,ErInAg2,0.488
1976,ZrGeRu2,0.031
1977,TlCdS2,0.026000000000000002
1978,Yb4As6Rh7,0.887
1979,Er5Rh3,1.23
1980,Rb2SnTe5,0.313
1981,NbGeRh,0.10099999999999999
1982,HfPaTc2,0.28800000000000003
1983,HfBRh3,1.041
1984,OsSe2,0.846
1985,NaAcTl2,0.4270000000000001
1986,Y2GeI2,0.025
1987,ThC,1.001
1988,TaBeRu2,0.461
1989,Sm2CuO4,0.027000000000000003
1990,YGa2Ni,0.034
1991,Ba4As2O,0.027999999999999997
1992,Rb3Na,0.006999999999999999
1993,HoScRu2,0.077
1994,Sr3SbN,0.044000000000000004
1995,Mg2Ge,0.055
1996,HoNiSb,0.055999999999999994
1997,LiTaIr2,2.109
1998,PmSbAu2,2.124
1999,PtO,0.892
2000,Si3Rh5,0.455
2001,Mn2MoP2,0.013000000000000001
2002,TiB2,0.004
2003,HfGaRu2,0.573
2004,ScAu3,2.293
2005,Ti2TcIr,0.294
2006,PbN,0.08199999999999999
2007,Ba4Sb2O,0.055
2008,Sr(ZnGe)2,0.013999999999999999
2009,YB2,0.002
2010,TlBi,1.235
2011,As3Ir,0.28600000000000003
2012,ErCrB4,0.075
2013,MgInRh2,0.815
2014,LiYGe,0.55
2015,Na2LiN,0.309
2016,HoHfOs2,0.401
2017,PrAl7Au3,2.158
2018,DyAgHg2,1.0
2019,MgAg3,0.094
2020,Hf3Zn3C,0.486
2021,CaInCu4,0.134
2022,Mg(AgO2)2,0.028999999999999998
2023,NiPRh,0.035
2024,HfAlNi2,0.16399999999999998
2025,Te4Mo3WSe4,0.125
2026,TmTl,1.6030000000000002
2027,HfZnAu2,0.126
2028,NaPt2,0.95
2029,NdTl,0.38
2030,Li3Bi,0.159
2031,NbTlO3,0.013000000000000001
2032,YHoAl2,0.027000000000000003
2033,Nb5Ge3,0.19
2034,Cu4Sn,0.013999999999999999
2035,Ta2NiS5,0.384
2036,YBPt3,1.7069999999999999
2037,Ti3InC,0.41700000000000004
2038,PrIr2,1.956
2039,CdN,0.135
2040,Sr2Si,0.006999999999999999
2041,Na2MgSn,2.012
2042,Pr(NiGe)2,0.09
2043,LiCu2Ge,0.027999999999999997
2044,HoSnRh2,0.885
2045,PmGaAg2,0.195
2046,BaTiS3,0.23
2047,Tm2AgOs,0.249
2048,PmAgHg2,1.2930000000000001
2049,Ca2IN,0.02
2050,MgSc2Cd,0.429
2051,Ba2AgSb,0.036000000000000004
2052,TbSbPd,0.122
2053,YTiO3,0.20800000000000002
2054,GaAs2W,1.729
2055,Ta2H4O7,0.06
2056,Zr3Tl,0.366
2057,LuTaRu2,0.32299999999999995
2058,LiTb(CuP)2,0.02
2059,Zn2PtRh,0.256
2060,LiMgBi,2.677
2061,NdInAu2,0.406
2062,CuAu3,0.5379999999999999
2063,Sr2CdPb,0.376
2064,ZrBiRh,0.9390000000000001
2065,Li2ZnAu,0.478
2066,AgCO3,0.052000000000000005
2067,LiDy2Ru,0.156
2068,LiHfPt2,0.7809999999999999
2069,Pr2AgRu,0.358
2070,Yb3PbO,3.195
2071,Hf2TcRu,0.18600000000000005
2072,Re3Ge,1.005
2073,Nd(BIr)4,2.278
2074,TiIr3,0.5489999999999999
2075,TiInCu2,0.006999999999999999
2076,Mg2ZnPd,0.026000000000000002
2077,LiInPt2,1.13
2078,TePt,0.48
2079,InPd2Au,0.239
2080,Nb4C3,0.5529999999999999
2081,CaZrRh2,0.057
2082,Zr5Te4,0.242
2083,YbPb3,2.209
2084,MgTaIr2,0.589
2085,ZrSnPd2,0.03
2086,Nb2Tl2O7,0.46399999999999997
2087,RbAgO,0.125
2088,K2Se3,0.024
2089,CaP3,0.001
2090,Si2Mo,0.01
2091,Tm3Mg,0.627
2092,Ti5Se4,0.067
2093,Sr(SbRu2)2,0.573
2094,Ca(ZnGe)2,0.008
2095,Tm2C3,1.038
2096,CaBiAu,2.247
2097,ScGeAu,0.10400000000000001
2098,Nb3Si,0.33
2099,Ho2IrRu,0.21899999999999997
2100,Ba2Pd2O5,0.48200000000000004
2101,Bi2Rh3S2,2.19
2102,Ba2CuH6,0.025
2103,YbSbPd2,0.057999999999999996
2104,K4HgAs2,0.033
2105,Tl3AsSe3,0.08900000000000001
2106,LuGaRh2,0.266
2107,Ba3N2,0.19899999999999998
2108,VCu3Te4,0.068
2109,RbBr,0.002
2110,Tb2O3,0.747
2111,YZr,0.371
2112,CdGaRh2,0.634
2113,YCd3,0.011000000000000001
2114,SrHfRe2,1.819
2115,YbZnSn,2.049
2116,LaIn3,0.039
2117,TmPPt,0.38299999999999995
2118,TiFe2Sn,0.036000000000000004
2119,ScAlAu2,0.284
2120,Ba3P2,0.028999999999999998
2121,CaPAu,0.29100000000000004
2122,Mo5As4,0.179
2123,Ta9(NiS3)2,1.5919999999999999
2124,Sr2TlCuO5,0.04
2125,PrN,0.369
2126,Cu2PdAu,0.336
2127,NbS3,0.013999999999999999
2128,SmMg3,0.306
2129,LuRhO3,1.1740000000000002
2130,HfMgIr2,3.22
2131,RbTlBr3,0.036000000000000004
2132,GaNi3,0.573
2133,Ca3TlN,0.7709999999999999
2134,SrTlHg2,0.91
2135,PmAlCu2,0.7490000000000001
2136,Cd3TeO6,0.015
2137,TmInCu2,0.069
2138,YbErZn2,0.066
2139,SrCaIn2,0.235
2140,Li2PrIn,0.5579999999999999
2141,ZrAlW,1.5719999999999998
2142,Zr3Hg,0.429
2143,TbSnAu2,0.23399999999999999
2144,Te2Br,0.631
2145,DySn3,1.083
2146,Bi2Rh2O7,0.552
2147,DySbPd,1.2590000000000001
2148,TeMo2Se3,0.076
2149,DyP5,0.03
2150,Y2PdRu,0.15
2151,Ba3N,0.157
2152,TlAgBr3,1.278
2153,LiZrPt2,0.752
2154,Ta2C,0.37
2155,BaCa(SnO2)4,0.015
2156,LiCaGe2,0.08
2157,Hg2Sb2O7,0.19
2158,NbW3Se8,0.11
2159,MgTaZn,0.218
2160,LuMgHg2,0.498
2161,Ca2AgAu,0.524
2162,Sb2Os,0.431
2163,PmYAl2,0.026000000000000002
2164,NdN,0.313
2165,Sr(Ni2Sn)2,0.6729999999999999
2166,KAgSe,0.018000000000000002
2167,ThPbAu2,0.8270000000000001
2168,Sc2NiOs,2.04
2169,Er2CuRu,0.086
2170,CdAg2Au,0.19
2171,PrCd3,0.02
2172,Yb2CdIn,0.32299999999999995
2173,LaAg,0.011000000000000001
2174,SmTlAu2,1.6769999999999998
2175,Li2AgSb,1.3090000000000002
2176,LiYSi,0.03
2177,LiLa2Os,0.758
2178,ErPt2,0.445
2179,HfGePd,0.35
2180,LiHfRh2,0.078
2181,Ca3BiAs,0.636
2182,LiY2Ru,0.034
2183,Lu2ZnPt,0.696
2184,HoHg,0.32
2185,TbSi2,0.218
2186,NiHg4,0.978
2187,Ca2CdSn,0.292
2188,TlAsPt5,2.256
2189,PrGe3Rh,0.059000000000000004
2190,RbAs,0.026000000000000002
2191,OsN2,0.57
2192,HgPd3,0.41200000000000003
2193,ErBRh3,1.597
2194,AuN,0.18
2195,YbThRh2,1.075
2196,ScAgO3,0.025
2197,NaCdHg2,0.249
2198,Hf2CoIr,2.015
2199,HoNi2,1.531
2200,LiSbS2,0.326
2201,Tm2NiIr,1.3
2202,SiPt2,0.418
2203,Sc3TlC,0.305
2204,Al2RuRh,0.062
2205,ReTe,1.6059999999999999
2206,RbCuO,1.247
2207,NbCuTe2,0.36200000000000004
2208,GeBi4Te7,2.484
2209,Ta3SnS6,2.14
2210,Li2NdIn,0.595
2211,Er3AlC,2.057
2212,ZnCu2GeSe4,0.469
2213,ScGaPt2,1.068
2214,NdCdAu2,0.7759999999999999
2215,Sc2GaAu,0.168
2216,BaMgGe,0.04
2217,SnBO3,0.003
2218,TaCr2,0.518
2219,Sc5Si7Pt9,0.637
2220,TlHg,0.34
2221,Li2PmIn,1.156
2222,LuSi2,0.091
2223,Ag2CO3,0.016
2224,YbGa2,0.025
2225,LiYb3,0.425
2226,NaCuSe,0.1
2227,Tb2IrRh,0.631
2228,HoTe2,0.35700000000000004
2229,ErSi2,0.077
2230,Ba(AsPd)2,0.193
2231,Yb2AgIr,1.121
2232,Ta2Be,0.797
2233,HfCdCu2,0.20199999999999999
2234,Dy2TlCd,0.521
2235,Li3H4Rh,0.016
2236,LiAlAg2,0.062
2237,HfAlPt,2.4130000000000003
2238,PmRh2Pb,0.64
2239,TmRh3C,0.804
2240,PrInAg2,0.134
2241,NdTl3,0.304
2242,TeWS,0.7979999999999999
2243,HoErTl2,0.47200000000000003
2244,Al2CoOs,0.424
2245,Rh2S3,0.11599999999999999
2246,GaPt3,2.208
2247,MgSiRh2,0.57
2248,Ca2AgSbO6,0.022000000000000002
2249,BaPbO3,0.054000000000000006
2250,KBIr2,0.645
2251,CoGe,0.275
2252,Rb2SBrCl6,0.079
2253,TiAu4,0.7559999999999999
2254,ZrW2,0.8370000000000001
2255,TiGaRh,0.295
2256,YbPt3,2.188
2257,MgTlRh2,1.3840000000000001
2258,Na2Pd3O4,0.032
2259,IrO2,0.7070000000000001
2260,NdTeCl,0.046
2261,TbH3,0.469
2262,Er2CuO4,1.645
2263,LiYHg2,0.9229999999999999
2264,Si2TcOs,1.629
2265,HfC,0.205
2266,CaAgHg2,0.711
2267,SmHoIn2,0.055
2268,Tb5BiAu2,0.973
2269,PmSnPd2,0.6629999999999999
2270,Sr(CuGe)2,0.018000000000000002
2271,Zr2Al3,0.037000000000000005
2272,YHgPd2,2.044
2273,MgNbRh2,0.141
2274,GaGeRu2,1.757
2275,Te2Mo3(SeS)2,0.057
2276,NdAu,0.07400000000000001
2277,LiHg3,0.462
2278,NdBPd3,0.19
2279,NbI5,0.43
2280,DyCuSb2,1.82
2281,HoAlAg2,0.087
2282,LiYbPb,2.202
2283,Er2Nb2O7,0.46399999999999997
2284,NaAsO3,0.135
2285,Li2Pt,0.4320000000000001
2286,CaNdRh2,0.253
2287,Cu2HgGeSe4,0.5660000000000001
2288,TlC,0.446
2289,BaAlCuBiO5,0.073
2290,PmTlRh2,1.999
2291,Ta3SiTe6,1.043
2292,SnSe,0.033
2293,Li2CuSb,0.033
2294,LiTm2Os,0.23399999999999999
2295,TlP,0.491
2296,NdSmZn2,0.077
2297,LiDyIn2,0.059000000000000004
2298,Pm2ZnSi,1.308
2299,YInAg2,0.586
2300,BaB6,0.006
2301,TmAgSn,1.248
2302,Sc2AgRu,1.022
2303,UO3,0.885
2304,CaAgAs,0.598
2305,HfSiSe,0.861
2306,Ca2TaAgO6,0.05
2307,CaHg2,0.44799999999999995
2308,Sb2Ir,0.38299999999999995
2309,MoC,0.013999999999999999
2310,ErMgHg2,0.48200000000000004
2311,NaTl2Cd,1.308
2312,HgPd,0.38
2313,TiInPd2,0.021
2314,Ti2ReIr,0.4
2315,MgScGa,0.005
2316,ScTc2W,0.27899999999999997
2317,Sr3AsP,0.08900000000000001
2318,Yb3SnO,0.281
2319,ErInCu2,0.067
2320,TiInAu2,0.10400000000000001
2321,P2Ru,0.02
2322,MgSc2Os,0.177
2323,Pr(CdP)3,0.025
2324,Sr3SbAs,0.47700000000000004
2325,AlRe2,1.13
2326,Nd3TlC,2.221
2327,BaCuAs,0.040999999999999995
2328,Zn(InS2)2,0.006999999999999999
2329,Mg2Sn,0.433
2330,SbRh3,0.16399999999999998
2331,Ho2O3,0.7809999999999999
2332,HoTmCu2,2.166
2333,Nd2CuO4,0.027000000000000003
2334,TbSe2,1.3030000000000002
2335,Er2Si3Rh,0.205
2336,YCu3(Sb2O)2,0.1
2337,YbAu,0.713
2338,Tb2S3,0.106
2339,Hf2Ge,0.13
2340,LaMgCd2,0.017
2341,Er2PdAu,0.23
2342,Ba3SbP,0.368
2343,Li2PmGe,0.987
2344,WS,1.395
2345,LaZn,0.33799999999999997
2346,LaGeOs,1.07
2347,LuSiIr,0.698
2348,SmDyTl2,0.28300000000000003
2349,IrPbBr,2.131
2350,BiB,3.0189999999999997
2351,ErAl3,0.022000000000000002
2352,NiBTe,0.8859999999999999
2353,Ca3GeO,3.135
2354,DyInRh2,1.112
2355,Tb3PbC,0.637
2356,CuGeRh2,0.052000000000000005
2357,Y(Mg3Al)2,0.005
2358,SmHoIr2,2.1069999999999998
2359,TaGaRu2,0.124
2360,AlVOs2,0.187
2361,TmNi2Sn,0.071
2362,Ni3Ge,0.218
2363,LiCdP,0.004
2364,DyMg3,0.025
2365,NdCuSb2,0.6890000000000001
2366,Sn5(BRh3)2,0.147
2367,Cd(PtO2)3,0.26
2368,YbLuPt2,0.847
2369,PrMg2Ag,0.204
2370,Er2IrRh,0.8909999999999999
2371,BaTl2O4,0.086
2372,TlAs,1.2919999999999998
2373,LiEr2Ru,0.11199999999999999
2374,TiPd3,0.425
2375,Ti2ZnRe,0.9229999999999999
2376,SrCdHg2,0.836
2377,PaIr3,1.254
2378,BeSiOs2,1.633
2379,CuBiSCl2,0.32
2380,LiAsPd2,0.066
2381,Zr4In5Co2,0.077
2382,Na3(GePt)4,0.9740000000000001
2383,SmP,0.8240000000000001
2384,NaPd2Pb,0.6970000000000001
2385,KHgAs,2.0540000000000003
2386,LiNdHg2,0.853
2387,MgSnRh2,0.46299999999999997
2388,LiTl2Rh,0.19
2389,TaO,0.498
2390,Mg2As,0.006999999999999999
2391,PmH,0.04
2392,LiMg2Ge,0.01
2393,CaZnSn,0.6970000000000001
2394,SrBi3,2.097
2395,Sr2LiTl,1.052
2396,CuBi(PSe3)2,0.33299999999999996
2397,LiTiRh2,0.025
2398,Sc2InAg,0.011000000000000001
2399,RbZn4As3,2.006
2400,BaSi,0.016
2401,Sm3Hf,1.258
2402,PbS2,0.13
2403,PaO2,0.298
2404,TaFe2,2.8710000000000004
2405,Mg2SnN2,0.01
2406,AsRu,1.0759999999999998
2407,Ca2Sn,0.006999999999999999
2408,Ti3TlC,0.456
2409,Tb2Fe2Si2C,0.3720000000000001
2410,ZrGaNi2,0.051
2411,BaAgAs,0.257
2412,Sm(AlZn)2,0.017
2413,Rb3Hg,0.4370000000000001
2414,Hf3Ge2,0.795
2415,Nb3GeS6,2.013
2416,Sr2Cu(IO)2,0.044000000000000004
2417,Li2NdTl,1.311
2418,Dy2O3,0.7509999999999999
2419,BaCaYb2,0.845
2420,LiHgPd2,0.142
2421,ScAg,0.708
2422,As2Pt,0.273
2423,TaRu,0.826
2424,PmMgHg2,0.262
2425,Tl(MoSe)3,0.11599999999999999
2426,Lu2AlZn,1.625
2427,Ba3BiSb,2.224
2428,Ca2AgSn,0.040999999999999995
2429,TlInS2,0.04
2430,Sm2GeRh3,0.527
2431,ZrAl5Ni2,0.016
2432,Lu2AgOs,0.28600000000000003
2433,Sr(CdSb)2,2.082
2434,Sr3SbP,0.302
2435,ErH,0.040999999999999995
2436,HoAs,0.474
2437,LiGa2Ni,0.11900000000000001
2438,HfSnRu2,0.11199999999999999
2439,Pr5Al2Ru3,0.47600000000000003
2440,MgScPd2,0.172
2441,ZrGa3,0.099
2442,Y(SiRh)2,0.616
2443,Sn2Ir,0.647
2444,Tb4Sb3,0.644
2445,Sm2C3,0.755
2446,Na2CdHg,0.556
2447,Ge5(Te4As)2,0.293
2448,Sb2Ru,0.136
2449,Ba2TlSb2O7,0.040999999999999995
2450,Sm4Sb3,0.868
2451,SmSiAg,0.265
2452,HoMgIn,0.287
2453,NaCa2In,0.639
2454,AcYbRh2,0.23399999999999999
2455,TaAgS3,0.096
2456,HoP5,0.033
2457,Hf2MoIr,0.748
2458,YbDyPd2,0.401
2459,ZnBiF6,0.031
2460,Li2MgCd,0.111
2461,HgO2,0.066
2462,BiO2,0.711
2463,Ti2TcOs,1.994
2464,TmMgPt2,1.892
2465,Y3PbC,0.26899999999999996
2466,ErN,0.024
2467,ErAsPd,0.128
2468,TbSbPt,1.6440000000000001
2469,YP,0.002
2470,Rb3Cd,0.34600000000000003
2471,Th(Fe2P)2,0.057999999999999996
2472,NiPb2(N3O)2,0.043
2473,Tm2CoRu,0.079
2474,Ba3AsN,0.7140000000000001
2475,CoAs3,0.035
2476,Li2BiAu,1.391
2477,NdMg,0.016
2478,Ba3AsP,0.121
2479,PtO,1.98
2480,NaZnAs,0.021
2481,Nb2CuS4,0.127
2482,ZrZnCu2,0.278
2483,MgSnIr2,0.515
2484,TeOsCl2,1.028
2485,Bi2TeI,3.491
2486,NaLi2Bi,1.639
2487,Bi2O3,0.218
2488,NdAs2,0.051
2489,TePdI2,0.324
2490,Tb2AgIr,0.28600000000000003
2491,LiAlPd2,0.588
2492,Yb2GaHg,0.6409999999999999
2493,HoN,1.1179999999999999
2494,Te4Mo(WS)2,2.055
2495,Sm(DyS2)2,0.309
2496,SrMgSn,0.963
2497,MgPd2,0.642
2498,LaN,0.381
2499,Y2ZnS4,0.006999999999999999
2500,Ag3SeNO3,0.024
2501,Cu2SiTe3,0.625
2502,NaCdAs,0.825
2503,Pd3Au,2.233
2504,Sn(SbTe2)2,2.028
2505,AgSnO3,1.565
2506,Ba2ZnN2,0.015
2507,LiYAu2,2.029
2508,OsO2F3,0.361
2509,CaCd,0.033
2510,Er5Ge3,0.303
2511,Ba(CuS)2,0.015
2512,Li2MgSn,0.934
2513,Dy2MgSi2,0.092
2514,Sc2AlCd,0.425
2515,GeP3,0.004
2516,Yb4Sb3,0.642
2517,TaInSe2,0.122
2518,Li2GePd,0.023
2519,PrH2,0.008
2520,Ag2SeO4,0.024
2521,Sm3Se4,0.762
2522,SmCdAg2,0.679
2523,Sr3(AlGe2)2,0.012
2524,Hg4OF6,0.256
2525,PrBiO3,1.31
2526,Th(CuP)2,0.053
2527,ScRh3C,1.175
2528,NdDyMg2,0.049
2529,ThPb3,1.4069999999999998
2530,HfGePt,0.24600000000000002
2531,Nd3Cu3Sb4,0.23600000000000002
2532,BaZnSi,0.019
2533,ZnAg,0.09300000000000001
2534,AgAuS2,0.064
2535,ThCdRh2,0.8420000000000001
2536,PmDyRu2,0.099
2537,Mg2ZnRh,0.094
2538,Li2PrTl,1.308
2539,CsSnI3,2.025
2540,Na2Zr(CuS2)2,0.021
2541,Rh2S3,0.054000000000000006
2542,KSnAs,0.039
2543,YC2,0.037000000000000005
2544,K2NaAs,0.012
2545,PrNiGe3,0.043
2546,NbBr2O,0.013999999999999999
2547,LaMgZn2,0.009000000000000001
2548,BeVRu2,0.19
2549,HfTc2W,0.261
2550,HfMo2,0.6629999999999999
2551,Li2DyTl,1.3090000000000002
2552,Ca2MgTl,0.349
2553,LaP,0.028999999999999998
2554,Er2CuOs,0.215
2555,TmSnRh2,0.919
2556,Rb4CO4,0.003
2557,TlBiS2,0.43799999999999994
2558,BW2,0.9490000000000001
2559,LuPb2,2.077
2560,LuGaPd2,0.073
2561,PmH3,0.419
2562,NaPrTl2,2.044
2563,YInAu,0.5479999999999999
2564,Nd3InC,1.329
2565,NbAlRu2,0.132
2566,Ba3BiAs,2.153
2567,Y3GaC,0.031
2568,AgSbO3,1.395
2569,LuB2,0.024
2570,GaPPd5,0.193
2571,Sr3P2,0.013999999999999999
2572,ScSnRu2,0.209
2573,Rb2Bi2O5,0.204
2574,Er3PbC,1.665
2575,Ca(ZnSb)2,1.455
2576,V2CrOs,0.525
2577,In2Co3S2,0.033
2578,MgSbRu2,0.098
2579,TbCdPd2,0.45799999999999996
2580,Pr3Sn,0.256
2581,PrTe,0.5589999999999999
2582,Lu2ZnTc,0.32899999999999996
2583,Zn3As2,1.003
2584,PaGaTc2,0.897
2585,Y6FeSb2,0.644
2586,LiTmHg2,0.93
2587,Rb3Sb,0.065
2588,LiInPd2,0.35100000000000003
2589,MgZnRh2,0.163
2590,Lu(BC)2,0.045
2591,KMgBi,2.094
2592,Mg(InSe2)2,0.043
2593,Li2TlSn,0.851
2594,HfScRh2,0.221
2595,Yb2C3,0.428
2596,Ba6Hf5S6,0.145
2597,La(PRu2)2,0.036000000000000004
2598,NbSnS2,0.792
2599,Bi2PbSe4,2.165
2600,YbGaRh2,1.6059999999999999
2601,ZrSnTe,0.442
2602,Ni2SbTe,0.45
2603,Ni2Ge,0.07200000000000001
2604,ZnAu,2.042
2605,B2IrCl,0.743
2606,DyAgSn,0.12
2607,SrMgGe,0.63
2608,Ti2O,0.055999999999999994
2609,NdPb3,1.3359999999999999
2610,Yb4As3,0.537
2611,Ba2YTlSn2O7,0.037000000000000005
2612,CaIn2Au,0.6729999999999999
2613,HfNiSn,0.047
2614,YSb,0.535
2615,Ca(AgO2)2,0.109
2616,Ca2B5Os3,0.34700000000000003
2617,Mo3Pd2N,0.179
2618,Pd6S7,0.8959999999999999
2619,NbC,0.061
2620,Ti2C,0.002
2621,PmTlAu2,1.649
2622,CaGa2,0.14300000000000002
2623,Ba2AlCu3O8,0.441
2624,BaPb,0.579
2625,NbNi2Sn,0.023
2626,Li2AlPd,0.008
2627,Lu2ZnOs,0.631
2628,ThSnRu2,2.0540000000000003
2629,Ba4NaBi3O2,0.099
2630,Ba2Lu(CuO2)3,0.8640000000000001
2631,ScZnPd2,0.575
2632,Sr3As2,0.301
2633,KHg,0.732
2634,TmSi2,0.084
2635,Hf5ZnSb3,2.418
2636,Nb2Hg2O7,0.052000000000000005
2637,Tm2CdHg,0.473
2638,KPrTe4,0.17300000000000001
2639,HfZn,0.21899999999999997
2640,Ta2PdSe6,0.162
2641,YbRh2Pb,1.754
2642,Rb3Li,0.42
2643,NiMoP,0.705
2644,Dy3Sb4Au3,0.385
2645,TlPt2Se3,0.319
2646,Ag3Hg,0.174
2647,Ba(CdP)2,0.009000000000000001
2648,LuInAg2,0.7040000000000001
2649,PmInRh2,1.119
2650,Lu6FeSb2,1.6980000000000002
2651,ZnPb3,1.245
2652,TaCuN2,0.023
2653,MgGaNi2,0.07
2654,Cd3In,0.040999999999999995
2655,Si3Ru,0.038
2656,Sr3BiSb,0.6859999999999999
2657,GePbO3,0.019
2658,ScZn2Pd,0.327
2659,HgOsPb2,0.978
2660,RbAu,0.018000000000000002
2661,RuRh3,0.643
2662,TmInAg2,0.483
2663,SbPd3,0.10300000000000001
2664,Sc2AgOs,0.76
2665,PrSe,0.7929999999999999
2666,HoAl3,0.02
2667,TmPt3,0.514
2668,TiGaNi2,0.028999999999999998
2669,YNiP,0.006
2670,Ba3SbN,1.107
2671,Lu4Ge6Ru7,1.034
2672,PrAs,1.094
2673,Ho5Sb3,1.079
2674,Rb3Ir,0.27699999999999997
2675,LiHoTl2,0.6629999999999999
2676,Sm3Dy,0.391
2677,Nb2C,0.265
2678,Co2(GeSe)3,0.055
2679,LiCdAs,0.713
2680,Er(NiP)2,0.045
2681,PrMgTl2,0.373
2682,TlSbTe2,2.022
2683,CaPd3O4,0.868
2684,Tl2O,0.096
2685,Ca3SnH2,0.017
