,pretty_comp,kpoint_length_unit
10951,Tm2RuRh,85
10952,TmAlSi,80
10953,ZrNbO4,50
10954,Ca2Sn2O5,80
10955,YScAg2,100
10956,Eu2GeSe4,70
10957,Sc2O3,50
10958,K3Si,70
10959,SmCoSi,65
10960,TbScO3,50
10961,CeB2Rh3,90
10962,AcTlAg2,100
10963,PuNiC2,45
10964,V2NiSe4,60
10965,Mn2BePt,60
10966,MnSbRh,80
10967,RbBiF6,45
10968,TlAuCl4,50
10969,HfCrO4,55
10970,Ca2Cu,80
10971,SeBr3,120
10972,AgPbO2,60
10973,Li4Al3Ge3IO2,60
10974,BeCdW2,130
10975,NaTiBe2,75
10976,BaCa2Mg,80
10977,NaTl2Cd,90
10978,BeSbAs,105
10979,SnTe3O8,50
10980,ErP,80
10981,YbDy3,85
10982,CaBe2Ga,75
10983,Pr2Co2I,70
10984,Mg2Cu,110
10985,V(CrS2)2,55
10986,BSb,60
10987,ScAu3,95
10988,Tb5Ge3B,80
10989,Yb3W,60
10990,K6MgO4,50
10991,Be2TlPd,85
10992,Rb2NaHoF6,45
10993,Ca3SnN,60
10994,Pr5NiPb3,100
10995,Sr3Hg2,105
10996,V3Os,75
10997,BaSiN2,50
10998,NaEuS2,50
10999,MgTaOs2,65
11000,KBeIn2,70
11001,Sc(Al2Fe)4,65
11002,Ti2AsOs,100
11003,KInP2S7,55
11004,BaNaV,60
11005,ZnBi,115
11006,LiYO2,50
11007,Ba4NaBi3O2,55
11008,BeNbSb,105
11009,Ti2CoGe,55
11010,NdPd,90
11011,BeFeBi,85
11012,Na2H4Pd,45
11013,TiGa2O5,50
11014,TbYb2PrS6,55
11015,NaAsO2,50
11016,Yb2Si2O7,55
11017,K2ZnH4(IO)4,50
11018,PrTl3,140
11019,TiPd,100
11020,BeFe4Re,55
11021,Y(CuO2)2,65
11022,Y3Th,70
11023,LiVIr2,90
11024,CaIr2,120
11025,LiGa2Rh,90
11026,Na2YBe,95
11027,Na2LiAlH6,45
11028,ZrSnPd,55
11029,MgH2(SeO3)2,45
11030,TmTlSe2,55
11031,Er2Pt2O7,50
11032,TlHg,115
11033,BaNa2V,70
11034,ReF7,45
11035,BaSrYb2,75
11036,Ti3Zn2O8,50
11037,Ce(PRu2)2,60
11038,BaYTe,65
11039,HgS,60
11040,Ga7Ni3,130
11041,Sr3(AlGe2)2,65
11042,InSnBr3,80
11043,P3Pd,85
11044,TiFe2Sb,55
11045,Be2GaRh,115
11046,Lu2AlZn,70
11047,BePtSe2,130
11048,AlSiP3,85
11049,LiVOF3,45
11050,SmPtF7,50
11051,SrNd5S8,65
11052,LuAs,55
11053,Be2FeP,50
11054,YMgHg2,85
11055,Li2NbF6,45
11056,ErCo3B2,95
11057,TiF4,45
11058,DyTl3,115
11059,TiMnH2(OF)6,45
11060,AgAuO2,55
11061,Sr2CuBrO2,50
11062,Li4Mn3Co2(NiO2)3,60
11063,Ca2VN3,90
11064,Y2GeO5,50
11065,HoTl3,115
11066,TmZn,75
11067,TlCuAs,110
11068,BeCuSi,115
11069,Li3V2F9,45
11070,Ni3B,70
11071,Zn(NiN)2,75
11072,KBaPb,90
11073,NaCd2Ag,85
11074,CaMgAsO4F,50
11075,LiScTl2,85
11076,Bi2Se3,90
11077,Ba4CrBr,65
11078,RbNdSe2,55
11079,FeN,85
11080,MgB4Os3,80
11081,Ba2TlV,90
11082,TbMnSi,65
11083,S3(NO)2,50
11084,Ba4TlCo,90
11085,MgCoPO5,65
11086,Ba3FeN3,70
11087,UTe3,120
11088,Ti2VTc,95
11089,BeMoRh2,80
11090,Ba4ZrNi,65
11091,ZnAsAu,75
11092,YbMgCd2,105
11093,YNiBi,60
11094,Yb2MnS4,55
11095,CuB(CN)4,45
11096,NaMgCd2,115
11097,BeSnOs4,90
11098,YBe2Ni,75
11099,BPd3,95
11100,Sr3(AlP2)2,60
11101,Y2BeIn,65
11102,H2AuC4N,55
11103,Eu2PI,75
11104,NaAu(SO4)2,45
11105,K(Cu2As)2,85
11106,Ca(AsRu)2,70
11107,Mn5(SiO)4,45
11108,Sr2CoO4,100
11109,Be2FeCo,55
11110,NbPd3,60
11111,Li2CuAg,55
11112,Li2CuSb,65
11113,Tm(SiRh)2,65
11114,Ba4NbIn,85
11115,ErHg3,120
11116,Ba4MgFe,75
11117,Hf2Cu,90
11118,PrSmZn2,80
11119,Mg(CrS2)4,60
11120,BeNi2P,60
11121,LiY3WO8,50
11122,Sr(ClO2)2,50
11123,MnZn(SiO3)2,50
11124,SmNiC2,80
11125,KLi2As,55
11126,Sc2Si2Ru,60
11127,Cu2HgGeS4,60
11128,MnTePd,55
11129,V3(O2F)2,45
11130,Ba4RhCl,75
11131,Cd2Fe(CN)6,70
11132,BeTlCu,95
11133,NdBiPd,65
11134,BaWN3,50
11135,RbCdF3,45
11136,Co2As,90
11137,Tb6FeSb2,65
11138,HoTmMg2,80
11139,Ba4InHg,95
11140,YbBe3,115
11141,Nd2Fe7,65
11142,Mn(PtO2)3,70
11143,Be2VOs,90
11144,LaCrO3,75
11145,K2NbAgS4,50
11146,KCu2P2H3(O4F)2,50
11147,Ca(PrTe2)2,60
11148,K2MnH2OF5,45
11149,Lu2MgRu,95
11150,Mg4BeRe,75
11151,LiAc2Ge,95
11152,PrCuSn,95
11153,AcFeO3,70
11154,Ba4YIn,100
11155,NdAu,85
11156,BeGa2Re,65
11157,HoNbOs2,90
11158,BaNaP,65
11159,Nb2Te3,95
11160,SrH3,85
11161,Ba4PdBr,85
11162,TbInPt,120
11163,LuCo3B2,100
11164,Ca(MoO2)2,60
11165,FeO2,55
11166,Li4PbO4,55
11167,MgTe2,60
11168,Re2N,85
11169,Li3Mn2O4,50
11170,Zn2BiWO6,65
11171,RbBaSiHO4,45
11172,Li2FeP2O7,45
11173,Y2IrPd,105
11174,Li3MnF7,45
11175,TlCoAs2,75
11176,BeCo4Cu,75
11177,FeSe,100
11178,Hf2IrRu,105
11179,PrHSe,55
11180,Th2Cu,125
11181,Ba4TaCu,70
11182,CaMgHg2,100
11183,LiGaCu2,80
11184,Sc2TcNi,90
11185,Be2CrSb,55
11186,RhF3,50
11187,Zr2CoSi2,90
11188,Ba2ScPb,100
11189,LiAl2Rh,80
11190,Be2TcGe,80
11191,CdPd2Pt,90
11192,Cu3Sb,95
11193,TaRh3,95
11194,Er3Al3NiGe2,90
11195,TbH3(CO2)3,45
11196,Ca3AsP,60
11197,Ca2NF,50
11198,Dy2Sn2O7,50
11199,BaInPb2,100
11200,Ho2Si3Rh,80
11201,AgPO3,50
11202,SnBiO4,60
11203,ZnNiF6,45
11204,BeMoIr2,60
11205,Na6CoSe4,60
11206,Bi2TeO2,60
11207,NaAg2Sn,85
11208,TbBi2ClO4,55
11209,TbB2Rh2C,105
11210,RbFe(MoO4)2,55
11211,NaYHg2,90
11212,NaHO,50
11213,K2BaPb,100
11214,Zr2Co4P3,55
11215,Ba4ZrIr,75
11216,LiBe2Ni,75
11217,Al2TcAu,95
11218,NaBeCr2,95
11219,TmPb3,125
11220,Sr2H6Ru,50
11221,Zr(Fe2Si)2,95
11222,BeCo2Sb,55
11223,TcAsCl,85
11224,SmPS4,60
11225,PuH3,50
11226,NdAlO3,50
11227,YHfBe2,70
11228,K2Fe(CO)4,45
11229,Th(CrGe)2,60
11230,BiSb2Os,90
11231,MgGaIr2,95
11232,BeVSe,50
11233,LiPd,95
11234,CdAsPd5,100
11235,In3AsSe3,65
11236,BaBeCo2,90
11237,ZrN,100
11238,K3V,80
11239,MnH2SO4,55
11240,Zn2NiIr,85
11241,Li2CoO2F,45
11242,DyTiClO3,45
11243,DyGa,75
11244,BaYMo2,75
11245,Sr2BeGe,80
11246,Li2FeBPO7,55
11247,Ba2ScCd,65
11248,Pr(NiAs)2,80
11249,Nb2WSe6,75
11250,LiTi3O6,55
11251,SrAl4O7,45
11252,Li2NiO2F,80
11253,Li2Fe2(CO3)3,50
11254,LaBeCl4,70
11255,Ba4InOs,80
11256,CaGeN2,50
11257,Li(NiS)2,65
11258,RbSmS2,50
11259,BeCrFe2,70
11260,Li2PrP2,100
11261,Li2FeNiO4,45
11262,Cu2H3ClO3,55
11263,TaTl(GeO3)3,50
11264,Ag2Te,95
11265,Tb4Mg3Co2,90
11266,CeRh2,95
11267,Ba2NCl,50
11268,UAl4Co,70
11269,Be2GaFe,125
11270,BaInBr,65
11271,DyCuSi,90
11272,Li7SbO6,45
11273,HfZn3,85
11274,Be2RuPt,110
11275,HfAl3,125
11276,Sc2BeOs,55
11277,CdGeO3,50
11278,LiBe2Co,60
11279,MgFeRh2,75
11280,BeBi4Mo,85
11281,Ba4TlCu,80
11282,Li2MnV4NiO2,50
11283,Sn2Ir,95
11284,LaTe,95
11285,CaBeIn,65
11286,ZnNiF4,50
11287,Ba4YBi,90
11288,Nd2In,80
11289,Nb3Te,110
11290,Y2SiCO7,50
11291,HoTlRh2,75
11292,Cd3PCl3,55
11293,LiFe3O3F4,55
11294,BaGaSnH,95
11295,BeHgRh2,80
11296,AlBiSeCl4,50
11297,Ba2YRuO6,50
11298,Li2V3O6,55
11299,LiCa2Tl,65
11300,YbPt,100
11301,Li3Mn2(PO)4,45
11302,HoIn,110
11303,TmPd3,110
11304,BaNbTc2,95
11305,BeAlH5,50
11306,BaMnF4,50
11307,Lu2IrRu,100
11308,UCrC2,60
11309,ZrCr2,80
11310,Ba4YTc,75
11311,MnN,55
11312,YbFeB4,70
11313,BaAsPt,70
11314,CaCr2O4,55
11315,CaBeIr2,65
11316,Li(FeO2)3,50
11317,HoTiO3,80
11318,Mg(AlC)2,55
11319,Na4PbO4,50
11320,Na3ErCl6,50
11321,DyPO4,45
11322,Li2S,55
11323,LiV5O7F,50
11324,BaMgV4O8,55
11325,YbTmPt2,115
11326,Ba4ZrPt,65
11327,Te2Mo3W(Se2S)2,60
11328,HgB2(CN)8,50
11329,Ba2InTe,105
11330,KLaO2,100
11331,Mg2CoH5,55
11332,CaBeHg2,100
11333,NpH3,50
11334,Sn2OF2,75
11335,ThCo5,70
11336,U(SiIr)2,90
11337,SiHgP2,110
11338,Al3BN4,45
11339,LuAl4Ni,105
11340,Cu3PS4,65
11341,YC2,70
11342,SmZnAu2,95
11343,Tb2InPd2,105
11344,Mo2SeS3,55
11345,Ba4ZrGe,70
11346,YbPd2Pb,85
11347,RbBO3,60
11348,Be2HgBr,110
11349,MgSeO4,50
11350,Sr2BePd,70
11351,Y2Pb2O7,55
11352,Yb3N2,55
11353,TbCuSi,90
11354,SiHgO3,60
11355,YbGeIr,85
11356,YbZrRh2,90
11357,UBr3,50
11358,Lu2ZnOs,85
11359,TbSnAu2,95
11360,NaCrAsCO7,55
11361,Y2PdRu,80
11362,Zr2TlC,90
11363,Tm2ZnPt,80
11364,Rb2NaYF6,45
11365,Ce4DyO9,45
11366,BeFeBr2,70
11367,Hf2ReRh,70
11368,RbNaH2,45
11369,YbPmZn2,95
11370,MgCuSb,100
11371,CoPPd,95
11372,Ba4VCo,70
11373,HF,45
11374,Li3Mn3O5F3,50
11375,NiS,95
11376,Cd3P2,105
11377,YCrO4,50
11378,BaNa2,105
11379,Mn3Cd2O8,55
11380,LiBiF5,70
11381,Ba4BiMo,100
11382,Ba(GaSe2)2,60
11383,ZnH2SeO4,45
11384,KNbO3,60
11385,TaBe2Ru,105
11386,RbSb2,65
11387,MgRhO3,75
11388,TiSCl6O,50
11389,V2TcRu,65
11390,TmNiC2,60
11391,BeNb4Rh,105
11392,Mo2WS6,55
11393,BeRe2Cl,85
11394,Tb3TaO7,55
11395,KBaSiHO4,45
11396,BaYCu2O5,105
11397,YMgPd,115
11398,Er2FeSi2,55
11399,AgBi(PSe3)2,60
11400,BeTl2Cl,115
11401,SrH2,50
11402,TaBeSn,65
11403,UB2C,60
11404,TeAsHO5,50
11405,BeFeTc2,85
11406,BeCoNi2,55
11407,Be2TcPd,115
11408,MnGaPt2,85
11409,BaSc2Ni,80
11410,YbGePt,80
11411,CeScSb,50
11412,Sc3Co2Si3,85
11413,Be2PtPb,120
11414,V(CO3)2,50
11415,LiBeRe,125
11416,Be2B,80
11417,KNa(BH4)2,45
11418,Sb4O5F2,55
11419,VN2(Cl3O)2,55
11420,Sr2CaMoO6,55
11421,Sr2ErRuO6,60
11422,BeCrHg,75
11423,Ba4TaFe,70
11424,BaSiTc2,70
11425,ZnAs3,130
11426,LiBiB2O5,50
11427,Tl2Ge2S5,60
11428,AgSe,85
11429,Sr2SnS3F2,80
11430,K2NaAg3(CN)6,55
11431,Na2SrBe,85
11432,BH4NF4,45
11433,Li3(FeO3)2,55
11434,TiMnRh2,65
11435,Th(FeGe)2,65
11436,Rb2Cr(BrCl)2,85
11437,HoSnPd2,65
11438,HoGeAu,70
11439,Tb2Mo2O7,60
11440,BaCeI4,50
11441,TeMoS,60
11442,Be2TlIr,80
11443,NdCrS2O,65
11444,BePb2Br,75
11445,RbLiS,50
11446,Na2HfBe,95
11447,Ta2CrOs,95
11448,La2ZnAg,75
11449,SbSCl9,50
11450,K3NaCr2O8,45
11451,K2BaGa,100
11452,BaCdPb,75
11453,NaClO2,50
11454,ErH3,65
11455,Be2OsCl,95
11456,SrBeGe,55
11457,Sc5Sn3,70
11458,ZnCr2O4,55
11459,Ta2Mn2O7,55
11460,LiZr2Pt,85
11461,Li2ZnAu,90
11462,LaSbPd,100
11463,Ba4TiNb,70
11464,Ba2TlSb2O7,95
11465,KBaHg2,125
11466,Be2TcGe,55
11467,ZnPd3,90
11468,Li4TiV3,85
11469,Rb3H5Pt,50
11470,TbAlPd,80
11471,CaBe2Cr,80
11472,SmTl3,135
11473,Th2CrN3,80
11474,MgZr2,90
11475,Rb2NaCrF6,45
11476,SmGeO3,80
11477,HfAl2,110
11478,YbBiPt,75
11479,Li2MnCo3O8,55
11480,Er2PdRu,90
11481,Ba2PrRuO6,55
11482,TlZnAsO4,50
11483,LiNi2Sn,100
11484,NbNiP,65
11485,Dy3CuSiS7,60
11486,ZnH8C2(SN3)2,45
11487,LuAlAg2,100
11488,Mg3Ni2O7,50
11489,LiBeP2,130
11490,MnBe2Cd,55
11491,YbPt2,130
11492,Na2Hf2O5,50
11493,ScNiBi,60
11494,Na2H6Pt,50
11495,BaTl2O4,60
11496,AsRu2Pt,75
11497,KBaSe,65
11498,ZrAs2,95
11499,Sm(DyS2)2,65
11500,Li2GaAg,60
11501,Li2Zr2O5,50
11502,Ba4BiPb,95
11503,CrAsRh,80
11504,Ba2HgBi,110
11505,Na3BeAl(SiO4)2,45
11506,Li3Nb6O,55
11507,AcAl3,150
11508,Ag2Hg7(P4Br3)2,55
11509,NiH2SO5,50
11510,SrS3,55
11511,K3GeSe3,50
11512,Mg(AlSe2)2,60
11513,GaAsAu,105
11514,BeNbNi,45
11515,BaPtBr2,70
11516,CrMoF6,50
11517,MnSn(BO3)2,45
11518,TmGa2Pd,75
11519,Ba(ZnSb)2,75
11520,CdI2,55
11521,CaHoTi2O6,65
11522,TmInNi4,65
11523,Fe2OF3,55
11524,HoErZn2,75
11525,MoAsOs2,85
11526,Li2V3CuO8,80
11527,PaTe2Au,80
11528,NaErPO4F,50
11529,CrSn(PO4)2,55
11530,BeVRe2,60
11531,KHo2CuS4,55
11532,Pm2AgGe,85
11533,Ba4TlP,75
11534,PrOF,45
11535,NiMoP2,80
11536,TbH2,75
11537,Ba4BiPt,85
11538,BaSc4Pt,70
11539,CeCd,60
11540,BeFeTe2,85
11541,YbSb2,115
11542,PrGaCo2,85
11543,Ba4BeGa,90
11544,PmSbRh2,90
11545,Rh3(PbS)2,65
11546,Sn7Ir5,60
11547,Ba4BeTe,85
11548,Li4UO5,45
11549,Be2SiO4,50
11550,Mg3Bi2,75
11551,ZrSe2,65
11552,Rb2TaCuS4,50
11553,La(BC)2,105
11554,Ba4GePd,80
11555,Li2TiCo2O5,55
11556,ZnMo3,75
11557,Mn2ZnAs2,55
11558,Er2RuRh,110
11559,LiSmO2,50
11560,RbF,45
11561,Mg(FeN)2,100
11562,Ba4ReIr,80
11563,PrCuS2,60
11564,TbZr,85
11565,Mg2FeO4,50
11566,TiSnPd2,90
11567,CaNdCd2,90
11568,Ba3NaIrO6,60
11569,NaTl2Bi,110
11570,CaAlF5,45
11571,CeS,55
11572,Tc2GeAs,80
11573,Sr2BeIr,100
11574,Ta2Te4O,55
11575,ScCr2AgH4,45
11576,Ba4IrO6,60
11577,Ni6OF,60
11578,Hf2Ni2Sn,110
11579,PtO3,60
11580,RhN3,85
11581,BeGeP2,60
11582,Zr2TiAl,65
11583,Ba3Al5,105
11584,InPd3,90
11585,NaLiMnPCO7,55
11586,Dy3BWO9,50
11587,BeNiPb2,130
11588,BaScIr,85
11589,TbZnNi,105
11590,Be2Zn,75
11591,LiMn7(OF3)3,50
11592,Zr2Zn,95
11593,NdSi2Ni,100
11594,RbCaF3,50
11595,TlH4NCl4,50
11596,InNi2As,85
11597,Ti2Cu3,70
11598,Co3TeO8,50
11599,RuSe2,60
11600,UAsS,65
11601,SrTaBe,55
11602,TbCuAs2,120
11603,LuScO3,50
11604,LiSm2Os,100
11605,ErInAu,125
11606,SrAsO3,105
11607,RbFeF4,80
11608,Be2SbCl,125
11609,PbO,105
11610,HfBRh3,55
11611,Sc2IrRu,85
11612,BaGaSiH,70
11613,KGaS2,65
11614,Y2SeO2,45
11615,MgTiSiO5,50
11616,Mn2AlRe,65
11617,SmN,85
11618,GaHO2,55
11619,LiNbTe3O2,55
11620,KCaBr3,55
11621,Zn(WN)2,90
11622,TbZn,85
11623,SiHg3,120
11624,Tb3(CuSi)4,90
11625,InAgSe2,95
11626,VFe3,55
11627,BeRhCl2,60
11628,BeTc2Ge,65
11629,EuAl4,110
11630,SrAg2,110
11631,Mg2AlB2Ir5,155
11632,Sr2MnSO3,65
11633,W3O,95
11634,Ce2Ni,75
11635,LiLuO2,50
11636,NaMnO2,55
11637,MgCr2O4,55
11638,Ho2AgIr,85
11639,LuCdRh2,105
11640,ScH4Pd3,120
11641,Rh3Se8,65
11642,HoBi2ClO4,55
11643,Cu2GeS4,60
11644,Na6MgO4,50
11645,Be2CdFe,65
11646,CaB2As,105
11647,Li2MnF5,55
11648,Rb2CrF6,45
11649,Lu2MgSe4,65
11650,MnNi2Sn,60
11651,HoTl,115
11652,InFeAs,65
11653,BH6CN3F4,45
11654,Y(PO3)3,45
11655,Ag3SbS3,60
11656,Sm3Sb5O2,55
11657,LaZn5,115
11658,NaV2O4,45
11659,Zr(I2O)2,55
11660,NaNb3(Te2O3)2,60
11661,LuSi,105
11662,CaLaAg2,75
11663,ScPt3,90
11664,Y2Ti2S2O5,45
11665,TbB2C,100
11666,PrI3,60
11667,SrCa(CO3)2,50
11668,BaSbMo,65
11669,SmDyIr2,90
11670,BaFeOs,70
11671,Ti2GaFe,60
11672,KSnPCO7,50
11673,YbHgPd2,120
11674,Sc2GaAg,60
11675,ZnMoO3,85
11676,PmTl3,135
11677,Ba4SiPb,95
11678,AgTe4Au,70
11679,Ca3CrN3,60
11680,ZrAsCl,55
11681,MgMn2O5,65
11682,Li5SbS,80
11683,Li2NiP2O7,45
11684,NbCrCo,60
11685,PmPd2Pb,100
11686,Zr2CoP,60
11687,RbVBr3,85
11688,LuB2Ru,90
11689,TbCdPd2,80
11690,VOF,45
11691,ZrBeIr,100
11692,Dy5Si3B,80
11693,BeHgPb,105
11694,Ho2NiB4,50
11695,BeCrPd,60
11696,Yb2S3,60
11697,Nd3SbO7,50
11698,Ga(HO)3,45
11699,CeNdI4,50
11700,Sr2I2O,50
11701,NdSbO4,55
11702,Ba4MoIr,75
11703,SrLi2Ge,75
11704,BaMnIn2,60
11705,Y2AgIr,80
11706,Ca(CrN)2,70
11707,H4NF,45
11708,Li5WNO4,50
11709,Nb2Cd2O7,55
11710,BaZnCO3F2,45
11711,BaZr2Ir,70
11712,Yb2AlSi2,125
11713,ScTc2Mo,80
11714,TbCo2,85
11715,Tl(IO3)3,55
11716,HoZn(BiO3)2,65
11717,ZnCu2GeTe4,65
11718,Ba4IrBr,75
11719,Mg2Tl,150
11720,Ni(BW)2,80
11721,Ba4GeSe,75
11722,ScBeSe2,60
11723,Mn3Cr2(CoO2)3,50
11724,Rb2TeBr6,55
11725,YbSn2Pd,100
11726,Yb2ZnGa,100
11727,USb2Pd,85
11728,Ba4CoIr,100
11729,NaBeO2,45
11730,MgBeBi4,145
11731,BaPrO3,115
11732,Fe6O7F5,50
11733,LiTeO3,55
11734,BaPt,120
11735,Ba4NbW,100
11736,Li2Ti3O6,55
11737,MgMoN2,50
11738,Tb4Ga2Pd,135
11739,NdTaO4,45
11740,KAlO2,55
11741,PmDyCu2,65
11742,Mn3NiO4,55
11743,KBeIr,80
11744,Ti(NbSe2)2,65
11745,SrSnHg,90
11746,BeSiRh,95
11747,Li3Ga(BO3)2,45
11748,Li3CoO3,55
11749,BeVIn4,110
11750,Zn2TcAs,115
11751,TiBe2Rh,95
11752,Y2AgRu,85
11753,Ba4ZrP,70
11754,Ca4BeIr,85
11755,ThB6,95
11756,BeBi2W,105
11757,CrSe2,85
11758,Li3Ti2CuO6,45
11759,BaBe2Ge,135
11760,Li8N3O,85
11761,ErCoC2,80
11762,La2InCu2,85
11763,NdGd2,85
11764,Al2(BiO3)3,80
11765,Ba2NdSbO6,50
11766,ErInCo4,65
11767,Ba3Yb4O9,70
11768,TmP5,60
11769,CaBeGa,60
11770,Ag3P,60
11771,CoAg3(CN)6,50
11772,Yb3Si5,75
11773,Be2SbPd,120
11774,Li4V3Ni3(SbO3)2,50
11775,PrB4,100
11776,NiP2,55
11777,CrSnRh2,65
11778,SrTl,125
11779,Ba2LiBi,90
11780,KLuS2,55
11781,H4CN2O,45
11782,ErB2,80
11783,Al5CuS8,60
11784,DyMn2,75
11785,MgInRh2,90
11786,Hf2MnZn,65
11787,Tm2MgTl,100
11788,Tl2O3,85
11789,NdBPt3,110
11790,CaTl2Cd,105
11791,CaN2,90
11792,Zn2Sb2O5,50
11793,Co(AsO3)2,50
11794,NaY3SiS7,55
11795,Li2Cr3O6,45
11796,BaBi4(ClO3)2,95
11797,Ca2PdAu,90
11798,PaIr3,95
11799,Tm2TlAg,75
11800,ErMg3,95
11801,NaMnAs,60
11802,Na3YBr6,50
11803,LaCdAg2,105
11804,CdAgO2,110
11805,Nd(PdO2)2,75
11806,IrF6,50
11807,OsC,65
11808,TlAsOs,105
11809,NaMg2Cd,115
11810,BeZnP4,155
11811,BaLiTi2,70
11812,NaBO2,45
11813,Ba4TcMo,75
11814,Na3GaSe3,70
11815,Tm3P,110
11816,Na2SiF6,45
11817,Rb2Pt3S4,50
11818,Pr3GaO6,55
11819,Ga2BSb,145
11820,Hg3Au,110
11821,SrMg2,120
11822,BaSr2Ca,95
11823,H8Pd(NCl3)2,55
11824,HoCuSi,110
11825,NaReO3,115
11826,Rb3AlO3,50
11827,Ce2CdSe4,60
11828,TiAlFeCo,55
11829,ScOs3,95
11830,BeZn2Co,65
11831,BeSnAs2,60
11832,Be2TcRh,90
11833,NdNi,95
11834,V6O5F9,50
11835,TiHg,95
11836,SrCrO3,80
11837,Ac2IrAu,110
11838,LiBe2Pd,110
11839,Li2LaSn,85
11840,CoB,50
11841,LiSi,50
11842,AgPb2Br5,55
11843,MoBr3,60
11844,NaBeMo,55
11845,Li2MnF4,45
11846,MgBe2Br,95
11847,GaS,60
11848,K4MnBr6,50
11849,TePd3,75
11850,Sm2ZnIn,100
11851,Li2Co3WO8,50
11852,RbVF3,55
11853,KBa4Mo,75
11854,Be2InHg,120
11855,Be2NbGa,90
11856,HoIO,60
11857,NaTm,90
11858,K2Sn(AuS2)2,55
11859,PrGaAu2,100
11860,BeSe2Br,100
11861,Li2BeCo,65
11862,TlBTe2,125
11863,Ba4TiRh,70
11864,CaBeTc2,45
11865,Ba2LiB5,45
11866,V4CoNiO2,55
11867,ErPd2,95
11868,Hg2Os2O7,80
11869,Ce(SiAu2)2,70
11870,MgBe2Os,80
11871,Ho3Sb4Au3,65
11872,LiGaO2,45
11873,Si2CN4,50
11874,AlAgO2,50
11875,GeSb4Te7,70
11876,Ba2HoSbO6,50
11877,CaTmPt2,105
11878,HfBe2Ru,50
11879,TiBeGa2,65
11880,Tl2CuAsO4,55
11881,CeRh3,90
11882,CaAgO2,105
11883,Ba2CuSn2F4,45
11884,Tb3Er,80
11885,Li2NiOF2,75
11886,HgPbF6,50
11887,Sm(GeRu)2,90
11888,NaLi2AsO4,50
11889,CaBe2Nb,90
11890,Ba4TaBe,95
11891,KBe2Fe,55
11892,Sn2OF5,50
11893,Ba2TiOF6,45
11894,Ba2H6Ru,50
11895,Li4Cu(PO4)2,50
11896,BaCaBr,60
11897,LiDyO2,50
11898,ZnMoF5,50
11899,BePtRh,85
11900,BeCoPt2,60
11901,Li3CrClO4,50
11902,PNF2,45
11903,BeNiHg,65
11904,LuAg2,100
11905,Pr4S3NCl3,55
11906,SrLi(BS2)3,55
11907,Te2OsCl2,60
11908,Be2TlSe,120
11909,KPS3,55
11910,BaNa2In,100
11911,Ba4NbSn,85
11912,NdHo3,100
11913,Ta4C3,130
11914,TiS3,60
11915,ZnCu2SnS4,90
11916,ErS2,120
11917,NdSc3,75
11918,Ba2ErSbO6,50
11919,Na2VPCO7,55
11920,Cr3Fe,70
11921,YbU3,75
11922,CS3N4,45
11923,Pr2Te2O7,50
11924,KIn9Co2,110
11925,Ba5Ta2Cl2O9,50
11926,USb2Au,70
11927,InAg(PSe3)2,65
11928,BeTc2Os,100
11929,Rb2Cu(BrCl)2,55
11930,MgBeIn,100
11931,CrAgS2,60
11932,Te2Mo3(SeS)2,60
11933,Mg2MnIrO6,60
11934,Ba4ScRe,75
11935,Ba4SnIr,85
11936,MnGeO3,45
11937,Ca2Fe3O8,55
11938,LiV4OF,55
11939,ThRh,115
11940,PaAlRu2,95
11941,P2WO8,55
11942,K2BeCo,55
11943,Pr4C2Cl5,90
11944,NdB2Ru3,110
11945,Mg3BeAl8O6,50
11946,BaTaO3,120
11947,Y2Pt2O7,55
11948,LiTc2Pd,85
11949,Ho2ZnIr,105
11950,LiDy2Tc,70
11951,Ho(CoSi)2,65
11952,SrBeSe2,65
11953,Zr3N2O3,50
11954,CaPtF6,40
11955,Ba4ScCu,65
11956,Ta2FeOs,80
11957,Sm(FeSi)2,85
11958,ZnB8(H2N)4,55
11959,Li3GaN2,50
11960,KCdAs,70
11961,Ba4TcSb,100
11962,K2SO3,45
11963,Tl2Pd,115
11964,NaInHg2,110
11965,NbO2F,55
11966,Zn(CoO2)4,55
11967,SmHoTl2,110
11968,BiSbO5,60
11969,YbVO4,75
11970,SmNi5,95
11971,CdTcAs,80
11972,Al8Cr5,65
11973,Cu3SbS4,60
11974,NaS2,50
11975,B3C2,85
11976,CuAsSe2,65
11977,TlNiF3,75
11978,Er3Pd2,95
11979,LiCaGaN2,55
11980,LiAuS,60
11981,TaV2,70
11982,SeO2,50
11983,Be2SbPt,65
11984,Er2ZnCu,80
11985,Be2FePb,65
11986,Ba4SiSb,95
11987,MgBi,110
11988,Dy3(CuGe)4,100
11989,BaEr2NiO5,75
11990,Sc2HgPt,110
11991,Ta2CuOs,90
11992,KV5Se8,65
11993,BeTl2Br,125
11994,Li2CaGeO4,45
11995,Li5Cr2Fe5O2,50
11996,Sr3MgRhO6,60
11997,YLuIn2,110
11998,Ti3NbCu3O2,55
11999,TeMoS,60
12000,NaTl2In,85
12001,SrRhO3,85
12002,Mg3Si2H4O9,50
12003,ZrB,75
12004,Ti3Hg,90
12005,Be2C,50
12006,Er(HO)3,45
12007,SrZnO2,55
12008,Ho6CoTe2,100
12009,Li4Mn3WO8,45
12010,AgHgSBr,60
12011,SiPd,100
12012,VSnO4,50
12013,NaCo3,95
12014,LiZrIr2,105
