,pretty_comp,mbj_bandgap
1833,K2LiAlP2,2.8769
1834,Y2AlSi2,0.0088
1835,Na3AlAs2,2.1797
1836,Ba2NbInO6,3.9711
1837,TaBi4ClO8,2.6591
1838,Ho3SnC,0.0617
1839,Dy3AlC,0.0483
1840,HoSb,0.1848
1841,BH9(CO)3,8.8943
1842,KBa4Re,0.0026
1843,NaAlBP2H3,8.4255
1844,NbH2,0.0145
1845,TlPt2S3,1.2556
1846,SrHClO,7.4445
1847,K3ReH6,3.2544
1848,Rb3Ir,0.5052
1849,BaInBi,0.377
1850,BaP2Br,0.0013
1851,Sr4Nb2O9,4.3713
1852,Li6UO6,2.3216
1853,LiMnIr2,0.0033
1854,SrGaSiH,1.0371
1855,Ba2ZrO4,3.761
1856,VTc,0.0445
1857,KIO3,4.205
1858,CaCoO2,0.0062
1859,PH4Br,5.4319
1860,NdCuO2,2.713
1861,Be2RhCl,0.0522
1862,Ba2Bi2O5,2.9749
1863,Mg3Ni2O7,0.0275
1864,SmTl(MoO4)2,3.5354
1865,VSiOs2,0.0113
1866,Ni3SnN,0.0441
1867,Rb2TeBr6,2.3931
1868,Sr3P6(N4O3)2,6.5904
1869,YI3,2.8863
1870,Ag2PbO2,2.2509
1871,Ti(GaO2)4,2.9613
1872,Er2S3,1.8854
1873,K2PtBr6,1.8834
1874,CuCl,1.5254
1875,Tm2NiIr,0.0163
1876,Lu2AlSi2,0.0148
1877,Tl4GeS4,2.4159
1878,NaLiSe,4.1244
1879,CaSiO3,5.2674
1880,TlN3,2.4136
1881,KNa3WO5,4.7509
1882,Li2Ag3F6,3.8848
1883,K2AlPCO7,7.8738
1884,SnPbO3,2.756
1885,Ag2HgO2,0.8498
1886,Dy2TiO5,3.3862
1887,Ga2Os,0.738
1888,Nd3Si2S8I,3.2564
1889,VC,0.0121
1890,SmNi,0.0033
1891,Rb2PtSe2,1.4645
1892,SmSb2Au,0.0133
1893,NaTeH6O6F,4.8988
1894,BeH2,7.4069
1895,K2P3,1.2195
1896,Cu2O,0.4878
1897,TmPu3,0.0007
1898,PrLuSe3,1.1334
1899,RbNdTe4,0.913
1900,Th2SeN2,2.3956
1901,MgH2SeO9,6.8765
1902,TiV2Cr,1.4809
1903,RbAuO,2.4268
1904,NaAgO,2.0997
1905,SmN,0.8607
1906,MgZr3,0.0735
1907,SrWN3,1.8657
1908,ZnSnF6,5.6071
1909,Na3AsSe3,3.1647
1910,Ca(BH)2,0.3832
1911,Tb2Pb2O7,1.9261
1912,Sr2ZnN2,1.569
1913,MgScHg2,0.0213
1914,KTcO4,3.784
1915,AlCrRu2,0.0194
1916,Pr(CoGe)2,0.0039
1917,AlCrO4,0.0017
1918,SrLi2Ta2O7,2.5402
1919,NiB,0.0167
1920,NaVO3,3.2945
1921,Sr2Ti6N2O,2.1705
1922,Tb2YbS4,2.8348
1923,Cd2SiO4,3.477
1924,K2BeW,0.0504
1925,Ba(GaTe2)2,1.2449
1926,Ca2PI,2.1562
1927,K2TeO3,4.8765
1928,TiBeCl2,0.0003
1929,Rb2Mo3,3.9477
1930,K2NaTiOF5,4.2893
1931,YAgTe2,1.1622
1932,ClO3,1.3147
1933,Hg3(SCl)2,3.4243
1934,Rb2CaH4,4.9306
1935,Cd4OF6,4.3186
1936,YCoF5,0.0316
1937,Te3SeO8,4.3816
1938,BaNaHg,0.0265
1939,Nb2Bi2PbO9,1.589
1940,Mg(BeP)2,1.3284
1941,Hg2Pt,0.0176
1942,Ni3O4,0.0004
1943,NaB(CO2)4,5.0747
1944,Sb2S2O,2.0738
1945,TiBeGe2,0.0085
1946,Ge(PbS2)2,2.7847
1947,CaP,1.0523
1948,YbSe,3.628
1949,RbCaAs,2.5304
1950,Be2GaMo,0.008
1951,BaTlBr,0.0043
1952,InI3,2.8295
1953,SeN,1.9194
1954,BaMgZn,0.0203
1955,Mn(Sb2O)2,0.9257
1956,CuAgO2,0.008
1957,Hg2ClO,2.4813
1958,CaSe,4.6482
1959,TlClO3,5.2054
1960,Cu4O3,0.0116
1961,Na2WO4,5.9908
1962,NaTaO3,3.7623
1963,Li3DySb2,0.0535
1964,Ga4GeO8,4.0558
1965,H2C,8.9139
1966,Ca4Sb2O,1.3325
1967,AuCl3,1.9008
1968,KCdSb,0.3892
1969,AgH4WS4N,1.9879
1970,BeZnMo,0.0061
1971,Bi2Pb2Se5,0.9736
1972,Rb2PtF6,2.7133
1973,AlPt,0.0438
1974,NdAl3(B2O)2,6.9152
1975,PrI3,2.584
1976,Mn3Pt,0.0079
1977,NaTmO2,6.4769
1978,AgAsS2,1.9877
1979,TcH4NO4,3.8224
1980,YbAu2,0.0091
1981,KHg,0.006
1982,ThTa2O7,3.8453
1983,CrO2,0.0133
1984,Rb2PdF6,2.2259
1985,BeWCl2,0.0047
1986,Li5GaO4,5.3481
1987,LiCoS2,0.3552
1988,Ba4ScV,0.0142
1989,Sm2InAg,0.0171
1990,Mg2GeO4,5.2151
1991,CsNiF3,5.1479
1992,NdPPd,0.0258
1993,Al2BiS4,3.2638
1994,Na3PSO3,6.9349
1995,Cd2P3Cl,1.4998
1996,Li2NdIn,0.1073
1997,Si3NiP4,0.7445
1998,BaNa4O3,4.2435
1999,Na4CoO3,2.1309
2000,AlBr3,5.2853
2001,InPb2I5,2.2016
2002,RbSO4F,6.506
2003,KCu4AsS4,1.5634
2004,BeVSb,0.0156
2005,Sr3BiSb,0.5687
2006,Li4MoO5,3.1113
2007,SrMoO4,4.2734
2008,Tm2Cr2C3,0.0106
2009,BiB,0.4032
2010,RbBr,6.9325
2011,CrS2,0.0026
2012,Hf2BeW,0.0059
2013,BeRh2Cl,0.0057
2014,Na2GeF6,8.8562
2015,Sm2TeO6,3.7532
2016,RbPbF3,4.6252
2017,Be2CdIr,0.0109
2018,LiCaN,3.2637
2019,Nd3SiAgSe7,2.1087
2020,Ba2Ga2O5,2.0984
2021,SiO2,3.2089
2022,Er3TaO7,4.4828
2023,ScNiB4,0.0055
2024,Mn(CoO2)4,0.0032
2025,Ni(AgO)2,0.0018
2026,BBr3,4.872
2027,Hf2ZnHg,0.0006
2028,Be2TlRh,0.0109
2029,HfBeCl,0.0293
2030,Al2CdO4,4.4359
2031,HfZrO4,4.1812
2032,Ba2SrTeO6,4.4228
2033,Be2IrRh,0.0015
2034,ThTeAs,0.0314
2035,Mg2ZnPt,0.0194
2036,PBr5,2.3558
2037,Ca(AsO3)2,4.8145
2038,CuAuSe4,0.0631
2039,InCuO2,0.5934
2040,Mg2SiO4,6.3284
2041,BaCdO2,2.7064
2042,Ba4MnCu,0.0305
2043,AlGaO3,4.6559
2044,Hf2MgBe,0.0044
2045,Mn5CoO2,0.0644
2046,Mg2BBrN2,4.9735
2047,NbInSe2,0.0112
2048,Th(AlC)4,0.4938
2049,HoI3,2.5192
2050,Ta2Tl3Cu3S8,2.0787
2051,K2BrCl6F,1.2281
2052,UHg2,0.0008
2053,Na2O,4.7055
2054,Sr(ZnP)2,1.4554
2055,Te2Mo2W(SeS)2,0.2368
2056,Ba2MgReO6,0.0188
2057,Ba2Cd,0.0012
2058,BaLu2O4,4.3976
2059,Ba4YPd,0.0542
2060,BaInSb,0.5571
2061,ZrAgB,0.0527
2062,ErCuS2,2.0709
2063,Na3TiCl6,1.3442
2064,Cr(WO4)2,0.0111
2065,KCaBr3,5.8939
2066,LiBBr2,0.9182
2067,Sm2TeO2,2.3103
2068,SmTa3,0.0083
2069,Ge2O3,2.3083
2070,DyAl3,0.0013
2071,Sc2CuRu,0.0405
2072,YbCo3B2,0.0041
2073,NdBr3,3.7473
2074,TmMgZn2,0.0045
2075,SrS,2.7674
2076,Ti(PS3)2,1.4726
2077,BaHf2Br,0.0014
2078,BaO,4.2264
2079,BaCdHg,0.0257
2080,Ti2Pd,0.0014
2081,TiSi2,0.0045
2082,BaSc2Ta,0.0049
2083,RbBiO2,3.5618
2084,K2TaCuSe4,2.1927
2085,NbBi3O7,2.0172
2086,KInBr4,4.3359
2087,V2CrTe4,0.0025
2088,Dy(SiPt)2,0.0132
2089,YVF5,0.2566
2090,NdTe2BrO5,3.855
2091,TmBrO,5.7379
2092,SnF4,5.2665
2093,Li2MnO3,0.0018
2094,BeFe2Cu,0.0001
2095,InBO3,4.6025
2096,TiV4CoO2,0.0448
2097,TiInCo2,0.079
2098,Mg2NiH4,1.9283
2099,MgH4(NO4)2,4.7828
2100,NdClO,5.9559
2101,Cr2NiS4,0.0122
2102,CaAlSiH,0.7988
2103,Na2AgAs,1.5395
2104,ScVO4,2.9321
2105,YBi2ClO4,3.0114
2106,CsK2Bi,1.398
2107,NaCO2,4.788
2108,K2MnS2,0.0
2109,Si3CCl8,5.7533
2110,SmRe3,0.0027
2111,Rb2NiF4,0.0497
2112,SmLuTl2,0.0129
2113,Mg2H6Ru,3.1543
2114,Ba2H6Os,2.4713
2115,K2PtCl6,2.1625
2116,ErNbO4,3.9568
2117,Te7Mo6S5,0.4527
2118,K2NaGaAs2,2.122
2119,Na5InO4,4.4097
2120,Na3VPCO7,0.5216
2121,InHO2,3.8603
2122,Sr2ZnCu2(SO)2,2.1672
2123,HOF,4.7780000000000005
2124,TiZnF5,0.0462
2125,HgBr2,2.7681
2126,BaPIr2,0.0035
2127,BaN6,4.6803
2128,BaSr2Sb,0.0138
2129,Na9ZrP4ClO6,4.5114
2130,Rb2Se3,1.6581
2131,ErSiRu,0.0038
2132,ZrNiBi,0.0565
2133,SmCrO4,0.0111
2134,Er2Pt2O7,1.7015
2135,PrGe2,0.0045
2136,AlAu,0.0119
2137,Nd(SiAg)2,0.015
2138,Na4S2O5,4.4011
2139,DyTlSe2,1.7914
2140,Cd(RhO2)2,1.2262
2141,HoS,0.0153
2142,YP,0.0263
2143,BaGa2B2O7,6.3332
2144,KYBe2,0.1094
2145,Nd2Mg,0.006
2146,Rb2Ag2GeS4,2.6719
2147,BaNa2O2,4.8059
2148,TiGa2O5,2.7902
2149,KBaCl,0.0756
2150,BaMn2Cu,0.0007
2151,BaZr(PO4)2,4.4948
2152,AlAgS2,2.7708
2153,Ca(InTe2)2,1.2393
2154,BeGa2Fe,0.0011
2155,RbAu(SO4)2,2.0178
2156,BeVPt,0.0044
2157,K6Fe2O5,0.369
2158,TlCoF3,0.0375
2159,Zr2SN2,1.2288
2160,BaO2,3.2654
2161,ErNbRu2,0.0248
2162,Zr2SbP,0.0172
2163,Ca3BiP,0.8425
2164,Cr2CoO4,0.0416
2165,CaV4,0.0072
2166,HfNiPb,0.0194
2167,K2CuP,1.7767
2168,NaGaO2,5.4202
2169,GeSe2,2.0553
2170,KNa2Sb,1.9332
2171,Zr2BeGe,0.0031
2172,CaBeBi2,0.0079
2173,ScCuO2,2.5482
2174,ZnO,1.0753
2175,BeMoCl,0.0075
2176,RbClO3,6.3967
2177,Al(FeB)2,0.004
2178,BaNaLi,0.0182
2179,TlI3,2.086
2180,Ho2SO2,4.6238
2181,Li3LaP2,0.9804
2182,HoF3,9.8719
2183,Yb3SiO,0.2993
2184,Sr3(AlGe)2,0.0038
2185,MgBe2Sb,0.0058
2186,AlGa3N4,3.5794
2187,HoPbAu,0.1371
2188,PH6(NO)2,7.494
2189,SmMg,0.0122
2190,TbVO4,3.3149
2191,PrSF,2.3752
2192,Ca(SnO2)4,1.1046
2193,InTeI,2.2597
2194,KZrF5,6.19
2195,KNaPrTaO5,5.4505
2196,YSbPt,0.5442
2197,SmFeP,0.0194
2198,NdH3(CO2)3,6.2959
2199,TePdI2,0.2493
2200,TaCoSb,0.0228
2201,Na3ErCl6,7.0401
2202,Nd3GaC,0.0456
2203,V3Ru,0.0036
2204,BaOsCl2,0.0063
2205,Na7Al3O8,5.7034
2206,Pr3CuSiS7,2.1504
2207,HgB4O7,3.6625
2208,InAgO2,1.3195
2209,BaLiY,0.075
2210,Ca2HN,2.8263
2211,Na2PtC2,1.1012
2212,V5O2,0.0159
2213,Be3Ir,0.0022
2214,K2SO3,7.2824
2215,Rb2AuBr,4.5511
2216,ZrNCl,1.8952
2217,MgSiO3,5.6035
2218,ZrFeTe,1.2595
2219,InFeCo2,0.0071
2220,TlNO2,2.1796
2221,BaSe,2.8512
2222,Ga2PdI8,1.2201
2223,K2Al2Sb2O7,4.5994
2224,K2S,4.9973
2225,Yb3N2,2.0617
2226,BeCr4In,0.0115
2227,Ba2TiOF6,4.2716
2228,P2Pd3S8,1.5731
2229,SrTi2Be,0.0065
2230,BeTcCl4,0.035
2231,TiZn(BiO3)2,2.3311
2232,Tl2CuAsO4,1.6586
2233,Ac2S3,3.9788
2234,AlTlO2,3.272
2235,Dy2AgRu,0.0369
2236,PrBi2ClO4,2.5915
2237,Ca(SbO3)2,2.0169
2238,Sr4PtO6,2.5151
2239,Bi2CO5,2.7527
2240,Li4Mn3,0.006
2241,BaCrSe4,0.0168
2242,Tl6TeO6,2.2288
2243,Rb2MgH4,5.7432
2244,KHfBe,0.0071
2245,BaTlCl,0.0398
2246,PmF3,6.7956
2247,UTeO,0.0029
2248,KSnAs,1.3386
2249,K3H5Pd,3.2186
2250,ZnWO4,3.997
2251,RbZn4As3,0.7901
2252,NbCr2,0.0166
2253,Yb3GeO,0.3173
2254,SmTlO3,1.8572
2255,CaAlH5,4.5955
2256,K2As2Pd,0.8001
2257,Rb2NbAgSe4,2.0497
2258,MgCO3,7.1473
2259,RbSmTe2,1.9493
2260,SiH3F,9.221
2261,SnClF,4.4738
2262,KHS,5.4938
2263,MgGeAs2,1.65
2264,NaSbCl6,3.1958
2265,WBr6,1.1405
2266,U3(SiC)2,0.0033
2267,Ge3Sb2O9,4.9598
2268,Ho3CuSiS7,2.4266
2269,SrGeO3,5.5408
2270,Li2MnSiO5,0.3556
2271,NdO2,4.7971
2272,CdBiClO2,4.3788
2273,ScP,0.217
2274,K2Se,4.3041
2275,GaS,2.45
2276,Yb(YS2)2,2.7471
2277,Yb(SmS2)2,2.7754
2278,CaBr2,5.8443
2279,B2S2O9,9.2893
2280,BeTc2Mo,0.0067
2281,Na2P2PbO7,6.222
2282,Ba(GeRh)2,0.0139
2283,Rb2NaTlF6,5.6241
2284,BaLi2Cl,0.016
2285,ZrAgMo,0.0347
2286,HoBr3,3.9784
2287,Dy3CuSiSe7,2.1563
2288,ScBe2Cl,0.0019
2289,Mg2TaBiO6,2.9618
2290,NaInH8(NF3)2,7.7149
2291,SnCl2,4.1532
2292,Pm2RuRh,0.0142
2293,Li3Pr,0.0198
2294,Tb4Bi3,0.0219
2295,HIO3,4.2076
2296,SiBr4,5.2103
2297,HfBe2Ni,0.008
2298,Mg2PbO4,2.4002
2299,Li8PtO6,2.4836
2300,Te3Mo2S,0.4296
2301,Nb(Te2I3)2,0.9313
2302,Np3In,0.0024
2303,Ba2InBiS5,2.4916
2304,Tm3AlC,0.0377
2305,K5Au(IO)2,3.3661
2306,NaDyS2,3.2739
2307,BaTbF6,9.7716
2308,TiZn(GeO3)2,2.6675
2309,YBeBr,0.3335
2310,KCr4O8,0.001
2311,Cu2PdAu,0.0287
2312,HAuO2,1.7357
2313,RbGeBiS4,2.5028
2314,TbP,0.2994
2315,CaUO4,2.3664
2316,NaLiTe,3.4502
2317,Pr3SiAgSe7,2.0932
2318,YbTm3,0.008
2319,Sm3AlC,0.0536
2320,SrTeO4,3.5455
2321,Dy2Pb2O7,1.9271
2322,Li2VO3,0.006
2323,V2ZnO6,2.4688
2324,Ba4ZrPb,0.0446
2325,In5CuS8,0.5861
2326,GaS,2.5243
2327,Dy3CuSnS7,2.1254
2328,CaGaSiH,0.8648
2329,LuGaPd2,0.0411
2330,CaBO3,0.0482
2331,NaAg(NO2)2,2.1414
2332,Na6MgO4,4.7873
2333,Cd3(BO3)2,3.5781
2334,Rb3Y,0.0115
2335,CoSnRh2,0.005
2336,KTmO2,6.1013
2337,K4CdAs2,1.916
2338,K2Os(Cl2O)2,2.0380000000000003
2339,TaF5,4.6306
2340,SrP3,0.4176
2341,BaY2F8,8.2832
2342,HoCrO4,0.0033
2343,SmAgO2,3.2984
2344,SrC2,3.0531
2345,KYGeS4,3.204
2346,KAgO,1.483
2347,NaY2In,0.0435
2348,Sb2Ru,0.0111
2349,Ca4ScBe,0.0077
2350,LuHfRu2,0.0214
2351,InGaS3,2.8088
2352,Tb3Si2S8I,3.1107
2353,Ba4MnTc,0.037000000000000005
2354,Pr2CdSe4,2.0621
2355,H2O2,5.8889
2356,Np(MnGe)2,0.0011
2357,Na3SO4F,9.4551
2358,NdGeRu,0.0075
2359,Ca3UO6,2.6060000000000003
2360,NdBrO2,5.1533
2361,AsPtCl,0.0678
2362,Zn(CoS2)4,0.0124
2363,PtO,0.0187
2364,MgSc2Os,0.0296
2365,FeNi2(CN)6,3.488
2366,SnPSe3,1.7006
2367,NpB6,0.0242
2368,ZrSe3,0.7417
2369,MgGe2WO6,2.5019
2370,Rb2NaBiCl6,4.7614
2371,PbCl4,2.8564
2372,SmCoSi,0.0129
2373,Ba(PrS2)2,2.682
2374,AsCl2F3,3.9539
2375,Tm3InC,0.0165
2376,CeSi2Ru,0.0032
2377,Ba3BiN,0.2597
2378,Ca2Pb,1.0313
2379,As2O3,5.2894
2380,LuMnSi,0.0076
2381,TmAg(PSe3)2,2.0086
2382,RbAuC2,3.0002
2383,NaHoS2,3.2696
2384,LiEr2Os,0.0237
2385,Ir2S3,1.1541
2386,BaGaCl2,0.0216
2387,W3(Se2S)2,0.9479
2388,Fe3Pt,0.0014
2389,Ca2TaAgO6,0.8125
2390,HfBeSb2,0.0089
2391,K2BaTi,0.0093
2392,BeNbTe2,0.002
2393,Be2CuHg,0.0121
2394,Be2TlPd,0.0081
2395,Na2CrO4,3.0525
2396,Ta3TeI7,0.8101
2397,Mg(SbO3)2,2.1938
2398,Au7I,1.0967
2399,LiBH2,0.6693
2400,Dy3BWO9,4.3031
2401,LiP2WO8,0.0144
2402,TbCuS2,1.5822
2403,P4S5,3.002
2404,TlTe3Pt2,0.069
2405,Rb3Ru,0.1501
2406,In2Ge2O7,3.913
2407,NaNO,4.1984
2408,KClO3,6.1948
2409,LiTlO2,1.3555
2410,TaZnCo2,0.0138
2411,NbI2O,0.846
2412,Ba4HgIr,0.0086
2413,VAg3O4,2.1626
2414,Na5SbO5,3.6566
2415,HfAsRh,0.0347
2416,Ba2ZrS4,1.0068
2417,URh3,0.0084
2418,PbC2(SN)2,3.5148
2419,Ca2ZnN2,1.6545
2420,Na2PHO3,8.7027
2421,CdCu2SiS4,1.831
2422,BaSrY2,0.0101
2423,Na2Pd3O4,0.4292
2424,ZrInAu,0.5491
2425,TaBeO3,0.0245
2426,Nd3Si2ClO8,6.4562
2427,FeNi3,0.003
2428,TbI3,2.5686
2429,Dy2TeO2,2.0234
2430,NdPb4F,5.7412
2431,PrAu,0.0049
2432,DyRh3C,0.0605
2433,MgTlF3,5.5175
2434,MoCl3O,1.1574
2435,Sm2Sn2O7,4.3432
2436,Zn(GaO2)2,4.2695
2437,ThSiAu,0.0374
2438,K3B2H2I,6.1285
2439,ErSF,2.3872
2440,BC2N,3.3121
2441,BaNa2Mg(PO4)2,7.7475
2442,BePdRu2,0.0124
2443,BaNaH3Pd,2.0201
2444,U2BiN2,0.0022
2445,MgTe(PbO3)2,3.2757
2446,KBIr2,0.0204
2447,ScInAg2,0.0247
2448,Na2CuAs,1.5981
2449,Sc2O3,4.4798
2450,Tm2ZnRu,0.0226
2451,BaAg2GeS4,1.8193
2452,RbBaSiHO4,6.4832
2453,Li3BiO4,2.2943
2454,Na3MgP2HO8,7.9933
2455,LiY2Ru,0.0413
2456,BeNb2Fe,0.0198
2457,K3P,1.8067
2458,SmAl,0.035
2459,TlAuCl4,1.712
2460,ErTaO4,5.3039999999999985
2461,Ti2NiIr,0.0233
2462,K2NaAlAs2,2.529
2463,K2Si3SnO9,6.0262
2464,NaLi2N,1.0745
2465,KTi2Bi,0.0099
2466,NdBrO,5.6731
2467,K4ZnAs2,2.1494
2468,PrSO,3.1429
2469,Na2H4Pt,3.613
2470,BaSc4Pt,0.0231
2471,Sr2HfO4,5.533
2472,MgSeO4,4.7784
2473,LaUO4,0.011
2474,PrMnSi,0.0032
2475,MnInPd2,0.0059
2476,Sb2Rh,0.0166
2477,Be2VCr,0.0162
2478,Pb(CO2)2,3.8706
2479,BaTlIn,0.0171
2480,MgH2,1.4392
2481,Na5ReO6,3.0495
2482,V2ReRu,0.0504
2483,ScGaRu2,0.013
2484,FeSb,0.0111
2485,Mg3BeAl8O6,7.1845
2486,RbAuSe,2.9361
2487,HfCdO3,1.7087
2488,ZrZn,0.0778
2489,SnSe,0.9246
2490,DyBi,0.0366
2491,ThIN,2.9111
2492,BaHfS3,1.2425
2493,Ca(NdS2)2,2.7825
2494,Li8SbS6,2.7505
2495,SmLuRu2,0.0381
2496,Bi2Te5Pb2,0.0374
2497,YbOF,4.0746
2498,Y(SiPd)2,0.0281
2499,NpAsSe,0.003
2500,AlVNi2,0.0625
2501,ZrNi2Sn,0.0601
2502,Sr2PrO4,5.699
2503,MgCl2O,4.0766
2504,RuSe2,0.6432
2505,LuSiRu,0.0042
2506,LuTlSe2,1.7561
2507,U(SbO3)2,1.5663
2508,K3AsS3,4.0076
2509,SmTlTe2,1.0131
2510,TmBi2BrO4,3.3123
2511,CaO,5.6776
2512,BiTeCl,1.8415
2513,Ta2H4O7,2.0049
2514,Sr2BBrN2,4.1536
2515,AgBiO2,1.6118
2516,Mg3TcH7,2.8682
2517,TaNO,3.2383
2518,Li2Co2OF6,0.006999999999999999
2519,Pr2Ti2S2O5,0.9939
2520,Na6Ge2Se7,2.6546
2521,ZrBe2Ni,0.0726
2522,LaN,0.2437
2523,NaCuO2,0.6339
2524,TiBeBi2,0.0034
2525,Ba2YNb,0.0135
2526,ZnGeN2,2.9133
2527,Be2FeCl,0.0035
2528,N2O5,1.8877
2529,Lu2AlZn,0.0373
2530,CrB4,0.013
2531,KP(HO)2,7.6892
2532,Li7SbO6,4.9565
2533,Be2FeSn,0.004
2534,KNbO3,2.0536
2535,K2Zr(BO3)2,4.5799
2536,K3BrO,3.2103
2537,Ca2GeO4,4.6769
2538,InH5(NF)2,5.7157
2539,Ba4LiTc,0.0312
2540,Mg(InTe2)2,1.3791
2541,TbNbO4,4.1636
2542,ErTl3,0.0285
2543,SrGe(HO2)2,6.4798
2544,Ca(GaAs)2,0.5166
2545,Bi3Se4Br,1.6246
2546,SnH8(CI)4,4.0237
2547,GeAsSe,2.0926
2548,TbTlAg2,0.0335
2549,ScBeZn2,0.0019
2550,KCO2,4.1271
2551,NaCaAsO4,6.0126
2552,NaMg4As3O2,5.1542
2553,As4S5,2.4695
2554,As8S9,2.3072
2555,Y2TiO5,3.5826
2556,H4INO4,3.7347
2557,BeNb2Ir,0.0086
2558,CaTiF6,4.9889
2559,Sr3AlO4F,6.3654
2560,ZnSiP2,2.0265
2561,K3Np(H3O4)2,1.5993
2562,Rb2NiO2,3.7785
2563,Ba4CrTe,0.0141
2564,TlCuPSe3,2.12
2565,KHfCuS3,1.148
2566,Cr3Si,0.0139
2567,K3SbS4,3.0866
2568,Er2TeO2,1.9278
2569,AlSnF5,4.8297
2570,HoTaRu2,0.0216
2571,MgCo(SiO3)2,0.3402
2572,MgZn2,0.0053
2573,Co(CO)4,4.4126
2574,Li4Fe3O8,0.0037
2575,KSnSb,1.1109
2576,KLiS,4.8889999999999985
2577,ErRu3,0.0045
2578,Cu(HO4)2,1.1456
2579,ThZn2,0.0077
2580,MgIn2O4,3.1379
2581,Sr3BiN,0.8975
2582,K4Na2TeO6,4.0643
2583,HgC2(SN)2,3.2326
2584,AsS2NF6,2.6842
2585,Be2VIn,0.0313
2586,K2Fe(CO)4,4.0764
2587,Tm2OsPd,0.0303
2588,TaBeSi,0.003
2589,PmTm3,0.0009
2590,Ni(PS3)2,0.5457
2591,Sc2NiIr,0.0181
2592,Na5NiSO2,2.0168
2593,CaGaGeH,0.8347
2594,Th2Fe2Si2C,0.0106
2595,RbV(IO4)2,3.261
2596,Na2BeBr,0.0194
2597,TaAlO4,5.2685
2598,CaGeO3,2.6784
2599,BePBr,0.0071
2600,Pa3Tl,0.0018
2601,BeBr2,6.9897
2602,Na5Zr2F3,6.2268
2603,MgBi2O5,0.9199
2604,Tm2CuOs,0.0191
2605,YC2,0.0069
2606,Na2ZnSiO4,5.8345
2607,HfBeNi,0.0033
2608,HfZnO3,1.1906
2609,BeCr2Tc,0.0021
2610,ZnGeO3,2.4214
2611,TmInNi4,0.0384
2612,SbI3Cl8,2.0784
2613,Na2AlZnF7,8.1481
2614,TaGaPt,0.0254
2615,Sm2Pt2O7,1.3676
2616,BeCr2P,0.0011
2617,CaCrO4,2.5913
2618,LiBeSi2,0.0027
2619,RbNd(WO4)2,4.4437
2620,UCd(PbO3)2,1.8238
2621,Li2Mn(SiO3)2,0.1484
2622,H3BrO,6.4767
2623,TiBeHg,0.0281
2624,Na2CoGeO4,0.021
2625,TlGaTe2,0.9291
2626,K2Cd(CN)4,7.3105
2627,Nb2Tl5S4Cl9,1.931
2628,HfHgO3,0.2817
2629,GaAg(PSe3)2,1.2695
2630,AlCuS2,2.4907
2631,Ba4GeRh,0.0303
2632,DyBiPd,0.0442
2633,LiPm2Ru,0.0214
2634,KBe2BO3F2,9.8315
2635,K2PO4,4.1566
2636,LuCl3,5.3002
2637,ZnAgF3,4.4938
2638,TmBr3,4.112
2639,Tm(CuO2)2,0.0083
2640,RbIO3,4.1923
2641,Mg5H8O9,6.2251
2642,ReSbO6,2.1021
2643,K2NbCuSe4,1.7482
2644,As(IF2)3,2.7
2645,Sc(SiNi)2,0.0083
2646,Al3BN4,4.8463
2647,ErVO4,2.8662
2648,BaH5ClO3,6.8007
2649,NaLaO2,4.334
2650,Ag2PdCl4,1.0384
2651,NaInO2,4.1031
2652,Rb3Si,0.122
2653,K3AuSe2,3.5434
2654,SrCrW2,0.0281
2655,CS3N4,6.7375
2656,RbSnCl3,1.7592
2657,Cr3C2,0.006999999999999999
2658,NaO2,7.5605
2659,Li2ZnGeO4,3.6417
2660,Dy2Be2GeO7,6.489
2661,Na2TlSb,0.9655
2662,PrTmMg2,0.0426
2663,KRbS,4.2699
2664,Na3SiSbCO7,5.0222
2665,CdTeMoO6,3.7409
2666,LiSb3O8,1.6022
2667,Zn2SnO4,2.5423
2668,Mg2NF,4.2101
2669,TlAgSe,1.2335
2670,YTlO2,2.1745
2671,Zn(IO3)2,4.0014
2672,KSbS2,2.4469
2673,K(CoS)2,0.0025
2674,CrCoTe,0.0046
2675,CaBiClO2,4.9154
2676,Nd(MnSi)2,0.0026
2677,ScBe2Si,0.0059
2678,TiAlAu,0.0219
2679,MgWO4,4.1778
2680,NaSb(PS3)2,2.6798
2681,Na5LiN2,0.6322
2682,Ta2BeOs,0.0121
2683,ReF7,2.5937
2684,ScBiO3,1.584
2685,BeSiPt2,0.0074
2686,LiBe2Au,0.0079
2687,Ca2Sb2O7,1.5807
2688,Ho2TeO6,3.8375
2689,SmH2,0.0669
2690,Rb(FeAs)2,0.009000000000000001
2691,DyHO2,6.2637
2692,NaBH4,8.9188
2693,Rb2SnSe3,2.6826
2694,NaSbO3,2.2107
2695,RbSc5Te8,0.6331
2696,Dy5AgS8,2.0747
2697,AlN,4.4288
2698,LiErIn2,0.05
2699,Ca2BiAsO6,5.0324
2700,BaTiO3,2.4294
2701,PbBr2,3.4130000000000003
2702,Be2BO3F,9.7704
2703,TeO3,1.0867
2704,NaBeSb,1.6131
2705,BaMg(CO3)2,6.2248
2706,TlSe,0.7436
2707,Ba4CaCo,0.0195
2708,FeNi,0.0047
2709,NdB2H,9.2179
2710,ErMg,0.0453
2711,RbNaH2,4.5919
2712,Mg2CoH5,0.2078
2713,TePb,0.03
2714,Sr(MgSb)2,1.4354
