,pretty_comp,kpoints_array_average
11223,Al(CoSi)2,17.333333333333332
11224,TcMo2As,17.0
11225,K3Mg,12.333333333333336
11226,ZrP2,14.0
11227,Lu2MgIn,11.0
11228,BiSb2Os,16.0
11229,Cu4Si2NiS7,5.666666666666668
11230,Cu2Se,7.333333333333332
11231,MnSiRh2,13.0
11232,Li3Ga2,19.0
11233,Lu(MnGe)2,14.333333333333336
11234,Ba4ZrBe,7.0
11235,TlHg,23.0
11236,K3V,10.0
11237,Li3AlF6,2.6666666666666665
11238,Np(MnSi)2,9.0
11239,Ba4HfTi,9.0
11240,HoSO,4.666666666666667
11241,Lu3BC3,13.333333333333336
11242,Tb3CuGeS7,4.666666666666667
11243,BaInMo2,13.333333333333336
11244,Ca2BN2F,4.0
11245,YBeNb4,14.0
11246,Ce(NiAs)2,8.0
11247,TlCr3S5,5.666666666666668
11248,Dy2V2O7,5.0
11249,CaAl2O4,4.666666666666667
11250,BaCoO3,6.0
11251,K2Mn(Nb3Cl4)2,3.0
11252,InAgSe2,17.0
11253,Rb3Nb,5.666666666666668
11254,HoZnRh,16.666666666666668
11255,Ti2MoIr,15.0
11256,Ba2InBrO3,5.333333333333333
11257,Rb3Cd,10.0
11258,KAgO,4.333333333333333
11259,Ge3Sb2O9,3.333333333333333
11260,Hf2SnC,15.333333333333336
11261,Li4Mn3WO8,6.333333333333332
11262,ZnAg,23.0
11263,Be2IrW,24.33333333333333
11264,HfSnRh2,9.0
11265,CoTeMoO6,4.333333333333333
11266,LiHoTl2,19.0
11267,AgSbTe2,20.666666666666668
11268,TbFeSi,13.0
11269,HoAlNi,14.0
11270,Sm4S3N2,5.666666666666668
11271,ErHg2,15.333333333333336
11272,TlCd(NO2)3,4.0
11273,LaZn,21.0
11274,PdO,15.666666666666664
11275,NdAs,10.0
11276,LuSe2,21.66666666666667
11277,MgRh3,14.0
11278,Be2TeP,23.0
11279,K2PaF7,3.0
11280,BSF7,3.333333333333333
11281,Ni3Ge,11.0
11282,BaTiBr,6.0
11283,Y2HgRu,7.0
11284,Nd(HO)3,4.333333333333333
11285,MnBe2Zn,9.0
11286,Tm2TlAg,12.0
11287,SbTe,11.333333333333336
11288,NaHoO2,5.333333333333333
11289,NaCeAu2,8.0
11290,YSnAu,13.666666666666664
11291,Na3HoCl6,3.0
11292,Mg(VN)2,11.333333333333336
11293,BaTlCd,16.0
11294,Ba2LuNbO6,5.0
11295,Ca2Sn2O5,9.333333333333334
11296,Li2Cr(CoO3)2,5.0
11297,Cd(AgO2)2,4.666666666666667
11298,Yb2PtAu,23.0
11299,Ba4TiSb,12.0
11300,NaMnP,9.333333333333334
11301,HoLuAu2,17.0
11302,Sm3Zr,16.0
11303,Be2CuOs,22.66666666666667
11304,Ba2LaTi,10.0
11305,Lu7(TePd)2,8.333333333333334
11306,Be2NbCo,12.666666666666664
11307,Li5Mg,12.666666666666664
11308,KBeNi2,9.0
11309,LiBe2Ru,22.0
11310,SrGaSnH,11.0
11311,CoCuO2,8.0
11312,Tm2S3,5.0
11313,LiTm2Tc,16.0
11314,Li3Fe3CuO8,6.333333333333332
11315,CaHoTi2O6,6.333333333333332
11316,ScTc2Mo,15.0
11317,Ba4CaMo,8.0
11318,Co(SiO3)2,5.333333333333333
11319,Sm3Sb5O2,4.0
11320,ThSbSe,18.33333333333333
11321,Sm3Ti,7.666666666666668
11322,BeMo2W,13.0
11323,USeS,10.0
11324,Ba4ZrPt,7.0
11325,Y(SiAu)2,21.0
11326,Ba4BePb,10.0
11327,Sc2Si2Ru,6.666666666666668
11328,NaSmO2,6.666666666666668
11329,Te2Pd3,15.666666666666664
11330,Li8Bi2Pd,4.333333333333333
11331,PW,9.666666666666666
11332,CrPO4,5.333333333333333
11333,NaGaH4,5.333333333333333
11334,Tm3FeSi3,7.333333333333332
11335,Li2BeNi,17.0
11336,Mn2FeO6,6.666666666666668
11337,V2AsC,11.333333333333336
11338,SrAl4,15.333333333333336
11339,DyMgZn2,16.0
11340,BaSn2,16.333333333333332
11341,TbGaPd,11.666666666666664
11342,Sc2GaIr,16.0
11343,Ba4ZrGe,8.0
11344,HoTiGe,14.333333333333336
11345,YbAlB4,13.666666666666664
11346,Mo2O5,4.333333333333333
11347,KYbS2,9.333333333333334
11348,BaNi2Cl,9.0
11349,LiVP2O7,3.333333333333333
11350,CrH6SO7,3.6666666666666665
11351,LuNiSn,11.0
11352,MgAl2O4,5.0
11353,YMgAu2,20.0
11354,Mg2PdPt,16.0
11355,Sc3P2,7.0
11356,ErB2Ru3,17.666666666666668
11357,Ho2PdRu,14.0
11358,Ba2YCo3O7,7.666666666666668
11359,MoW3(SeS)4,7.666666666666668
11360,Ti2RePt,11.0
11361,WS2,9.0
11362,KRb2YF6,3.0
11363,Sr2CoO3,13.333333333333336
11364,BeNb4Ru,20.0
11365,LuGeRu,8.666666666666666
11366,Be(CN)2,3.0
11367,Nb4C3,16.0
11368,ZnPd5Se,10.333333333333334
11369,Ba2GeP,13.0
11370,Ba4VCo,8.0
11371,PHF2,4.0
11372,Zn4(B2O)3,4.0
11373,SbRh,14.333333333333336
11374,MgBeZn2,29.33333333333333
11375,BaNd2CoO5,12.666666666666664
11376,Ba2CaPd,14.0
11377,CaScBe,9.0
11378,Ca2PbO4,5.666666666666668
11379,Nb2Pb2O7,4.0
11380,Fe4Cu3O2,6.0
11381,CuSO4,5.333333333333333
11382,Rb2Cr(BrCl)2,10.333333333333334
11383,V3Sb,8.0
11384,Cr2B,8.666666666666666
11385,LuTlTe2,6.666666666666668
11386,Rb2O,5.0
11387,Te4MoW3(SeS)2,9.666666666666666
11388,Ho2CuRu,13.0
11389,BeInSn,14.666666666666664
11390,Ba3SbN,7.0
11391,BeRe2Cl,18.33333333333333
11392,BaHf2Cl,9.333333333333334
11393,Ba2NaReO6,5.0
11394,Li5CuF6,4.666666666666667
11395,Ti3Te4,10.0
11396,P2Ir,6.0
11397,YbCo2,19.0
11398,Na4TiAs2O9,4.333333333333333
11399,ZrFeSe,7.0
11400,KBeIn4,17.0
11401,PuGa3,8.333333333333334
11402,ZnAg2GeO4,6.333333333333332
11403,MnBe2Si,13.666666666666664
11404,Be2TeSe,32.333333333333336
11405,Li2CeGe,14.333333333333336
11406,Hf3Pt,9.0
11407,ZrScBe2,18.0
11408,ThSnPt,9.0
11409,Tm2AgIr,20.0
11410,YbInPd2,15.0
11411,Sm3Ag,12.333333333333336
11412,Ba4OsSe,9.0
11413,Be2PtBr,14.333333333333336
11414,Ni3N,8.666666666666666
11415,Sc2BeRh,10.666666666666666
11416,Ga2NiO4,7.0
11417,LiPrSn,10.0
11418,MgAlPO5,3.6666666666666665
11419,La2MgBe,9.666666666666666
11420,RbNa2AuO2,4.0
11421,ScZn2Cu,9.0
11422,BaSiTc2,11.0
11423,K2CdO2,4.333333333333333
11424,LiMnBO3,5.666666666666668
11425,K2GeAs2,5.666666666666668
11426,MgCdHg2,6.0
11427,Li7V(O2F)2,3.333333333333333
11428,Ge5(Te4As)2,15.0
11429,KNd3,11.0
11430,Ba4MnSi,12.0
11431,Rb6Br4O,4.0
11432,Tl5Se2Br,5.333333333333333
11433,Li2LaSn,15.0
11434,SrHBr,5.0
11435,Ca3(SiIr)4,12.0
11436,LuZnRh2,23.0
11437,Ba2SmSbO6,5.0
11438,CaTiF5,4.666666666666667
11439,WS,10.0
11440,BeV2Pb,14.333333333333336
11441,Be2ZnRe,12.333333333333336
11442,Ba2SrNi,15.0
11443,Ba4TePt,12.0
11444,Sc2Cu2O5,4.0
11445,Zr2Al,8.333333333333334
11446,LaNi5,16.666666666666668
11447,H3C4NF2,4.0
11448,UTeO,7.666666666666668
11449,BeAl2O4,4.666666666666667
11450,AgH,11.0
11451,Hf2FeIr,19.0
11452,Rb2SnTe5,9.0
11453,ScF3,6.0
11454,BePBr,20.666666666666668
11455,Dy2PdRu,14.0
11456,LiErS2,9.0
11457,SnF4,5.0
11458,ZrBeCo4,9.0
11459,PuSn3,8.0
11460,H2CO3,2.6666666666666665
11461,Be2BiIr,14.666666666666664
11462,Na4MgO3,4.333333333333333
11463,Hg3F,19.0
11464,CuNi2Sn,16.0
11465,SrBeBi,15.666666666666664
11466,TbSc,14.333333333333336
11467,Nd2IrRu,21.0
11468,NdPt3,21.0
11469,NaSc2Be,7.333333333333332
11470,YBeTe,13.333333333333336
11471,K2TiS3,5.0
11472,BaHf2Ni,17.666666666666668
11473,Sr3WO6,4.0
11474,Ho3CuSiS7,4.333333333333333
11475,Dy3Ni2,10.333333333333334
11476,RbFeS2,9.666666666666666
11477,Yb(HO)3,6.333333333333332
11478,CaInPd,13.666666666666664
11479,Na2GaNiF7,6.0
11480,Nb2Co2O9,5.333333333333333
11481,Tm2MgIn,16.0
11482,LiTmAu2,14.0
11483,YSbO3,18.0
11484,YFe5,13.333333333333336
11485,AgIO3,4.666666666666667
11486,KCrO2,17.0
11487,Rb3Pm,7.0
11488,KTiBe2,9.666666666666666
11489,KTlCl4,3.6666666666666665
11490,Pr3Si2S8Br,3.0
11491,Hf2TcOs,17.0
11492,HfFe2,14.0
11493,LiCu2Pd,4.0
11494,PrCrSe3,6.666666666666668
11495,Lu2CoRh,9.0
11496,Sc2CuPt,13.0
11497,Li2CrO3,5.333333333333333
11498,MgAgAs,19.0
11499,BaTaO3,23.0
11500,SrBeTl,20.666666666666668
11501,Zn3Ni,21.66666666666667
11502,MgGeN2,5.0
11503,Sc2Ti2O7,4.0
11504,K2TeOF4,3.0
11505,YPb2,14.0
11506,CeCd,9.0
11507,CrCl3,4.666666666666667
11508,Zr2SbP,11.333333333333336
11509,ScRh,26.0
11510,HoBiPt,13.0
11511,MgBe2Os,8.666666666666666
11512,ZnNi2Ge,13.0
11513,Co4Cu3O2,7.0
11514,TaBeRu,17.333333333333332
11515,RbTa(GeO3)3,3.333333333333333
11516,Zr5SiSb3,11.0
11517,Ta3Al2CoC,7.0
11518,Y5CuPb3,8.333333333333334
11519,NdBiO4,5.666666666666668
11520,PmBi3,17.666666666666668
11521,LiMnSb,10.666666666666666
11522,MnI2,5.666666666666668
11523,Mn3SnC,9.0
11524,NaErCl4,3.6666666666666665
11525,Te2Mo2SeS,13.0
11526,BaBrCl,3.333333333333333
11527,ZnSbF6,8.0
11528,ZnCr2O5,6.666666666666668
11529,TlNiF3,12.0
11530,SmAl7Au3,10.0
11531,IrN2,7.333333333333332
11532,Lu2O3,4.0
11533,NdMnSi2,8.333333333333334
11534,Ac2IrAu,19.0
11535,Cd3SiO5,4.666666666666667
11536,BaSc2Nb,12.666666666666664
11537,ZrCu,21.0
11538,BeFeTe2,19.0
11539,ZrAlNi,10.0
11540,LiHg2Pd,26.0
11541,Li2V2CoO6,4.666666666666667
11542,Ho(CoGe)2,10.0
11543,PrCo2B2C,15.333333333333336
11544,Be2ReIr,38.66666666666666
11545,Yb3Re,16.0
11546,Sm2Sn2O7,4.0
11547,K3TaS4,2.6666666666666665
11548,NdMgTl2,17.0
11549,KLiS,5.333333333333333
11550,TbTe2,17.666666666666668
11551,ScRh3C,9.0
11552,NaTeH6O6F,4.0
11553,Li2SO4,3.6666666666666665
11554,SrBeCd4,17.0
11555,BeNbTc,25.66666666666667
11556,TiIr3,19.0
11557,TlAs,11.0
11558,Tb2Mn2O7,10.0
11559,PrOF,6.0
11560,Na3ErCl6,3.0
11561,Li2CuSbO5,3.6666666666666665
11562,Ba2ScCd,8.0
11563,UHg2,20.666666666666668
11564,TeW2S3,7.666666666666668
11565,Hf3(Cu2Ge)2,15.666666666666664
11566,LaCuSO,13.333333333333336
11567,Te2Rh3,9.333333333333334
11568,CeOF,4.333333333333333
11569,Sr(BiB2)2,3.6666666666666665
11570,H2Se,25.0
11571,Hg3SbAsS3,4.666666666666667
11572,CaSbAu,8.333333333333334
11573,HfSb3,20.0
11574,Sr(NdSe2)2,5.0
11575,Na(SnO2)2,7.333333333333332
11576,PrGa3,23.66666666666667
11577,NdCu,12.333333333333336
11578,Tl3Fe,18.0
11579,Pr2AgHg,18.0
11580,ErHg3,17.666666666666668
11581,SnSe2,8.333333333333334
11582,PrNdTl2,19.0
11583,NaV(OF)2,5.0
11584,KVO2,15.0
11585,U2BiN2,7.0
11586,BaScIr,15.0
11587,Rb3Sb2Au3,6.0
11588,BaNiPd2,18.0
11589,RbCr4O8,5.666666666666668
11590,BeNiMo,13.333333333333336
11591,PrPd3,27.0
11592,BaSiF6,4.0
11593,CaAs3,12.333333333333336
11594,CoNiSn,11.0
11595,CdAgAu2,9.333333333333334
11596,Na6MnSe4,7.333333333333332
11597,Mg2As,10.333333333333334
11598,Y(AgCl2)3,4.0
11599,Rb3Zn,6.666666666666668
11600,Er(GeRh)2,12.0
11601,Er2O3,5.0
11602,SrSi,25.0
11603,La(SiNi)2,20.666666666666668
11604,LiLuO3,18.0
11605,LiCuSi2O5,3.6666666666666665
11606,LaAgSO,12.333333333333336
11607,Ba2PdBr,9.0
11608,NaHS,6.666666666666668
11609,YbTmRh2,18.0
11610,BaCu2Cl,13.333333333333336
11611,Sc2PtRh,8.333333333333334
11612,Zn2BiWO6,7.0
11613,TbMoO4F,3.6666666666666665
11614,Sr2ZnCd,6.666666666666668
11615,Pb2ClOF,4.333333333333333
11616,Rb3Na(RuO4)2,8.0
11617,MnH2SO5,4.666666666666667
11618,BaNiO2,5.0
11619,Ba3(CrS3)2,5.0
11620,Ba2ZnIn,11.0
11621,Ca(SmS2)2,5.0
11622,Sm2Ge5Ru3,6.0
11623,Ti2AsIr,10.0
11624,Cu3Pt,21.0
11625,InPt3C,19.0
11626,Sm2Te4O,3.6666666666666665
11627,Na4BeSi,20.0
11628,TlPS3,4.0
11629,Sr3(AlGe)2,10.333333333333334
11630,Ba3PrRu2O9,4.0
11631,W3O,14.0
11632,Be2NiPt,13.333333333333336
11633,LiErO2,4.666666666666667
11634,Zn2CuN2,7.333333333333332
11635,Li2Ti3VO8,4.333333333333333
11636,Bi(PdO2)2,10.333333333333334
11637,PrH2,11.0
11638,CeCd2,20.0
11639,Sc2AlCd,11.0
11640,MgHg2,17.0
11641,Ho2CoOs,13.0
11642,LiMn2Fe3O8,4.0
11643,Ba4ZnPt,11.0
11644,CaB2As,22.0
11645,Tm2Ge2O7,3.333333333333333
11646,ZrBeV,20.33333333333333
11647,LiCoPO4,6.333333333333332
11648,Rb3Sn,8.0
11649,Tb3Al2,11.333333333333336
11650,InFeAs,11.0
11651,Zr4Pd2O,6.0
11652,Na3UO4,4.0
11653,Ti2ReAs,18.0
11654,Ba4CdGe,11.0
11655,TiCdRh2,8.333333333333334
11656,Li2MnPO4F,3.6666666666666665
11657,Nb2CS2,30.0
11658,BeCuRe,26.0
11659,YCdPd2,14.0
11660,PrAl3,22.0
11661,Cu(AsO2)2,7.333333333333332
11662,BeGa2Fe,19.33333333333333
11663,Ti2CrIr,14.0
11664,Ba4GaHg,12.0
11665,LiAsP2,23.0
11666,Li2Si2O5,3.6666666666666665
11667,Yb2CdPd2,18.33333333333333
11668,ZnF2,3.6666666666666665
11669,LiAg,14.333333333333336
11670,Na2GeO3,5.0
11671,Ta3B2,9.333333333333334
11672,CaBePt2,23.0
11673,CdSnF6,4.0
11674,BeInSe,13.333333333333336
11675,AsPAu,18.0
11676,MgBeTe,23.0
11677,Mg(PtO2)3,7.666666666666668
11678,CaPuRh2,8.0
11679,TmSb(PbO3)2,5.0
11680,Ag2SnO3,5.666666666666668
11681,Li2FeBPO7,5.0
11682,NbCrCo,10.0
11683,Li(SiRh)2,13.333333333333336
11684,Pr(PRu)2,16.666666666666668
11685,Sr2Ge2Se5,3.0
11686,ThCdAu2,15.0
11687,YbCdPd2,19.0
11688,Ba3Ge2(BO)6,3.6666666666666665
11689,Er4InIr,9.0
11690,SrGa2,11.0
11691,Y2CuAu,6.0
11692,CaTiGeO5,4.333333333333333
11693,DyTmMg2,13.0
11694,Li4PbO4,5.0
11695,Sr2FeClO3,7.666666666666668
11696,KFeTc2,11.0
11697,HoAgSe2,6.0
11698,Sr2YTlSn2O7,14.666666666666664
11699,ScVO3,20.0
11700,Ba4LiTc,8.0
11701,PaGaNi2,14.0
11702,LiBeCu2,26.0
11703,Dy2MgSi2,10.0
11704,Cu3BiS3,4.333333333333333
11705,CaMn2S5,8.666666666666666
11706,Li4CrFe3O8,4.0
11707,TiFeSn,10.0
11708,Ba2CuWO6,11.0
11709,BiH3,22.66666666666667
11710,SrAl4Sn3,5.0
11711,BeSnAs2,6.666666666666668
11712,YbAl3,24.0
11713,Sr2BeCl,9.0
11714,BaTe,7.0
11715,TiBe2Os,12.0
11716,SmMn3,12.666666666666664
11717,MnSnPt,7.0
11718,H(CO)2,5.0
11719,SrCuO2,24.0
11720,Sm2Re2Si2C,11.666666666666664
11721,Li2TiTe3O2,5.333333333333333
11722,K2Te,5.0
11723,NdSiRu,10.333333333333334
11724,ZnCu2SnS4,5.666666666666668
11725,Sm2ReC2,7.0
11726,Ba2NdBiO6,5.333333333333333
11727,RbCl,5.0
11728,BeZnRu4,21.0
11729,Na4Ti3O8,5.333333333333333
11730,LiCoO2,6.0
11731,BaSi6N8O,4.666666666666667
11732,TbSnPd2,18.0
11733,Ho3TlC,9.0
11734,Na2Hf2O5,5.0
11735,H5NF2,3.0
11736,VP2,8.666666666666666
11737,K2AlF5,8.666666666666666
11738,LiTiMnO4,5.0
11739,CdPd5Se,15.333333333333336
11740,In2CuO4,20.33333333333333
11741,Ca3Zn,16.0
11742,Ca2Sb,6.666666666666668
11743,TiGaCo2,9.0
11744,LaMg2,10.0
11745,Sr3CaCr2S2O5,8.333333333333334
11746,Li4MnFe3O8,6.0
11747,ZnGaAs,19.0
11748,UCd,19.0
11749,Be2TcBr,15.333333333333336
11750,ThC,10.0
11751,Ba4ZrP,8.0
11752,Ca4BeIr,12.0
11753,LiGa2Ir,18.0
11754,BeNi4Ru,17.0
11755,Yb2MgIn,18.0
11756,SrBe2Sn,20.0
11757,ScSi,10.0
11758,Ag3AsO4,11.0
11759,CaIn4Pd,12.333333333333336
11760,PrH,10.333333333333334
11761,H2SeO4,3.6666666666666665
11762,Ba4InRe,14.0
11763,SrBiB,16.0
11764,Mg3Br,11.0
11765,BaCl2,5.0
11766,SrGe2,9.0
11767,K8N3O,5.0
11768,Ba4BiPb,12.0
11769,YBeMo,13.666666666666664
11770,KAg3Se2,5.666666666666668
11771,Li2Fe2OF4,5.333333333333333
11772,Ba4ZnOs,13.0
11773,Pr2CdSn,17.0
11774,CaPmZn2,14.0
11775,LiMg2Ag,21.0
11776,PPbS3,4.0
11777,NdAl7Au3,10.0
11778,ZrBe2Br,17.666666666666668
11779,ZrAu4,9.333333333333334
11780,LaSbPt,10.0
11781,Cd3(ClO)2,4.666666666666667
11782,Ac3Sc,9.333333333333334
11783,Er(CuSi)2,12.666666666666664
11784,NaAlSi,16.333333333333332
11785,TlPAuSe3,4.666666666666667
11786,Nb(SeBr)2,3.333333333333333
11787,Ca(AgO2)2,6.333333333333332
11788,ErZn5,20.33333333333333
11789,LiAg3O2,5.0
11790,Cr(PO3)2,4.333333333333333
11791,Co2SnO4,5.0
11792,YbAgO2,10.0
11793,Ba4TiBi,8.0
11794,CaBiAsO6,4.0
11795,Ba2TlTe,16.0
11796,BaNaP,7.0
11797,YLuCd2,15.0
11798,Ba4TlTe,11.0
11799,YBe2Cu,18.0
11800,KYSiS4,4.666666666666667
11801,IrW,25.0
11802,PRh2,16.0
11803,BaRhO3,15.0
11804,Bi3SbO7,3.6666666666666665
11805,Sc4TaBe,8.0
11806,Li7V5O2,5.666666666666668
11807,LaCoTc2,17.0
11808,LiTiBe2,15.666666666666664
11809,BaLiTi2,10.333333333333334
11810,MgVP2O7,3.333333333333333
11811,BeIrBr4,10.0
11812,Li4SbS4,4.666666666666667
11813,BeGaIr,12.0
11814,ZrFeF6,4.0
11815,UPt2,13.0
11816,MnRu3,17.666666666666668
11817,LiAg2F6,11.666666666666664
11818,Li2Mn4O5F3,4.333333333333333
11819,Hf2In5,14.666666666666664
11820,As(CN)3,3.6666666666666665
11821,Tb(CuSi)2,17.333333333333332
11822,Yb5Sn3,8.666666666666666
11823,LaSe2,18.33333333333333
11824,Li2TiTeO6,4.333333333333333
11825,BeCdHg2,24.33333333333333
11826,TaTl3Se4,6.0
11827,TmTlSe2,6.666666666666668
11828,AcMg5,17.333333333333332
11829,YHg3,16.666666666666668
11830,YRe2,15.333333333333336
11831,LiLu2Ru,15.0
11832,VF5,2.6666666666666665
11833,BeVFe,16.333333333333332
11834,Na3FeF6,3.0
11835,U(SiRh)2,7.333333333333332
11836,YPaTc2,11.0
11837,YbPmHg2,21.0
11838,PaGa3,19.0
11839,CdGeAs2,7.0
11840,Sm2CdPd2,14.666666666666664
11841,Ba2LiBi,13.0
11842,Dy3S4,8.0
11843,BaMn2Cl,7.666666666666668
11844,Si3Ge,29.0
11845,TaMnP,7.0
11846,Sm6Si4S7,3.333333333333333
11847,Ti2MnAl,7.0
11848,Tm2Ga8Fe,9.333333333333334
11849,Li4SeO5,3.6666666666666665
11850,KFeF4,6.666666666666668
11851,Ba5Sm8Mn4O2,3.0
11852,Rb2NaCrF6,4.0
11853,Pm3Zr,16.0
11854,SrCuF4,4.0
11855,BaCrBi,13.0
11856,MgAlIr2,14.0
11857,KAsSe2,4.0
11858,LiCaRh,11.0
11859,Ba4TiIn,13.0
11860,TlBTe2,23.0
11861,SrNb3NO7,4.0
11862,PaAgO3,6.0
11863,Pr3Sb5O2,4.0
11864,Sr2IN,7.0
11865,Ti5Te4,7.666666666666668
11866,Ti2GeC,15.333333333333336
11867,Dy2ZnRu,20.0
11868,Zn2NiN2,6.333333333333332
11869,Y(CoSi)2,10.0
11870,Ba4CuIr,10.0
11871,ZrSbPd,8.333333333333334
11872,Nd2SiTeO4,3.0
11873,Be2GaOs,11.333333333333336
11874,BaSiO3,5.0
11875,Mg(BiO2)4,5.0
11876,NaInHg2,20.0
11877,SrMg2,14.333333333333336
11878,K2ReBr6,6.0
11879,MnAlPt2,18.0
11880,ZrCl2,9.0
11881,LiTl2GaF6,5.0
11882,Li2FeCo3O8,6.0
11883,Li2TiMn2O6,6.333333333333332
11884,Ba4SrW,7.0
11885,Cu4O3,5.0
11886,TlFeF3,8.0
11887,Be2CuP,21.0
11888,CaUS2,4.333333333333333
11889,NaScS2,7.666666666666668
11890,Yb3V,6.333333333333332
11891,Y2O3,3.0
11892,Zn4P6SN2,4.0
11893,YBi2ClO4,6.333333333333332
11894,V3Re,14.0
11895,Ho5(ReO)2,5.0
11896,RbSbBrF3,3.333333333333333
11897,Ho(MnGe)2,6.333333333333332
11898,BaNa2Tl,19.0
11899,Ba4CaTa,6.0
11900,Li2Fe3O3F5,4.333333333333333
11901,NaSb3O8,4.666666666666667
11902,GaSiRu2,19.0
11903,BiTe3,20.0
11904,Lu5(TeAu)2,10.666666666666666
11905,Ce2Ni2Sn,8.666666666666666
11906,Be2TlSe,23.33333333333333
11907,Rb2AgSbS4,4.666666666666667
11908,Rb2PdC2,7.0
11909,Ba4NbSn,10.0
11910,PrLu3,9.333333333333334
11911,Ti2TcNi,18.0
11912,Zn2Bi3O8,7.0
11913,ErH2,16.333333333333332
11914,CrH8C4(S2N3)2,5.0
11915,MgRu2W,8.333333333333334
11916,TcNiW,10.0
11917,CeDy3,7.333333333333332
11918,BeCu4Pt,13.0
11919,Fe3(OF2)2,4.0
11920,Ba4YP,6.0
11921,Mn2O3F,7.333333333333332
11922,CuSe,10.666666666666666
11923,Sm2TeO2,7.666666666666668
11924,CoAs3,6.0
11925,Nd3Al,13.0
11926,PI2,3.6666666666666665
11927,Ho2Be2SiO7,3.6666666666666665
11928,Mo2AsPd,19.0
11929,K(SbSe2)2,4.666666666666667
11930,Tl4CrI6,4.0
11931,Fe(WO4)2,3.0
11932,PtO,19.0
11933,SrBe2Cu,16.666666666666668
11934,MgCuO2,4.666666666666667
11935,Rb2SeO4,3.333333333333333
11936,NaErPO4F,4.666666666666667
11937,NdS3,13.333333333333336
11938,LuNi2,10.0
11939,BeW2Cl,22.0
11940,K2BeCo,7.333333333333332
11941,Ba2CrSn,12.0
11942,RbAgO,8.0
11943,Na2Sm2Ti3,6.0
11944,Li2ZrN2,9.0
11945,Ba4YBi,11.0
11946,BaNa2Mn,9.333333333333334
11947,CaCuSb,8.333333333333334
11948,Be5Au,18.0
11949,Er5(CoTe)2,7.666666666666668
11950,Nd(CuGe)2,13.0
11951,BaTa3TeO,4.333333333333333
11952,Ti2NiP2,3.6666666666666665
11953,ZnMoF6,4.0
11954,Ba4BiBr,9.0
11955,SrMgSn,7.333333333333332
11956,ZnB8(H2N)4,3.6666666666666665
11957,InGaS3,5.333333333333333
11958,NdIn3,21.0
11959,VZn2SbO6,4.333333333333333
11960,Be2SbIr,13.0
11961,BaMoPt2,14.666666666666664
11962,Mn3Mo3C,7.0
11963,K2RbMn2F7,10.333333333333334
11964,Ti2InN,14.0
11965,Ti5CuSb2,8.333333333333334
11966,Lu(SiPt)2,19.33333333333333
11967,Nd3Te4,7.0
11968,Ta2TcMo,18.0
11969,Sr2BeRu,12.0
11970,V3Au,16.0
11971,Co9Se8,7.0
11972,Pu2InRh2,9.666666666666666
11973,CaBe2Ru,12.333333333333336
11974,Mn3Be,11.0
11975,Na3Mn5O2,4.666666666666667
11976,V2P7,7.333333333333332
11977,Hf2IrRu,21.0
11978,LiAuS,6.0
11979,V5Sb4,5.333333333333333
11980,Na2PSe3,4.333333333333333
11981,BaAl2O4,3.333333333333333
11982,NbCoTe2,7.333333333333332
11983,Be2CdBr,21.33333333333333
11984,Sm3S3N,5.0
11985,NpAl4,8.666666666666666
11986,NaCuSe,8.666666666666666
11987,SrSiO3,7.0
11988,Mn3V3(TeO3)2,3.333333333333333
11989,Ta2CuOs,7.333333333333332
11990,PmSbPd2,14.0
11991,CdAsPd,15.0
11992,SrBe2W,19.0
11993,TcAsAu,11.0
11994,MgSn2O5,5.666666666666668
11995,TbMnGe,5.666666666666668
11996,Sr3Ru2O7,8.666666666666666
11997,Bi(TeBr2)2,3.6666666666666665
11998,Mn3S,18.0
11999,Sr4As2O,7.666666666666668
12000,K3Cu2F7,9.666666666666666
12001,CeGa6Pd,15.333333333333336
12002,Mg7Al2,12.0
12003,Er2TlCd,14.0
12004,SrAsO3,20.0
12005,Mg4BeNi,22.0
12006,Li2Fe2S3,5.0
12007,MgMn(GeO3)2,4.666666666666667
12008,LuCdHg2,21.0
12009,Rb2CaH4,5.0
12010,Li6Co6O5F,5.0
12011,BaSc4Ru,8.0
12012,Li2SbPt,14.0
12013,HfFe2As,8.0
12014,LuCo2,10.0
12015,BaCa2Pt,17.333333333333332
12016,LiTaIr2,17.0
12017,Rb2Se3,3.6666666666666665
12018,TiBeP4,21.0
12019,Zr(MoO4)2,4.666666666666667
12020,LiIn,21.0
12021,Ho2Si3Rh,7.666666666666668
12022,LiFe2O2F3,6.666666666666668
12023,ZrSnRh,10.666666666666666
12024,ZrBe2Br,18.666666666666668
12025,AsPRh2,14.0
12026,Li2MoF6,3.333333333333333
12027,Na2SeO4,3.6666666666666665
12028,PrHg,17.0
12029,BeGa4Pt,25.0
12030,Te2Mo2WSe4,8.333333333333334
12031,Mg2PdAu,20.0
12032,Sr2CdAg,7.0
12033,SmIn3,21.0
12034,Hf3Pb,11.333333333333336
12035,Rb3BiSe3,3.0
12036,BeTcBi2,19.0
12037,LiZrAu2,13.0
12038,MnPd3,10.0
12039,Ca2In,7.666666666666668
12040,Fe4N,9.0
12041,PrNi2B2C,18.0
12042,K3Bi,7.0
12043,ZrGePt,12.0
12044,Yb2MnSe4,7.0
12045,Er3Pd2,12.0
12046,TbAgSe2,6.333333333333332
12047,TiTe,13.0
12048,ScGe2,14.333333333333336
12049,InPO4,4.0
