,pretty_comp,magmom_oszicar
10728,Ba2TmNbO6,-0.0
10729,BeCdOs2,-0.0
10730,Be2TcW,0.0
10731,NdSbPd,-0.0
10732,Mg6MnO8,3.0
10733,HfBe2Sb,-0.0
10734,Ti3Al2NiC,0.0
10735,K2PdCl6,0.0
10736,HfVAu2,-0.0
10737,Er2CuO4,-0.0
10738,KBa4Bi3O,0.0
10739,Li3V2O6,0.9883
10740,Ca2ZrBe,0.0
10741,Sr3(AlSi)2,-0.0
10742,NdBi2BrO4,0.0
10743,KVOF4,0.0
10744,TaBeRu2,0.0
10745,Bi7(S3Cl)3,-0.0
10746,PS,0.0
10747,K2WCl6,2.0
10748,Be(GaPd)2,0.0
10749,TbMg3,-0.0
10750,Ho2Mg,0.0
10751,PuOF,5.0
10752,BeGaHg,-0.0
10753,PbBrCl,-0.0
10754,ErAlAg2,0.0
10755,Mn2NbAl,1.9803
10756,Hf2TcIr,-0.0
10757,ZnSb2(XeF4)6,0.0
10758,Sc2PdRu,0.0
10759,TbNi2B2C,0.0
10760,AlV4C3,0.0
10761,TeO2,0.0
10762,LiErSe2,0.0
10763,Be2ZnCo,0.0
10764,TbVO3,8.0
10765,MnCo3,0.4164
10766,Ho(SiIr)2,-0.0
10767,VCo3,-0.0
10768,Ba4HgSe,0.0
10769,DyPd,-0.0
10770,Sc6Al6Os7,0.0
10771,Ag2PdO2,0.0
10772,Na5LiN2,0.0
10773,Ba4TaSe,3.2491
10774,Ti2MnPt,0.0001
10775,Ac3Tl,-0.0
10776,K3Tl,0.0
10777,Y4BeZn,-0.0
10778,BSbO3,0.0
10779,Tm3Si,-0.0
10780,Ta5Si3,0.0
10781,LiHo2Rh,0.0
10782,LiVPO5,2.0
10783,Ca2Ti2O5,0.0
10784,Ba4NbTl,3.6498
10785,ZnGeO3,-0.0
10786,RbClO2,0.0
10787,Si3Ir,0.0
10788,Na3SbO3,0.0
10789,BaGaW2,0.0
10790,LiCuO,0.0
10791,W3O7F,1.1306
10792,NaGe2N3,-0.0
10793,Ga2Cu,-0.0
10794,Li7SbO6,0.0
10795,Y(GeRu)2,0.0
10796,AcInHg2,0.0
10797,NaB5,0.0
10798,LiMo2AsO9,0.0
10799,BeGa2W,0.0
10800,Ac2CdSn,0.0
10801,SbAsF8,0.0
10802,Mg(AgO2)2,0.0
10803,CeCd3,0.8947
10804,PuNi2,0.0
10805,BaLi2(MgSi)2,-0.0
10806,Ba4InP,0.0
10807,PmTm3,0.0
10808,WC,0.0
10809,AgSnRh2,-0.0
10810,Sc6Si7Ni6,-0.0
10811,Be2ZnCu,-0.0
10812,BeSnPb2,0.0
10813,Pr(AlSi)2,-0.0
10814,HoZn(BiO3)2,0.0
10815,Ti5Re24,-0.0
10816,Ca4TiBe,4.0013
10817,GaCuS2,0.0
10818,KRb2CoF6,-0.0
10819,LiYTl2,-0.0
10820,Sr2IN,-0.0
10821,Li8VO5F,2.0
10822,FeAs4F8,8.0
10823,Tl2Sn2S3,0.0
10824,Li(CoO2)2,1.8745
10825,K3Mo2BrO7,0.0
10826,ZnB4O7,0.0
10827,Ba2TlBi2O7,0.5554
10828,CePt,1.0391
10829,DyRh5,0.0
10830,MnSi,3.6744
10831,Pb4SeBr6,-0.0
10832,BaMo(PO4)2,2.0
10833,K2HfF6,0.0
10834,Ga2BiSe4,-0.0
10835,H4C,0.0
10836,BaNa2Re,2.4159
10837,KMgSb,0.0
10838,Li3VBPO7,4.0
10839,Sc4TaBe,0.6182
10840,VCrO3,0.3432
10841,AlVF5,3.0
10842,Ba2ScHg,-0.0
10843,SrBe2Cu,0.0
10844,HoAu3,-0.0
10845,Li2SnP2O7,-0.0
10846,Te8Rh3,-0.0
10847,CaBeHg,0.0
10848,BaTiAlCuO5,-0.0
10849,CuMo2As,0.0
10850,DySn2,-0.0
10851,BeInSe,0.0
10852,BeCdGe2,-0.0
10853,CaVF4,6.0
10854,Sr7(HCl)2,0.0
10855,GeAs,-0.0
10856,LiBeFe,1.268
10857,AlNiO3,0.0
10858,KNb2Se,0.0
10859,Ti2MnNi,-0.0
10860,Ta2Tl3Cu3S8,0.0
10861,K2AgSb,0.0
10862,Sm2AlCd,-0.0
10863,Nd(PO3)3,0.0
10864,TiGeAs,-0.0
10865,Ba2CuSi2O7,1.9981
10866,CaAl4O7,-0.0
10867,Mg2SnN2,-0.0
10868,TbAs,-0.0
10869,YbTl2Cd,-0.0
10870,Li(FeO2)2,6.0
10871,DyHoIn2,-0.0
10872,Sr2SnO4,-0.0
10873,Nb3I8,-0.0
10874,TaBePb4,2.0197
10875,MnBeCu2,2.9423
10876,Pm2AgRh,0.0
10877,TbYbHg2,0.0
10878,Li6MnO6,1.0117
10879,Ba4FeW,3.2192
10880,Nd3Pd,-0.0
10881,Si2NiSe4,-0.0
10882,Mo8P5,-0.0
10883,CeIn3,0.7443
10884,ZrScOs2,-0.0
10885,Nb2Zn3O8,0.0
10886,Rb2Mn(PS3)2,10.0
10887,BeV2Fe,-0.0
10888,UCr2O6,0.0071
10889,Sm3V,-0.0
10890,SnI4,-0.0
10891,Sr4Bi2O,-0.0
10892,Cd2PCl2,0.0
10893,BaGaTe,-0.0
10894,Li5GeP3,0.0
10895,V4GeSe8,4.3255
10896,CaBiF6,0.4801
10897,HoSnAu,-0.0
10898,CaThRh2,-0.0
10899,CoBr,2.041
10900,Sb3Rh,0.0
10901,ZrZnNi4,0.0
10902,Ba2N,-0.0
10903,ZrBe2Se,-0.0
10904,TlSn2Br5,0.0
10905,TePdO3,1.0192
10906,TiH2,-0.0
10907,LiBeV2,0.3394
10908,LiBeV2,0.0
10909,DyB4Mo,0.0
10910,BaYVCuO5,1.5715
10911,MnCoTe,4.0
10912,Nd2Ti2S2O5,-0.0
10913,BeSiP,-0.0
10914,VSnPt,1.0001
10915,Pr2Ru2O7,1.6371
10916,Al(MoS2)4,-0.0
10917,BeAu2,-0.0
10918,Lu2ZnIr,-0.0
10919,Sr2VW,0.0
10920,Be2OsRu,0.0
10921,LiY2Ga,0.0
10922,Zr6Al2Co,0.0
10923,Nd3Te4,0.0
10924,H3NO,-0.0
10925,RbCeSe2,0.9938
10926,Ca2TaAgO6,-0.0
10927,CaSnRh2,0.0
10928,Th(TeI)2,-0.0
10929,V2CuS4,5.9502
10930,BeIrW2,-0.0
10931,BaMgBr,0.0001
10932,Li2TlPb,0.0
10933,CaH4SO6,0.0
10934,Li2Mn2(CO3)3,10.0
10935,TiN,0.0
10936,GeH3Cl,0.0
10937,Ba3Y2Cu2Pt,1.9626
10938,InN,0.0
10939,Mg2BeW,0.0
10940,NbGaO4,-0.0
10941,TbSb2,-0.0
10942,CaMgNi4,-0.0
10943,LiCo(CO3)2,-0.0
10944,NaSbSe2,0.0
10945,Ba3Tb,0.0
10946,LiSmTl2,-0.0
10947,BaNa2Os,0.8673
10948,SnAsRu,-0.0
10949,Li5MnOF5,4.8447
10950,HfScBe,-0.0
10951,HfAsPd,-0.0
10952,Sm3CuSnS7,0.0
10953,HoCdCu4,-0.0
10954,HoAgTe2,0.0
10955,MnNi2Sn,3.9697
10956,Li2MnPO4F,10.0
10957,Co(ClO4)2,3.0
10958,Be2CrPb,1.5329
10959,BeCoCu2,0.0
10960,NaRuO2,0.9995
10961,Ba4YBi,1.9807
10962,DyAs,-0.0
10963,MnP2O7,6.0
10964,Ti3Se4,0.0
10965,MnCoGe,6.1067
10966,Lu2CCl2,0.0
10967,Ba2LiZn,0.0
10968,Er(BRh)4,0.0
10969,NaHCN2,-0.0
10970,Na2SiF6,-0.0
10971,Ho2Hf2O7,-0.0
10972,Mg4H2O5,-0.0
10973,Eu(MgSb)2,-0.0
10974,PaSe3,-0.0
10975,Ca2CoW,0.0001
10976,BaSi2Pd,-0.0
10977,BaNa2Ga,0.0
10978,Ba2AlSn3O7,0.0
10979,BeCoIr2,-0.0
10980,AsRu2Pt,0.0001
10981,TiVO4,0.9719
10982,RbCaSb,0.0
10983,CaTiO2,-0.0
10984,KNaSO4,-0.0
10985,Rb2In3,0.0
10986,Ba2In2O5,-0.0
10987,Sr2AgPb,0.0
10988,BaCa(NiO2)4,0.0
10989,ScTaOs2,0.0
10990,BeSbAs,0.0
10991,SrGaCu2,-0.0
10992,AcN,0.0
10993,SmSbPd,-0.0
10994,CaAsH5O6,0.0
10995,CaSiO3,0.0
10996,ZrInNi4,-0.0
10997,Be2C,0.0
10998,NaTaBe,0.0
10999,HfZnCo2,-0.0
11000,Pm2GaAg,-0.0
11001,KBeBr2,0.918
11002,Li2Si3NiO8,3.9979
11003,Sr(AgGe)2,0.0
11004,NbS3,0.0
11005,NaNdTiO4,-0.0
11006,K4Au6S5,0.0
11007,V3Pd,0.0
11008,Ba4NaGe,0.0
11009,Dy3S4,0.0
11010,AlAgB,-0.0
11011,TiZn(GeO3)2,-0.0
11012,MnBe2Ga,-0.0
11013,PrZnSbO,-0.0
11014,LiYbS2,-0.0
11015,FePt3,4.1966
11016,Sr4ZrBe,3.966
11017,KBiO3,-0.0
11018,ScVO4,-0.0
11019,Sc(CuO2)2,1.7124
11020,Zr2Co2P7,4.044
11021,Li(TiSe2)3,0.0
11022,BaZr(PO4)2,0.0
11023,CaThBr6,0.0
11024,Rb3TaO8,0.0
11025,Li2MgTl,0.0
11026,MoSe2,0.0
11027,CrH6SO7,8.0
11028,DyNiC2,-0.0
11029,Tb3Yb,-0.0
11030,Fe(WO4)2,7.7202
11031,PrNi2B2C,0.0
11032,K4CdCl6,0.0
11033,NiH2SO5,4.0
11034,K4YBe,-0.0
11035,Zr(Ni2As)2,-0.0
11036,BaScIr,0.0
11037,BaZr2Pd,0.0
11038,Cd2SnO4,-0.0
11039,ZrBiRh,-0.0
11040,NaBeFe4,7.3841
11041,NdInRh,0.0
11042,ThCl4,-0.0
11043,PrAu,-0.0
11044,CdAsRh,0.0
11045,Li2FeOF3,8.4745
11046,KNa(BH4)2,0.0
11047,LiPr2IrO6,3.8058
11048,Sc(CoSi)2,-0.0
11049,TlBiSe2,0.0
11050,LiNbO2,-0.0
11051,NaNb3O8,-0.0
11052,KAlP4(HO)4,0.0
11053,YGa,-0.0
11054,Ba4ReIr,2.6245
11055,K3BiTe3,-0.0
11056,Sr3Hf2O7,0.0
11057,Ba4MnNb,4.2381
11058,Ca3CrN3,1.7054
11059,Ta2TcMo,0.0
11060,MnPt3,4.2453
11061,ZnNi,0.0
11062,BeReBi2,-0.0
11063,BaAlFeCuO5,4.2077
11064,SrCaHg2,-0.0
11065,Ho3Ge4,0.0
11066,BeVSe,0.0
11067,Cd3AsI3,-0.0
11068,AgPS3,0.0
11069,BeTc2Hg,0.0
11070,SmTlZn,0.0
11071,Ba3(BO3)2,-0.0
11072,Ba4CoSb,0.0
11073,Li3Nb6O,0.0
11074,BaAu,-0.0
11075,Be2IrPb,-0.0
11076,TmSnPd2,-0.0
11077,Nb2VSe4,2.1585
11078,Li3Nb,2.2669
11079,PrP,0.0
11080,Sr2TaCrO6,2.9998
11081,TeMo2SeS2,-0.0
11082,La2SO2,-0.0
11083,BeVRh2,-0.0
11084,BaN3Cl,0.0
11085,YbSnRh,-0.0
11086,Li5SiP3,0.0
11087,Te7Mo4S,-0.0
11088,BeBiIr2,-0.0
11089,FeTe,4.1551
11090,LaF3,-0.0
11091,NaO3,0.9947
11092,Co3(O2F)2,7.6859
11093,MnAsRh,9.7552
11094,Ti2RePd,0.0
11095,AlH3,0.0
11096,ZrIr2,0.0
11097,LiGaAu2,0.0
11098,BaHgPd2,-0.0
11099,ThS,-0.0
11100,LiDy2Os,-0.0
11101,Be2CuBr,0.0
11102,BaCa2Y,-0.0
11103,Th(Al2Fe)4,5.1494
11104,LiPm2Ir,-0.0
11105,Ca4Sb2S,-0.0
11106,SmSi2Rh3,-0.0
11107,Sc2NiRu,-0.0
11108,BeMoPt2,-0.0
11109,BaN,1.0
11110,KLiICl,-0.0
11111,BaCeO3,-0.0
11112,HoMgRh2,0.0
11113,RhPb,0.0
11114,DyCuS2,0.0
11115,La5(BN3)2,-0.0
11116,SmCuSeO,0.0
11117,TaCuN2,0.0
11118,NiGe,0.0
11119,HoAlO3,0.0
11120,AcDy3,-0.0
11121,BeCdPb2,-0.0
11122,Pr(AlGa)2,-0.0
11123,ZrBe2As,-0.0
11124,MnSiNi,4.0667
11125,NaLi2N,0.0
11126,MnCo2Sn,5.0425
11127,TmRh2Pb,-0.0
11128,Ba2UCo,3.3954
11129,KNa2BN2,-0.0
11130,AlSbO3,-0.0
11131,ScTiO3,3.8847
11132,Cu(IO3)2,1.9813
11133,Li2FeSiCO7,7.8696
11134,Ca3N2,-0.0
11135,Sm3PbC,0.0
11136,SrCaO3,1.9999
11137,HfCuHg2,-0.0
11138,NdSi2Rh3,-0.0
11139,BeInGe4,-0.0
11140,MgBeCu4,0.0
11141,TaBeOs,0.0
11142,BeTcRu,-0.0
11143,YbIn5Co,0.0
11144,LaHfBe,0.0
11145,Yb4Sb2O,0.0
11146,K3AuO,0.0
11147,Be2TlRh,-0.0
11148,NbInRu2,-0.0
11149,RbBrF4,-0.0
11150,Ba4MnCu,0.8688
11151,MgAsP,0.0
11152,MnInF3,5.0
11153,Cr3InO8,4.9931
11154,NdAlCu,-0.0
11155,LiYbGe,0.0
11156,Pr(BO2)3,0.0
11157,NdNiC2,-0.0
11158,Cu2GeS4,-0.0
11159,Be2RePt,0.0
11160,Cu2SiSe3,0.0
11161,HoTlSe2,0.0
11162,AlBiBr6,0.0
11163,Li2PtAu,0.0
11164,BePPd,-0.0
11165,PuH2,5.5569
11166,Pr(AsPd)2,0.0
11167,ScZn,0.0
11168,UAlIr,5.6724
11169,LuInCo4,4.3473
11170,YbZnAu2,0.0
11171,NaErPO4F,-0.0
11172,VB,-0.0
11173,Mg4MnBe,3.7711
11174,PmGaCu2,-0.0
11175,Sm(HO)3,-0.0
11176,Be2SiCl,0.0
11177,NiB4O7,3.9552
11178,Pm2ZnAg,-0.0
11179,OsO2F3,0.0
11180,TiSnRu2,-0.0
11181,InAg,-0.0
11182,RbMo6Se7,-0.0
11183,KBaGe,0.0001
11184,KErO3,2.0
11185,Ti3InC,0.0
11186,LaRe2W,-0.0
11187,Zn3(Ni10B3)2,-0.0
11188,TiBO3,2.0
11189,KFeF4,9.9094
11190,Ho2SnAu2,0.0
11191,LiPt7,-0.0
11192,Sc2Co,0.0
11193,Li5Ge4,0.0
11194,NdGe,-0.0
11195,Al(CoSi)2,-0.0
11196,YbAl3(B2O)2,-0.0
11197,AlF3,0.0
11198,Ca5P8,0.0
11199,V2P2O7,6.0
11200,HoPd2,-0.0
11201,LiMgSb,0.0
11202,Li4CO4,-0.0
11203,Na2SbAu,0.0
11204,Rb3Mn2Cl7,10.0
11205,Ce(AsOs2)2,-0.0
11206,SrNb2O6,-0.0
11207,LiZnP,-0.0
11208,Na6CoSe4,6.0
11209,In(IO3)3,0.0
11210,Ca(YbS2)2,0.0
11211,TbScO3,0.0
11212,NaAsOs2,0.0
11213,Ba4TaOs,3.2131
11214,Hf2CS,0.0
11215,Cr3PdN,-0.0
11216,BeSbMo,0.0
11217,Cu3BiS3,-0.0
11218,TbTiSi,0.0
11219,Ca3(BO3)2,0.0
11220,TaAsRh2,0.0
11221,LiBe2Pt,-0.0
11222,Li2MnBPO7,6.0
11223,Ba4GaCu,0.0
11224,TiNi2Sb,-0.0
11225,Ba2YMn3O8,8.2706
11226,BeMoW,0.0
11227,MgBeRe2,-0.0
11228,BaNa2(SiO3)2,-0.0
11229,Sr2GaSbO6,-0.0
11230,SmAs2Au,-0.0
11231,Dy2Nb2O7,0.0
11232,LiUO3,2.0
11233,TaBeIn4,0.0
11234,Na4CO4,0.0
11235,Zr6Al6Rh7,0.0
11236,HgRhF6,0.9806
11237,Yb(NdS2)2,0.0
11238,TaAgS3,-0.0
11239,Sc2BeCo,0.5241
11240,Hg3Au,0.0
11241,Nd2Pt2O7,-0.0
11242,SrCrPd2,4.5223
11243,Lu2CdS4,0.0
11244,Ti2CoSi,2.9178
11245,NaCa2Tl,-0.0
11246,Ni3Mo3N,0.0
11247,NaSrAu2,-0.0
11248,NaB(H4N)2,0.0
11249,Na5CuSO2,-0.0
11250,PrCrO4,1.9953
11251,LiSnAu2,0.0
11252,TiOs,0.0
11253,Lu2MnS4,10.0
11254,Cr(GeO3)2,4.0
11255,ErTiGe,0.0
11256,RbNdO2,-0.0
11257,BeSnCl,0.0
11258,ZrTaBe2,-0.0
11259,Ca(AuF)2,-0.0
11260,GaAg(PSe3)2,0.0
11261,TiGaFeCo,-0.0
11262,K4BePb,0.0
11263,YbPmHg2,0.0
11264,Lu2Ti2O7,-0.0
11265,LaBeP2,-0.0
11266,BeCuBi,-0.0
11267,NdCu5,0.0
11268,BaCd2Cl,-0.0
11269,NbO2F,-0.0
11270,Tl6SBr4,-0.0
11271,GaI3,0.0
11272,Tm2CoCu,0.0
11273,Mo3Os,-0.0
11274,BaMg2FeH8,0.0
11275,Ba4ZnCd,0.0
11276,ScZn2Au,0.0
11277,YAgO2,-0.0
11278,BaRhF6,0.9956
11279,MgInAg2,-0.0
11280,BeTlW2,0.0
11281,Sr2CaBe,-0.0
11282,Be2SiPt,0.0
11283,CaBe2Ru,0.0
11284,NiP4,-0.0
11285,YIr2,0.0
11286,PaAs2,0.0
11287,ScAlAu2,0.0
11288,Er2AgRu,0.0
11289,Na6ZnSn2,0.0
11290,NaBO2,0.0
11291,BaHgO2,0.0
11292,MnBe2Hg,1.2514
11293,Li2CeGe,2.4778
11294,Ba2NbFeO6,1.0539
11295,VAgHgO4,-0.0
11296,SmMgF4,1.6932
11297,V3Fe3(TeO3)2,3.0232
11298,SmRhC2,-0.0
11299,Be2CrBr,1.9421
11300,Y2Si2Rh,0.0
11301,Ba3AsP,0.0
11302,TiGaNi2,-0.0
11303,PmRuO3,0.0
11304,NaNiPO4,3.9974
11305,BeHgTe2,-0.0
11306,ScMo3O8,-0.0
11307,Be2PW,-0.0
11308,H7NF4,-0.0
11309,YBiO3,-0.0
11310,Li2Ag3F6,0.3669
11311,NiBiO3,0.0
11312,Zn2Bi2O5,-0.0
11313,K2YBe,1.2984
11314,Pr(Al2Cu)4,-0.0
11315,Ba4MoPb,3.7421
11316,Sm2C3,-0.0
11317,V2O3F,6.0
11318,Li2CuSn,-0.0
11319,TmBi2BrO4,0.0
11320,BaHfN2,0.0
11321,Sr2BeTc2,1.7276
11322,BeZnP4,0.0
11323,Nd(MnGe)2,4.002
11324,NdGa3(B2O)2,0.0
11325,Rb8N3O,3.0
11326,Pm2GePd,-0.0
11327,ScB4Os3,-0.0
11328,HoB4Ru,-0.0
11329,Sr2SnS4,-0.0
11330,DySb,0.0
11331,Rb3NbO8,-0.0
11332,ErRu2,0.0
11333,LiP2WO7,5.9995
11334,Ba4MgIn,0.0
11335,NaMnO2,3.9999
11336,ScSiPd2,-0.0
11337,Eu(ZnSn)2,0.0
11338,ScBeTe2,-0.0
11339,YbSbPd,-0.0
11340,CaPd,0.0
11341,Lu2Pt2O7,0.0
11342,MgAgSb,0.0
11343,SrPd,-0.0
11344,LiCrP2O7,3.0
11345,B6N,0.0
11346,TaInSe2,0.0
11347,SrRhO3,1.1778
11348,SrGa4,-0.0
11349,Tb4Sb3,0.0
11350,Ba2VBr,5.5448
11351,NdN,-0.0
11352,Li3Mn3O8,8.0
11353,Ce3In3Ru2,-0.0
11354,CaC2,0.0
11355,TbCuPb,0.0
11356,Li2Ti2NiO6,4.0
11357,LiErHg2,0.0
11358,ErH3,-0.0
11359,Tb2Pt2O7,-0.0
11360,YbZn2,-0.0
11361,LiCoSbO4,5.992999999999999
11362,PrGeRu,0.0
11363,Re2PbO8,0.0
11364,Ce(NiAs)2,0.5193
11365,Ba4MgNi,0.0
11366,LaNi3Rh2,-0.0
11367,Ni2SbTe,-0.0
11368,UPdSe3,7.4048
11369,SrIn2Pt,-0.0
11370,Mn2O3F,7.9101
11371,YbPmAg2,0.0
11372,BaCa2Ga,0.0
11373,Sc3SnC,-0.0
11374,Nb3N5,0.0
11375,CeBe3,0.0
11376,BeNb4Ni,0.0
11377,Na6SbO5,0.0
11378,HfAgB,0.0
11379,Pt2W,-0.0
11380,PrTl,-0.0
11381,Ga(MoS2)4,-0.0
11382,Dy2CuRu,0.0
11383,YMnAs,2.9989
11384,Ti2InFe,1.0029
11385,CaTl2Cd,0.0
11386,Ba2Hf7O6,-0.0
11387,AgI2,-0.0
11388,Be2InNi,-0.0
11389,Ba2LiBi,0.0
11390,Mo2AsP,-0.0
11391,UTe3,4.8651
11392,HPbBrO,0.0
11393,Be2NbRe,-0.0
11394,LuPt3,-0.0
11395,RbCd(NO2)3,0.0
11396,Ce3Al,1.6109
11397,Sr2FeMoO6,-0.0
11398,BeHgBr,0.0
11399,BeCuSi2,0.0
11400,Co2As,4.7342
11401,TiN,-0.0
11402,LiEr2Os,-0.0
11403,Ba4SrRh,0.0
11404,TiBe2Se,0.0
11405,EuCdSn,0.0
11406,Sr3Mn4O2,9.9939
11407,Na2RuO3,7.797999999999999
11408,CeCuO3,0.5927
11409,YPd3,-0.0
11410,Mg2Nb2SnO8,0.0
11411,SmTlO2,0.0
11412,CeFeAsO,0.9706
11413,Ta2ReMo,0.0
11414,B5H9,-0.0
11415,Ba2Na2O3,-0.0
11416,Y2AgRu,0.0
11417,CuTe,-0.0
11418,Ca2PrO4,1.9704
11419,Pa3Ta,-0.0
11420,CaNdCd2,0.0
11421,TlHCO2,-0.0
11422,KNa2,0.0
11423,Mn2VGa,1.9485
11424,BaSc4Mo,-0.0
11425,NaHCO3,0.0
11426,Er2Nb2O7,-0.0
11427,Nb2CS2,0.0
11428,Be2TlCd,0.0
11429,BaBeIr2,-0.0
11430,BeSe2Br,0.0
11431,Na4Cu(AsO4)2,0.9987
11432,MgSnIr2,0.0
11433,Ca3(SiIr)4,0.0
11434,YbAgPd2,-0.0
11435,Zn3Os,0.0926
11436,Tl4GeS4,-0.0
11437,LiAuC2,0.0
11438,Ba4ZnCu,0.0
11439,Mg3Al8FeSi6,0.0
11440,Nb4CoP,0.0
11441,Ba2ZnSn,0.0
11442,BeTcPb,0.0
11443,SrBeNi,0.0
11444,NaTl3(SO3)2,0.0
11445,InGeCl3,0.0
11446,Ba3(AlSi)2,0.0
11447,SrPt3O4,-0.0
11448,Ba5Bi3O,-0.0
11449,TiBe2V,-0.0
11450,Br3N,0.4673
11451,MgSnAs2,0.0
11452,SnPt3,0.0
11453,Pa3Mo,-0.0
11454,TlBCl2,-0.0
11455,Tb(SiOs)2,0.0
11456,ErBi2IO4,0.0
11457,NbBiO4,0.0
11458,Ti(BiO3)2,1.7965
11459,HfScBe2,-0.0
11460,KBeBi4,-0.0
11461,MnAlF5,5.0
11462,TiH2C2(NF)6,0.0
11463,Ti3AlSe2ClO8,0.0
11464,CdFe2As,4.5382
11465,HoPt3,-0.0
11466,HfTc2Sb,-0.0
11467,CaBeGa2,-0.0
11468,AgHg3SbO6,-0.0
11469,BaCaTi4O8,3.8334
11470,CuSe,-0.0
11471,RhCl3,0.0
11472,Ba2PrIrO6,3.8442
11473,NaLiS,0.0
11474,Ba4GaIr,-0.0
11475,SmCuPb,0.0
11476,Sm(Mg3Al)2,-0.0
11477,Na2LuPCO7,-0.0
11478,GaPO4,-0.0
11479,Lu(Mg3Al)2,0.0
11480,Ba4BeNb,3.4855
11481,KIn(GeO3)2,-0.0
11482,Yb5Au3,0.0
11483,Ba4LaBi,2.6168
11484,As4Se3,-0.0
11485,Ce(NdS2)2,2.7286
11486,BH9(CO)3,-0.0
11487,MnCu2SiS4,9.9992
11488,DyN,-0.0
11489,HfBeFe4,5.4299
11490,Te4Mo3WS4,0.0019
11491,Mg3AlPt2,0.0
11492,Y2InHg,1.4243
11493,ZnHg3,-0.0
11494,BeTc2Pd,-0.0
11495,HfOs3,-0.0
11496,Mg(WN)2,0.0
11497,Ta2NbIr,0.0
11498,LiBeCu4,0.0
11499,MoP4,0.0
11500,Na5SnAs3,-0.0
11501,RbBiO3,0.0
11502,BeTlTe,0.0
11503,LiCuS2,0.0
11504,EuH3Pd,-0.0
11505,Ce3Br,0.0
11506,Al5Mo,0.0
11507,BaGaBr2,0.0
11508,BeV2Cr,0.0
11509,SrBePb4,0.0
11510,Li8IrO6,0.8953
11511,YSbPt,0.0
11512,AlTlO2,-0.0
11513,Sc2OsPd,-0.0
11514,Li5(CoO3)2,8.9278
11515,TaMnAs,1.9658
11516,Ba3P4,0.0
11517,WSCl4,0.0
11518,KSc2Be,-0.0
11519,BeNi4Ru,3.5328
11520,U2(Al3Co)3,8.6554
11521,HfBe2Zn,0.0
11522,BeGaPt,0.0
11523,GaSeBr7,0.0
11524,HoSb2,0.0
11525,TiNb3O6,0.0
11526,LiMg2In,0.0
11527,Yb3SnC,2.0544
11528,Ba4ScSn,2.1312
11529,Be2NbNi,-0.0
11530,Lu3TlC,-0.0
11531,K4Sn3Se8,0.0
11532,TiFe2Ge,-0.0
11533,HfMgHg2,-0.0
11534,InBF4,0.0
11535,CuSiIr2,2.5695
11536,PrSbO4,0.0
11537,ScBr2,1.1429
11538,CuH4Pb2(ClO2)2,0.9923
11539,UTeAs,4.7229
11540,MoPt2Br,-0.0
11541,BeNi4Rh,1.4634
11542,Fe3Re,0.0
11543,Li4Cr3NiO8,6.0571
11544,CS3N4,0.0
11545,BeCrIr2,1.649
11546,TaCuO3,-0.0
11547,NaCd2Pt,-0.0
11548,Tl2CdSnTe4,-0.0
11549,NdAgHg2,-0.0
11550,Lu2TlHg,-0.0
11551,Ba4SiOs,1.1188
11552,RbV(IO4)2,0.0
11553,Ti2ZnS4,-0.0
11554,V5As3,-0.0
11555,MgBeAl4O8,0.0
11556,BeNbCu,-0.0
11557,CaPmPt2,0.0
11558,BeInP,-0.0
11559,Ac2HgGe,-0.0
11560,Al2CoOs,-0.0
11561,Y2MgGe2,0.0
11562,K2MgF4,-0.0
11563,LuRh3C,0.0
11564,CeP5,1.3739
11565,TlCoW,-0.0
11566,BaMgOs2,0.0
11567,Rb2MgF4,-0.0
11568,ErMnB4,3.1951
11569,ScBeCl,0.0
11570,Rb2IrF6,0.9963
11571,BaNaNb,4.5602
11572,Sr2HgGe,0.0
11573,Sn5(S2Cl)2,0.0
11574,BaMgBi,-0.0
11575,PbAuO2,0.0
11576,BePCl2,-0.0
11577,ScOs2,-0.0
11578,PI2,0.0
11579,Sc(SiNi)2,-0.0
11580,ScAgO2,-0.0
11581,TaBiO4,0.0
11582,SrCeI4,2.5494
11583,TbAl3,-0.0
11584,BaNa2P,0.0
11585,TiBe2Sn,-0.0
11586,Be3Fe,1.5047
11587,YMgBe,0.0
11588,YbPrSe3,0.0
11589,MnAsPd2,3.808
11590,AlNi,0.0
11591,BaTi2Bi,1.9223
11592,SrH4(ClO)2,0.0
11593,MgCoF6,0.9999
11594,CaBe2Cu,0.0
11595,VFeCoGe,1.9543
11596,Yb(DyS2)2,-0.0
11597,TiF3,1.9996
11598,EuPd,-0.0
11599,Mg(NiS2)4,-0.0
11600,BaP2Ru,-0.0
11601,Zn3GaB6PO2,0.0
11602,RuC,0.0
11603,Ba2CaI6,-0.0
11604,LiNbS2,0.0
11605,RbInBr3,0.0
11606,K2BeNb,3.9219
11607,LiUN2,1.9999
11608,Ba4TlP,0.0
11609,K5As4,-0.0
11610,Ba4MgV,0.0
11611,BeBrCl2,-0.0
11612,VZn3,0.0
11613,Mg(TiN)2,0.428
11614,Be2SbIr,-0.0
11615,K2BaCdSb2,0.0
11616,BeGe4Os,0.0
11617,Na3FeF6,2.0
11618,SbAsPd5,0.0
11619,NdPIr,-0.0
11620,TbInPd,-0.0
11621,SrIrO3,-0.0
11622,MnTc2Mo,-0.0
11623,Ti6Al6Rh7,0.0
