,pretty_comp,optb88vdw_bandgap
13047,Ba4AgAuO6,1.9949
13048,NdSbO4,2.3025
13049,Rb2Zr2O5,1.8849
13050,TlF,3.0971
13051,Hf2FeTc,0.0
13052,ZnSb,0.0602
13053,Pr2S2O,2.3483
13054,Li7BiO6,1.8957
13055,CaVO2,0.0
13056,LiAlTe2,2.4948
13057,YbScO2,0.0
13058,Pr2O3,3.6869
13059,LiAl2Ni,0.0
13060,Mo2W(Se2S)2,0.5456
13061,Ba4YSb,0.0
13062,KBe2Pt,0.0
13063,TbPd,0.0
13064,CuH2SO5,0.4817
13065,Sc3InN,0.0
13066,Hf2TaN3,0.0
13067,KZrBe2,0.0
13068,AlFe3,0.0
13069,BeGePd2,0.0
13070,V4O3F5,0.1005
13071,OsO2,0.0
13072,PbSe,0.6357
13073,YMgAl,0.0
13074,MnGaRu2,0.0
13075,RbMo6Se7,0.0
13076,MgBeNi2,0.0
13077,HfBeGa,0.0
13078,PrAg,0.0
13079,Ca3In,0.0
13080,BeCoBi,0.0
13081,Tb2TeO2,1.3522
13082,HfNi,0.0
13083,FeCuO2,0.0
13084,TmSb2,0.0
13085,KBaZn,0.0
13086,Ba4PbW,0.0
13087,NiMoP2,0.0
13088,Mn3(BO3)2,0.8758
13089,LiReO3,0.0
13090,BeSbTe2,0.0
13091,Li2PrO3,0.0
13092,Mg2SiNi3,0.0
13093,Ga2NiS4,0.0
13094,BeNbBi4,0.0
13095,Fe4OF7,0.0
13096,Rb2PdC2,1.8203
13097,ZrGaPd2,0.0
13098,B3Ru2,0.0
13099,ZnReO4,0.0
13100,Na3(GePt)4,0.0
13101,TiPt,0.0
13102,TePdI2,0.0
13103,Rb2HgO2,2.1976
13104,Ca(AlSi)2,0.0
13105,BiPt,0.0
13106,Re3Ge,0.0
13107,BaNiPd2,0.0
13108,ScSb,0.0
13109,H6CNF,6.1632
13110,CeSiRh2,0.0
13111,Te4MoW3(SeS)2,0.141
13112,V3S,0.0
13113,Ba4ScOs,0.0
13114,Bi2Pd,0.0
13115,Ba4BeTc,0.0
13116,Hf2RuRh,0.0
13117,ErAl2,0.0
13118,SmRh2,0.0
13119,Hg2GeO4,1.0938
13120,MnZnRh2,0.0
13121,PmGaAu2,0.0
13122,Tm2AlSi2,0.0
13123,Ca2AuN,0.0
13124,Y3Th,0.0
13125,Na2ZnS2,2.3784
13126,SiSe2,1.6139
13127,TcN2,0.0
13128,Fe5Si3,0.0
13129,AcTlTe2,0.922
13130,Ca(DyS2)2,2.201
13131,Sr2GeSe4,1.6043
13132,La2Pd2O5,1.1862
13133,ScBeCl,0.1379
13134,YMgGa,0.0
13135,CaAg2Sn,0.0
13136,Ba4ScSi,0.0
13137,LiNi2Sn,0.0
13138,CaFeClO2,0.0
13139,TmAs3,0.0
13140,YbInAu,0.0
13141,CePd5,0.0
13142,MnAlTc,0.0
13143,Li4Ti5(FeO2)3,0.0273
13144,USi3,0.0
13145,LiBeGe,0.0
13146,BaHf2As,0.0
13147,YbAl2,0.0
13148,Ho6CoTe2,0.0
13149,SmTlS2,1.9913
13150,NbFeO4,0.0
13151,BaPbCl,0.1721
13152,BeCoTe,0.0
13153,AuBrO2,0.0
13154,Be2RuBr,0.0
13155,Cu3BiS3,0.7762
13156,Li2AsAu,0.0
13157,CeAsPd,0.0
13158,HoErCd2,0.0
13159,BeGaTc2,0.0
13160,MoIr3,0.0
13161,ZrCuSi2,0.0
13162,K2LiBe,0.0
13163,ZnFeRh2,0.0
13164,TaTiAl,0.0
13165,RbLiCrO4,2.7933
13166,Na2Ta4O,3.5238
13167,HfNi5,0.0
13168,Mg2CdPb,0.0
13169,Ca(ClO3)2,5.2375
13170,P2Os,0.7974
13171,BeBPt2,0.0
13172,BeZn2Bi,0.0
13173,MnS,0.0
13174,Mg3Al,0.0
13175,YbBiPd,0.0
13176,LiMnNiO4,0.0
13177,Be2CdCu,0.0
13178,Ba2In2O5,0.8722
13179,Pr3Te4,0.0
13180,Mn2BeIr,0.0
13181,KNaNdNbO5,3.4726
13182,Ti(SeO3)2,2.4614
13183,NaCa(PO3)3,5.7798
13184,K8PO3,0.0
13185,BeCo2Se,0.0
13186,NaHoO2,4.4787
13187,Ca2B5Os3,0.0
13188,CuCl2,0.0
13189,LiGaHg2,0.0
13190,LiAc2Ge,0.0
13191,BeSn2Pd,0.0
13192,CaSbO3,0.0
13193,Be2NbIn,0.0
13194,BMo,0.0
13195,Na3ClO,2.2609
13196,NaHF2,7.1362
13197,BaSc4Co,0.0
13198,SnRh3,0.0
13199,NaNiIO6,1.1621
13200,CdIrO3,0.0
13201,Sr2CuF6,0.0
13202,HfSb3,0.0
13203,Li2CdGa,0.0
13204,DyZn5,0.0
13205,BaNd2CuO5,0.6913
13206,BaHfO3,3.6828
13207,Rb3B2H2I,4.8437
13208,Ho2Mg,0.0
13209,CaPdF4,1.0099
13210,YbZnSn,0.0
13211,TaAsAu,0.0
13212,BeNbZn2,0.0
13213,Rb2SiF6,7.601
13214,Li3Mn5(CuO)2,0.0
13215,BeCdRu2,0.0
13216,Ca2CoO3,0.0
13217,ZnPb3,0.0
13218,BeCdSi2,0.0
13219,NbZn3,0.0
13220,NaMgAs,1.1575
13221,P2O3,3.8195
13222,Ce3(BN2)2,0.0
13223,Ca2TlPb,0.0
13224,SrC2,1.8606
13225,MnBe2Ga,0.0
13226,SmMgZn2,0.0
13227,Dy2TlAg,0.0
13228,Li6TeO6,3.0954
13229,Tm3FeSi3,0.0
13230,Li2FeSi3O8,0.612
13231,Y2HgPb,0.0
13232,Ba4TcPd,0.0
13233,Lu2V2O7,0.0
13234,NbI5,0.5419
13235,V6C5,0.0
13236,Mn2BeHg,0.0
13237,ScBe2Bi,0.0
13238,Ca2BeCr,0.0
13239,CeFeSi,0.0
13240,Mg(SbO2)4,0.0
13241,Ba4VSb,0.0
13242,NaTi2O3,0.0
13243,AgIO3,1.7294
13244,USeS,0.0
13245,LuVO4,2.7467
13246,ZrZn3,0.0
13247,TaMnAs,0.0
13248,HfBe2Fe,0.0
13249,YbNiB4,0.0
13250,NbTlO3,0.3672
13251,KBH4,1.3002
13252,ZrGaPt,0.0
13253,KCr2FeO8,0.0
13254,BaNaTa,0.0
13255,Ni2GeO4,0.5924
13256,BW,0.0
13257,LiIn(I2O)2,3.2498
13258,TiBeHg,0.0
13259,Mg4BePb,0.0
13260,Nd2SO2,2.9916
13261,YPPt,0.0
13262,Pa3H,0.0
13263,Ho6FeBi2,0.0
13264,MoO3,1.9201
13265,NpO,0.0
13266,AcTe3,0.0
13267,Mg2Ni,0.0
13268,Pr2CuO4,0.0
13269,InAgSe2,0.0
13270,SbKr3F,1.3077
13271,YbB2Ru3,0.0
13272,YRh2,0.0
13273,NaAlO2,4.1454
13274,Hf5Pb,0.0
13275,ScZn2Au,0.0
13276,BaSr2Te,0.0
13277,HoGeO3,0.0
13278,Ba3(BrO)2,2.4569
13279,Li2RhAu,0.0
13280,K3TaO8,3.2322
13281,Ba2Hf7O6,4.1465
13282,Dy2Mn2O7,1.085
13283,BaBiW,0.0
13284,BeV2Ge,0.0
13285,Si2TcRh,0.0
13286,BeSiBi2,0.0
13287,BaBAsO5,3.6559
13288,Lu7(TePd)2,0.0
13289,Al4CO,0.0
13290,Ti2AlTc,0.0
13291,CeGaGe,0.0
13292,BeCrNi2,0.0
13293,Tl2Ni(CN)4,2.431
13294,Nd3Si,0.0
13295,SrP3,0.0652
13296,LaSiBO5,5.2857
13297,TeIr,0.0
13298,KBeCd,0.0
13299,BaSc4Mo,0.0
13300,Ba4MoP,0.0
13301,ZrNi2Sn,0.0
13302,Tl2MoCl6,0.0
13303,KZr2Nb,0.0
13304,Be2ZnRe,0.0
13305,Ti2AlZn,0.0
13306,SrBeTc,0.0
13307,Fe3C,0.0
13308,In2S3,1.0007
13309,TiMn2Ge,0.0
13310,SmYIn2,0.0
13311,YMo3O8,0.0
13312,Sr(SiAg)2,0.0
13313,LiGaCu2,0.0
13314,Rb2SiS3,2.8373
13315,Li2O,5.448
13316,Ho(TiGa2)2,0.0
13317,Lu2MgS4,2.0295
13318,ErZn5,0.0
13319,LiTl3(MoO4)2,3.6916
13320,Th(CrB3)2,0.0
13321,Ba3Zr2O7,3.2267
13322,Mg(SnO2)2,0.0
13323,KGeCl3,1.3607
13324,Ba4HfTa,0.0
13325,BeFeCu4,0.0
13326,Zr2Be2Tl,0.0
13327,Pm2AgPt,0.0
13328,LiVO2,0.0
13329,Nb3Ni,0.0
13330,ScBi,0.0
13331,BeVSe,0.0
13332,SnTe3O8,3.3415
13333,Be2NbRh,0.5625
13334,BaNi2(AsO4)2,1.0
13335,Pm2RuAu,0.0
13336,LiYbF4,0.0
13337,HfCdRh2,0.0
13338,SrCdO2,0.0
13339,Sc2BeGe,0.0
13340,Y3BrO4,4.4891
13341,PrAl3(B2O)2,5.1126
13342,KYbSe2,0.0
13343,Zr2CoPt,0.0
13344,BeTcPd,0.0
13345,Sc2InC,0.0
13346,Hf3Au,0.0
13347,YbPb,0.0
13348,NbAsP2,0.0
13349,PW4Cl,0.5323
13350,Al2CuO4,0.0
13351,SmCoSi3,0.0
13352,CuSe3Br,0.8959
13353,SbS2NF6,2.5391
13354,Sr2TiBe,0.0
13355,CuAgO2,0.0
13356,KCuSe,0.3617
13357,Sm2MnNiO6,0.4804
13358,Li2YbSn,0.0
13359,Sm3Th,0.0
13360,ScBeCr2,0.0
13361,PBr,0.0
13362,Lu2OsPd,0.0
13363,LiCo2O2F3,0.0
13364,MgBe2Pb,0.0
13365,SrPd2,0.0
13366,RbNiBr3,0.5053
13367,Re2N,0.0
13368,Ba2YBe,0.0
13369,ZnAg2GeO4,0.0
13370,Li5Mn3Nb2,0.0
13371,Lu2(NiB2)3,0.0
13372,LiFeRh2,0.0
13373,Ba2TlSn,0.0
13374,MnCN2,0.0
13375,Zn2PdAu,0.0
13376,CrPO4,0.4095
13377,SnB4O7,3.7536
13378,Sr2CdAg,0.0
13379,Ba2InSb,0.0
13380,Sm2IrRh,0.0
13381,ErInCu2,0.0
13382,NaPdO2,0.0
13383,Na3CuCSO7,1.899
13384,Na3As,0.3203
13385,MgTi(GeO3)2,1.9426
13386,HfZnN2,2.3609
13387,Nd2In,0.0
13388,CaSn(GeO3)2,1.7019
13389,MgSc3Ru2,0.0
13390,HoBi2IO4,1.5384
13391,LiCuSi2O5,2.2794
13392,Ti3TlC,0.0
13393,MnPSe3,0.0
13394,ScBrO,3.3929
13395,Ba4BeOs,0.0
13396,BrN3,1.7116
13397,Ba4ZnFe,0.0
13398,KNbO3,1.5259
13399,SmCl2,0.0
13400,NbI2O,0.6815
13401,PrCoGe,0.0
13402,Zr(Ni2P)2,0.0
13403,TiBe2Cd,0.0
13404,CaBe2Cr,0.0
13405,NaYHg2,0.0
13406,Yb(PrS2)2,2.0495
13407,NdZnAu2,0.0
13408,Ho2AlSi2,0.0
13409,LiMnP3H,0.4045
13410,BaReN3,1.8259999999999998
13411,Li4CrO5,1.1521
13412,BeSnCl,0.0
13413,Nd(SiAg)2,0.0
13414,U3Co2Ge7,0.0
13415,HfNbTc2,0.0
13416,Y2MgNi2,0.0
13417,LiTl3,0.0
13418,BaYIn,0.0
13419,SmTe,0.0
13420,Ba4BeRe,0.0
13421,Li2CeAl,0.0
13422,Be2CuNi,0.0
13423,Rb3Mo2Br9,0.6639
13424,GeS2,2.2182
13425,Sc4TiBe,0.0
13426,Sm3CuSnS7,1.6005
13427,Ce(CuGe)2,0.0
13428,Li2CuBiO4,0.0
13429,ThI2,0.0
13430,K4CO4,1.3294
13431,Tm(TiGa2)2,0.0
13432,Cu2GeAs,0.0
13433,AlBMo,0.0
13434,ZrTaBe,0.0
13435,ScBePt4,0.0
13436,Hf2TcPd,0.0
13437,Ac2CuSi,0.0
13438,Pr4As3,0.0
13439,CrSi,0.0
13440,AgO,0.1924
13441,RhPb2,0.0
13442,MnSbO4,0.0
13443,Nd3BWO9,3.3028
13444,Fe2PO5,0.0
13445,Sb2Pt,0.0
13446,NaMn4Be,0.0
13447,LiBe2Se,0.0
13448,TlV3(CrS4)2,0.0
13449,YI,0.0
13450,CdInRh2,0.0
13451,Sm(NiAs)2,0.0
13452,LiSnAu,0.0
13453,Li2Fe2OF4,0.0
13454,Ba4HfV,0.0
13455,CaAlSiO4F,5.6051
13456,LiSmSe2,1.5609
13457,CaTe2O5,3.2926
13458,AlTeO4,0.0
13459,SrCd2,0.0
13460,LiMn2O2F3,0.0
13461,Ta2TcW,0.0
13462,B2AsBr,0.0
13463,K2HfF6,7.4799
13464,Dy2ZnIr,0.0
13465,ThCN,1.2789
13466,Li2BeSi,0.0
13467,NaN3,4.0691
13468,FeTe,0.0
13469,BeRe2Ir,0.0
13470,ZrBeFe4,0.0
13471,Na2MgBe,0.0
13472,Li4Co5NiO2,0.0
13473,LiBiS2,0.0
13474,K(AsRh)2,0.0
13475,LiDy2Al,0.0
13476,K2Mg(CO3)2,4.17
13477,TmCd2,0.0
13478,Rb2SnBr6,0.9829
13479,ZrBe2Co,0.0
13480,LiTi2As,0.0
13481,Pa2SbTe,0.0
13482,Fe2Te4H3ClO2,0.4427
13483,CaBeIn,0.0
13484,HfBe2W,0.0
13485,Mg(AgO2)2,0.4716
13486,Li2Co2Si2O7,0.2274
13487,TiCo,0.0
13488,K2H6Pt,4.0375
13489,TlAuCl4,1.5374
13490,TmNbRu2,0.0
13491,NbInS2,0.0
13492,DySn2,0.0
13493,TiGaFe2,0.0
13494,HfPd5,0.0
13495,NiSO4,0.6501
13496,BeVRh2,0.0
13497,Ba4CoPt,0.0
13498,Zn2NiN2,0.0
13499,DyAlNi,0.0
13500,Li4CrFe3O8,0.0
13501,Tm2AgOs,0.0
13502,MgAlPO5,5.2711
13503,Si3PH9,4.0993
13504,Al3NO3,4.4821
13505,MgBi,0.0
13506,K3GaS3,2.8907
13507,Te2Mo3W(SeS2)2,0.1223
13508,CdIrRu,0.0
13509,PmB3,0.0
13510,Ba2BiBr,0.9387
13511,Na2GeS3,2.3766
13512,BaMn4O8,0.0
13513,LiAlPd2,0.0
13514,Pr2PbS4,2.2492
13515,Tl4CdI6,1.9753
13516,NaB(SO4)2,6.4381
13517,DyTh,0.0
13518,SrZrO3,0.0
13519,HfTc2Sn,0.0
13520,NaVS2,0.0
13521,RbCrF6,0.0
13522,V5P3N,0.0
13523,GaB3N4,3.9758
13524,CaZn3,0.0
13525,Ca(ZnGe)2,0.0
13526,GaRh,0.0
13527,ZrSnRh,0.0
13528,Li4MnF8,1.2877
13529,TbTlAg2,0.0
13530,Be2CoBr,0.0
13531,KGa3,0.2062
13532,Sb(IF3)2,0.3943
13533,Al2FeTc,0.0
13534,BaZr4Ge,0.0
13535,BaMnO3,0.0
13536,Li2TlSb,0.3545
13537,TaBe2Cl,0.0
13538,BeGa2Bi,0.0
13539,TlFeS2,0.0
13540,BeCuSe2,0.0
13541,TiBeBi,0.0
13542,Y(PO3)3,5.8636
13543,Li3VS4,1.8208
13544,H2W2O7,1.6046
13545,FePd,0.0
13546,YZnRh2,0.0
13547,LiNdGeO4,4.2476
13548,AlV3,0.0
13549,Sc2RuPt,0.0
13550,NpOs2,0.0
13551,LiNd2Os,0.0
13552,TaBeOs,0.0
13553,BeGeW2,0.0
13554,Sr2MnCuSO3,0.0
13555,NaMnPO4,1.4792
13556,AgBi2S3Cl,0.79
13557,HoInCu2,0.0
13558,Ti3TeO8,3.1887
13559,V3(O2F)2,0.0
13560,RbAsSe2,1.6074
13561,Dy(Al2Fe)4,0.0
13562,Mn5O3F5,0.0
13563,Ca2H3Br,1.8015
13564,Yb2Cr2C3,0.0
13565,BaBe2Te,0.0
13566,LiAl2Au,0.0
13567,BaCaV4O8,0.0
13568,YFeF5,0.5596
13569,SrTe,0.6395
13570,BaCaCr,0.0
13571,HAuO2,1.2154
13572,LaGeOs,0.0
13573,ErTe3,0.0
13574,LiI,4.5579
13575,CdAs2,0.0
13576,W(OF)2,0.2556
13577,Li7V(O2F)2,0.0
13578,HfTe2,0.0
13579,InFe2CuSe4,0.0
13580,VC3,0.0
13581,FeAuO2,0.0
13582,PrNiC2,0.0
13583,LiSbTe2WO2,2.0215
13584,TaFeSb,0.0
13585,TmBrO,4.5533
13586,Tm3V,0.0
13587,Sc2MnSi,0.0
13588,Yb2C(NO)2,0.0
13589,NaSrO3,0.0
13590,Pd3PbC,0.0
13591,Rb2CO3,3.9331
13592,Be2ZnBr,0.0
13593,BeCr2Cu,0.0
13594,CeAg,0.0
13595,SrI2,4.048
13596,PuRh2,0.0
13597,IF3,2.0012
13598,Si2HgTe,0.0
13599,Ni3Sn(P2O3)2,0.0
13600,Li7Pb2,0.0
13601,NdTi2CdO6F,1.5721
13602,CaHg2Pd,0.0
13603,USn3,0.0
13604,NaMn7O2,0.0
13605,Li4V2Cr3(FeO2)3,0.0
13606,BeHg4Pt,0.0
13607,Ge3Cl8,2.9897
13608,Ho(SiIr)2,0.0
13609,CaTiS2,0.0
13610,RbP(HO2)2,5.5021
13611,Ta5Ge3,0.0
13612,NaLiO3,0.0
13613,CeHfO4,2.1058
13614,PaSnPd2,0.0
13615,Sr2TaBe,0.0
13616,BaTeIr2,0.0
13617,Zn2GeS4,2.2546
13618,Ta3B4,0.0
13619,LiUAsO6,2.4337
13620,NaMgPb2,0.0
13621,Pr2CuRu,0.0
13622,Bi2Rh2O7,0.0
13623,Ti2ZnN,0.0
13624,CeCdAu2,0.0
13625,CaNiO3,0.0
13626,TbGa2,0.0
13627,CaCd,0.0
13628,BeGaBi2,0.0
13629,LiMnP2O7,1.1313
13630,Ca3GeN,0.0
13631,TbTl3,0.0
13632,HoCo3B2,0.0
13633,CrHO2,1.3581
13634,UB4,0.0
13635,Zn2CuPt,0.0
13636,Mo3O7,0.0
13637,TiBO3,0.0
13638,UFe2,0.0
13639,NpIr2,0.0
13640,FeCl3,0.0
13641,H(CO)2,2.9777
13642,PrOs2,0.0
13643,BaHfGa2,0.0
13644,SbSeI,1.3626
13645,RbHF2,7.1482
13646,Be2CdBr,0.0
13647,LaHoMg2,0.0
13648,Ba4Fe2S4I5,0.0
13649,LiCa2In,0.0
13650,BaO,3.443
13651,Ba4TaZn,0.0
13652,Ca2Si3Ag,0.0
13653,Sr2NiMoO6,0.5051
13654,Li3MnFe3O8,0.0
13655,NaAuO2,1.1645
13656,KCaBe2,0.0
13657,CaBePb2,0.0
13658,K(BH)6,5.6493
13659,Si2AsW,0.0
13660,Rb2TaAgS4,2.5969
13661,Np(GePd)2,0.0
13662,Pr3Si2S8Br,2.715
13663,HfAsCl,0.0
13664,MgCoO2,0.0
13665,HoCuPb,0.0
13666,BaCo2P2H2O9,0.3009
13667,BeIn2Sb,0.0
13668,Hf2Ag,0.0
13669,TiFeTe,1.1014
13670,Lu2HgAu,0.0
13671,BeTc2Os,0.0
13672,Li2HoTl,0.0
13673,PrHoZn2,0.0
13674,DyGe,0.0
13675,Ca5Au4,0.0
13676,Zr2CoSi2,0.0
13677,Ba2SbMo,0.0
13678,AcBiAu2,0.0
13679,NaBiSe2,0.7573
13680,HoMgTl2,0.0
13681,HfBe2Pt,0.0
13682,Pr2NiO4,0.0
13683,YHoCd2,0.0
13684,CSNF5,4.1801
13685,Rb3Dy,0.0
13686,NpAs3,0.0
13687,MgBe2Nb,0.0
13688,Ti3NiS6,0.0
13689,BH2CO,3.4707
13690,SrMg2,0.0
13691,BaSnBr,0.1911
13692,CaZn(SiO3)2,4.4025
13693,Ni2P,0.0
13694,Sc2Al,0.0
13695,BaSnPb2,0.0
13696,Be2Cd2Sn,0.0
13697,CrPtO2,0.0
13698,Yb(AlSi)2,0.0
13699,SrLaZr2,0.0
13700,BaNbHg,0.0
13701,Ca2AgPb,0.0
13702,Co2NiO4,0.0
13703,ZrBr3,0.0
13704,Ce(SiIr)2,0.0
13705,Sm2ZnS4,1.3997
13706,Mg4As6Rh7,0.0
13707,TiPtPb,0.0
13708,MnInRh2,0.0
13709,SrSn2,0.7758
13710,Tb4Sb3,0.0
13711,TaBePd2,0.0
13712,Ca(AsRu)2,0.0
13713,MgFeO2,0.0
13714,Al2HgTe4,1.1155
13715,Hf2Au,0.0
13716,Sr2ZnCu2(SO)2,1.006
13717,TaPd,0.0
13718,Sc2BeBi,0.0
13719,Li(NiO2)2,0.0
13720,ErIn,0.0
13721,HfTeSe4,0.7759999999999999
13722,Ba4ZnGe,0.0
13723,PmPd3,0.0
13724,Sc2ZnAu,0.0
13725,KSiO3,0.0
13726,LiIn(MoO4)2,2.8772
13727,Na4ScBe,0.0
13728,LiLu2In,0.0
13729,CdP2(HO)4,4.5476
13730,CaLaAg2,0.0
13731,In2HgSe4,0.5164
13732,LiMn2O4,0.0
13733,LiPr2Os,0.0
13734,SeS2(NO)2,1.4798
13735,BeGaMo2,0.0
13736,ZnCuPd2,0.0
13737,TbCoC2,0.0
13738,Tl2TeI6,1.4715
13739,ThIr,0.0
13740,MnBeW,0.0
13741,K3V,0.0
13742,Al3Zn,0.0
13743,NdPt2,0.0
13744,MnV2Mo,0.0
13745,Er3(AlNi3)2,0.0
13746,Hf(MnGe)6,0.0
13747,GaBr2,2.7016
13748,DyScO3,4.4613
13749,KMnO2,0.992
13750,Tb3(CuSi)4,0.0
13751,InCoO3,0.2473
13752,Be2PbSe,0.0
13753,Zn(CrN)2,0.0
13754,BaSb2,0.0
13755,YErAg2,0.0
13756,NaH3SO5,5.801
13757,MnBeV,0.0
13758,AgPbBrO,0.0
13759,Pm2AgRu,0.0
13760,Zr2IrRh,0.0
13761,LiIn2Pd,0.0
13762,BaNiO2,0.2767
13763,BaAu2,0.0
13764,Ca(AlZn)2,0.0
13765,Al2ZnS4,2.6
13766,HfSnPt,0.0
13767,BeGaIr,0.0
13768,HoIn,0.0
13769,PmDyIn2,0.0
13770,Li4V3OF,0.1863
13771,UPb3,0.0
13772,NaV2As,0.0
13773,Li2TiCr2O6,0.8228
13774,Nd(SiRu)2,0.0
13775,Li4VCr3O8,0.0
13776,YIr,0.0
13777,Li2MgSiO4,5.0823
13778,Tb(GePd)2,0.0
13779,NaNO3,3.0296
13780,YMn(WO4)2,1.4413
13781,CeTeCl,0.0
13782,BaPdRh2,0.0
13783,Sr2BeBi,0.0
13784,HoZn(BiO3)2,0.0
13785,Al3Cu,0.0
13786,Ni3O,0.0
13787,BeSnCl2,0.0
13788,BC7,0.0
13789,Rb2AgCl3,3.0158
13790,LaHg,0.0
13791,NaTl2Sb,0.0
13792,YErAl2,0.0
13793,CrSn2,0.0
13794,Ti2BeBi,0.0
13795,KBaCl,0.1856
13796,BeMo4Pt,0.0
13797,BaSrCa2,0.0
13798,Nd2MgGe2,0.0
13799,Ba2SnPb,0.0
13800,MnFe2Si,0.0
13801,Ga2IrRh,0.0
13802,MgBeTc2,0.0
13803,SnSO4,4.0621
13804,SiO2,0.7677
13805,Ta2CS2,0.0
13806,HoSn3,0.0
13807,TcSnSe,0.0
13808,CaPS3,3.128
13809,LiTeHO4,1.5444
13810,ScCo2,0.0
13811,Tc2AsRh,0.0
13812,MnO,0.0
13813,TaAgS3,0.0
13814,NbIr3,0.0
13815,Ti5NbO2,0.0
13816,Ni2P2O7,0.8858
13817,CaF2,5.2507
13818,TmC2,0.0
13819,SmYAg2,0.0
13820,LiYGa4,0.0
13821,Hf3Al3C5,0.0
13822,Ba4SnTe,0.0
13823,PrTiO3,0.0
13824,NdCuTeO,1.5333
13825,PrZnPO,1.1516
13826,Be2SbPb,0.0
13827,KPAuSe3,0.948
13828,Be2FeCo,0.0
13829,Yb2HgBi,0.0
13830,AlTc2,0.0
13831,TmMg,0.0
13832,K2MnCl6,0.9903
13833,Si2OsRu,0.0
13834,ScBe2Zn,0.0
13835,ThCdRh2,0.0
13836,BeSnBi,0.0
13837,Sc2AlTc,0.0
13838,PrTmMg2,0.0
13839,Nd2V2O7,0.0
13840,BaV2O6,2.6532
13841,In2Pt,0.0
13842,AsHPbO4,3.0538
13843,Yb3(SF2)2,0.0
13844,SrAuO2,1.6056
13845,Na2Zr(CuS2)2,0.0
13846,Sc2AgIr,0.0
13847,ZnGaAs,0.0
13848,LuSi3,0.0
13849,Y2Te5O3,3.0525
13850,PrNiO3,0.0
13851,Ba2MgTe,0.0
13852,KB,0.0
13853,Hf2Fe,0.0
13854,PrSm3,0.0
13855,FeBiO3,0.0
13856,BeBiSb2,0.0
13857,NaLiBe2,0.0
13858,DyAg2,0.0
13859,CuH6(NO)4,0.2246
13860,Rb2NaSbCl6,3.1463
13861,Te2Mo3Se4,0.581
13862,Pd4S,0.0
13863,Ba2SmReO6,0.0
13864,TlGeCl3,1.6884
13865,SrAsPd,0.0
13866,Mn3TeO6,0.0
13867,DyHg,0.0
13868,BeGeAs2,0.6768
13869,BaZn4Br,0.0
13870,Na2ZnS2,2.5185
13871,TaI2O,0.8715
13872,Li2CdPb,0.0
13873,BePtPb2,0.0
13874,Ce(BIr)2,0.0
13875,Th3U,0.0
13876,U(GePt)2,0.0
13877,Mn3SnO8,0.9327
13878,Tm2Al3Si2,0.0
13879,KNaMo(OF2)2,1.4938
13880,CrAgO2,0.0
13881,Cr3O8,0.0
13882,PrZnGa,0.0
13883,ZnCO3,3.8696
13884,Cd2GeO4,1.1803
13885,ScNi5,0.0
13886,Ho(Mo3S4)2,0.0
13887,SiAsAu,0.0
13888,CdSiO3,0.7805
13889,CeGaNi,0.0
13890,Li2Mn2(CO3)3,2.1008
13891,YCo,0.0
13892,Pr3Sb4Au3,0.5636
13893,FeSnRu2,0.0
13894,Sr2BrN,1.9927
13895,Sb2Te4Pb,0.2511
13896,Fe2W,0.0
13897,Tb2IrRu,0.0
13898,DySi2,0.0
13899,NiPS,0.0
13900,Ba4ZrCu,0.0
13901,Ca2MgGa,0.0
13902,Li6TeO6,3.3426
13903,ZnPtF6,2.1817
13904,KRb2ScF6,7.0509
13905,Al2Te5,1.055
13906,HoIn5Rh,0.0
13907,LiBe2Cr,0.0
13908,Mg(InS2)2,1.7271
13909,RbPbCl3,2.526
13910,Ba4CdTe,0.0
13911,Sr2YRuO6,0.1609
13912,AlVNi2,0.0
13913,Y2AlTl,0.0
13914,MnBeP,0.0
13915,Rb2SnTe5,0.4935
13916,Ho2Cr2C3,0.0
13917,Be2FeW,0.4292
13918,FeBiAsO,0.0
13919,Be2ReSe,0.0
13920,NaBePd,0.0
13921,BaAs3,0.0
13922,MnH,0.0
13923,YbErRh2,0.0
13924,LiMn3(FeO4)2,0.0
13925,Nd3IrO7,0.0
13926,BeSiW,0.0
13927,DyRh3C,0.0
13928,Tb2Ge2Ru,0.0
13929,SnO,0.0
13930,BaTiPd2,0.0
13931,VTe,0.0
13932,Ca3MnO4,1.2299
13933,Ca3TlN,0.0
13934,TeMo2Se3,0.5822
13935,NdCo4B,0.0
13936,SmRu2,0.0
13937,RbAcTe2,1.2269
13938,HfGa5Ni,0.0
13939,Ga3Os,0.7649
13940,TcC,0.0
13941,KCu4AsS4,1.3356
13942,KO3,0.8037
13943,ZnSnSb2,0.0
13944,Ba(PPd)2,0.0
13945,ZnI2,1.6941
13946,GaSnRu2,0.0
13947,LiCaF3,6.5794
13948,ErCuS2,1.7606
13949,Ag3AsSe3,0.63
13950,MnBe2Os,0.0
13951,PrOF,5.1771
13952,Ba4CdCo,0.0
13953,SrIr2,0.0
13954,SnPt3,0.0
13955,SnPd2,0.0
13956,ZnCrF6,0.0
13957,Ca2AsI,1.4992
13958,Ba4CaTa,0.0
13959,LiGaIr2,0.0
13960,BeCdSb,0.0
13961,LiPm2Os,0.0
13962,TiCl2,0.0
13963,Pr(MnGe)2,0.0
13964,YbInHg2,0.0
13965,Ba4GeBr,0.0
13966,BaI2,2.9845
13967,Ba4CrNi,0.0
