,pretty_comp,min_ir_mode
1730,AlGaN2,253.2188795
1731,H2O2,263.86703430000006
1732,LiDyS2,121.55398
1733,DyCuSe2,70.8097872
1734,NbI2O,54.6255658
1735,Yb(YS2)2,78.9525232
1736,Te6Mo3WSe2,191.5697704
1737,Nd2TeO2,71.57366895
1738,Li2VBO4,175.6357073
1739,Rb2BeF4,76.41075295
1740,LiCuSi2O5,67.413023
1741,Mg2SnO4,123.4305845
1742,BaTe,71.25470955
1743,Mg(HO)2,211.69326040000004
1744,Na3Mo(OF)3,126.0925481
1745,NaBrO3,77.21191999999998
1746,Tl9SbTe6,21.7548053
1747,Li2CeP2,181.5204149
1748,SNCl,62.1549953
1749,Hg2P2S7,44.78995045
1750,NaTbS2,118.5208642
1751,BSb,583.8882649
1752,NbIO2,74.27932109999998
1753,LiVSiO4,197.9014346
1754,SrTa4O,96.2807163
1755,CaZrN2,129.19012949999998
1756,AlSbI6,68.00435185
1757,MgAs4,76.9653968
1758,Ca2NCl,133.66886770000002
1759,ScAgSe2,57.46688575
1760,SrLiAlF6,92.87051205
1761,NaCrS2,141.77751999999995
1762,Sb2S2O,28.9981585
1763,Ga2PdBr8,37.36190495
1764,Mg(CN)2,166.14429730000003
1765,CS2NF5,475.3331812
1766,Br2O,70.76219675
1767,RbBiO2,96.47011095
1768,KYSiS4,77.57373415
1769,RbCaAs,49.3664042
1770,AlCuO2,151.49397580000004
1771,VFeSb,209.2983969
1772,Er2SO2,204.041203
1773,Mg(BiO3)2,59.37784075
1774,RbCaF3,70.4121218
1775,TaCu3Te4,215.2863894
1776,InSnCl3,62.1025691
1777,Sr(AlCl4)2,75.97193365
1778,YBrO,122.1642516
1779,Dy3CuSiS7,49.1011383
1780,HoNiBi,129.77255390000002
1781,SiH8,406.8163732
1782,NbI5,23.97628215
1783,LiAlAs2O7,77.12957885
1784,Y2SeO2,58.34425755
1785,K3IO,75.560428
1786,RbNa2Sb,76.19027609999998
1787,KLiS,152.03547980000005
1788,Li4Si2NiO7,200.4189928
1789,BaS3,42.9059756
1790,PrCuO2,114.5955692
1791,SrHClO,130.0316167
1792,Sr2H5Rh,122.1009533
1793,Li4V2SiGe,89.1691623
1794,Sm3CuSiS7,52.8063233
1795,Au7I,38.33205645
1796,YbMgNiH4,28.72859045
1797,AcOF,225.8850194
1798,ZnPtF6,164.25602030000005
1799,Bi2Te3,63.1770394
1800,ZrS3,210.3763356
1801,NaAuO2,118.2052731
1802,KH4O2F,109.94164340000002
1803,Al2Se3,52.2584495
1804,Sr(YS2)2,87.2635433
1805,GeC,646.712428
1806,Ba2CuBrO2,75.59791340000002
1807,Na2CN2,218.4575409
1808,SmCuO2,104.70909509999998
1809,NaCN,68.7291474
1810,NaPrO2,74.10866915
1811,Tl3SbS3,46.7362898
1812,ZnH8(N2Cl)2,93.5792996
1813,Li2VGa3O8,170.3662406
1814,Ca2CoSi2O7,114.9558826
1815,Ag3SnP7,81.6175884
1816,BaHfN2,76.22992925
1817,BaGaGeH,98.49799105
1818,Tl3AsSe3,40.4636884
1819,SrMg2N2,136.0394524
1820,NaBeSb,205.854776
1821,NaPN2,153.1785177
1822,DyTlTe2,44.25915185
1823,Na4CO4,140.8054009
1824,Yb(ZnP)2,98.7444142
1825,Ba(MgAs)2,91.0477011
1826,BaTe3,58.98811265
1827,IrF3,534.5500081
1828,Cd(CN)2,101.7528177
1829,GaTeI7,40.54933120000001
1830,HoClO,97.00704595
1831,MgSiN2,298.5734788000001
1832,NdCl3,158.2774992
1833,Ba(H2O3)2,42.35473345
1834,LiZnAs,174.17691159999995
1835,LiAuF6,205.5241441
1836,Ba(NdSe2)2,67.73221585
1837,MnAlF5,111.8955198
1838,TiF4,99.58966995
1839,K3AuO,52.5175123
1840,CdSnF6,107.6083773
1841,Rb2S3,76.87371765
1842,Ba(CdP)2,122.1065228
1843,SrCN2,204.2605459
1844,BaF2,190.9101741
1845,ScNiBi,169.9801476
1846,Sm3CuSnS7,65.85334355
1847,HoF3,127.9220291
1848,KYGeS4,72.88952655
1849,NaCuO2,153.87806730000003
1850,Ho2SO2,203.9376512
1851,K2HgSe,54.37867575
1852,Te6MoW3Se2,190.716544
1853,Ca4Mg3H4,150.06095969999996
1854,Ca(DyS2)2,79.9222745
1855,RbInTe2,60.08422710000001
1856,KZnP,107.7981055
1857,MgSe,181.031804
1858,KNiIO6,114.0250174
1859,BaHBr,94.58083345
1860,CuBr,133.25656170000002
1861,K2RbSb,57.80045245
1862,Sr4As2O,56.0918986
1863,AgRhO2,244.8382913
1864,RbSmO2,140.95747690000005
1865,B2S3,319.85308
1866,LiErS2,153.2027298
1867,Li2CuSb,118.784696
1868,PNO,218.5278427
1869,LiHoSe2,76.75185675
1870,HoBrO,120.2941837
1871,H3NO,174.27749519999998
1872,Ga3BN4,262.6915135
1873,Cd3AsI3,85.39450925
1874,AuBrF6,179.1412926
1875,GaAgSe2,49.12978595
1876,Ga3PO7,135.4441883
1877,Ge2N2O,140.27370180000003
1878,KNaThF6,78.72284175
1879,Li3BePCO7,37.1887184
1880,NdCuTeO,78.83002865
1881,MgNiF4,169.16477350000005
1882,VF5,276.919624
1883,SmTaO4,75.90336605
1884,Tb3GaO6,97.92550495
1885,ZnCN2,121.7539466
1886,BeCN2,699.3990581
1887,Li8TiMn3O2,127.6989509
1888,ZnO,218.159025
1889,BaSiCl,96.89438965
1890,KSmSe2,96.2691772
1891,NbRhO4,125.0471924
1892,ZrInAu,149.6512549
1893,NdBr3,90.3049299
1894,NaPH3NO3,179.9020061
1895,Zn2GeSe4,70.63666735
1896,Ba2HfS4,60.35893105
1897,YAlO3,164.8835673
1898,K2Mg2O3,94.4024443
1899,Sr4CaCr2(SO3)2,79.61782235
1900,Rb2SiF6,115.7279017
1901,RbCaI3,5.12959685
1902,HgSe,27.96627615
1903,BrN3,22.2408482
1904,KH,488.5326109
1905,Zn4(B2O)3,174.94286110000004
1906,NaSnN,129.5043865
1907,CrCuO2,357.3124003
1908,K2GeF6,105.6824815
1909,ErZnAsO,48.512911
1910,Na4FeO3,61.62616435
1911,Mg(BeN)2,316.8902326000001
1912,Ga2PbO4,25.74770075
1913,KNbS2,114.9437432
1914,Sr(NdSe2)2,76.91013585
1915,HfZnN2,85.0037473
1916,BN,395.63858710000005
1917,Rb2HfF6,84.10119625
1918,LiInP2O7,100.8559361
1919,LiBeP,221.7307767
1920,Sb2S3,45.88529785
1921,NaCoO2,191.3363537
1922,Sm2Be2GeO7,94.2365614
1923,PrTlSe2,44.89747085
1924,Th2HN3,93.61441715
1925,MgSnP2,114.7236332
1926,SrAl2O4,80.1012306
1927,MoWSe3S,238.2089116
1928,Ba4Cl6O,95.9102645
1929,Mg3NF3,196.0656839
1930,KMgP,114.4595679
1931,Ba(PrS2)2,77.5697655
1932,TlCdF3,14.5123192
1933,PbCl4,77.826227
1934,TlI3,27.48076685
1935,KAgO2,94.82388825
1936,BaIF,74.41482215
1937,XeO3,99.19013695
1938,SnH8(CI)4,133.4775388
1939,HoAgSe2,49.51597895
1940,Zn2Sb2O5,41.62296775
1941,CdPdF6,128.9314002
1942,Li2CaSiO4,190.9477262
1943,Rb2LiAsO4,62.98077465
1944,K2CuSb,31.28530150000001
1945,RbH3O2,95.46093995
1946,LiBiB2O5,59.70300325
1947,KZnF3,128.0843102
1948,YNiP,178.60939340000004
1949,Te2Br,37.16780795
1950,YbBr2,42.46985765
1951,HgPbF6,63.1651001
1952,HgHOF,126.4563633
1953,LiMnSiO4,125.8094066
1954,CdCu2SiS4,56.0524789
1955,AlF3,233.4060114
1956,Dy3Sb4Au3,46.0732251
1957,BaZnCl2,58.31997875
1958,CrHO2,421.535996
1959,SnI4,192.1372206
1960,RbTbSe2,110.5412764
1961,Pd(Se3Br)2,54.43567090000001
1962,Sr(Si3N4)2,81.7765345
1963,BaSi6N8O,74.27265109999998
1964,AlTlSe2,22.50407975
1965,PrTlTe2,43.9683065
1966,Tl3VO4,48.06125195
1967,Sr3TaGa3(SiO2)2,61.35349475
1968,CS2,369.7133643
1969,Mg3Si2H4O9,228.4734463
1970,TmClO,40.55610125
1971,PrOF,211.09729590000003
1972,ScCuO2,129.6424889
1973,Yb(DyS2)2,72.57456915
1974,CdBiClO2,71.11940859999999
1975,Mg2Al2Se5,93.63949635
1976,Na2HgO2,206.0894265
1977,MgMnF6,204.7201756
1978,RhCl3,119.4274506
1979,TmTlS2,43.85548345
1980,BaHfO3,116.5737578
1981,CeO2,273.8964131
1982,NdTlS2,46.0294032
1983,KGeBr3,26.2366451
1984,Hg2IO,27.91878575
1985,Mo2H2O7,66.122378
1986,Rb2ZnF4,113.1708572
1987,CaTlCl3,16.431811800000002
1988,LiAuC2,124.32203
1989,Li2Te,254.4182122
1990,BiSeCl,28.12235415
1991,Hg(ClO3)2,63.9385533
1992,Li5Cu(PO4)2,110.0474963
1993,Li2PNO2,246.5464116
1994,BaTe,95.9367444
1995,S2N,174.2079938
1996,CeZrO4,86.35422220000002
1997,H4BrN,168.3894193
1998,MgS,329.8226956000001
1999,Ho2SeO2,135.5653488
2000,Er2O3,219.9018627
2001,Li4MnSi2O7,122.8500277
2002,Li2CeN2,228.4845519
2003,ScIO,29.8263057
2004,NaSmTe2,93.74268125
2005,Be(CN)2,293.5137502
2006,AcTlTe2,55.2539465
2007,H4NClO2,117.3027221
2008,Be2NbRh,202.0770881
2009,AlTlF4,36.35713615
2010,CrAuO2,488.01722
2011,LiBC,348.7626942
2012,SrB4O7,136.6260456
2013,Ba(InTe2)2,80.32344165
2014,Te4Mo3WSe4,190.9156101
2015,RbNdSe2,107.0377255
2016,Ga2HgTe4,39.2017911
2017,Hg3(SeCl)2,54.08539585
2018,Pr2AlNO3,109.8869494
2019,GeF2,51.91130935
2020,Ge2N2O,137.0495906
2021,CuBiO2,87.4795846
2022,Sr7(HCl)2,105.396572
2023,ErF3,120.0821111
2024,SmZrF7,116.2793106
2025,VCuO3,197.4184933
2026,TeAuCl7,50.08979905
2027,GaCuO2,336.277388
2028,NdO2,208.4553089
2029,Na2H4Pd,140.00486750000002
2030,ThIN,60.26455055
2031,KAuO2,103.8560021
2032,Li2O,453.579343
2033,LiSiNO,224.3744979
2034,CS2NClO2,86.50086215
2035,RhBr3,75.75765990000002
2036,CdSiP2,104.0054768
2037,Pr4S3NCl3,69.707503
2038,Y2Be2GeO7,108.7161309
2039,Ca(PrS2)2,88.50606425
2040,K4ZnP2,74.5736015
