,pretty_comp,dfpt_piezo_max_dielectric_ioonic
1723,Li6FeO5F,4.84314054
1724,Ca4Al6O3,3.03150623
1725,UCdO4,7.28560864
1726,KTeHOF4,2.3979065
1727,WSe2,12.58896719
1728,SrCuSeF,5.853556263
1729,Sm3SiAgS7,7.512674873
1730,NaMgSb,9.20924587
1731,Yb(NdS2)2,7.733206373
1732,Nd2Be2SiO7,3.647775143
1733,Ga3PO7,3.412427363
1734,ErSF,5.762585667000001
1735,Rb2LiVO4,2.90386539
1736,LuIO,4.81305595
1737,ClO3,4.3870883
1738,AlH3,4.27780273
1739,NaInO2,3.893509483
1740,HgS,8.12120265
1741,BaCrF5,2.7091411130000003
1742,NaNiIO6,5.785192057000001
1743,RbI3,4.967206153
1744,Zn(InTe2)2,11.47832672
1745,Li2ZrTeO6,4.33514596
1746,SmZrF7,2.31617889
1747,LiAuO2,5.52531152
1748,SbAsO5,3.524361557
1749,Al4C3,7.873814527
1750,LiScMo3O8,6.986187977
1751,GeI2,6.550313083
1752,AcTlTe2,16.598976399999998
1753,AgCl,5.85008036
1754,CdPtF6,3.10264598
1755,Rb3NaBe2F8,2.003803817
1756,TiMn3O8,8.49797332
1757,LiMgH3,3.772409637
1758,LiCuSi2O5,3.01374684
1759,LuTlS2,7.173796173
1760,K2Pb2O3,5.25185107
1761,Ca2Ge,12.4232969
1762,Yb4As2O,9.056527267
1763,Sm3CuGeS7,7.88045438
1764,GaCuO2,5.69306152
1765,LiInP2O7,2.736691577
1766,RbYbF3,2.1910545
1767,NaHF2,1.7727474769999998
1768,BiSbO3,6.417019592999999
1769,CdTeMoO6,4.83016315
1770,VCu3Se4,8.55526289
1771,K2GeF6,2.101166497
1772,NaBrO3,2.87703021
1773,Y2SO2,5.050410983
1774,KClO3,2.5088111630000003
1775,CaPtF6,2.59102315
1776,SrClF,2.884824347
1777,Tl3AsS3,9.647272867
1778,TiNCl,9.298229393
1779,Cd(GaS2)2,6.150899707000001
1780,SrS2,5.378295377000001
1781,Li2CrP2O7,3.028956543
1782,HoTlS2,7.16189211
1783,GaSeBr7,4.8316410030000005
1784,HgNO2,4.390680400000001
1785,FeCl2,7.728668602999999
1786,NaLuO2,3.606237903
1787,ReNCl4,6.512274537000001
1788,MnAlF5,2.192762473
1789,CSO,2.604335357
1790,KCN,2.089491307
1791,K2PdF4,2.37301976
1792,TiSiPt,19.00568081
1793,PdI2,16.69361862
1794,Zr(MoO4)2,4.648045243
1795,Yb(YS2)2,7.608601617000001
1796,HoF3,2.665370897
1797,Li2CeN2,8.80331454
1798,PbI2,6.13818452
1799,SiS,2.50522101
1800,Pr2TeO2,6.85478232
1801,KF,1.98901988
1802,Al(IO3)3,4.302841623
1803,Ho2SO2,5.07407533
1804,Li2PNO2,2.966323253
1805,XeO3,6.80433019
1806,PrIO,4.78793162
1807,H5CNO2,2.278615293
1808,RbAuC2,3.902457937
1809,KAcTe2,8.95721578
1810,RbPbBr3,4.370080277
1811,NdTlS2,7.16258321
1812,NiPbF6,5.011605987
1813,TmClO,3.258896343
1814,BeI2,3.87075697
1815,AlAgO2,4.2177439130000005
1816,Zn(SnO2)4,4.80550218
1817,Bi2PbSe4,19.83298506
1818,KHO,2.478986223
1819,KYO2,3.528549107
1820,Mg3Si2H4O9,2.542829577
1821,Dy2Be2GeO7,3.749427177
1822,RbAgO2,3.903326153
1823,Ba2YF7,2.595615813
1824,Na3ScF6,2.03850003
1825,Ga2PdBr8,4.311153757
1826,Rb2HgO2,3.136458767
1827,AlN,5.03303461
1828,H2C5N2O,2.467782017
1829,LiV3O8,6.0245753870000005
1830,K2CuSb,7.050105297000001
1831,LiScS2,6.949611857000001
1832,Cu2SO4,3.789849417
1833,LiNbSe2,13.48855485
1834,Mg5(HO3)2,2.968828917
1835,HoTlO2,6.450967263
1836,NaLi2Sb,8.80196638
1837,Rb2S3,3.965364437
1838,KSmSe2,5.66191374
1839,NdCuTeO,8.744509687
1840,HgBr2,4.50811504
1841,RbErS2,4.898307807
1842,PAuS4,6.26032552
1843,SeOF2,2.81900713
1844,K4Br2O,2.8004411730000003
1845,Ta(ICl)2,5.776774727
1846,LiI,4.158700867
1847,Li3BrO,3.55248198
1848,TbSF,5.79161638
1849,AgBrO4,4.940036597
1850,ScIO,5.172717117
1851,LiAlO2,3.0342658
1852,Li2AlVO4,3.779904353
1853,Th2HN3,7.92746936
1854,HfS3,7.423804802999999
1855,Al3GaN4,4.81194984
1856,Sm3BWO9,4.4248518830000005
1857,ZrSiPd,19.45671971
1858,RbPrSe2,5.56577135
1859,Pr5AgSe8,10.36781421
1860,KLiZnS2,4.47382318
1861,Pd(Se3Cl)2,8.38055591
1862,Sr(AlCl4)2,2.7144507730000003
1863,Dy2TeO2,7.087726053
1864,HoBi2IO4,6.544105427000001
1865,S3(NCl)2,5.277613863
1866,NbCl4,4.623029507
1867,Ca(MgSb)2,10.39734617
1868,SnH8(CI)4,3.5408873030000003
1869,ErTlO2,6.505104187000001
1870,K2Mg2O3,2.94975793
1871,SmBi2IO4,6.645159793
1872,Cd(CN)2,2.07970434
1873,CdCu2SiS4,7.51642308
1874,NaTbSe2,6.15879489
1875,Sr3TaGa3(SiO2)2,3.41802662
1876,MgSe,6.47310118
1877,Nd2TeO2,6.905394087
1878,BaHfN2,7.290940543
1879,BeSnAs2,14.85713903
1880,NbTlBr4O,5.849507292999999
1881,AlAgTe2,9.100043277000001
1882,YbC2,4.19591236
1883,KSmF4,2.38794867
1884,Ca(PrTe2)2,11.7160533
1885,Ca4Mg3H4,4.198819847
1886,SiF4,1.75391696
1887,RbCaSb,6.14691225
1888,KMgH3,3.4322184
1889,Li7SbO6,3.161759267
1890,TlS,9.481368312999999
1891,MgSiAs2,10.2995306
1892,Tm2SeO2,6.21655253
1893,B4PbO7,3.850128353
1894,ZnCdSe2,9.04818681
1895,TeO2,5.59072709
1896,Ba(BS2)2,4.931210663
1897,RbLuS2,4.846193967
1898,MgSiP2,8.630991607
1899,Nd3SiAgS7,7.424960242999999
1900,RbAlF4,2.073665763
1901,KH,2.68870995
1902,TlGeF3,3.321178053
1903,Ca2H3Br,4.694254917
1904,MgPdF6,3.09055374
1905,AsF3,2.49992004
1906,BiTeI,12.0844532
1907,TlCd(NO2)3,3.48247571
1908,TaCu3Te4,9.31113372
1909,SbF3,3.119253393
1910,CeO2,7.95524046
1911,CaNiF6,3.073860273
1912,Ba2H6Os,4.41453496
