,pretty_comp,min_mode
4697,Tm2InOs,-0.12551199999999998
4698,BaSbPt,-0.04696
4699,Li5CrCl8,-0.341267
4700,ScBeNi2,-0.5564399999999999
4701,Cr2CdS4,-230.536347
4702,DySb,-0.013848
4703,PrTe3,-0.025549000000000002
4704,MnSnPt,-0.172354
4705,LuB2,-0.155979
4706,Pr5CuSe8,-61.15278000000001
4707,Na3VO4,-0.132046
4708,FeAu3,-25.1857
4709,CrSiRu2,-44.45862
4710,Yb3PbO,-0.037967
4711,U2Cl5O2,-0.271481
4712,Pr2PbSe4,-0.033023000000000004
4713,Li2BeNb,-151.470761
4714,Fe(PS3)2,-0.249223
4715,Nd2In,-0.186505
4716,TlClO3,-0.069743
4717,CeBi,-0.031925999999999996
4718,FePt,-0.174744
4719,AlNiF5,-22.267176
4720,AlB2,-0.027088
4721,BeFeTe2,-134.89166
4722,Ti2Ge,-169.25534
4723,SnRh3,-0.012877000000000001
4724,NdMnAsO,-0.20255599999999999
4725,BaAl2(SiO4)2,-0.068774
4726,PrMg2Ag,-19.992921
4727,Ta2H,-0.022313
4728,CdSO3,-0.045114
4729,ThGa2,-29.369237
4730,NaCuO,-0.630835
4731,MnH4(BrO)2,-61.884886
4732,TiAlCo2,-0.058385
4733,ZrBe2Pd,-258.50570600000003
4734,Li2SnIr,-49.498374
4735,Li5TaO5,-0.215707
4736,Ti2CoIr,-44.287682000000004
4737,ErRh5,-66.098246
4738,YbSbPd,-0.037203
4739,Ce(SiIr)2,-0.079106
4740,ScTl2W,-42.6855
4741,SmRh3C,-0.03708
4742,Li5ReN4,-0.124607
4743,YbRh3C,-0.025335
4744,MnIr,-0.11435999999999999
4745,Rb2Sn2O3,-0.06591
4746,Pm2AgGe,-0.308765
4747,BeNbCr2,-0.421847
4748,BaRu2Pt,-109.79583999999998
4749,UAsSe,-0.005649
4750,CrFeTe,-30.302488
4751,InCuS2,-0.875539
4752,SmNi2,-0.306723
4753,Nb3Pt,-0.020701
4754,Tm3AlC,-211.17860699999997
4755,Mn2P2O7,-100.655168
4756,PrBPd3,-52.103081
4757,K2PdF6,-0.10688800000000001
4758,MnCrRe,-33.807415999999996
4759,Ca(MnN)2,-0.157913
4760,YNiBi,-0.22335100000000002
4761,NdSb,-0.037186000000000004
4762,NdTe2,-0.012768999999999999
4763,KRb2GaF6,-50.277359999999994
4764,KBa4Sb3O,-0.139562
4765,BaBrCl,-0.044406
4766,MgPS3,-0.790859
4767,Li3AsO4,-0.041297
4768,Nb3CoS6,-0.126181
4769,Ca(NdTe2)2,-0.078055
4770,YbCuSi,-0.349485
4771,Cr3SnN,-0.193932
4772,CaGaSnH,-0.06894
4773,SrSnP,-0.23729699999999998
4774,RbNpO3,-0.028619
4775,Ca(CdP)2,-0.054712000000000004
4776,KLiBeF4,-0.240605
4777,UAl3Ni2,-0.24135
4778,BeFe2Mo,-0.9626110000000001
4779,Ba5Sb3,-0.047636000000000005
4780,WCl4O,-0.05361900000000002
4781,Cu3PSe4,-0.714079
4782,BaLiP,-0.114497
4783,Th3P4,-0.057291999999999996
4784,Yb3InC,-0.041919
4785,BeSiBr,-54.96978299999999
4786,HoErRu2,-0.011726
4787,Li4Mn(BO3)2,-0.10595299999999999
4788,AgHgSI,-0.204556
4789,TiInNi2,-0.11798199999999999
4790,Zr3O,-0.034664999999999994
4791,MnCuPd2,-0.691191
4792,UGa2,-26.792309000000003
4793,Hg(SbO3)2,-0.06828200000000001
4794,K3BP2,-0.104405
4795,La2ZrBe,-44.218121000000004
4796,Cd(GaSe2)2,-0.256596
4797,SmFeAsO,-0.142504
4798,BaOsCl2,-33.14152
4799,ZnCl2,-0.25040999999999997
4800,AgClO4,-184.753453
4801,PbCClO2,-1.251431
4802,DyCrO4,-0.046082
4803,ScSn,-66.59399300000001
4804,YbBiPd,-0.038031
4805,Dy3AlC,-0.113045
4806,Nb3Ga,-51.973819
4807,LuAgSn,-0.289105
4808,OsCl2O,-0.031202999999999998
4809,Sc3Fe2Si3,-0.148373
4810,U3(SiNi)4,-53.300112
4811,DyCuSn,-0.35079
4812,Ca2AlSnO5,-0.062109000000000004
4813,UIn3,-0.016866
4814,Cr2NiSe4,-105.713507
4815,H4N2O3,-470.76707300000004
4816,CaCoSi,-0.126417
4817,Ag2CO3,-0.024931000000000002
4818,NaGaO2,-0.084006
4819,TiCo2Sn,-0.047783
4820,DyAl2,-0.025147
4821,Na2PdS2,-0.268667
4822,Rb4In2S5,-0.178818
4823,Sr(CuO)2,-0.44114899999999996
4824,Ce(FeP)2,-0.139676
4825,TiBe2Ge,-0.19913699999999998
4826,Hf3Au,-0.013207
4827,CuSnRh2,-0.22219899999999998
4828,VAg3O4,-43.560256
4829,NaSrP,-0.10743299999999999
4830,Ba4SiBr,-73.677596
4831,Tb(CuS)2,-0.5880340000000001
4832,Ta(ICl)2,-0.019132
4833,K2Sr2O3,-0.04768
4834,AgH4WS4N,-180.615096
4835,Rb2TeBr6,-18.132935
4836,TmPd,-0.016805
4837,CdInS2,-0.254264
4838,Mn2SnW,-0.175375
4839,HoBi2IO4,-0.019139
4840,ZrBe5,-0.116297
4841,AgH,-0.049806
4842,TbO3,-454.45569400000005
4843,BeCdCo2,-0.8300190000000001
4844,TaS,-0.018197
4845,MnBe2Ge,-1.5774270000000001
4846,Na6MgO4,-0.121938
4847,Nd3TlC,-200.081031
4848,MnSnAu,-41.035540999999995
4849,SrCrF4,-0.038218
4850,Li2PmSi,-0.108458
4851,YBi,-0.0038829999999999997
4852,Ba2AlFe3O8,-216.13950400000002
4853,NdHo3,-0.011833
4854,ScZnRh2,-0.172227
4855,TmAlO3,-0.070758
4856,VFe2Sn,-0.031799
4857,PuNi,-89.644717
4858,MgSc,-0.45001499999999994
4859,Sm2ZnIr,-0.068339
4860,BaSrTa2O7,-0.206576
4861,BeCuBr4,-193.896729
4862,Er2(NiB2)3,-0.258312
4863,KSc2Be,-1.2878290000000001
4864,TeRuSe,-123.760144
4865,RbCaCO3F,-0.147583
4866,BeSiCl,-269.13356400000004
4867,Mg2BePt,-55.709412
4868,KC,-0.093997
4869,Li2VSiO5,-0.406978
4870,HfZn,-0.08472
4871,Rb2MnCl6,-0.074737
4872,NaAuC2,-0.177458
4873,K2As2Pd,-0.12695399999999998
4874,Li4CoO4,-0.073436
4875,K4BeAs2,-0.592605
4876,FeN,-420.41473899999994
4877,Mn2VGa,-0.163251
4878,TlAuCl4,-0.103177
4879,K4Br2O,-0.090152
4880,Li2TiFeO4,-234.375194
4881,BaCoNi2,-95.48982099999999
4882,PtN2,-0.021218
4883,TmTlS2,-0.138026
4884,BeTl2Ga,-131.762283
4885,TbB2,-0.030739999999999996
4886,DySe,-15.857064999999999
4887,UB2,-0.012131
4888,Zn(CoN)2,-69.761314
4889,PrEr3,-0.005685
4890,MgTaOs2,-0.046874
4891,Cd(PtO2)3,-0.023190000000000002
4892,ThTe,-0.019707
4893,CrHgAs,-0.197729
4894,HoAg2,-0.056905
4895,SrTiN2,-0.066528
4896,Li2PdO2,-0.180181
4897,GeSe2,-0.30534
4898,Rb4Br2O,-0.060574
4899,SBr,-0.068851
4900,SbTe2F6,-0.153702
4901,LiSiRu2,-0.034775
4902,NbS2,-0.258042
4903,K2BeRh,-131.642334
4904,SrAlGe,-1.4965540000000002
4905,Sr2Co(BrO)2,-0.030962
4906,BaCa(CuO2)4,-0.19921
4907,LiHg,-0.040475
4908,IrOsW,-65.465923
4909,SbS2,-282.838112
4910,MgVF4,-0.14916
4911,Cd(GaO2)2,-0.025838
4912,UI3,-0.174423
4913,BeSiTe,-2.110186
4914,Be2SnHg,-226.858246
4915,V2TcRu,-0.015443
4916,MgScGa,-0.283625
4917,LiBiF5,-0.209808
4918,KLiMnS2,-0.210918
4919,Er2Al3Si2,-0.150437
4920,ScBe2Te,-155.472284
4921,Y2NCl3,-0.062265999999999995
4922,PrO,-0.024562999999999998
4923,BaSm2PdO5,-0.083071
4924,ZrCoBi,-0.018785
4925,CdSO4,-0.147314
4926,Mn2CdO4,-328.988631
4927,Sm2Ti2S2O5,-0.21310500000000002
4928,TiFe2As,-0.149246
4929,CaPtO3,-0.021563
4930,CoSe,-0.012527
4931,YBi2BrO4,-0.021341
4932,TlCoF3,-0.27821599999999996
4933,SmCo2,-0.014524
4934,Dy2Cr2C3,-0.034470999999999995
4935,MgBeV2,-0.152706
4936,TmGa2Pd,-0.11199100000000001
4937,HfMnBe,-0.676103
4938,Li2TiF6,-0.066295
4939,CoP2O7,-0.070379
4940,LiAgO2,-0.12016700000000001
4941,TiSiPt,-0.042270999999999996
4942,HoIn5Co,-0.10515899999999999
4943,PmTm3,-0.084239
4944,LuScPd2,-0.196626
4945,K4CO4,-38.699884000000004
4946,TlAs,-0.035715
4947,AsP2W,-207.226949
4948,VZnSF5,-0.160414
4949,CaBHO3,-0.255461
4950,RbYbF3,-0.0073420000000000004
4951,Ba2CaUO6,-0.062311
4952,Pr(NiGe)2,-0.670953
4953,NaMnBe2,-0.455162
4954,Ba2YBiO6,-112.15401999999999
4955,V3B2,-0.105084
4956,KFeF3,-0.341911
4957,As2Ru,-0.070996
4958,SrTaBe,-0.11286700000000001
4959,ScBeRh,-0.153609
4960,CeBPd3,-93.241049
4961,InBi2S4Cl,-0.17116199999999998
4962,LaMnSbO,-34.607535
4963,K4CO4,-39.30573
4964,Li8PtO6,-0.036894
4965,TaTiMn2,-0.018646
4966,TiCrAs,-0.2419280000000001
4967,MnBe2Si,-0.219769
4968,Mn(PtO2)3,-84.46234799999998
4969,YbBRh3,-0.087082
4970,SrTl,-0.009639
4971,CaO,-29.116079
4972,YInAg2,-0.065707
4973,ScMnRh2,-88.468689
4974,LiBH4,-0.187745
4975,Np(Al2Fe)4,-0.072672
4976,Zn(PO3)2,-0.171389
4977,ScTe,-0.10574800000000001
4978,LiHfAs,-90.58205
4979,InCuSe2,-2.111284
4980,BaTiTe2,-0.15998199999999999
4981,TaTl3Se4,-0.06443099999999999
4982,MnB2,-0.127182
4983,Ga2CoRu,-0.059753999999999995
4984,Al9Co2,-0.093475
4985,NpAsS,-0.053630999999999984
4986,CaNi5,-0.325798
4987,Ce3Sn,-0.053087
4988,Ba4OsBr,-84.05781
4989,Li2VO3,-0.127777
4990,LiMn2F6,-0.586707
4991,NaHCO2,-0.340839
4992,TiBeV2,-1.337325
4993,NaBeRh2,-0.4306640000000001
4994,K2TaF7,-0.170888
4995,Ca(PrTe2)2,-0.034894
4996,ThBi,-0.033331
4997,LiMgN,-0.085366
4998,MgZrO3,-258.043264
4999,TmAlSi,-0.028852
5000,BePSe,-86.094601
5001,TiBeCo2,-1.392603
5002,CrGe,-0.122055
5003,ErInCu2,-0.364141
5004,BeGa2Fe,-0.631686
5005,Ti2Co,-161.793353
5006,SnIr,-0.052513
5007,DySb,-0.0007610000000000001
5008,Ti3Pd5,-0.063947
5009,TiCuHg2,-28.159253999999997
5010,Li7OsO6,-0.050906
5011,Re3Ge,-82.952078
5012,HfSiRu2,-0.008608
5013,TaC,-0.028576999999999998
5014,Sm(MnGe)2,-0.18899200000000002
5015,HfMnBe2,-214.025166
5016,BeWCl2,-316.276763
5017,Sr2Sb,-0.034422
5018,Ba2NdNbO6,-131.796977
5019,VF2,-0.22286
5020,Ca(AsO3)2,-0.060655999999999995
5021,Sm3SnC,-195.369646
5022,SmBRh3,-0.065256
5023,NbFeSb,-0.178173
5024,IrC2,-403.844904
5025,BaIF,-0.098349
5026,NaLiAs,-0.303602
5027,SbTeClO3,-62.48829
5028,Ti3Cu,-0.992768
5029,Sr2CaIrO6,-0.034946
5030,Rb2TeBr6,-0.084702
5031,Tb(CoB)2,-0.036912
5032,RbCl,-0.15323399999999998
5033,ZrBeZn,-0.051015
5034,Rb2PbO3,-0.09337999999999999
5035,TiBeGe2,-1.2017440000000001
5036,RbC,-0.04071
5037,Si2O5,-55.400769999999994
5038,LaHO2,-211.19295499999998
5039,NbTe2,-0.017873
5040,NdO2,-5.4
5041,KRbS,-0.172766
5042,MnBe2Te,-0.488
5043,DyGa2,-36.730043
5044,ScSiPt2,-0.105967
5045,TiMn2Si,-0.031461
5046,ZrZnAs,-109.472952
5047,Ba2ZrS4,-0.131613
5048,MnSnF6,-0.117532
5049,KBaGe,-34.975328999999995
5050,ZnSn2O5,-0.048188999999999996
5051,Rb3NaBe2F8,-0.05832100000000001
5052,NpGa3,-0.01756
5053,YCoF5,-228.00786000000002
5054,V3Cu,-0.13794700000000001
5055,Ca3Pb,-0.178068
5056,Ho6CoBi2,-0.06769299999999999
5057,TmTiGe,-0.089136
5058,GdTe,-0.049569999999999996
5059,SmMg,-0.0609
5060,LiYbAlF6,-0.034076999999999996
5061,SbS2NF6,-0.085539
5062,YbSb,-0.003114
5063,KSiH3,-0.117698
5064,NiCl2,-1.365685
5065,UBr4,-0.579283
5066,U(GeRh)2,-0.122904
5067,BaCo2Sb,-0.069776
5068,AlBN2,-0.026799
5069,BaMgGe,-0.26109
5070,Ti2MnAl,-71.974979
5071,ZnPbF6,-0.26659099999999997
5072,NiF3,-0.364477
5073,Ta2Te4O,-0.08768300000000001
5074,ScBeFe4,-0.5898869999999999
5075,NpAl2,-41.559357
5076,BeCrHg,-0.28373699999999996
5077,Yb2Nd2O5,-187.296249
5078,PrI3,-27.079244
5079,HfSbRu,-0.044704
5080,PtO,-0.0061530000000000005
5081,LuIr2,-23.11169
5082,CeAg,-0.050635
5083,Ba4CdHg,-73.48469
5084,KBaLi2,-0.38745
5085,NdTmMg2,-0.007984
5086,TmUTc2,-0.022591
5087,NaPmTe2,-91.022228
5088,Pu2SO2,-0.024429
5089,BaAg2GeS4,-20.996527
5090,ZrZnN2,-0.08379600000000001
5091,ZrBeCl,-0.225805
5092,CoSnF6,-0.208314
5093,Na2BeCl,-109.60806799999999
5094,BeCrCd,-0.23248400000000002
5095,MgSbF6,-0.309355
5096,NdTeCl,-0.029593
5097,HoAl3,-0.037794
5098,Rb2PdF6,-0.234981
5099,Sc3P,-0.210919
5100,U(MnGe)2,-28.565153000000002
5101,TiAlFe2,-0.13894
5102,ZrNiGe,-97.69515
5103,BeInCl2,-293.609896
5104,H3BrO,-0.113001
5105,SrMnBe2,-130.372941
5106,Mg2SiO4,-145.773166
5107,SrCrW2,-62.381367000000004
5108,BeCu2Rh,-0.41528000000000004
5109,LiCuO2,-0.203652
5110,VBr2,-0.054085
5111,HfSiO4,-0.023968
5112,ZrHg,-0.008926
5113,Mn2ZnO4,-364.238251
5114,CaBePb,-0.576005
5115,RhCl3,-0.048198000000000005
5116,ThGeO4,-0.057977999999999995
5117,UBi,-0.0049960000000000004
5118,BaTaS3,-0.075362
5119,Ni3Pb,-0.462172
5120,Tm2AlOs,-0.037806
5121,CrPbO3,-0.174353
5122,Y2GeI2,-0.6509199999999999
5123,Tm2S3,-0.138686
5124,K3Zn2F7,-0.31663
5125,BeCrFe2,-0.761426
5126,PrTe,-0.011175
5127,Al2SiO5,-0.038524
5128,SeI2,-62.222395999999996
5129,Ba2VTe,-24.096888
5130,NaI,-62.529084999999995
5131,Ca2NF,-0.044688
5132,Be2B,-0.004104
5133,YbC2,-0.011211
5134,Mn2Au,-0.231444
5135,TiNi2Sn,-30.857244
5136,Co(BiO3)2,-88.077118
5137,ZrAsPt,-12.202802
5138,TiMnO3,-0.084853
5139,Th(CrSi)2,-94.767837
5140,Li2Fe(PS3)2,-0.087037
5141,MgAu,-0.039136000000000004
5142,Pm2InAg,-0.040027
5143,Sr2BeP,-250.171261
5144,AlCuO2,-0.141674
5145,Ca3(FeN2)2,-0.132172
5146,Y(GeRu)2,-0.051827
5147,ZrAgMo,-63.88361800000001
5148,Al5CuS8,-0.304679
5149,ScPdO3,-168.75440700000001
5150,BaLi2Ca,-0.16934100000000002
5151,Ba2S3,-0.086011
5152,Sr2NiTeO6,-22.710445
5153,NaLiSe,-0.06215800000000001
5154,RbPrSe2,-0.038593
5155,RePbClO4,-0.061635
5156,MgBeBr2,-218.007758
5157,Ca(BeP)2,-0.166991
5158,Na2NiO2,-0.428788
5159,SmCrO3,-68.057239
5160,Hf3Si2,-0.010005
5161,Ba2ErRuO6,-0.767347
5162,KBaTi,-34.754677
5163,NpP3,-0.031438
5164,YbPaRu2,-0.00045
5165,K2BeF4,-0.525213
5166,Eu2PI,-0.029338999999999997
5167,MnNi,-0.516999
5168,ZrAsP,-85.658186
5169,MnPSe3,-83.03550200000002
5170,TlGaO2,-218.28865499999998
5171,TiInAu2,-8.846936
5172,Pb2S(O2F)2,-0.115632
5173,MnNbAs,-105.42336999999999
5174,ScRu,-0.128382
5175,ThPt,-0.019328
5176,NdBeO3,-0.170478
5177,Li2FeBr4,-0.22183200000000008
5178,VINCl3,-494.375612
5179,TbCu,-0.6880430000000001
5180,VCuO4,-0.198214
5181,NbBiO4,-0.10555
5182,YErZn2,-0.23783400000000002
5183,Rb2HfF6,-0.027302999999999997
5184,BeSiRh,-0.493753
5185,BS2N2OF7,-0.306197
5186,NaTl2MoF6,-52.869699
5187,MgBeFe2,-1.409008
5188,BeGa2Bi,-101.926712
5189,MgBeIr2,-0.7321300000000001
5190,RbPbBr3,-0.364396
5191,KP,-0.093125
5192,Yb(FeSi)2,-0.111946
5193,LiSi2N3,-0.030070999999999997
5194,KAs4BrO6,-0.08730800000000001
5195,AlTeI7,-0.06954
5196,LiNdTiO4,-0.107669
5197,NiSe,-0.44803000000000004
5198,YbAgO2,-0.033394
5199,HfZnCo2,-0.032913
5200,ErAgTe2,-0.08037799999999999
5201,HfIN,-0.042113
5202,Na3NiF6,-0.126341
5203,CdCuAs,-77.045683
5204,CaBe2Ge,-139.953866
5205,Ga2PdI8,-0.22551300000000002
5206,Li2AlPCO7,-31.969553
5207,K3GeS3,-0.201709
5208,Nb4C3,-0.098848
5209,Sm(MnAl2)4,-0.112402
5210,Yb(MnGe)2,-0.128653
5211,MoSeS,-0.655338
5212,BaNaSr2,-0.28521599999999997
5213,NaBeCr2,-197.102544
5214,CaNi2As,-107.321293
5215,CuAsSe2,-1.6302290000000002
5216,SrGe2,-0.26909
5217,RbHF2,-0.126346
5218,Ti2BePb,-0.552348
5219,TaTeBr9,-0.11573299999999999
5220,Tm2OsPd,-0.07723
5221,NaPPdS4,-0.199847
5222,Mn3Si,-91.598362
5223,Ba2SbAu,-0.038305
5224,NaYb(PS3)2,-0.180312
5225,Er(SiRh)2,-0.046801999999999996
5226,Zn2CoN2,-0.191693
5227,Yb3Si5,-0.013715999999999999
5228,Te3WO2,-0.081589
5229,AlO,-430.020697
5230,Te3Mo2S,-0.026735000000000002
5231,USiAu,-36.075174
5232,BaNdMn2O6,-0.091563
5233,ScRu3,-0.047639
5234,YbF3,-22.189084
5235,KYbO2,-0.082037
5236,DyTe,-19.065923
5237,ZrCoP,-0.016358
5238,BeVRu4,-100.6869
5239,AlCuTe2,-0.6854680000000001
5240,MnBeTl,-33.60398
5241,Fe3Si,-30.971849
5242,ZnCu2GeTe4,-1.1460110000000001
5243,Rb3H5Pt,-0.032704000000000004
5244,TaF5,-238.66114
5245,Li2InSb,-5.650994
5246,ScAsPt,-0.048626
5247,P3Ru,-0.028211
5248,ScMnBe,-1.8024740000000001
5249,LiBeV2,-0.177152
5250,VCl3O,-0.124759
5251,HgS,-0.10128200000000001
5252,NaVO2,-0.213693
5253,PmTlRh2,-0.024561000000000003
5254,MgNbRu2,-0.035123
5255,NdCl3,-0.026205000000000003
5256,K3V3O8,-0.08456799999999999
5257,Ti2AsIr,-58.2241
5258,CeSiOs,-0.010876
5259,SmScSi,-0.107119
5260,Nd3GaC,-211.89190499999998
5261,ZrGeTe,-0.31185300000000005
5262,LiPm2Rh,-0.086194
5263,Ho(NiP)2,-0.269205
5264,RbTmS2,-0.092102
5265,PrB2ClO4,-0.040673
5266,ThCl4,-0.014558000000000001
5267,CdSnAs2,-0.466503
5268,LiIn2Rh,-0.07346
5269,CaBeOs2,-63.886821999999995
5270,Ca(VS2)2,-138.293022
5271,BeNi,-0.271567
5272,CeCoC2,-0.18023699999999998
5273,Ti3Al,-83.372054
5274,NaBeV,-2.067189
5275,ThIr5,-27.58921500000001
5276,HgRhF6,-0.07091599999999999
5277,NdCo2,-0.058212
5278,GeSb,-0.5219520000000001
5279,PuC,-0.036335
5280,YbTlPd2,-0.061777
5281,Ta2O5,-0.041152999999999995
5282,MnN,-270.872541
5283,Zn2PtO4,-0.04032
5284,RbNdTe2,-0.03347
5285,FeAg3,-27.271156
5286,KB6,-0.034246
5287,InNi,-0.4875930000000001
5288,HoScO3,-0.071373
5289,MnCoO3,-0.044604000000000005
5290,TiBeBi2,-97.545211
5291,Tm(SiPd)2,-0.055235
5292,CrCo2Si,-125.878449
5293,HfBeTc,-0.06257
5294,CaMnF6,-0.125666
5295,YAs,-0.010251
5296,TbScO3,-0.03344
5297,ZnMoF5,-365.06668199999996
5298,Li2MgCu2(Si2O)2,-0.23360799999999998
5299,Mg3Mo,-0.163053
5300,Tm2AgOs,-0.055267
5301,Sn2IF3,-0.36430100000000004
5302,NaTc2As,-0.027726999999999998
5303,CaBeGa,-0.603221
5304,Pr(SiRh)2,-0.041725
5305,Zn(GaTe2)2,-0.168318
5306,RbI,-0.030197
5307,CoCu2Sn,-76.69588399999998
5308,NaCO2,-0.070631
5309,UPb3,-0.001046
5310,UB4,-0.11341099999999996
5311,K2NaRhF6,-56.62785699999999
5312,TiBe2Se,-0.911042
5313,Ta2N,-0.007622
5314,BaYSc,-29.662823
5315,Y2Cl3,-0.025187
5316,Li8HfO6,-0.077692
5317,MnBe2P,-0.26862800000000003
5318,Sr(AsPd)2,-9.108785000000001
5319,LiY2Ru,-0.097112
5320,Th3Sb4,-0.027385000000000003
5321,ZrInAu,-0.03108
5322,Ta2BeOs,-0.251252
5323,AgI,-0.099639
5324,MgO,-0.15521300000000002
5325,Sm3AlN,-202.350316
5326,CuBi(WO4)2,-0.23929499999999998
5327,Pm2ZnOs,-0.17719100000000002
5328,CaUS2,-81.894712
5329,GaP,-0.021792
5330,BeCu4Rh,-122.71800800000001
5331,MgTi,-0.464843
5332,NbCd3,-0.015181
5333,CdHg2,-2.821008
5334,Zr2InNi2,-0.601197
5335,Li3Pt,-0.088085
5336,VSnPd,-0.240339
5337,Ba2YTlCr2O7,-128.741468
5338,Ba4YSc,-57.811814
5339,TaOsPb,-41.541057
5340,Sc2BeBr,-92.024066
5341,BeAlB,-2.418066
5342,BeFeBr2,-242.438067
5343,BeCu2Pt,-0.36786599999999997
5344,Mg3BeAl8O6,-0.091978
5345,FePd,-0.35728499999999996
5346,Ca(WN)2,-6.401893
5347,Ca(As2Rh3)2,-0.028519
5348,VSnRh2,-92.72332800000001
5349,HfAlRh2,-0.021649
5350,NpSnIr,-0.048641000000000004
5351,La(CoB)2,-6.170903
5352,Sr(CdGa)2,-0.23212399999999997
5353,CaCd3O4,-0.188962
5354,Pr(CoB)2,-0.047345
5355,LiHo3,-0.079752
5356,PrInCu2,-0.441475
5357,BeV2Hg,-0.297825
5358,Hf2Zn,-0.290878
5359,SiH2C2(NF)6,-0.175729
5360,CaPt5,-0.036896
5361,NaAsP,-191.404762
5362,Li4TiS4,-0.095978
5363,BeCo2Bi,-52.610133
5364,NaLi2Bi,-0.062837
5365,NaYbSe2,-0.26355100000000004
5366,BaScBr,-64.41028
5367,Ba(PPd)2,-0.029580000000000002
5368,Si3CCl8,-0.180585
5369,BaMn2Cu,-80.906343
5370,Ca2SnO4,-0.029223000000000002
5371,SrCd,-0.15482100000000001
5372,Ba4GaCl,-86.13495400000002
5373,Y(SiPt)2,-0.01112
5374,B2Au,-151.942224
5375,Mg2Ni3O8,-0.094534
5376,TiCd,-0.485253
5377,BaRuCl2,-106.248902
5378,TiGaNi2,-0.307931
5379,MnBeGe2,-1.4742790000000001
5380,NbSiAs,-0.020402
5381,Ba2MoPb,-29.062908
5382,SnClF,-0.177153
5383,LiAlVO4,-7.434808
5384,BeAgMo,-0.179293
5385,Rb3Sn,-9.282110000000001
5386,Rb2CaH4,-0.075765
5387,CaIrO3,-0.025205
5388,Ti4As3,-0.017356
5389,FeSiTc2,-0.038942000000000004
5390,RbYTe2,-0.037248
5391,LuRh2,-0.451517
5392,Li3N,-0.021268000000000002
5393,Ga(IO3)3,-0.060788999999999996
5394,ZrC,-0.0020280000000000003
5395,Hf2BeZn,-0.667177
5396,ErTaO4,-0.323139
5397,ScBeW2,-0.02471
5398,NaVCdO4,-0.07356599999999999
5399,ZnH2SeO5,-0.144965
5400,DyGe,-0.090326
5401,KBa4W,-65.375518
5402,BW,-0.010965
5403,BeNb2P,-81.379731
5404,Ni(PS3)2,-0.601671
5405,LiYb2Tl,-0.055666999999999994
5406,Mg(SbO3)2,-0.072809
5407,LiGaTe2,-0.051516
5408,KTi2Be,-106.921751
5409,BeGePb,-33.378834000000005
5410,ZrGa2,-0.20330399999999998
5411,Tl2CuF4,-0.355795
5412,KAsSe2,-0.103183
5413,CaCuF4,-0.256448
5414,Ce3InC,-0.034679
5415,NiPtF6,-0.11405599999999999
5416,BaV2Bi,-53.340599
5417,K3Ho,-0.0821
5418,TmNp3,-68.36667800000001
5419,RbPdF3,-0.075644
5420,TaBeCl2,-291.280758
5421,CrFe2Sb,-101.846728
5422,LiMnSb,-48.937477
5423,LiCdBO3,-0.08916900000000001
5424,HoCuP2,-168.145388
5425,Be2GeIr,-0.16072899999999998
5426,TbIr2,-0.004159
5427,PrMnSi,-0.231402
5428,LiBi(PdO2)2,-0.030872000000000007
5429,PrPPd,-0.045981
5430,ZrTiTe4,-0.098384
5431,ScH2,-0.023263
5432,HoRh2,-0.144349
5433,Lu(FeO2)2,-0.408851
5434,Sr2H6Ru,-0.007970999999999999
5435,LiMoO2,-0.031557999999999996
5436,HfMgAu2,-0.07212
5437,ZrInNi2,-0.496965
5438,HfCo2,-0.015434
5439,CuRhO2,-0.143746
5440,Tm2CuOs,-0.029705000000000002
5441,YScBe,-0.286554
5442,KNbF6,-35.094395
5443,CdAs2,-0.233452
5444,CuHOF,-0.140094
5445,CaFeO2,-95.905721
5446,K5CuSb2,-1.727209
5447,KThCuS3,-5.469485
5448,CoH2SO5,-0.222985
5449,TiGaNi,-0.369866
5450,Mg3BN3,-0.036417000000000005
5451,Ba2Mn3(AsO)2,-0.104924
5452,NaGa4,-0.158423
5453,BaCaTi4,-0.112497
5454,KSr2Be,-68.169916
5455,Na2MnBe,-2.228264
5456,TiMn2Al,-0.074912
5457,HfInNi2,-0.216928
5458,TlInTe2,-0.122672
5459,Ba2BrN,-0.167543
5460,TiNiSn,-0.11324300000000001
5461,CrCoTe,-52.527766
5462,YTiF5,-132.712969
5463,ZrBrN,-0.06265
5464,Ho3InC,-204.781384
5465,Sm4Sb3,-0.013896
5466,MnGeRh2,-98.037561
5467,BaScCl,-70.290172
5468,TaBeCl,-0.381375
5469,SmCoO3,-138.68344299999998
5470,NiAgO2,-0.12154000000000001
5471,TbH3(CO2)3,-0.054424
5472,AsPdCl,-139.214085
5473,RbC2I3N2,-0.219563
5474,BeZnMo,-0.479317
5475,MgMo2O5,-59.615584
5476,Zn2NiRh,-0.07775399999999999
5477,Ba2Sc2O5,-0.062811
5478,Mg3Nb,-0.28226799999999996
5479,Li6WN4,-0.026195999999999997
5480,NdTlTe2,-0.045373000000000004
5481,DySnRu2,-0.050466000000000004
5482,ScCl3,-0.200992
5483,ZnCdS2,-0.43125600000000003
5484,NiCl,-46.355337
5485,CeSiI,-0.05235700000000002
5486,NbInNi,-0.14336500000000002
5487,NaTl3(SO3)2,-0.124497
5488,YPbAu,-0.024600999999999998
5489,UGeS,-0.021687
5490,BMo2,-139.48686899999998
5491,TaAgF6,-40.644447
5492,Rb3Nb,-0.031594
5493,Na7NbO6,-0.103302
