,pretty_comp,magmom_outcar
11662,BeAgMo,0.0
11663,C3NClO4,-0.0
11664,TmNi2B2C,-0.0
11665,Sc2BeBr,0.0
11666,K3SbO4,-0.0
11667,HgSO4,0.0
11668,Sc(FeSi)2,4.1656322999999995
11669,BaCdBr,-0.0
11670,Zr2Co2P7,4.0440194
11671,Co(PtO2)3,2.9691002
11672,TiRu3,0.0
11673,Y2PdRu,-0.0
11674,VRh3,0.0
11675,Sc6Al6Ru7,-0.0
11676,RbNaO3,3.9999992
11677,CaZn(SiO3)2,-0.0
11678,Co3Bi,2.8990028999999997
11679,AcBr3,0.0
11680,ZrTlCuSe3,0.0
11681,CrAsPt2,5.9e-06
11682,BaZnBi2,-0.0
11683,ZrBePb4,0.2795803
11684,Li2SiO3,-0.0
11685,Au3S,0.0
11686,Th(CoGe)2,9.92e-05
11687,CrCdO4,-0.0
11688,Sr2UO4,1.8917992
11689,Co2Ge,8e-07
11690,YP,0.0
11691,Ti2TcIr,-0.0
11692,Y3CuSnS7,0.0
11693,ScInO3,0.0
11694,Rb3Tc,3.4831065000000003
11695,Zn2CuN2,-0.0
11696,Li2SnO3,-0.0
11697,NaRhO2,0.0
11698,Sm2AgRu,0.0
11699,Eu(MgH3)2,-0.0
11700,AcEr3,5e-07
11701,ScAlCu2,-0.0
11702,TmSb(PbO3)2,-0.0
11703,Pr2TlCd,0.0
11704,KGaAs2O7,-0.0
11705,LiCuCO3,0.0
11706,HfBe2Hg,-0.0
11707,RbLiO3,3.9999992999999994
11708,BeOsBr4,3.1838485
11709,Er2FeC4,0.0
11710,WBr4O,0.0
11711,Rb2PdN2(ClO2)2,-0.0
11712,BaCu2Cl,0.0
11713,Li2CuNiO4,1.5522714
11714,HfTlAu2,-0.0
11715,Li5CrCl8,3.0
11716,Be2CoGe,0.0
11717,K2Zn(SiO3)2,0.0
11718,Mg2As,-0.0
11719,CaHCl,0.0
11720,Sm3Ag,-0.0
11721,ZrBe2,-0.0
11722,ZnMo2As,-0.0
11723,Sc2BeIn,-0.0
11724,MgSbRu2,-0.0
11725,Sc(CoSi)2,0.0
11726,NaRe3,-0.0
11727,Ge3Sb2O9,-0.0
11728,Sr2ZnGe,1.3072834999999998
11729,YPd3C,0.0
11730,BePPt,-0.0
11731,TbTlS2,-0.0
11732,Rb2TbF6,1.9552209999999999
11733,Al8Mo3,0.0
11734,ScP,-0.0
11735,KHO,-0.0
11736,Li6V(OF)3,4.0
11737,Zn3B,-0.0
11738,KAlH6(OF3)2,-0.0
11739,TmHfRu2,-0.0
11740,BeZnIr,0.0
11741,SiSbOs2,0.0
11742,Y2Si4Mo3,0.0
11743,Be2GaCu,0.0
11744,Ho6CoBi2,-0.0
11745,LiGaNi2,-0.0
11746,SrAsPd,-0.0
11747,HoErZn2,2e-07
11748,Ni(BMo)2,0.0
11749,ErTa3,-0.0
11750,Nb2Tl5S4Br9,-0.0
11751,Dy2Ge2O7,0.0
11752,Ba4TiPd,0.6341915
11753,ZnH2SeO5,0.0
11754,Rb2TlInCl6,-0.0
11755,Lu3Ga5Ni,-0.0
11756,Na3Ni2SbO6,3.9999976999999998
11757,Ce3Al,1.6108532
11758,ZrS,0.0
11759,TbAl7Au3,0.0
11760,SiIr,-0.0
11761,Hf2TaN3,0.0
11762,BeMoCl,-0.0
11763,KTaPt,-0.0
11764,HfZrTc2,0.0
11765,Be2IrW,0.0
11766,Li5Ni5(SnO)2,8.955941699999997
11767,BeTcHg2,0.0001056
11768,Na2SmPCO7,-0.0
11769,ZrBe2Ru,-0.0
11770,MgBe3,0.0
11771,TmNiSb,0.0
11772,NdTa3O9,-0.0
11773,TaBe2,0.0
11774,Er(SiAu)2,-0.0
11775,Mn2Ge,8.9370421
11776,LiHfIr2,-0.0
11777,BeCuSn,-0.0
11778,Mg2H2O3,0.0
11779,TiMn2O6,5.9999769
11780,BaHfBr,2.9896563
11781,DyGaO3,-0.0
11782,Ti3In,1.7248251
11783,CeSe,0.8292746999999999
11784,MnB4,0.5100119000000001
11785,ScVRu2,-0.0
11786,Li(YSi)2,0.0
11787,Na5SiP3,0.0
11788,Zn2NiN2,-0.0
11789,YbYRh2,-0.0
11790,Ba2InNi,0.0
11791,Ta2B,-0.0
11792,Mn(GeO3)2,6.000000099999999
11793,AgPF6,-0.0
11794,LiYF4,0.0
11795,Cr2FeTe4,8.568252000000001
11796,KLiZnS2,0.0
11797,ScBeBr2,0.0
11798,Ba2CuF6,1.9994618000000002
11799,SrMnBi2,7.883010400000001
11800,Ge2Os,-0.0
11801,PrSnPt,0.0
11802,HoPd,-0.0
11803,Sc2TcAu,0.0
11804,Sr4IrO6,1.6041798
11805,EuTlS2,0.0
11806,KH2N,0.0
11807,Hg2BrN,-0.0
11808,Ca(Ni2Sn)2,-0.0
11809,BaZr4Hg,0.0
11810,KPF6,-0.0
11811,ErAgSe2,0.0
11812,ZrBRh3,0.0
11813,Er3SnC,0.0
11814,Ti5Si3,-0.0
11815,Na4GeO4,-0.0
11816,Yb3Ag2,0.0
11817,LiBeCu2,-0.0
11818,CuSeO4,1.9502502
11819,Ac2ZnSi,-0.0
11820,Er2AlSi2,-0.0
11821,CaMgSiO4,0.0
11822,NaIn2Au,0.0
11823,BeBi2Ir,-0.0
11824,Mg3Re,0.5103655
11825,NdGa3(B2O)2,-0.0
11826,K2Cd(AuS)4,0.0
11827,Ba4MgCr,3.7062134
11828,ZrAu2,-0.0
11829,DyBiPt,0.0
11830,CaZnSe2,0.0
11831,ErB3Mo,-0.0
11832,Pr2SnHg,0.0
11833,Be2CdIn,0.0
11834,Ba5Ga5Sn,-0.0
11835,Mn3P,2.4091767999999996
11836,HfNbO4,1.9894923999999998
11837,TbO2,0.9960808000000001
11838,Li2RhF6,1.9929991999999999
11839,ZrNbP,-0.0
11840,Ni(BW)2,-0.0
11841,TcN2,5.01e-05
11842,LiAl2Rh,-0.0
11843,Rb(WCl3)3,1.6159306999999998
11844,Ba4ReRh,2.5716493
11845,Sr2BeBi,-0.0
11846,Be2TlPd,0.0
11847,Y2Hf2O7,-0.0
11848,YAlO3,0.0
11849,Li3MnO4,2.0000150000000003
11850,Ba2TaBiO6,-0.0
11851,K3Sm,1.9e-06
11852,Th(NiGe)2,0.0
11853,Be2GaSe,-0.0
11854,SmP3,-0.0
11855,BaIrO3,-0.0
11856,As4S5,0.0
11857,YBeCu4,0.0
11858,BiSeCl,0.0
11859,Sc5CCl8,0.0
11860,Mn3GeC,2.9966392999999996
11861,TbTe,0.6617016
11862,CaBe2Bi,-0.0
11863,MnTlF3,5.0
11864,Hg3F,-0.0
11865,ScInPt2,-0.0
11866,Yb2ZnPb,-0.0
11867,Sb8Cl2O,0.0
11868,Ti3Tl,-0.0
11869,YCuO2,-0.0
11870,LuCd2,0.0
11871,NaZnF3,-0.0
11872,Ca2BeIn,0.0
11873,Sr(PrSe2)2,0.0
11874,NaFe(SiO3)2,2.0003058
11875,NaMnBe2,2.9456434
11876,TiMn(PO4)2,9.9960619
11877,Be2NiTe,1e-07
11878,BaNaTe,-0.0
11879,Li3Sb,0.0
11880,RbCaSb,0.0
11881,Yb(SiRh)2,0.0
11882,AlInCl4,-0.0
11883,Zr2CoTc,0.08349889999999999
11884,Zr2Al3C4,-0.0
11885,HoCoSi,0.0
11886,Ba2BeBi,0.0
11887,Na4BeZn,0.0
11888,NaWO3,-0.0
11889,BeTeIr,0.0
11890,Li5VF8,2.0
11891,Ba4NiGe,0.2169399
11892,BaZnGe,-0.0
11893,MnBeSb,-0.0
11894,TlZnAsO4,-0.0
11895,Mg3Br,0.0
11896,KLiZnO2,0.0
11897,TbInAu2,0.0
11898,PaNi2Ge,0.0
11899,LiCrCoO4,4.0611652000000005
11900,CeSbAu,1.9288112000000002
11901,AcYbRh2,0.0
11902,BeCuW2,0.0
11903,TiV4CuO2,-0.0
11904,Li2TlSn,0.0
11905,MnHgPd2,4.2767434
11906,BaCe,1e-07
11907,YAl3,-0.0
11908,NbW9Se20,0.0
11909,HfPt3,-0.0
11910,MnBeGa,1.7327808999999998
11911,K2HfF6,-0.0
11912,Ba3Cu2(ClO2)2,3.851717
11913,TlZnF3,0.0
11914,Tl2SiF6,0.0
11915,Ba(CdAs)2,0.0
11916,ZrSbRu,0.0
11917,Hg4OF6,0.0
11918,Sn(SbTe2)2,0.0
11919,CeNi2,2e-07
11920,ZrRu3C,-0.0
11921,As3Rh,0.0
11922,Ba4TiCd,1.34e-05
11923,SrNi2Ge,-0.0
11924,Ag2HgI4,0.0
11925,NpN2,2.0000188999999997
11926,Nd3TlC,-0.0
11927,PmCdPd2,-0.0
11928,Ba4CrCo,5.8516389
11929,PuIr2,0.0
11930,ZnMo3,0.0
11931,Li2Si3NiO8,3.9978697999999997
11932,LiRh2Pb,-0.0
11933,Tm3InN,0.0
11934,ErNbO4,-0.0
11935,ScIr,0.0
11936,InAsF6,0.0
11937,IrC,-0.0
11938,NaHgPd2,0.0
11939,Ta2Be2O5,0.7022894000000001
11940,TiFe2,5.0932353
11941,KNa2Bi,0.0
11942,Ge2SbO6,-0.0
11943,CeHfO4,-0.0
11944,HfMgBe2,0.0
11945,NaLi5N2,0.0
11946,ZnPd3,0.0
11947,CrAgSe2,0.0
11948,RhN2,0.0
11949,Dy(Ni2As)2,0.0
11950,Cr3RhN,4e-07
11951,DyPaRu2,-0.0
11952,AsPt2W,-0.0
11953,V2InC,-0.0
11954,BeVBi4,3e-07
11955,BaBeSiO4,0.0
11956,WSCl4,-0.0
11957,K4P2O7,-0.0
11958,Ba4P2O,-0.0
11959,Nb3B4,-0.0
11960,Ni3Hg,0.8826476000000001
11961,BaHBrO,0.0
11962,Mg3Bi,0.0
11963,BeNb2P,0.0
11964,NaAlO2,-0.0
11965,Be2InTe,-0.0
11966,TiBeV,-0.0
11967,Na4Ge2Se5,-0.0
11968,NaH6CN2ClO2,-0.0
11969,TaBeRu2,0.0
11970,Pr2B3Cl,-0.0
11971,RbHCO2,-0.0
11972,Mn3Si,1.0685412
11973,KBeBi4,-0.0
11974,SrHo2O4,-0.0
11975,TmTh3,0.0
11976,Tc2MoAs,0.4626172000000001
11977,Li2HgGe,-0.0
11978,TlCd(NO2)3,4.0000496
11979,TbBRh3,0.0
11980,Mn3Be,-0.0
11981,Ba2YMn3O8,8.2706067
11982,K2BeNb,3.9219211000000014
11983,Ba2AgSb,0.0
11984,Sc2BeRu,0.0
11985,VZnSiO5,1.9999999
11986,Sr3In,0.0
11987,Th2Zn,-0.0
11988,Na3MgP2HO8,-0.0
11989,IBr,0.0
11990,K3Ho,7e-07
11991,LiCeO3,0.9944978999999999
11992,Ac3Sn,-0.0
11993,Ca(CeS2)2,3.9950666
11994,DyHoMg2,-0.0
11995,V5As3C,-0.0
11996,Be2OsPt,-0.0
11997,KAuSe2,-0.0
11998,TaBeRu,0.0
11999,BaYF5,-0.0
12000,ZrAsRh,-0.0
12001,Ti4Cu3O2,-0.0
12002,Ba3BAsO3,-0.0
12003,PtPb2,-0.0
12004,NbI3,2.4927492
12005,Ba2YV3O7,5.4010702
12006,VIrO3,2.2567386000000003
12007,Ho2SO2,-0.0
12008,LiHgPd2,0.0
12009,SmMgGa,0.0
12010,BeCoBi4,2.3321082000000004
12011,BaV2(PO)4,4.0
12012,Na4CdP2,0.0
12013,Tm(GeRu)2,0.0
12014,BeGa2Br,0.0
12015,Li2VO3,1.999991
12016,DyVO3,7.999999000000001
12017,Na(VS2)2,2.9535063999999998
12018,LiTiMnO4,4.125380799999999
12019,Ac2IrPd,-0.0
12020,Be2IrOs,0.0
12021,LiDy2Br5,-0.0
12022,Ba4I6O,-0.0
12023,NdNi5,0.6494367
12024,YbCeZn2,1.1e-06
12025,NaAcHg2,-0.0
12026,NbBr3O,0.0
12027,ZnGe2WO6,0.0
12028,H6CIN,0.0
12029,Li3NdSb2,0.0
12030,BaScNi2,0.0
12031,Na3AsS3,-0.0
12032,Ba4LiNb,4.1162394
12033,SrLi2Tl,0.0
12034,LiZn2Rh,-0.0
12035,BeVFe,1.9301368000000003
12036,Li5V2Ni3,4.9527128
12037,NaCdO2,0.9981620999999999
12038,RbFeSe2,5.3735709
12039,KTa(CuSe2)2,-0.0
12040,Be2PPb,0.0
12041,BaSiBi2,0.0
12042,V2Pb3O8,0.0
12043,SrCeN2,0.0
12044,Ti2Pd3,0.0
12045,Yb2SmS4,-0.0
12046,Ba4CrBr,5.0069225
12047,Mn2Be2Te,5.2547174000000005
12048,Ba2ZnAg,-0.0
12049,ScBeV2,1e-07
12050,Nd(NiAs)2,-0.0
12051,TiBe2Bi,0.0
12052,NdRh3C,0.0
12053,NpAsSe,7.360356200000001
12054,Ba(AlSi)2,0.0
12055,LuTlSe2,0.0
12056,MgPdF6,0.0
12057,Ba5P3ClO2,-0.0
12058,RuPbO3,1.4328678999999998
12059,BaBr2,0.0
12060,NaLiTe,-0.0
12061,BeCoW2,-0.0
12062,DyAu3,0.0
12063,Mn4Al,0.8726529000000001
12064,CrAs,4.9421608
12065,LiCuF3,3.9999809999999996
12066,ZnIn3,0.0
12067,Sr2VO4,0.840959
12068,KErS2,0.0
12069,Ba4RePt,1.9445557
12070,Sn(CO2)2,0.0
12071,Na2YPCO7,-0.0
12072,DyCoC,0.1619155
12073,TaI4,-0.0
12074,Lu2GaAg,1e-07
12075,Mn3SbO8,8.0013967
12076,Lu6WO2,-0.0
12077,Rb3Ti,3.4943449
12078,MnGaH4O2F5,10.0
12079,Sm2Ta2Cl2O7,0.0
12080,In2CuO4,0.0
12081,NaAg2Sn,0.0
12082,TbBi5O9,-0.0
12083,Ca2FeN2,3.8590708
12084,MgBeCr,0.0
12085,TmSbPt,0.0
12086,CaFe(GeO3)2,8.028120900000001
12087,GaAgS2,0.0
12088,LuAlPd,-0.0
12089,Li3P2WO8,2.9999665
12090,BaCo2Cl,3.211506
12091,Ba2ScCr,3.2531211
12092,TiAsP2,0.0
12093,Al2HgSe4,0.0
12094,Pr(SbOs2)2,-0.0
12095,HfTcAs,-0.0
12096,Sc3Si3Ni2,-0.0
12097,Be2NiCl,0.0
12098,Hf2ZnTc,0.0
12099,NdB4,0.0
12100,LiBeP2,-0.0
12101,Tm2Zr2O7,-0.0
12102,MnNbSi,2.1396217
12103,Li2EuGeS4,0.0
12104,LuBr3,-0.0
12105,Pt3O4,-0.0
12106,Na3NO2,1e-07
12107,Mn2AlRe,-0.0
12108,YTmHg2,-0.0
12109,Ni3Te,0.0
12110,YbBiAu,0.0
12111,KCr5S8,8.9865426
12112,BeRuPb,0.0
12113,Be2GeP,0.0
12114,Ta(TeCl3)2,0.0
12115,NaBe2Pd,0.0
12116,Mg(SnN)2,0.0
12117,ZnAsRh2,-0.0
12118,Li4Fe3O8,6.000001999999999
12119,Bi2SeO2,-0.0
12120,VBiPbO5,0.0
12121,Cd3PCl3,0.0
12122,BeReOs4,0.0
12123,LiHg2Pt,0.0
12124,Sm3GaC,-0.0
12125,Dy(SiPt)2,0.0
12126,Hf6Al6Rh7,-0.0
12127,Li2Fe(CoO3)2,3.9899562999999993
12128,ZnPd,0.0
12129,MnBeTc,-0.0
12130,KNaMo(OF2)2,-0.0
12131,LuSbRh2,-0.0
12132,ZrTiBe2,0.0
12133,Ba4GaMo,0.0
12134,Li2CrNi(PO4)2,9.999482400000002
12135,Rb3SbO3,0.0
12136,K2Be2Si,0.0
12137,VCo2Ge,2.6274659
12138,BeNi2Pb,0.0
12139,ThGa2,-0.0
12140,Er2MgIn,1e-07
12141,BaHgSe2,0.0
12142,Ba4IrO6,1.6514506999999998
12143,Mn(NCl2)2,6.1576402
12144,DyFe5,9.2458913
12145,Ca4BeNb,4.4759547
12146,DyMnSi,8.9222372
12147,Rb3AsSe6,0.0
12148,BeZn2Ru,-0.0
12149,LiMg2Ag,0.0
12150,Ca2PAu,0.0008853
12151,Na3FePCO7,8.0000001
12152,DyHO2,0.0
12153,NbGe2,0.0
12154,ZrCo2,3e-07
12155,ErZnGa,0.0
12156,GePd,-0.0
12157,La2CuIr,1e-07
12158,NaHg,-0.0
12159,Li3AuS2,0.0
12160,LiGa,0.0
12161,ZnS,0.0
12162,HoHO2,0.0
12163,TaCl5,0.0
12164,Be2Hg2Mo,0.9476378000000001
12165,BeGeSe2,0.0
12166,Dy3Fe2Si3,0.0
12167,In2Co3S2,0.0
12168,Be2MoPd,0.0
12169,LiBe2Br,0.0
12170,TbSnAu,-0.0
12171,YGaRh2,0.0
12172,In3Ge,-0.0
12173,PdCl2,0.0
12174,GaBi,0.0
12175,Nd3Sm,0.0
12176,Sc2TcPd,-0.0
12177,Ca5Si3,-0.0
12178,Sr(InTe2)2,0.0
12179,TbMgCd2,0.0
12180,Ba4GeSe,0.0
12181,TiCdO3,-0.0
12182,CoAg3(CN)6,0.0
12183,BeHgSb,0.0
12184,BaSr2Bi,0.0
12185,TcAsCl,2.827138
12186,SrSbSe2F,0.0
12187,TaTiRe2,0.0
12188,CrPS4,5.999350700000001
12189,BaMgSe4,-0.0
12190,HfBeCu,-0.0
12191,MnBeCl2,3.5906238
12192,Al2IrRu,-0.0
12193,TiAlAu2,0.0
12194,K4ZrBe,3.6323294
12195,Hf2BeMo,0.0
12196,TmBi3,-0.0
12197,Lu2GaTc,-0.0
12198,KBaPb,-0.0
12199,BeSiW2,-0.0
12200,LiVPHO5,4.0
12201,AsRhW2,-0.0
12202,Ba4TcPd,1.9924693
12203,PrCd2,-0.0
12204,BaAlCuNiO5,0.6832779
12205,Be2TeRh,0.0
12206,Li2BF5,0.0
12207,Ta2NbOs,0.0
12208,Al2PdRu,0.0
12209,DyAl2Ni,-0.0
12210,ZrPd3,-0.0
12211,ThAs,-0.0
12212,Li2PNO2,-0.0
12213,YGa,-0.0
12214,Na4CO4,0.0
12215,Na2ZrSi4O,0.0
12216,KBe2Hg,0.0
12217,DyAlAg2,0.0
12218,BeSiRh,-0.0
12219,Mg2TiO4,-0.0
12220,NaO3,0.9946975
12221,Yb2Cu(Ge2O)2,5.400000000000001e-05
12222,Li8ZrO6,-0.0
12223,TbNiB4,-0.0
12224,ScIr3,-0.0
12225,Ba4CdRu,0.3021123
12226,ZrBeBr,-0.0
12227,PrAl5Ni2,0.0
12228,CdSnPd2,0.0
12229,Be2BiP,0.0
12230,Ba4ScSi,2.1230352000000003
12231,Rb3Dy,3.39e-05
12232,Na2LiNF6,0.0
12233,Li8NO3,0.9999565999999999
12234,Li2CrNiO4,2.6914254
12235,Ba4TeSe,0.0
12236,AsSe,-0.0
12237,Tm2MgIn,0.0
12238,V2P2O7,6.000000099999999
12239,NdGa2,0.0
12240,Ba2LiReN4,-0.0
12241,U6Mn,-0.0
12242,KY2Ti2S2O5,0.9169368
12243,PrCd3,0.0
12244,Al6C3N2,0.0
12245,HgB4O7,-0.0
12246,BaHfHg4,0.0
12247,AlPt,0.0
12248,Ba2IrO4,-0.0
12249,Ti2C,0.0
12250,YMgZn,-0.0
12251,TiSiOs2,0.0
12252,ZnBi3,-0.0
12253,Tl(NiSe)2,-0.0
12254,Sr4MgFe2(SO3)2,8.3701084
12255,Cr3Fe,1.8443163
12256,Sc2AlTc,0.0
12257,KIO3,-0.0
12258,NdBiO3,-0.0
12259,Na(CuS)4,0.0
12260,TaHgS2,0.0
12261,DyGa2Cu3,-0.0
12262,CdCu2GeSe4,0.0
12263,LiTm2Rh,0.0
12264,PrBi2BrO4,-0.0
12265,Rb4CdCl6,0.0
12266,ScGaPt2,0.0
12267,Ba4Sb2O,0.0
12268,SrBe2W,0.0
12269,KHfNi,0.0
12270,PmI3,0.0
12271,Li2PtAu,0.0
12272,Sr3MnN3,2.4864022
12273,CeAl4,0.7988734000000001
12274,Lu2TcAg,-0.0
12275,LiSnAu,0.0
12276,Tb(HO)3,-0.0
12277,HgPRh,-0.0
12278,LiV2O5,1.911472
12279,MgBe2Br,-0.0
12280,LiSi2BiO6,-0.0
12281,Ba2MnSn,4.6468898
12282,TlSiPt5,0.0
12283,Li2Ti2V3,4.9445255
12284,SrBe3O4,0.0
12285,K3NaCr2O8,-0.0
12286,DyPaTc2,0.0
12287,KNbF6,-0.0
12288,HgPbF6,-0.0
12289,UAsS,4.8911633000000005
12290,LiLuPd2,0.0
12291,Lu2MgRu,0.0
12292,YbTmPt2,0.0
12293,Be2NiPb,-0.0
12294,Na3Mn2SbO6,9.990318400000001
12295,LiYGa4,0.0
12296,BaHfSe4,1.5045777
12297,Ge3Cl8,-0.0
12298,NaRuO2,0.9995025
12299,LuBi2ClO4,0.0
12300,Er2SnAu2,-0.0
12301,TiFeCoSb,1.9968978
12302,Ba2PrRuO6,5.8707402
12303,BeFeBi,1.7528109
12304,Co2Sn,2.7718338
12305,KAuO2,0.0
12306,Ta2InCuTe4,2.9678793
12307,BeGaSe2,-0.0
12308,NaCd2Pt,0.0
12309,NaErSe2,0.0
12310,NbAlCo2,1.8785266999999999
12311,Pr(SiRh)2,-0.0
12312,Ba2YRuO6,2.8808177
12313,KF,0.0
12314,LiNbIr2,0.0
12315,SmSi2,0.0
12316,Ho6ReO2,0.9977718000000001
12317,ZrSe3,0.0
12318,Ba5As3,1.8821005000000002
12319,Li3Ni2OF5,6.969555099999999
12320,ScBeSb4,-0.0
12321,Lu7(NiTe)2,-0.0
12322,PrTmMg2,-0.0
12323,BeTlSi2,-0.0
12324,Ba4TlRh,-0.0
12325,BeInW2,-0.0
12326,BeFe2Ge,3.8214862
12327,PmAu3,0.0
12328,SbPbClO2,0.0
12329,Ca(ZnAs)2,0.0
12330,Ba4GaW,3.1026331000000003
12331,AlCu3,-0.0
12332,Na3FeBAsO7,9.8858779
12333,TaFeSb,1.89e-05
12334,Rb3Mn2Cl7,9.999984199999998
12335,K2Hg(CN)4,-0.0
12336,YMgTl,0.0
12337,SrAgO2,-0.0
12338,LiDy2Ir,-0.0
12339,Pr(PRu2)2,-0.0
12340,Si2AsW,-0.0
12341,SrBeIn2,0.0
12342,ErNbOs2,-0.0
12343,Nd2MgTl,0.0
12344,NaSb(PS3)2,0.0
12345,Mo2AsOs,1.09e-05
12346,MnBe2Cl,3.9217858
12347,YFe2Bi2(SeO2)2,6.172404
12348,DyNiC2,0.0
12349,U2InPd2,9.479536900000001
12350,CuSb2H2(O3F4)2,1.9999984
12351,HfBe2Pd,-0.0
12352,Al3Mo,-0.0
12353,Rb3NbO8,-0.0
12354,Be2FeHg,2.0719095000000003
12355,BaTlSn2,0.0
12356,Nd2(Zn2Ge)3,0.0
12357,TaTi2Be,0.0
12358,Sr2In2O5,0.0
12359,Dy(SiPd)2,-0.0
12360,LiNiN,-0.0
12361,FePt,3.2427481
12362,BaWBr,4.999932299999998
12363,Li3Ga2,0.0
12364,Zr2SbP,0.0
12365,TmC2,-0.0
12366,Be2TcPt,-0.0
12367,VCuO2,3.9988608999999995
12368,Ho2S3,0.0
12369,Ba4OsW,4.30655
12370,MgCrO3,7.9999943
12371,CaBeSi2,0.0
12372,BaNaSb,-0.0
12373,Hf2IrOs,1e-07
12374,Sr2BeCd,-0.0
12375,RbSrCO3F,0.0
12376,La2Pt2O7,-0.0
12377,TiCo2Si,1.7656119
12378,Ba2YHf,-0.0
12379,Rb2LiVS4,-0.0
12380,NiAsRh,-0.0
12381,MgCrSiO5,4.0
12382,Li3AlH6,0.0
12383,Ba4SnRh,-0.0
12384,TbGa5Co,-0.0
12385,SrBe2Se,0.0
12386,KTb2CuS4,0.0
12387,ZrBeBi,0.0
12388,ScAl3,0.0
12389,Ca2Sn,-0.0
12390,BeGePd2,0.0
12391,BaAlBO3F2,0.0
12392,Ca2PrO4,1.9703803
12393,AlCuPt2,-0.0
12394,ZrAsRu,-0.0
12395,Pr3Sb4Au3,-0.0
12396,HgS,0.0
12397,Co2As,3.2585583
12398,SrHClO,0.0
12399,RhF6,2.9971327999999997
12400,CaPb3,0.0
12401,Be2FeNi,2.2675297000000003
12402,BeFeNi,1.8210142
12403,ScCl3,0.0
12404,PH6NO2,0.0
12405,Be2B,0.0
12406,Sb2Ru,0.0
12407,Cd2As3Br,0.0
12408,YbB2Ru3,0.0
12409,Sr6Li2Cr2N8O,0.0
12410,NpGa3,3.8874593999999996
12411,K2NaBe,0.0
12412,VF5,0.0
12413,LiV3Zn2O8,3.9986217000000006
12414,Ti2BeSn,-0.0
12415,PbS,0.0
12416,HOF,0.0
12417,BaTeO3,0.0
12418,BeTlZn,-0.0
12419,YSbO3,0.0
12420,Sr2MnGaO5,8.0000001
12421,Ba4TlPb,-0.0
12422,VZnF4,5.9379421
12423,Li4SiO4,-0.0
12424,V3Au,4e-07
12425,BeMo4Pd,0.0
12426,Y(Mg3Al)2,-0.0
12427,Ba2PdBr,0.0
12428,K2Os(Cl2O)2,-0.0
12429,DySBr,0.0
12430,RbBiF3,0.0
12431,Sr5P3O2F,-0.0
12432,Yb(Mo3S4)2,0.0
12433,KCoAu3(CN)6,0.9999998999999999
12434,VS2N3Cl2,-0.0
12435,Be2RuRh,0.0
12436,Cr2NiSe4,4.804692
12437,GaAsIr2,-0.0
12438,Na2SnF6,-0.0
12439,ScBe2Pb,-0.0
12440,Tl3Cd,0.0
12441,ZnSn2O5,0.0
12442,LiCu3,-0.0
12443,TmSb,0.0
12444,MnIn2O4,9.9987043
12445,BaS3,0.0
12446,HfCdAu2,0.0
12447,Tl4CuTe3,0.0
12448,NaBeGa,-0.0
12449,MgIn5,-0.0
12450,Li2PmSi,-0.0
12451,Mn2CrO6,7.9999297999999985
12452,HfCuSi2,0.0
12453,TlBS2,0.0
12454,Nb3Cl8,4.77e-05
12455,NiAgO2,0.7891726
12456,Ba4PPt,0.0
12457,Ba4GaPb,-0.0
12458,DyMg,-0.0
12459,Na2Zn2Se3,0.0
12460,NaSmO2,-0.0
12461,Mg3Mn,3.5254577000000005
12462,Mn(GaSe2)2,4.999896400000001
12463,FeSn,5.4335607
12464,Sc2MnS4,9.9990473
12465,BeCuW,-0.0
12466,CrAgTe2,3.0176851000000005
12467,PaCu2Sn,-0.0
12468,Th2Pd,0.0
12469,Be2TlMo,-0.0
12470,SeCl,-0.0
12471,Nd2O5,0.0
12472,RbSbS2,-0.0
12473,FeH4Br3N,7.9999999000000015
12474,SbPO4,0.0
12475,BCl3,0.0
12476,Li2InAu,-0.0
12477,Li2CeN2,0.0
12478,CaNiWO6,-0.0
12479,AlSeBr7,0.0
12480,LaHO2,0.0
12481,HoBi2BrO4,-0.0
12482,ZrBe2Pd,0.0
12483,TlAgSe,-0.0
12484,BeZnIn4,-0.0
12485,Ba4NaSi,0.0
12486,Al2Sn2O7,0.0
12487,NaSb3O8,-0.0
12488,NdPt,-0.0
12489,BaYPt2,0.0
12490,In3Ni2,-0.0
12491,BaTi2Bi,1.9222738000000001
12492,Be2NbFe,0.0
12493,Be7Nb2,0.0
12494,TiCdHg2,0.8347473
12495,BeGa2Fe,0.5334628
12496,HoSnAu,-0.0
12497,Ca4PdO6,-0.0
12498,V2CrOs,1.2e-06
12499,NiAgSe2,-0.0
12500,RbBi,0.0
12501,Zn2ReAs,-0.0
12502,Ga3Co,0.0
12503,Co2P,2.9999867
12504,DyRh3C,-0.0
12505,U2Cu4As5,4.0336701
12506,NpS,4.0133018
12507,CaBiAu,-0.0
12508,TlAsPd5,-0.0
12509,K2AlF5,0.0
12510,NdMgAu2,0.0
12511,Lu6UO2,-0.0
12512,BeIrBr4,1.2496473999999995
12513,Rb3AuO,0.0
12514,ScP2O7,1.9179308999999998
12515,PrSmZn2,0.0
12516,SrBe2Ge,-0.0
12517,Zr6Sb2Pt,0.0
12518,Ce3AlC,1.0874059999999999
12519,K2RbBiSe3,-0.0
12520,LiAlPd2,-0.0
12521,BaFeF4,8.0
12522,Tm2O3,0.0
12523,RbMnO3,1.9079199
12524,DyFeC2,0.8312796999999998
12525,BrF3,0.0
