,pretty_comp,n_Seebeck
6168,ErCoSn,-14.0917244
6169,K2HBrO,-116.3970033
6170,K3Cu3P2,-235.16874
6171,HfGeTe,-15.14387927
6172,HoAlAu2,3.4053722
6173,VPt3,-1.632934
6174,Y2Be2SiO7,-196.2251433
6175,NdBr3,-201.9007667
6176,LuRh2Pb,-37.383076
6177,NaCuO,-189.6353533
6178,Li2Cr3SbO8,-193.4339267
6179,NbBi3O7,-324.93469
6180,FeP4,-251.61561
6181,P4S3,-266.5580433
6182,NdSc3,4.550432433
6183,Sc3P,-6.264966032999999
6184,Er2Hf2O7,-151.06865
6185,LiNdO2,-121.7445233
6186,Ca(ClO3)2,-370.5294067
6187,Mg2CoH5,-176.7542267
6188,Mg3(AsO4)2,-119.6484467
6189,NaAcTl2,-22.10978833
6190,KYSiS4,-234.63133
6191,Sr3UO6,-406.0327833
6192,LiPm2Ru,-35.414929
6193,Ba3CrO5,-169.5913033
6194,SnF3,-244.24071
6195,LiVF3,-141.06746
6196,NaSbF6,-196.82453
6197,BaCaAlF7,-61.828146
6198,VHgO3,-13.811806
6199,Mn2Cd3O5,0.5092215
6200,Sr3SbN,-137.13858000000002
6201,MnSnRh2,-16.59139767
6202,Ta2O,5.804208533
6203,YbTlPd,-16.64716667
6204,CaCuSb,-55.67926733
6205,TmSb,-12.54947867
6206,NdS2,7.38459618
6207,ZnNiSb,5.110049133
6208,RbAlAs2O7,-134.10156329999998
6209,FeSi2,-43.93613367
6210,Zn(InSe2)2,-25.452043
6211,LiSc2Os,-15.504921
6212,CaGa4,-4.737603433
6213,Ba2YCl7,-289.9643867000001
6214,Er(SiOs)2,-4.772763767
6215,Cu2PbO2,-116.01126
6216,Lu3Ga5Ni,-13.52232447
6217,Na2CrCl4,-274.75246
6218,VCuO3,-420.1965433
6219,Ba2NaReO6,-301.827
6220,Sb2Te3,-189.3346533
6221,BaTe,-184.3059
6222,Al3Cr,-23.808525
6223,Y3Al3NiGe2,-6.524940332999999
6224,PaPbAu2,5.1892958
6225,LiTl2Rh,-5.7282796
6226,AlNO5,-118.0766133
6227,TiCo,-15.471337
6228,Sr3(AlN2)2,-101.2845037
6229,TiPd3,-19.663541
6230,Rb2TeBr6,-219.3651
6231,TmBi,-10.788557
6232,Er3(AlNi3)2,7.693512599999999
6233,Li3CrS4,-16.784693
6234,HfSiMo,-0.17089316699999998
6235,PrSb2Pd,-8.421945800000001
6236,Re3Sn,9.267975
6237,Li3ZnPCO7,-146.8662033
6238,Lu2AgAu,6.7751539
6239,SrCaSi,-129.2851633
6240,TaN2,-5.850227967
6241,Mg3TeO6,-131.84901000000002
6242,AgClO4,-163.67926
6243,HfSiSe,-12.52749433
6244,Y3GaC,-38.071961
6245,Hg3SbAsS3,-300.4366933
6246,Rb(OsO3)2,-27.54652533
6247,Tb2Ti3Si4,-13.02811598
6248,SrCu5,-5.0983941
6249,Th3S,-2.009812267
6250,Na3FeBAsO7,-224.09582000000003
6251,AlMo3F5,-417.1397933
6252,MgGaNi2,-15.809572
6253,SmDyRu2,-3.4501234
6254,Li3Fe2(SiO4)2,-196.487323
6255,LiYS2,-145.47430730000005
6256,Hg3(ClO)2,-91.39965067
6257,Hf3Pb,-13.23023633
6258,SnPb,0.494038093
6259,TaSbO4,-390.3943633
6260,Ho2RuAu,-5.2582149000000005
6261,Th(Al2Cr)4,-12.41029633
6262,NaTaNi,-5.5581719000000005
6263,SrSn(BO3)2,-189.5063267
6264,Li6Br3N,-114.47499
6265,NO2,-441.33643
6266,Li2Ti3NiO8,-21.29295
6267,ThInAu2,5.880595367000001
6268,LiGePCO7,-218.77723
6269,Zr(SiNi)2,-2.654193433
6270,BMo2,1.645779633
6271,LiMnCoO4,-326.0009267
6272,VRu3C,-6.8539549
6273,Ho2CdIn,4.2944675000000005
6274,FePbW2,-20.64369
6275,SrGaSnH,-223.6863833
6276,Fe3C,-25.2256
6277,Mg9Sn5,-102.1578183
6278,Ce2SbO2,-41.100116
6279,Zn2CuIr,-6.1350559
6280,BaPdF4,-329.0678833
6281,YV2O4,-22.47941523
6282,TaMoN,1.1475582
6283,LiMgTl2,4.5886932
6284,Tm2Zr2O7,-157.5536967
6285,Ce2TeO2,-2.762092
6286,SrSbPt,6.904516133
6287,CaPbI4,-236.8334933
6288,Yb2AgGe,1.372899733
6289,TiMn5O2,-0.783153867
6290,Ge(BiTe2)2,-250.0064233
6291,ThIr5,-1.620383167
6292,CaH4SO6,-134.53898669999998
6293,LuCu2,1.269609217
6294,Na2SrV4O2,-450.69126330000006
6295,PuN,-7.133680732999999
6296,CoCu2SiS4,-3.860996167
6297,Rb3AuO,-138.28772
6298,Te4Rh3,1.327976287
6299,HoPd3,1.9638542
6300,Be2Zn,3.705412567
6301,NaTiO2,-2.268322667
6302,LiScPt2,-25.262758
6303,BaHg3,-8.087830499999999
6304,Ho2MgIn,-12.819807
6305,ScIO,-355.4574867
6306,Yb2CdHg,-0.19923272
6307,SrLiP,-297.0582
6308,Li2MnVO4,-57.69391467
6309,YCoF5,-80.06040833
6310,TmI3,-179.29314
6311,VNCl4,-376.2148367
6312,TiI3,-33.31926467
6313,ZrGeTe,-36.716166
6314,Mn2S3,-9.440297333
6315,Sc2GaCu,9.0428835
6316,IrRu3,-1.5191166669999998
6317,Re(AgCl3)2,-305.5406933000001
6318,Tb4C5,-1.01816764
6319,ThCo5,-13.721472
6320,K4Ba(GeO3)3,-109.060419
6321,TlZn2Tc,-17.547745000000006
6322,PrMo3,1.837873597
6323,VBiO4,-388.73458
6324,NbC,2.3734404330000003
6325,NdBrO,-345.9231333
6326,Pm5Mg,-4.642094
6327,Na3MnSiBO7,-183.1153333
6328,V2NiS4,-5.7796339
6329,Tl3VO4,-377.8858967
6330,AcCdAg2,2.2128088
6331,Zn2NiRh,4.8878775
6332,HgIBr,-152.9206033
6333,Be2FeW,-388.1361933
6334,PtO,0.804179173
6335,OsCl4O,-385.63146
6336,DyBPd3,-7.7745684000000015
6337,Ti2VS4,7.375671567
6338,Th(SiTc)2,-6.468176353
6339,PCl5,-281.0652967
6340,Tb2ZnNi2,-15.84422483
6341,NbPS,-23.59544527
6342,MgGeRh2,-6.4113811
6343,SmMgAg2,9.690270300000002
6344,HS7N,-266.8361
6345,ScP,-8.019647867
6346,ThSe,-2.727358967
6347,RbMgF3,-137.93344
6348,Ba4NaBi3O2,-84.47261867
6349,Ca2PI,-319.73253
6350,DyHoMg2,-8.2992874
6351,Lu3BC3,-7.131805332999999
6352,In2HgTe4,-84.30416
6353,BaLiP,-204.4718
6354,CdInS2,3.3619752
6355,HoSF,-119.67191
6356,CuBiSCl2,-139.1496033
6357,Ba(TeO3)2,-206.6231533
6358,TiGeO3,-375.24829
6359,Rb2LiGaF6,-156.3373867
6360,ScSnPt2,-3.578545933
6361,Na3CuCSO7,-148.26019
6362,NaZr2FeF,-59.877711
6363,YbErZn2,6.1046098
6364,AlSCl7,-377.8270833
6365,NiAs,-11.24392233
6366,HfCu2Te3,-205.1035067
6367,LiNbRh2,-21.257778
6368,RbCa(H2N)3,-139.3291033
6369,BaGe2,-16.10716131
6370,SrAcTl2,-15.123046
6371,LiMnBO3,-388.47144
6372,Tm2RuPt,-4.7998399
6373,SiAs3,0.7862435000000001
6374,Sm2MgRu,7.6108477
6375,Lu4CoB3,4.120075867
6376,Ta4O,-2.0340974
6377,Rb2Ti(SiO3)3,-394.4215633
6378,TaNi3,-3.983878667
6379,Si2Ni,-7.6665823
6380,Tb2Si5Rh3,-22.86335133
6381,GaPS4,-224.98526
6382,Ba2ErRuO6,-82.36829200000003
6383,NaNb2P,-371.33936
6384,PdPtF6,-392.2500267
6385,HoTe,-8.927503332999999
6386,UInAu2,-0.60315694
6387,BaMgGe,-2.612609333
6388,NaY3SiS7,-215.6897567
6389,SrGeO3,-113.92158329999998
6390,Pu3O2,-48.41729167
6391,HgF2,-166.5897467
6392,NaCd3,-1.8409324
6393,Sr3P2,-51.189431
6394,ZrPt,4.0825229
6395,MgCr2F2,-100.6090513
6396,Na5CoO4,-5.961795333
6397,Al2CrCl8,-301.66144
6398,ZrS,3.127095133
6399,Cr2GaC,-9.156619062999999
6400,TmInRh,-13.42856103
6401,NaBi2AuO5,-112.7657733
6402,Sm3AlN,-26.530368
6403,Ba2Ti3Tl2,-260.3083633
6404,NbCrF6,1.159894467
6405,Ca2MgSi2O7,-116.0686067
6406,VCoB3,-11.34206233
6407,ErSi2Ni,4.431157823
6408,Lu2MgS4,-126.12559
6409,Lu2ZnIr,2.8515568
6410,Se2Cl2O5,-1.607420667
6411,Tm3Al2,-1.097403667
6412,LiAuS,-69.833162
6413,YTiSi,-9.869739333
6414,CaTl2O4,-62.93519300000001
6415,Ag3PO4,-118.246
6416,Sr2FeSO3,-8.329751
6417,SrAgO2,-5.913879867
6418,BaTiAlCuO5,-200.7404733
6419,Sr2TlCd,-4.1879079
6420,Re2N,2.0327369
6421,Li2NiP2O7,-363.07967
6422,HoSb3,-5.192451667
6423,Rb2Hf2O5,-154.24091
6424,Dy(BiO2)3,-226.5702833
6425,SrH4O3,-118.8950933
6426,GeF2,-313.1410067
6427,H6RhN5(Cl2O)3,-339.5616067
6428,Sc2InNi2,-9.95955128
6429,K3VO4,-303.51216
6430,K3Mo,-10.43759247
6431,Li3Cr3FeO8,-2.266829567
6432,NdCo2,-6.5286782999999975
6433,K3YF6,-120.0148967
6434,TaZnCo2,-3.5030981
6435,LaSe,-6.691103332999999
6436,TcPt3,7.021477
6437,NaCa2In,-0.005824532
6438,RbYO2,-274.8872767
6439,Sm3Si2S8Br,-254.9366333
6440,B2AsP,-226.6926167
6441,Sc2OsAu,3.7769716
6442,Sm2PbS4,-344.4646667
6443,KBS2,-351.1168467
6444,AcInAu2,-1.7703607330000002
6445,ScPaTc2,-3.5304758
6446,ReRuBr,-17.835618
6447,Dy2Hf2O7,-154.92966330000004
6448,UB2,8.206325332999999
6449,Nb6C5,-3.479847307
6450,Sm2Zr2O7,-178.49899
6451,Ba6Ru2Pt(ClO)2,-377.6017767
6452,BaCuAs,-29.68494213
6453,InTc3,-12.07759437
6454,NbSiAs,-12.58305737
6455,RbLiCrO4,-450.27441330000005
6456,LuHfRu2,9.8136256
6457,Li2NiBO4,-79.51469533
6458,Pr2HgPb,-7.255165499999999
6459,SrSi2,0.05359729
6460,YCu5,-16.3478232
6461,BaMgTe2O7,-267.7460333
6462,CaTaAlO5,-291.0961833
6463,LiAl2Os,-2.4141916
6464,PBr7,-202.8791167
6465,ZnCuMo,-11.400365
6466,RhI2,-4.4822484330000005
6467,YbGa4,-6.2140332
6468,Rb3Ga,-78.290265
6469,Sr2FeO4,-12.44894828
6470,ZnCO3,-210.6214
6471,HoCoC,-4.32432916
6472,BeTe,-196.72398
6473,GaPPd5,-5.250406267
6474,HoCuSb2,-1.025358667
6475,Ti(CrTe2)2,-17.558034
6476,Ca3PbO,-100.18268
6477,Ba2GaP4HO4,-125.1784733
6478,HfGa5Co,2.479301325
6479,YbNi2B2C,-9.7601544
6480,PuSi3,-55.66679367
6481,InSiPt5,7.045209167
6482,Yb2CuRh,-29.687683000000003
6483,TaGaOs2,-8.275984567
6484,Sr2Cu(PO4)2,-181.234848
6485,Sm3S3N,-115.4227683
6486,SmGaO3,-168.97575
6487,RbAsF6,-206.4494467
6488,CaCo4Cu3O2,-28.558568
6489,LuZrSb,-16.10307333
6490,YC,6.3005144999999985
6491,TlInS2,-127.02493
6492,Tm3TlC,9.5629474
6493,Sn(GeO3)2,-95.43324767
6494,PH6N3O,-101.043502
6495,ScInRh2,-28.314592
6496,MgSc,6.5857541
6497,YInRh2,-60.97658000000001
6498,USi3,1.5960448
6499,Ba4AgAuO6,-329.5620067
6500,LiSm(CuP)2,-15.99764233
6501,ErHO2,-100.5504777
6502,Te8Rh3,-38.000926
6503,SmLuIn2,-2.1820048
6504,Mg(FeGe)6,-3.018493667
6505,NdZnPO,-283.43306
6506,AcAg,5.6815084
6507,SrGe(HO2)2,-129.7905267
6508,Tl2AgI3,-133.0618233
6509,SO2,-306.69299
6510,LiErO2,-131.0480267
6511,Sr2Hf7O6,-369.8729967
6512,LuSiRh,-2.294919833
6513,MoIr,3.997877723
6514,NbI3,2.332921
6515,Li2CaPb,-58.809661
6516,Y2Si2Rh,-12.93810457
6517,NaTm3,-20.948162
6518,Ca2Sb2O5,-341.16027330000014
6519,Ti5NbO2,-74.03080333
6520,NaNb3O8,-283.65495
6521,YbErPt2,-8.8752136
6522,BaYCuTe3,-132.42806000000002
6523,Pu3Pb,-8.832388
6524,MgVF6,-53.55314433
6525,Np(GePd)2,-39.69495967
6526,TbB2Rh2C,8.48492898
6527,BeAlB,-155.17513
6528,V3(As2O3)2,-2.927135233
6529,Sc2GaPt,2.4826873
6530,Ni3Sn,-21.81861333
6531,Tm3InN,-20.711829
6532,Sc7Cl2,-15.76257153
6533,RbAc3,-7.224984700000001
6534,TlS,-189.6740333
6535,Te2W3S4,-173.92498999999995
6536,PrS,-7.510360867
6537,NbAs,-27.95505067
6538,NaLuO2,-175.4647333
6539,Sr2SmNbO6,-323.6622867
6540,PrSm3,-6.3030167
6541,CaVO2,-40.860697
6542,TiFe2As,-13.546853
6543,Si(NiO2)2,-359.38753
6544,TaPO5,-279.69039330000004
6545,Ca4Al6SO6,-139.33829
6546,HoNbO4,-402.9441733
6547,Pr3I,-6.221008867
6548,Sc2H5,5.897394332999999
6549,Er2IrPd,-2.4879369
6550,Li3Ti2V2O8,-3.159070167
6551,Er2SO2,-208.3322
6552,BaNd2ZnO5,-174.22435330000005
6553,TlSbO3,-280.9498267
6554,GaS,-223.1973933
6555,Sr4CaCr2(SO3)2,-268.1704167
6556,LiNO3,-398.8344433
6557,Rb3Sr,-12.411224
6558,Ca2ZnN2,-343.58264
6559,NdErTl2,-0.86444899
6560,MoSe2,-332.5870433
6561,Fe(SiP)4,-300.60802
6562,SmPPd,-33.13167913
6563,Nb2Te6I,-218.5410267
6564,NdSbPt,-41.0208972
6565,Li3Nd,-18.866503
6566,CaLaAg2,5.8448469
6567,TlCoO3,-18.46770183
6568,Co2HgO4,-288.02006
6569,Cd(FeO2)2,0.653463993
6570,Te2OsCl2,-15.68131
6571,TmAg3,5.159697
6572,KLiMnS2,-244.0688133
6573,NaSnN,-103.2244507
6574,V3Zn2O8,1.058413333
6575,Ba4PtO6,-380.1205333
6576,Li2Mn3O6,-0.208200333
6577,Tm2Al3Si2,9.8413629
6578,Ca2ZnRh,-22.27992
6579,TbFe3,-2.4083891
6580,Tb(BO2)3,-182.3491667
6581,CuHClO,-25.67174013
6582,SrBiAu,-6.947372367000001
6583,KRuO4,-31.40974967
6584,TbGaI,-40.82934367
6585,SmTmZn2,3.0622676
6586,Rb3AlO3,-113.30741
6587,K2NaAlAs2,-70.05305733
6588,MgCuSn,5.9586102
6589,TmB2,-6.0780084
6590,As2PdO6,1.979538
6591,SrMg2FeH8,-264.3682033
6592,RuN,-1.5690615
6593,PaGaTc2,-8.9658047
6594,AgPbO2,-143.4591707
6595,AsCl5,-214.18562000000003
6596,SbCl(OF3)2,-377.63967
6597,Th(GePd)2,0.013506633
6598,LiSnIr2,8.8395084
6599,KEr3,-182.39945
6600,Na2LiBe2F7,-141.03523330000004
6601,RbLuP2O7,-97.79448567
6602,HgPS3,-193.99405
6603,AsHPbO4,-139.91185
6604,PrInRh,-3.813471367
6605,Sm3Ir,1.532586267
6606,LuTe3,2.44542377
6607,Sr2YTlCr2O7,-19.99104073
6608,HoI3,-179.78172
6609,CaPtO3,-351.27336
6610,YAlGeO5,-137.70474330000002
6611,PrB2Ir3,-13.8763116
6612,Ca2MgTl,6.9904761
6613,MgSn(BO3)2,-199.39615
6614,Ta2H,8.041984532999999
6615,LiSn4Rh,-8.628252067
6616,K2ScPCO7,-426.22181669999986
6617,SnRh3,-40.64537533
6618,TmAu2,-0.926535833
6619,Zn4P6SN2,-239.9711
6620,La(NiSn)2,-8.412776867
6621,Bi2Te3,-180.8213933
6622,Sc2TeO6,-203.7259733
6623,NaInO2,-83.87293567
6624,Tm2MgSe4,-105.31397
6625,AlCrCu2,-7.7544951
6626,NdMgAg2,2.6593467
6627,BaDy2PdO5,-379.04553
6628,H3Pt,3.040159667
6629,Cr3S4,-3.250346267
6630,ScCl,-17.807136399999994
6631,LiMn5(CuO)2,-61.02893033
6632,Er(SiRu)2,-9.8537702
6633,Zn3(PO4)2,-95.04334
6634,TmTe3,7.4446828
6635,ErSCl,-295.67939
6636,Y(FeO2)2,-30.24367267
6637,Ca2AuN,-5.0653123330000005
6638,BrF3,-333.2291133
6639,Tm2S3,-157.5998467
6640,Sc2MnS4,-173.51924
6641,K2PO4,-384.6550933
6642,BaSr4U3O4,-358.0720233
6643,SiSnPt5,5.0670913330000005
6644,CsTaN2,-206.8977633
6645,Pt3Pb,-3.3772339
6646,Tm2Fe2Si2C,-4.05967421
6647,MgInPd2,-5.2669406
6648,HoInPd2,9.7790356
6649,Na2AgAs,-182.6665567
6650,ScSnAu,-24.0641823
6651,Zn(GaTe2)2,-187.10335
6652,LiGaS2,-146.3715267
6653,LuFeC2,-14.77994167
6654,Bi4Te7Pb,-169.8106333
6655,LiCuSbO4,-347.3766633
6656,MgSiP2,-114.46183329999998
6657,Nb2Tl4S,-300.0093067
6658,AlN,-195.33344
6659,Sm3NbO7,-295.9370167
6660,HgPRh,-9.0893039
6661,LiSi2BiO6,-237.9727833
6662,UGeSe,-4.935845393
6663,ThB6,-2.2229103
6664,Ba2Sc2O5,-173.7264367
6665,SnIr,-5.187027367
6666,FeIr3,-0.45228417
6667,SmSbIr,1.5752831
6668,CaSiO3,-109.02778
6669,CuO2,-3.1832549
6670,ZnSeO3,-273.57816
6671,NpB6,8.290099099999999
6672,Rb5FeO4,-125.0380633
6673,Ga2Ge4Pb3O4,-137.9657233
6674,CoReGe2,3.0909394
6675,NdSi2Ru,-3.033787207
6676,TbSbPt,-67.16715867
6677,LiYMo3O8,-368.05800000000005
6678,Er3InN,-19.922415
6679,AgAsSe2,-49.18010433
6680,NpGaRh2,-1.3194157
6681,Tb3PbC,-43.504431
6682,CaVO3,-10.148129
6683,BaH4(IO)2,-85.578696
6684,Nb3CoS6,-40.87718667
6685,NbAs2,-11.53269133
6686,ReTe3Br5,-320.6328533
6687,YSn3,2.4041284
6688,B6O,-103.4952233
6689,HfBe,-10.67269213
6690,Li2InPt,-6.301680767000001
6691,PrSmO2,-1.5786260330000002
6692,LiCoO2,-419.76275
6693,Na4SnS4,-98.38671633
6694,TbSnAu2,-0.34454265
6695,K2Cd3S4,-61.14864100000001
6696,LiMnPH2O5,-437.0396
6697,TePdI2,-66.39015267
6698,DyCuSb2,2.458476333
6699,TaAsO4,-335.1485467
6700,Ca(AlSi)2,-12.81069367
6701,KAuS,-242.0134833
6702,YLuZn2,4.5613936
6703,NaCa3IrO6,-14.04725033
6704,Li3Mn3Fe2,-24.59293767
6705,HoSbPt,-81.405262
6706,DyWO4,-153.12653930000005
6707,HoAu,6.2984408
6708,Cr3Ni,4.2007976
6709,ThSiPt,-2.522173987
6710,KTi2Bi,-27.834723
6711,Sr2NiMoO6,-275.3034067
6712,Nd2TeS2,-161.95408
6713,Sm3I,-12.05784293
6714,ScGaNi2,5.809962367000001
6715,BaBeGa,-14.037345000000002
6716,TaSbRu,-200.67113
6717,Ho2S3,-370.4035633
6718,Pr2ZnIr,8.2239689
6719,Np2InNi2,-35.99203133
6720,Ca3Al7Cu2,-4.687903367
6721,SrCaPb,-193.96342
6722,Ho4(Ga2Co)3,-13.03330933
6723,DySe,9.506493333
6724,Na3LiP2O7,-106.57643
6725,U2BiN2,-2.432538333
6726,SN,4.754297
6727,Dy2MgIn,-14.56797
6728,DyBiPd,-189.65297
6729,ZnSnO3,-62.46082667
6730,SrMg2N2,-247.8944767
6731,Cr3Si,-10.09851
6732,InPd,1.2587563
6733,Rb3NiF7,-267.28334
6734,TbNi,-2.546025367
6735,HoSn3,6.618937599999999
6736,BaCaGe,-141.0659
6737,UOs2,-31.264051
6738,Rb2Al2B2O7,-86.45317433
6739,NaSrO3,3.1774112
6740,SmNi2B2C,-28.36222267
6741,Nd2Th2O7,-272.77824669999995
6742,ScTl2W,-3.0806202000000003
6743,BiOF,-200.59449
6744,K4P2O7,-171.80699669999996
6745,H4CSN2,-208.33837
6746,Rb3Hg,-18.758213
6747,NaHgPO4,-116.5508767
6748,CrSb2,-3.4115502330000003
6749,Tm4B6O5,-127.03222
6750,SmRe3,-43.481979
6751,K2Na4Be2O5,-115.3919633
6752,BaAl2B2O7,-141.04724
6753,Li2Ti(BO3)2,-424.47848
6754,AgBiO2,-111.99092
6755,Li4CrO5,-438.6165067
6756,CaGa3Ni2,-6.9192604000000015
6757,PrLu3,6.483177733
6758,K3PO4,-114.2937367
6759,HfCdO3,-2.2857006
6760,LiYO3,3.9158922
6761,Tl4V2O7,-332.5836367
6762,LiPdW2,-10.866701
6763,W2C,-8.9695867
6764,LiYb2Cl5,-216.7646867
6765,Li3Co(OF)2,-324.91039
6766,Zr3Ag,-3.2377815
6767,LiSbAu,7.830301867
6768,NbVO4,1.5459498930000002
6769,Cu2NiSn,-5.3196135
6770,Rb2PdBr6,-214.4617
6771,Mg2As2O7,-116.6561933
6772,SrAg5,-0.7061467
6773,Cu2SO4,-192.9112033
6774,KUCuS3,-34.78568633
6775,Sm3Th,-0.067780067
6776,LiPF6,-192.0394167
6777,DyCuAs2,7.656097
6778,ZnSnF6,-138.2851133
6779,USb,0.23126977
6780,DyAl3,6.962533433
6781,NdPt5,-0.616976357
6782,NaReO3,-1.4725202
6783,Mg2Sn,0.757545967
6784,Yb2CdSn,-14.169825
6785,AsCl2F3,-274.18727
6786,CaSi2WO6,-470.8425733
6787,MgTiSiO5,-410.82144
6788,ErSbPt,-82.99788567
6789,BaEr2CoO5,-1.2605986
6790,AcN,-85.98359
6791,CuH2(IN)4,-298.0972767
6792,YMgIn,-39.33084567
6793,LuBr3,-182.95005
6794,CoPO4,-11.47431967
6795,Li3Co3OF7,-325.1287367
6796,Yb(AlGe)2,-13.33452733
6797,ErPO4,-386.71023
6798,CaNiWO6,-273.67445330000004
6799,Rb2NaCoF6,-395.14148
6800,TiGaNi,-28.70822633
6801,BaAu2,-13.41913867
6802,NbB,-22.653924
6803,AsCl3O,-205.1574767
6804,Dy2In,-9.6839841
6805,ErMn2,3.7992301
6806,SmCu,8.108982300000001
6807,Rb4SnO3,-283.9608833000001
6808,GaBi,-11.129613
6809,CaZn2,-4.715391
6810,Al4C3,-222.04677
6811,SmAsO4,-134.81205669999997
6812,Mg3BN3,-99.599711
6813,LiHf2Os,-0.73738598
6814,RbSmO2,-252.1336067
6815,Zr(PS3)2,-190.2317833
6816,Cd2Os2O7,9.426461833
6817,Li4ZrGe2,-1.4375218669999998
6818,VS2,-33.446017
6819,CuBiO2,-154.81283330000005
6820,MoCl5,-63.81708433
6821,Cs2NaYF6,-85.25858967
6822,PdN,-0.951280433
6823,K2B2S7,-305.2429367000001
6824,CrNiO4,-36.44218447
6825,Sc2RuPt,1.9944673
6826,BeGeB,-4.1739496
6827,Hf3Pt,6.920604233
6828,LiLuO2,-292.8843133
6829,YAs3,-6.145966667000001
6830,BaTm2F8,-190.6047167
6831,SnPS3,-193.96447
6832,BrO2F,-344.7013967
6833,Nd2(Zn2Ge)3,-21.90674367
6834,NdTe3,7.514207567000001
6835,Na2MgAlF7,-163.66291
6836,Lu2CdIn,5.1156396
6837,NdCuSi,-29.192493
6838,YbTm3,2.6066816000000004
6839,Ga2BSb,-3.3124481
6840,KAlP4(HO)4,-127.00473999999998
6841,Pd(PbBr3)2,-337.77833
6842,Lu2MgGe2,6.972170599999999
6843,Pr(ZnP)3,-182.96096
6844,Li2Ti2O5,-373.8533267
6845,Y2IrPd,-4.1575396
6846,Ca3MnCoO6,-3.339714933
6847,Bi2Ir2O7,-16.092015
6848,Ca(BC)2,-209.7984
6849,LiFe(CO3)2,-384.9009433
6850,Nd(CoGe)2,7.508308733
6851,Ce(Fe2P)2,-87.539276
6852,ZrSi,-27.234251
6853,La2CuIr,3.9142696
6854,ScSn3,-1.405138333
6855,NaAuO2,-261.9971767
6856,LiCo5O3F5,2.603891
6857,Ca2Co2P7,-30.37966933
6858,TiPd2,-2.8242306
6859,HoGa2,-3.072522823
6860,SmTm3,7.209664667
6861,Li2ZrO3,-204.3972
6862,Tl3Zn,0.050414015
6863,HfZn3,8.593654800000001
6864,Er3Ni7B2,-9.639384667
6865,MgSc2Al,-8.6936008
6866,TiPO4,-11.53319767
6867,Ca3AsBr3,-231.18929
6868,NClO,-418.56185
6869,CdAgPd2,-6.642618467
6870,SnPd,-4.842898133
6871,LiZr2Re,7.856238799999999
6872,Na4FeO3,-84.439695
6873,Mn3V3(TeO3)2,-59.76431193
6874,Fe3(O2F)2,-9.845758307
6875,Sr3SbP,-65.42447
6876,MgTiF5,-105.6471223
6877,Na2Ti3O7,-383.0427267
6878,KSc(MoO4)2,-284.0857667
6879,SmAs3,2.0263766
6880,YGa5Co,0.683404467
6881,Sm2ZnIr,5.820384099999999
6882,MgNiO2,-260.8146
6883,CaNi5,-13.85087805
6884,Pr2IrAu,-0.413212687
6885,Ca2GeO4,-126.06278
6886,RuSe2,-88.719747
6887,LuNbO4,-391.29427
6888,Al3Te3I,-209.37895
6889,SnH8(CI)4,-238.4173233
6890,Dy2TiO5,-437.3920933
6891,VSb,-6.992336967000001
6892,Si2Hg6O7,-214.3431767
6893,LiPr2Ru,-37.984774
6894,NbO2F,-250.1602867
6895,SmAs,7.604675999999999
6896,LiMgAu2,-2.7447273
6897,DyTiSi,-1.5920376669999998
6898,Li3In2,6.2163584
6899,Ca3(AlAs2)2,-283.5763667
6900,YNi4B,0.1647992
6901,CuCl2,6.520065132999999
6902,LiNbO3,-415.7483567
6903,NbRu,-21.885356
6904,Li3Ga2,5.486332667
6905,LiBeO3,3.8170885
6906,TlAsF6,-320.43822
6907,Yb(MnSi)2,0.958623567
6908,Zr6Al2Ni,-9.309613833
6909,MgMn(GeO3)2,-109.6155767
6910,Ti6Si2B,2.465314667
6911,W2SeS3,-13.8605566
6912,TaAlRu2,-42.14943
6913,Pr3Ga,-1.3146782
6914,HoTaO4,-315.3363767
6915,Sr3As4,-205.4608433
6916,Li2MnCr2O6,-113.531539
6917,TiCoO3,-11.29523793
6918,TcSO6F,-426.03383
6919,Ba2Zn2ClF7,-109.7074723
6920,ZrSiPt,-330.17118
6921,Ca3Bi2,-85.377849
6922,Si3CCl8,-217.63224330000003
6923,HoCuSi,-26.02202433
6924,Mg2H2O3,-117.7111567
6925,Sr(GaTe2)2,-65.694263
6926,SmBi2BrO4,-80.58878733
6927,Dy2Ti3Si4,-15.5785393
6928,Li2CuNiO4,-80.31767367
6929,KSmS2,-273.7445767
6930,Dy3InC,-15.743081
6931,Tl3CoCl5,-234.7857733
6932,Li2S,-153.3101533
6933,LaFePO,-0.101384667
6934,SiPdO3,-1.2693781000000002
6935,Ba2SnHg,-110.88412
6936,CrAgS2,-317.4983267
6937,TiRh3,3.031019
6938,TiAlCu2,-1.067222467
6939,Cu4Sn,-135.5405533
6940,KH2N,-123.79586
6941,Ba5Al2In2IrClO3,-15.29418133
6942,Li2NiO2F,-8.071369667
6943,UTlO3,-424.7175
6944,Yb3In,-4.0635417
6945,Sb2O5,-70.38128499999998
6946,Na4Al3Ge3BrO2,-97.532908
6947,MgGeN2,-85.19434867
6948,NdNiC2,-19.49706097
6949,SmSb,-9.621357199999998
6950,SrDy3,0.450985667
6951,CoTe2,-10.82864863
6952,NaSmAu2,-0.80652366
6953,Ca2NF,-251.2201133
6954,SbS8Cl3,-296.0336133
6955,NaFePO4,-15.69773147
6956,HoAsO4,-128.87982
