,pretty_comp,p_powerfact
7337,Li2PdAu,197.5054037
7338,Er2AgRu,63.3836314
7339,CuAg3,753.176435
7340,Pm2SiPd,288.471792
7341,Lu2ZnAu,83.85157582
7342,Ca2TlPb,2049.6290129999998
7343,ScMo3O8,67.89054903
7344,TlIn5S6,491.88658330000004
7345,Sb2Te,942.2899460000001
7346,Ca(BH4)2,1063.520786
7347,TlPt2S3,1975.3218329999997
7348,CaVF6,47.56958808
7349,Mn2VSi,812.2587212999997
7350,MnP2O7,349.0922193
7351,Ca2Mn3O8,231.6900522
7352,LaPt3,273.6533417
7353,MgBr2,1343.299761
7354,LiVPO4,138.1262634
7355,HoMgZn2,33.939310299999995
7356,HoH2,16.9412025
7357,Rb3In,122.5473203
7358,HoSbRh2,631.1146937000002
7359,NdB2Rh3,762.8392476
7360,Bi2Pb2Se5,1340.12019
7361,BaCO3,1137.444211
7362,Ir3Se8,930.9675635
7363,V2CrSe4,119.6931018
7364,PmAlAu2,352.8822832
7365,NpRh3,1.54625839
7366,Sm(GeRu)2,342.0646792
7367,Tl2Te3O7,408.63471150000004
7368,GaS,1923.880916
7369,VCrO3,32.77645851
7370,Sm(SiPt)2,1067.953665
7371,Li6Fe(O2F)2,696.044387
7372,Pm2ZnRu,47.45084573
7373,TbSbPd,822.1412027000001
7374,TbAgSe2,3148.753408
7375,FeAs4F8,7.417517684
7376,LiCoSbO4,533.1145152
7377,AgNO2,1859.119808
7378,LiTlO2,2978.035881
7379,Ba3SiO,1561.561094
7380,HoAl7Au3,628.2215639
7381,ScNbTc2,2563.035082
7382,BeCu,11.7034388
7383,Zr3Au,64.31355564
7384,Li3Fe2(SiO4)2,203.0374369
7385,Nd4S3NCl3,913.2179184
7386,Nb5(NiP)4,107.5406284
7387,PbS2,978.3755338999999
7388,LiPdAu2,1684.1567289999994
7389,PrMgAg2,0.550569365
7390,SrPuO4,174.904635
7391,YClO,3403.3979299999996
7392,TcRu3,2980.026866
7393,Ba2AlV3O7,328.0282915
7394,SrS,2211.472457
7395,SmSnAu,309.9739234
7396,Y3Tm,358.9273119
7397,CaSn,1843.961328
7398,ScAlAg2,468.14701900000006
7399,Ba3TbRu2O9,72.07148768
7400,Tl2SnF6,1713.1512870000001
7401,Ce2(Zn2Ge)3,647.4655307999999
7402,Mg(BC)2,4434.594270000001
7403,Tl(FeSe)2,360.87577139999996
7404,Nb3Te3As,217.48008470000002
7405,U2FeS5,6.420425879
7406,TmMgGa,1038.8578929999999
7407,SmCd3,159.11735769999999
7408,Fe2P,645.433845
7409,AgBi(PS3)2,668.2556622000002
7410,Sr2GeS4,1721.242103
7411,BaSiC,2954.27373
7412,SeBr2,1720.546872
7413,ScTaOs2,3324.770055
7414,PbSe2,478.8112721
7415,ThSiAu,251.36764269999998
7416,Tb2MgPd2,105.3358301
7417,Li2CuAs,2096.917636
7418,NaIn2Au,33.79826931
7419,MgU,524.1326698
7420,ZnI2,3758.9302829999997
7421,CdSO4,960.6461957999999
7422,BaMgV4O8,34.79452712
7423,Na2H6PtO6,1022.1322210000001
7424,Na4MnO4,408.13221939999994
7425,BaPb2IF5,650.8235666
7426,RbCuO2,1259.559558
7427,DyCoC,142.8761108
7428,K3PS4,297.30328149999997
7429,FeCl,124.0087011
7430,Mn2SnW,103.06602409999999
7431,LiDy2Br5,424.505091
7432,Mo3Pt,263.76633760000004
7433,NaAlSiO4,290.5696774
7434,TbNiSn,170.2007638
7435,PrInAu,772.7019209
7436,Li4Mn3,269.32822230000005
7437,LiMoO2,1046.574038
7438,Ca(InTe2)2,2123.014111
7439,TbAlAg2,79.2752725
7440,Li3(FeO2)4,192.1879622
7441,Y2PdRu,3508.5630810000002
7442,YbPd,881.1205801000001
7443,Ba2HoRuO6,203.879516
7444,YGa2,209.5100007
7445,CaZn2,85.3037198
7446,CaPt5,1718.676743
7447,Y2S2O,1019.945366
7448,Li2CrPO4F,58.25885404
7449,Li4Fe3TeO2,258.56249080000003
7450,Mg3Ir,310.5651743
7451,HoGaNi,67.62287655
7452,ZrMnP,920.9519757999999
7453,Tm(NiGe)2,1627.1441949999999
7454,YBiPd,1541.167911
7455,Li2Mg2MnFe(P2O3)2,830.1353789
7456,BaIF,1181.3020880000001
7457,KHfPCO7,9.511742205
7458,Pd(Se3Cl)2,802.6217373
7459,Dy2IrRu,1226.1510779999999
7460,Sr4As2O,2078.277521
7461,CrAgSe2,1171.7941039999996
7462,SmCoC2,2037.610864
7463,Mn(AsO3)2,1752.6275289999999
7464,V3S4,90.84792029
7465,Tb2Cr2C3,207.9046601
7466,TiSiPd,2508.065045
7467,LiLaNb2O7,1151.0651070000001
7468,Tb3Er,526.8669973
7469,TmRh3C,56.20256995
7470,TiFe2Sn,100.8659033
7471,TbInIr,1027.569937
7472,In2ReB,25.97131501
7473,BaTl2O4,293.54666539999994
7474,YbLuPd2,1116.472411
7475,NdSe2,36.19586904
7476,PrGeBO5,1021.437851
7477,Pr3TlC,3.4587124510000002
7478,MgAuO2,916.3674287999999
7479,Be(CN)2,393.2021367
7480,Rb3Ge,262.4576806
7481,YZrRu2,1441.904415
7482,Nd2Sn2O7,953.7573739000001
7483,Rb3YO3,152.6349972
7484,V2Cu3H6O,28.18218314
7485,Y(FeGe)2,1123.282357
7486,Ho2Al3Si2,356.0893162
7487,Al3GaN4,3873.9260130000002
7488,LuTe,505.3438124
7489,Xe(OF)2,1036.792336
7490,ThSb2,285.7956506
7491,P2W,492.70117539999995
7492,YCuO2,1788.8844629999999
7493,InPS4,1368.4145369999999
7494,K2AgAs,1271.908643
7495,Fe3Pd,167.2033555
7496,Tl2GeSe3,1509.577303
7497,Cr2CdS4,1269.250069
7498,B4C,3495.613988
7499,AlPPt5,150.4307763
7500,Te2Mo,207.1573415
7501,CaErRh2,415.14797880000003
7502,LaPd3C,133.5264892
7503,K2TiS3,2117.046399
7504,U3TiSb5,750.0317322999997
7505,Na2SnBAsO7,31.930053000000004
7506,PHF2,1550.0839529999994
7507,RbFeF4,287.2953412
7508,RbAgO,2.88903225
7509,Na3LiMnBPO7,416.0363592
7510,Lu2ZnPt,141.7415034
7511,SrMnBi2,916.9598285000001
7512,Pm2AgGe,3313.450361
7513,Rb2NaYF6,825.5578889
7514,NaTl2RhF6,419.0359527
7515,Ca2Pb,2089.8935899999997
7516,BaCSNCl,1350.702892
7517,KHoBeF6,219.3506142
7518,HfPRu,3724.475814
7519,NbO,90.36088274
7520,KAuS5,668.170314
7521,Li2TmTl,328.69693589999997
7522,SnBi3,103.91040720000001
7523,Hf2GaSb3,129.8671173
7524,Cu6OF,53.88784507
7525,Th2Pd,166.0439469
7526,TlN3,892.6440487
7527,SmScSi,688.2028893999999
7528,PmI3,1483.049739
7529,BaAl2B2O7,481.5926347
7530,MgSiO3,2723.7737620000007
7531,Li2CoO2F,460.5549443
7532,Lu(CuO2)2,63.44584690000001
7533,Ca2AgSn,221.32394159999998
7534,Sr3LiIrO6,231.78366690000001
7535,LiCdPd2,46.05072263
7536,Mg(AlCl4)2,143.2621489
7537,KYbO2,612.6423267000001
7538,Ba3AsP,1140.456907
7539,Sm4U2O,10.48006246
7540,CrHgO4,1325.788662
7541,PrSb3,89.00601354
7542,BeGa4W,1243.821846
7543,RhSe,1975.294503
7544,Tl2InGaF6,1260.088454
7545,PmTl3,1745.317036
7546,SrLi2Pb,25.85920306
7547,KH4O2F,460.6334228
7548,TmAlCu,407.82271210000016
7549,LiPm2Pt,1274.724644
7550,CoAs,82.87394588
7551,Na2TiS2O,472.8469641
7552,SnBiO4,60.86057961
7553,UBi,168.7714621
7554,Li5P(S2Cl)2,1352.012284
7555,Sr3AsN,1830.6726879999999
7556,In3Rh,465.0610606000001
7557,Ba4Sb2O,1798.5438010000007
7558,AgO2F,84.51787409999999
7559,Sr(Cu2As)2,1303.4130189999996
7560,HfZnCo2,1756.9210899999994
7561,CoNi,7.596687051
7562,V2Zn2O7,1415.1903619999994
7563,Sm3Hf,157.4292833
7564,LiHg,153.1329604
7565,TiTeAs,3124.622086
7566,ErSnAu,322.620637
7567,Ca2BiAu,4401.656643
7568,Re3W,194.567136
7569,Fe6OF,75.66389838
7570,Li2CrFeO4,131.1332431
7571,BW,308.1667725000001
7572,HoRh,75.14650761
7573,Mn3Sn,74.64251776
7574,TaCuO3,208.848001
7575,Ta2H,544.8656595
7576,BaHfMg2,358.2836817
7577,SbClO,2622.380044
7578,HoSnO3,1527.417726
7579,CaHI,1428.857434
7580,ScSi2,670.6477103
7581,TbYb2PrS6,319.021863
7582,Ho5(ReO)2,298.5084224
7583,Lu2CuPt,1109.92545
7584,SrF2,1526.904002
7585,TiZn2,498.49832960000003
7586,NdPd3S4,64.52333236
7587,TmCdPd2,35.48042552
7588,RuS2,1588.5048689999999
7589,Y2C,373.6125139
7590,KPtO3,252.2723931
7591,Li3PrSb2,270.9643722
7592,RbCl,2342.179615
7593,YClO,1023.4762529999999
7594,Ce(SiRu)2,1876.364656
7595,NaCuO2,1948.515603
7596,Tb5Se2Cl3,1450.467442
7597,Li5AgF8,210.2243497
7598,Cs2NaErF6,631.7802157000001
7599,AlO,152.4606625
7600,CrCo2Si,18.16723087
7601,Sm2CdIr,109.61552379999999
7602,USb,0.410736628
7603,HgP2Se,249.1012279
7604,LiVPO5,387.7980106
7605,Li3Fe5(CoO)2,84.87583376
7606,YTlCd,83.9479411
7607,Cd2AgRh,1980.1736879999999
7608,AuN,56.69012096
7609,VIr,150.3595133
7610,Sc2CoRu,1102.2903919999999
7611,KFeP,1068.366271
7612,LiMgSnAu,1.583675022
7613,Pr2Te2O7,1713.8795510000002
7614,Mn3As2,101.59968509999999
7615,Nd3Hg,98.65148844
7616,Hf2SnC,465.42352310000007
7617,PrBN2,1469.247773
7618,Li2V3CrO8,95.24149515
7619,SnB4O7,1180.4372210000001
7620,Co9S8,62.20963898
7621,YAlGeO5,464.6851393999999
7622,MnTcOs,79.85458440000002
7623,Rb3V,871.7728483999997
7624,TiV4CoO2,112.0208711
7625,AgHgAsS3,854.3959437000003
7626,ZnCu2SnSe4,815.3668616
7627,Pm2SnHg,81.53548916
7628,Li2Mn3CoO8,961.1597261
7629,Yb2Se3,15.28805303
7630,Sm2ReO5,755.29158
7631,Pd2O,63.09673354
7632,Nb4CrS8,219.8403586
7633,YAl2Ni,159.5028381
7634,TaTl(GeO3)3,567.214598
7635,Pr3Cl,364.7536291
7636,Th2N3,1662.061262
7637,CeMnSi2,43.1567564
7638,K4Na2TeO6,134.9743029
7639,Pr3Al,6.1128556220000005
7640,Nb6C5,385.3710317
7641,RbBiF3,3165.487885
7642,Li2PdPb,82.26800168
7643,Ca3CrN3,118.0569165
7644,NaCd3,32.46992716
7645,TmI2,934.366964
7646,SrTiN2,3806.617766
7647,Sm(SiRh)2,676.8386009
7648,LaNi5,99.33938927
7649,Hg2P2S7,924.2436240000001
7650,P2Os,2533.256413
7651,MnAlTc,769.4032254
7652,Lu2TiO5,1445.4164039999994
7653,Ba3(PO4)2,897.1617592
7654,Mg(MoO2)2,2242.8835050000002
7655,Ba(AlGe)2,332.9176661
7656,LuS2,4.663823283999999
7657,Li2AlFeO4,520.5883222
7658,Ca6GaN5,353.0416682
7659,Na2H4Pt,946.5663172000001
7660,CrSi2,2694.099246
7661,YFe(WO4)2,6.739263457000001
7662,AlSbI6,403.1641535
7663,KSb,1209.2775570000001
7664,GaAgS2,2132.856992
7665,Nd2SO2,1742.8858089999999
7666,BiIO,3164.933629
7667,TlFeSe2,4.7620325789999995
7668,Li6PS5Br,321.3838925
7669,Ca(AsRu)2,18.53502969
7670,HfZnNi2,670.8432534
7671,Fe2O3F,167.1161571
7672,UGeAu,77.50321636
7673,LiCd2Au,6.139469233
7674,Mg3(PO4)2,514.7339208999998
7675,YSi2,591.7114381
7676,Zr2Fe3Ge,253.76233190000002
7677,NaCuO,465.4077483
7678,Ti2RePt,2870.994409
7679,Li2ZrCuO4,185.0249461
7680,LuNiSn,174.1202839
7681,Sc2GaC,2943.114709
7682,Li6MgBr8,2142.5933760000007
7683,RbSnBr3,280.84141889999995
7684,LaC2,440.7295732
7685,SiB3,2349.509579
7686,Co3SbO8,2141.663707
7687,Li6MnS4,832.8849184
7688,Cr2CdSe4,1043.8673939999999
7689,Th2CrN3,607.4889795
7690,PrRh3C,208.939762
7691,Ba2SmNbO6,2107.382662
7692,Ho2Ge6Pd,444.72271399999994
7693,Rb3YF6,2035.881689
7694,V3Te4,587.0795415
7695,Zr3Sn,823.0574937999999
7696,DyNiSb,2420.877744000001
7697,PaAs,273.72968310000005
7698,V2P2O7,380.3085994
7699,ThBe3,16.43902597
7700,Cd3AsI3,1834.651115
7701,UGa3Ni,357.73997369999995
7702,Mn4ZnCu3O2,2.893308246
7703,NbCr3,3600.176994
7704,LuGaRh2,2383.022368
7705,CePd,3801.788972
7706,SrCaO3,1086.567402
7707,Li4MnNi3(P2O3)2,20.75128763
7708,AcInHg2,14.99688264
7709,ZrSeO,1642.734607
7710,Pr3CuSiS7,611.2141006
7711,FeAgTe2,217.9016207
7712,UCl4,299.3063813
7713,SmCdAu2,30.15966897
7714,Al4C3,1697.025829
7715,Rb2Ag2GeS4,446.0535754
7716,LiC2,1633.4676240000001
7717,NdO2,1532.4535779999999
7718,Cs2NaInF6,417.29080519999997
7719,ThCu2,93.20116103
7720,Ba2LiB5,267.9405637
7721,Mn2AlCr,574.3631455
7722,ZrPd,146.9465003
7723,FeSi,0.392720229
7724,NdTlAu2,68.29856015
7725,LiFeP2HO8,454.59659419999997
7726,Cr3CdTe4,43.72830541
7727,Ho2HgO4,631.4693628
7728,PrErMg2,10.99771817
7729,AgSO4,214.83364080000004
7730,BaNd2CoS5,8.991648412
7731,Sm2TlAg,2639.920741
7732,Rh3Br,4.855995755
7733,Li2CoCl4,248.8157126
7734,KHF2,661.874495
7735,CdS,4962.941526
7736,Mg3Au,53.08810386
7737,ErMgZn2,31.03575402
7738,Tb2O3,662.201911
7739,Rb2ZnF4,1837.439243
7740,LiZn3,3.2546357230000003
7741,CoPSe,1649.861184
7742,NaTmS2,2075.143684
7743,Y3Sc2Al3O2,430.9189929
7744,HfTe2,415.0316346
7745,Na2DyMoPO8,104.4307498
7746,CeMgSi2,150.7988629
7747,Er2Te5O3,232.3464044
7748,Mo3O8,7.452084862
7749,TaCl4,18.30869812
7750,KTeAu,557.1746445
7751,Pm2Mg,241.8547095
7752,TeF6,95.07214544
7753,LiCuO2,682.478287
7754,PrPt5,54.86955079
7755,RbTi5Se8,949.0262772
7756,K3ZnPCO7,171.1115816
7757,Mn2Sb,387.5512177
7758,H5PbCI3N2,1382.9120480000001
7759,NdGeRu,281.38633680000004
7760,DyPaTc2,186.8515054
7761,Ti2MnBe,97.50993162
7762,MnZnF4,287.63175839999997
7763,PrSb,4926.559217
7764,Zn2Cr3O8,90.2331137
7765,Li2MnSn(PO4)2,189.891089
7766,K2Sr(P2O)2,152.4701003
7767,Ho2OsRu,304.4768755
7768,Sc2CuPt,1314.56324
7769,Lu3Ga5Ni,358.073511
7770,Rb4CO4,115.13004009999999
7771,LiSbTe2WO2,422.5857757
7772,NaVSe2,342.2044781
7773,NbNiTe2,407.3821596
7774,ErAl7Au3,659.8592177
7775,KCdF3,2958.8522
7776,ErAlAg2,54.45309665
7777,Cu2GeSe4,6.542801385
7778,LaB2Ru3,176.6622108
7779,Nd2SiTeO4,2620.702482
7780,BaDy2PdO5,1595.663215
7781,ZnHg3,548.9052695
7782,SmDyTl2,158.6270178
7783,Rb3SbSe4,334.4904982
7784,Cd(CN)2,839.4026647
7785,Sr3Co(CN)3,1059.656601
7786,NaHS,2771.799109
7787,Li2VO2F,29.67673107
7788,UP2,268.1579045
7789,RbPrS2,1585.230726
7790,CeBiPt,4.2948211039999995
7791,TmCdPt2,287.38358619999997
7792,Ca(FeN)2,11.10455624
7793,FeI2,818.3344694
7794,RhI2,95.12939082
7795,Nd(PdO2)2,460.98695810000004
7796,Zr3Tl,232.4044616
7797,H4N2O3,1429.486445
7798,Ho(FeGe)2,921.9128347000001
7799,Tm(Mg3Al)2,334.1102049
7800,PmCdPd2,9.407780365
7801,Rb2SnCl6,2032.2319969999999
7802,NiH2SO9,31.49550301
7803,NdS,599.699987
7804,DyTiGe,787.6996249
7805,Zr2Zn,167.33799319999997
7806,Li4UO5,1047.438152
7807,MnAuO2,106.80145220000001
7808,RbNO2,432.7796482
7809,P3Ir,284.5141308000001
7810,Ca2Si,2039.384876
7811,ZrNi3,739.7983528
7812,NaCaTl2,105.6146418
7813,Sn(BiTe2)2,4562.650890999998
7814,Ta2CrO6,255.8142373
7815,MgInCu4,1369.584798
7816,BaSrI4,1050.020324
7817,Cd2H2SO6,572.6517416
7818,PPbSe3,791.0704371
7819,Hg(IO3)2,657.3927786
7820,TiCuHg2,388.9688907
7821,Sm3GaC,11.45884485
7822,ZrAlCu2,204.0872392
7823,HfScIr2,3359.86925
7824,LiVCO4,133.861199
7825,Y(GeRu)2,827.1439202
7826,ErH,4541.2001009999985
7827,In2Co3S2,171.0257236
7828,MoBr3,1182.412985
7829,Rb2O2,859.6780075999999
7830,NaSnN,3540.02573
7831,SmCuPb,596.3593207
7832,AlSbO3,1459.075776
7833,K3Cu3P2,2066.070257
7834,Li2Mn3NiO8,116.0952342
7835,Cu2SnSe4,67.42193951
7836,SmCuSeO,1767.245479
7837,HoSi,196.1750862
7838,LiCo2O2F3,1203.420699
7839,Yb3Zr,7.404065695
7840,Dy2MgIn,329.5560599
7841,SrPd,281.08455180000004
7842,Lu2ZnGa,72.99267697
7843,Na3CuO3,201.67713030000002
7844,Rb2O,1367.146683
7845,Cd2PtRh,29.55702661
7846,Rb3NaBe2F8,194.0946361
7847,NdSn2,221.5813557
7848,PmDy3,193.5147592
7849,YbMg3,10.95334919
7850,Tb(GeRh)2,1430.742436
7851,BaLiB9O5,121.5663952
7852,CeN,310.8805373
7853,RbAgO2,1162.875607
7854,RbCuO3,22.55750287
7855,Er(SiPd)2,404.3080638
7856,MgGeO3,2158.4000100000007
7857,Co5SnO2,3.4323394130000002
7858,Ni6OF,303.36476789999995
7859,YbTi2CdO6F,79.17919282
7860,AgCO3,455.51766150000003
7861,PrB2ClO4,1258.9943560000004
7862,Li5Ti2Co3,55.35569645
7863,Mg2CoO4,450.55076210000004
7864,CIN,2082.447404
7865,TmB2,225.69852519999998
7866,NdIn3,1351.32683
7867,HgBrO3,494.7541107
7868,Cd2Bi6O,581.5486789
7869,CoS,1649.7138289999998
7870,Sr(MgSb)2,2260.202398
7871,Sr3MgFe2S2O5,38.66335298
7872,Mg(CoGe)6,374.0912272
7873,Tc2N,768.9853062999997
7874,P4S3,369.4210636
7875,SrTaNO2,1742.900196
7876,NdAsO4,261.0346733
7877,NaMgPb2,1.004997922
7878,SmErRu2,155.4452435
7879,ScHg3,1051.7946960000004
7880,CuBr2,520.8215278
7881,LiV2F5,306.54357539999995
7882,UAs,67.48734166
7883,LuO3,1718.4128210000001
7884,Ba2YCr3O8,530.3344522
7885,SmPd3,29.50832652
7886,YbNi2B2C,381.7778748
7887,Ca3GeN,506.7248914
7888,TiPd3,506.60576430000003
7889,DyPb3,1142.269045
7890,Sn(HgSe2)2,2199.800491
7891,ZnGeN2,1470.8605619999994
7892,Ca2InPt2,904.5071696
7893,Rb3Zn,82.66757559999998
7894,Fe(Sb2O)2,112.5921723
7895,TiS3,1480.411357
7896,K2GeF6,315.67424339999997
7897,RbAsF6,152.4803141
7898,Ga2S3,1440.9647220000006
7899,AgAsS2,1595.353215
7900,Ti2MnNi,715.5631741000003
7901,NaCuO,12.23373187
7902,TaSnS2,95.29611603
7903,SrTe,2702.482686
7904,MnCuO2,387.8775805
7905,CdBiS2Br,2107.590823
7906,CrP2O7,237.3655014
7907,NpAs,696.8904521000003
7908,CaMgNi4,162.1413983
7909,CrMoF6,201.080306
7910,InSbS3,1366.912307
7911,UNi2B2C,28.13426613
7912,Tm4B6O5,89.49886459999998
7913,Hf2Hg,215.4729861
7914,Ti2Pd3,854.6967263
7915,ErZn,64.8214814
7916,Dy6FeTe2,860.2954015
7917,KVP2S7,211.4689431
7918,Li4MnCo3(P2O3)2,59.84389511
7919,MnSnO3,245.24369610000002
7920,HgF2,1339.445737
7921,ScB2,231.13228859999998
7922,Rb2NaTlCl6,1263.512072
7923,Li2Fe3NiO8,104.0114207
7924,TaFeRu2,14.52275154
7925,Na3Sr3GaP4,892.4122991
7926,ZrPbF6,1358.7752150000001
7927,TbCu,540.5234832
7928,Ta2I5,25.97595347
7929,LuNbO4,1047.875816
7930,Ba2CuSi2O7,584.8597745
7931,LiNbRh2,773.0022605
7932,PrBPt3,21.8709372
7933,Tm2RuPt,29.33383571
7934,Bi2Rh3S2,200.1413685
7935,KPr3,24.50402554
7936,Ta2Se,630.1904301
7937,Y2SiCO7,386.38289239999995
7938,CaCd,22.45431035
7939,PmPd3,51.01994025
7940,LiCuBO3,521.7059763
7941,FeCo3,8.727489423
7942,Rb2PrO3,38.92068752
7943,RbSbBrF3,640.44891
7944,Li3Cr(CoO3)2,194.841615
7945,K2ReBr6,1747.072562
7946,TiAu2,553.3649244
7947,AlSbO4,1027.976285
7948,Tb2CoGe2,347.3608851
7949,K3Pr,114.09693909999999
7950,TaFeP,66.75071138
7951,NdSbPt,976.5019264
7952,CaCr2,431.07865899999996
7953,YbTa,102.4285562
7954,PbBr2,1859.175993
7955,Ga2CoS4,839.7938582
7956,In5CuS8,101.2983842
7957,As2S3,928.5904492000001
7958,BaCa(SbO2)4,878.0813019
7959,Fe2Te4H3ClO2,473.71461569999997
7960,Sm2Te4O,416.7274983
7961,DyCo2,579.2882433999997
7962,SmMgTl,212.49842379999998
7963,Li2InSn,32.08712205
7964,LiTm2Rh,293.5787867
7965,Ba2SnHg,2141.1414170000007
7966,YMnSi,54.26341124
7967,Ho3CuGeS7,961.3024929
7968,BaTi2As2O,98.43204113
7969,ErIr,238.20614680000003
7970,NdMg,6.814420649
7971,MgScHg2,70.15236740000002
7972,MgIn,28.85580491
7973,Zn2Cu(AsO4)2,517.0016489
7974,HoGeAu,2114.48333
7975,SrIn2,963.2924611
7976,HfPd3,455.36267879999997
7977,K2NaAlAs2,1227.6744199999996
7978,Y2Al3Si2,512.2979936
7979,AsSe,1119.900183
7980,ScAs,230.6762258
7981,Na2O,1140.064093
7982,TbInPd,1771.267575
7983,TmH3(CO2)3,2627.746419
7984,Ba2AlCr3O7,612.8852866000002
7985,Rb2TiCl6,2053.3948530000002
7986,Ba3SbP,852.0295702
7987,RbTbS2,1656.6075970000006
7988,Tl3AsSe3,2324.5600050000007
7989,Hf3Bi,46.91186308
7990,Si2MoO6,18.36952758
7991,Li2SnGe,1476.9653970000006
7992,LiY2Pt,458.4877627
7993,K2PtSe2,2294.015746
7994,BaNaIn,71.41187739
7995,Li2MnF5,898.214192
7996,Mg2SiB2Ir5,383.9386167
7997,Ti6Si2B,425.49699010000006
7998,Np(SiAu)2,577.5231546
7999,Y2Te5O3,208.62706409999998
8000,Th3B,972.1202673
8001,YNi5,241.06087209999998
8002,Mg(InS2)2,1664.95325
8003,USiAu,429.5429307
8004,ErSiRh,97.14892442
8005,Rb2CoI4,286.648304
8006,Ti2Cu,15.09698881
8007,GaNO5,850.2540267999997
8008,ThP,166.3021575
8009,Sc2MnSn,0.3597633670000001
8010,NaTaGeO5,772.7213442999997
8011,LiTiPO4F,50.58618848
8012,Tb2AgIr,5.584030296
8013,CeCo2,1223.3111880000001
8014,ErGeRu,496.8540629
8015,BeSbAs2,48.09729468
8016,HoCrO4,21.58135027
8017,AlRe2,72.16576811
8018,Li2TiO3,1689.458673
8019,RbHO,546.9608397999998
8020,Er2NiRu,1104.672622
8021,CrGaFe2,560.6443777000002
8022,Zr2CuSb3,266.4803662
8023,Lu2ZnAg,496.4570961
8024,Na4Al3Si3ClO2,113.7324946
8025,BaPbO3,149.51444980000005
8026,RbBr,1424.084505
8027,Mn2Au,191.3890873
8028,Zn3N2,1054.45925
8029,Lu7(NiTe)2,1161.827489
8030,CeRu2,1625.275832
8031,TaMnRu2,58.08474021
8032,KRbO,683.5527976
8033,BeGeB,286.5416267
8034,K5CuAs2,777.6996493
8035,H2O2,986.4639401000001
8036,YAl,868.0492837999999
8037,TmGa5Co,362.0207838
8038,Zr2TlC,981.9028983999999
8039,Ac2HgGe,2272.736156
8040,Li2MnVO4,406.4631854
8041,Tm3SnC,2185.806012
8042,CdTeMoO6,527.2863013
8043,Sr2ZnCu2(SO)2,1414.189498
8044,Nd2Be2SiO7,203.41867119999998
8045,SrLi2Sn,125.7655028
8046,PdPb2,112.38839009999998
8047,RbUAgS3,222.2940452
8048,KP(HO)2,862.0823307
8049,Ca(SiAu)2,32.53387009
8050,LiAuF4,841.0640251
8051,LiSnPO4,523.8695508999998
8052,Sr5P3ClO2,256.31980919999995
8053,TiGa3,1178.701779
8054,Ba(BiO2)4,37.08152413
8055,Li2NiBO4,88.73265081
8056,K3IO,1997.919992
8057,SrPd3O4,187.86964780000002
8058,MnBe2,203.8028752
8059,CeFeGe3,1445.039409
8060,K5V3F4,406.3374816
8061,HoTlO2,2726.394928
8062,LiCrP2O7,428.39513289999996
8063,Rb3NbO8,391.4555124
8064,InP3,853.6628450999997
8065,Y2Fe2Si2C,47.65363228
8066,RbMnF3,2017.537943
8067,Na2Cu3(Ge2O)2,267.2388789
8068,Ba3Si6N4O9,460.9758706
8069,DyGaRh2,2114.495434
8070,Dy(SiIr)2,275.1516665
8071,Dy3MnB7,158.20654069999995
8072,HfNi2Sn,17.56710614
8073,CeB4,636.9502547999998
8074,KPt2Se3,1728.174425
8075,NaLiICl,3847.8001270000004
8076,Ba5Bi3,506.24660020000016
8077,Co3Ni,806.0527088
8078,HgPd3,45.93271508
8079,ErSCl,2093.417916
8080,AgHgPd2,390.1852678
8081,Zn2PtO4,1248.185737
8082,NdPIr,229.7581609
8083,PmB3,643.4734461
8084,Tm2MgRu,343.3684905
8085,NbNi2Sn,271.6771566
8086,Na2SnO2,1166.058405
8087,LuNi2,10.64568036
8088,RbF2,67.58603285
8089,PrCd3,310.5109625
8090,CdAsPd5,831.8227068
8091,Cu2Te,938.0375482999999
8092,Ca(ZnSb)2,514.4782558
8093,LiGa2Ir,76.50096949
8094,ErTlPd,621.2655859
8095,InHgW2,206.22553159999998
8096,CoReO4,1182.491651
8097,Cd2SiO4,1024.4922869999998
8098,CaBi3,59.60508772
8099,Mn2B,68.02216168
8100,YPaTc2,207.57358469999997
8101,TbIr2,61.94145182
8102,TbOF,1558.825602
8103,Mg3Br,497.80913830000003
8104,CuRe2Cl,441.6808484
8105,SmMg2,59.31730723
8106,Sr2Co(BrO)2,140.09422780000003
8107,LiFeP,441.80297930000006
8108,TiSb2,313.5327957
8109,Ta4Ni2C,190.0602667
8110,ZnPd5Se,2288.778067
8111,NaInO2,1867.3422489999998
8112,AlBiSCl4,75.67165056
8113,LiNi2Sn,1993.386946
8114,Sb2Pt,1246.515922
8115,LiInAu2,4.073028754
8116,SmIn,37.72435455
8117,Tl2Au4S3,1271.901285
8118,NdMgPt,194.7560097
8119,NaUBO5,1513.4139460000001
8120,Rb2GeF6,357.55214110000014
8121,TlAuCl4,1044.927594
8122,Li4CuSi2O7,172.96604680000004
8123,RbLiSe,1438.790477
8124,Li3NbS4,1688.990534
8125,Li4SeO5,849.3219884
8126,Th(SiRu)2,93.49029945
8127,Al2FeS4,122.8270893
8128,RbAu5,841.5882497000001
8129,CaPmPt2,787.0591145
8130,TbCuSi,821.5894599999997
8131,FePbW2,364.76167810000004
8132,Na2Mg(CO3)2,120.0642638
8133,NbGaFe2,45.45069646
8134,Hf23Se25,55.58465834
8135,LiPt3,294.5930245
8136,Li2Ti2FeO6,359.0367488
