,pretty_comp,p_Seebeck
6721,TiF3,7.764344532999999
6722,MnBe2,5.43996414
6723,TaNO,383.93843
6724,K2FeCo(CN)6,12.635232
6725,BiI,230.61246
6726,K2NaTlF6,546.69177
6727,Sr2Co(SeO3)3,5.900263667000001
6728,BeGeRu2,12.292668
6729,UCl6,376.4229667
6730,Rb2Ni3Se4,134.9531833
6731,MgCrF6,28.806712
6732,DySi2Rh3,-7.5085261
6733,Sb2S2O,386.3834333
6734,LiBH4,382.8715367
6735,Nd3GaC,12.160602
6736,NbRu2Cl,20.560002
6737,SmIn2Ir,0.821610133
6738,TiSnPd2,7.9166243
6739,ZnRhF6,33.03122767
6740,Li4MnCr3(P2O3)2,-6.024239
6741,H7S(NO2)2,430.4241
6742,ZnFeSb,4.444302833
6743,BeCN2,236.1046167
6744,Li2Fe2(CO3)3,-0.907482
6745,Hf2Si,7.162661867000001
6746,Li3Mn5Cr2O2,30.84812893
6747,AgCl,423.3348
6748,ErZn,4.2978692
6749,Tc2N,6.1698347
6750,TaTi2N3,-8.601617832999999
6751,ErTa3O9,394.3851233
6752,ScTc2Mo,44.307026
6753,SrHf2Mo,-7.5650977
6754,LiCe2Ru,47.968412
6755,VRu3C,-6.6407506
6756,Rb2H6Pt,507.495
6757,Sm2(Zn2Ge)3,-8.135928833
6758,CeAgSn,48.23335467
6759,PmMgAg2,6.0234192
6760,TaTlO3,239.34921
6761,NpInRh2,1.814692
6762,SrNi5As3,-9.305001797000001
6763,TiBe2Pt,456.7915533
6764,ZrGeRu2,50.614251
6765,Si3Mo5,-5.902685933
6766,Mg2P2O7,332.29528
6767,NaCoO2,446.5631733
6768,Dy2ZnIr,4.3054968
6769,BeGa4W,47.551493
6770,Yb2AsAu,187.54916
6771,Hf2Al,-7.4855755
6772,PmCdPt2,-7.028241800000001
6773,BaO2,343.24623
6774,WO2,8.9984319
6775,Sr(GeAu)2,-3.322978733
6776,Si3Bi2O9,265.1310367
6777,LuC2,-8.279415432999999
6778,V3Pb,33.652253
6779,MnSn(BO3)2,421.7255267
6780,Ba5Nb4O5,390.00844
6781,TiFeO3,-0.678630033
6782,ZrTaNO,-0.956269266
6783,BaSnF6,553.4744599999998
6784,Mg3(Ni10P3)2,16.94261867
6785,Dy(CoGe)2,17.496367000000006
6786,SmI3,240.1037133
6787,KrF2,301.7827633
6788,Zr3(Cu2Si)2,-0.673035967
6789,SrPuO4,15.81523633
6790,ZnBiF6,1.571810823
6791,Ca(NdS2)2,344.9021767
6792,Ho2OsRu,-5.6817358
6793,P2Pb3O8,364.6809933
6794,SrTa4O,438.3550233
6795,TlFeSe2,-0.4840367999999999
6796,CePt3,76.84667900000002
6797,Ti3TeO8,334.4521633
6798,Li2VO3F,395.4569333
6799,Tm2CoIr,-6.1078903
6800,Li2SiSnS4,294.0119867
6801,Mn2Co2C,41.74562767
6802,ZrSiRu,1.857604933
6803,CdHg2SeO6,267.94378670000003
6804,Sc5Si7Pt9,52.07469133
6805,S3(NCl)2,332.54473
6806,NiP2,375.6550733
6807,AsH6NO4,489.2130867
6808,CoNiSb,-6.082261333
6809,NaH,161.24733
6810,CeSb,37.050031
6811,Ca2Mn(PH2)2,339.3164533000001
6812,PrHo3,12.163596
6813,FeCu2GeS4,72.20058433
6814,Sr2YTi2TlO7,5.644585667
6815,TiTe2,-7.471015433
6816,SiH2O,-9.868973267000001
6817,BaV4O8,-9.1496271
6818,K3BrO,431.03821
6819,Ho2CuRh,2.1208426
6820,TlAgTe,276.8319867
6821,Hf3Ge2,3.709319333
6822,TaPbS2,26.628726
6823,Zr6Sb2Pt,10.90997988
6824,TmHg,13.28438
6825,Sb2O3,436.13803
6826,Sm2Se3,196.59042
6827,TaIr3,0.020404712
6828,TbNi4B,6.639244523
6829,Pr2CdS4,330.8737867
6830,LiTcO3,-1.0907885
6831,Ac2GaCu,22.687465
6832,Sr4CaMn2(SO3)2,37.97873633
6833,HoFe5,2.469549
6834,Li2CoCuO4,2.834489933
6835,Tc2P3,15.784475
6836,Li4TiO4,476.27387
6837,Li2AgF3,519.7950033
6838,ZrIN,238.7750833
6839,U4Si6Tc7,27.909915
6840,Li4Mn(OF)2,180.7885133
6841,Li8MnO5F,370.0968267
6842,LuScPd2,4.1188415
6843,NbSbO4,329.4640267
6844,Li4VTe3O2,29.64555767
6845,Ca(BIr)2,25.926423
6846,BaAgP,103.1705317
6847,NdP3,1.9325585
6848,ZrFeP,-4.3835048
6849,DyYTl2,-1.2931225
6850,Sn2Ir,4.393412067
6851,PmGeAu2,-0.050773522
6852,Rb5FeO4,331.81619
6853,Nd3NbO7,285.71348
6854,Y(AlGe)2,-9.899735067
6855,LiRh2Pb,15.045235
6856,Li(CoO2)4,16.167963
6857,LiCrO2,-8.529467667
6858,K4SnSe4,341.9811833
6859,Li2Ti2NiO6,407.0190467
6860,LiBeN,340.3175133
6861,LaB2Ru3,-0.912065033
6862,Dy3TlC,31.342368
6863,Ca(AuO2)2,458.36855
6864,SmNiGe2,5.995113633
6865,Ag3PSe4,319.08809
6866,Sc2InNi2,-9.387666592999999
6867,DyGaO3,430.1465833
6868,P2Ir,249.0604467
6869,Ti(FeO2)4,8.2816758
6870,Sr(FeAs)2,-1.650335233
6871,KSO2F,402.9833567
6872,Y2CdS4,312.76987
6873,CrF6,541.0507533
6874,ErAgTe2,195.2804667
6875,TeAsHO5,406.2057333
6876,Ce2Cu(NO)2,32.26367667
6877,SrBiIO2,347.42275
6878,CuNiSb2,10.4764929
6879,PrCdHg2,-9.3678454
6880,NbAu2,9.61938601
6881,NdSmHg2,16.701133
6882,ZrBr2,16.29219673
6883,CdSiO3,367.81725
6884,LiCaAlN2,365.1946467
6885,V3Ge,50.050081
6886,Rb2VAgSe4,260.33784
6887,Li3Ni4O4F3,-4.025459183
6888,PBr5,387.1031967
6889,ThNi5,-5.8554721
6890,Lu2TiO5,325.6453933
6891,AlSbI6,386.3482667
6892,Ca3Al7Cu2,-4.499028167
6893,ThRe2,-2.1191934
6894,Pr4Sb3,1.094439467
6895,V3AsC,1.118688333
6896,SrSe,263.59275
6897,ZnN,17.347279
6898,PrCoO3,5.2672602999999985
6899,GaFe2Co,9.2129141
6900,Li2CrCuO4,16.633528599999998
6901,Li5VCr3O8,213.7782567
6902,SrPd3O4,24.367094
6903,InBF4,448.32851330000005
6904,YbTa,-0.292987067
6905,Tl4SnTe3,219.3902567
6906,HfBiO4,423.6672533
6907,ThO2,355.88222
6908,NdZn5,10.61131533
6909,ZrNiSn,24.760995
6910,LuBr,-4.538401667
6911,BaBiO3,5.199321
6912,MoAs2,-9.645691453
6913,NdCoP,-2.826832
6914,TaSe2,-6.26954071
6915,DyNbO4,427.2245767
6916,Ba2VTe,23.783321
6917,ScZn2Ag,7.756641900000001
6918,CePd,47.69586267
6919,SmH2ClO2,333.2293167
6920,P3Au2,24.27569467
6921,PCl3,309.8656233
6922,TiV4CuO2,-7.57769989
6923,Na2MgCl4,435.8875967
6924,Y6N2O5,-9.9921321
6925,Zr2Te2P,5.887120923
6926,CaSbF6,24.855216
6927,TmTe,-8.710365699999999
6928,ScIn3,16.098863
6929,Cu(IO3)2,282.8857767
6930,BaNd2CoS5,6.252448967
6931,Al2Sb2O7,113.59963
6932,SrS2,167.7884167
6933,Lu(TiGa2)2,3.55791762
6934,SnF2,277.6571567
6935,Na3Ni2SbO6,508.7410467
6936,V3(O2F)2,-8.031457467000001
6937,TlBS2,364.2849167
6938,GaB3N4,345.17656
6939,Sr2Sn,180.9970333
6940,Nd(CoGe)2,7.403461132999999
6941,PrZn,3.331519
6942,Ir3Rh,9.7262364
6943,SnIr,-5.515227767000001
6944,SrZnF4,445.3645567
6945,PmDy3,7.140152267
6946,VRh,0.876936933
6947,SmCu,8.1610087
6948,ZrSeO,186.23241
6949,Na6MnSe4,287.6071633
6950,ErInNi4,2.7921284
6951,DyCrO4,35.63292267
6952,NdCdAu2,4.5284886
6953,Ni(AsO3)2,383.80127000000016
6954,ThI4,318.90854
6955,SbPt7,33.039963
6956,H5CNO2,399.4284867
6957,SmFeP,44.85387167
6958,TiBeIr2,46.852094
6959,Y3AlO6,311.4279733
6960,V2CuBr,1.1003465
6961,CaInAu,0.0987768
6962,Mn2CdO4,192.06284
6963,Na3SrPCO7,467.45702
6964,K2PtSe2,384.6251933
6965,SmTaO4,407.77263
6966,ReTeS,172.60703999999996
6967,MgAl2O4,417.0630533
6968,ZrNi3,-8.915369132999999
6969,CeTh2O6,458.51988
6970,Ce(Fe2As)2,196.03574
6971,Sc2MnSn,-0.67169909
6972,Mg4As6Ir7,28.718148
6973,CsSnI3,64.71989
6974,Lu6TeO2,446.7565233
6975,PtCl2,462.23566330000006
6976,ZrScOs2,6.9902858
6977,Mg3ZnC,-1.8827648
6978,ZrAgB,16.533881
6979,Sr2Li2NiO4,56.50238570000001
6980,YbSn2Pd,-5.7717779
6981,S(IO3)2,282.0776633
6982,YAsPt,-7.497457333
6983,NClOF4,461.48767
6984,NaNdO2,408.9345933
6985,Ca3AsP,154.12991
6986,Mg2VBiO6,315.1343633
6987,BaO2,485.18903
6988,PbSeO3,304.17958
6989,YIn3,17.871831
6990,Li2Ni2SbO6,32.80949533
6991,Sm2CuIr,-0.24804708
6992,Pb5(SI3)2,321.6209833000001
6993,RbAuS,282.8805200000001
6994,Yb2TlCd,-4.243457599999998
6995,Np(Al2Fe)4,44.24350567
6996,Zr5Te4,6.551947332999999
6997,Sr4Ti3,405.43366
6998,Ca(GaAs)2,134.0443233
6999,Ho3(AlNi3)2,1.4016883
7000,TmZrRu2,11.073231
7001,VAu2,10.03578927
7002,TiF2,439.0707
7003,SbS2,-1.7092109569999998
7004,MnV2Cr,32.759444
7005,InI,201.77929
7006,Pd(SCl3)2,377.27538
7007,Tm2Pb2O7,403.5990833
7008,Mg(MoO2)2,-1.921361383
7009,Th2TeN2,251.4956067
7010,Nb3Rh,39.80732800000001
7011,Cu4Si2NiS7,37.94625333
7012,CrSi2,298.52806
7013,Na2Cu3(Ge2O)2,268.69076
7014,Li2Fe(P2O)2,248.9855667
7015,Ba2Cd(B3O)2,385.2241967
7016,LiSn4Rh,-6.162662433
7017,TbTaO4,407.03666
7018,Rb2NaInF6,510.51293
7019,Li4Mn2O9,477.8233033
7020,CaC2(SN)2,315.6241533000001
7021,NdIn5Rh,-0.459218867
7022,CeSi2Ru3,27.94117436
7023,DyP,-6.131427099999999
7024,SeCl,364.1314167
7025,CaErRh2,-8.088122
7026,Sr2ZnMoO6,348.68996
7027,U3TiGe5,-9.4776488
7028,LaVCrO6,1.149718047
7029,Sr2Pb3,3.6278355
7030,KSr3,12.48337133
7031,Rb2NaYF6,473.73269000000016
7032,Sm3Dy,-3.2278139
7033,Na3AlSe3,352.01778
7034,Ta2H,9.705274933
7035,Ti2Al,-4.4848602999999985
7036,MnCo5O2,42.611382
7037,PrMgRh,-0.241147233
7038,CuPtO2,2.53414059
7039,Ca3AsN,168.23253
7040,Pa3Sb,11.396152
7041,Y(SiPd)2,-8.297836867000001
7042,TiAlFe2,33.418167
7043,DyIr3,0.34050778
7044,Pt3PbC,-4.0255826
7045,ZrMo2,5.4302897
7046,MgGeIr2,65.375648
7047,Ba5Sb3,68.15990667
7048,ZnCo(SiO3)2,-0.297375333
7049,CeIn5Rh,36.93754733
7050,DySnRu2,14.371304
7051,K3Na(SO4)2,463.1584933
7052,H8PtN2(ClO)2,286.84966000000014
7053,TiAlRu2,30.861904
7054,K4Au6S5,352.9435233
7055,CeCd3,72.35788833
7056,VFeH2O5,3.694165533
7057,Ho(NiP)2,8.403783599999999
7058,TaO2F,430.8554367
7059,Li7Fe(O2F)2,387.1028967
7060,CrAuO2,385.3802667
7061,GaCuO2,457.5705433
7062,LiSmO2,306.8464867
7063,USe3,2.416281333
7064,Nd2CuIr,-1.2392736999999998
7065,NbTeCl9,340.7526933000001
7066,CaBiPd2,7.2724515
7067,RbNa2BO3,343.5035067
7068,LiAl2Rh,-0.291090097
7069,Ca2Sb2O5,154.4631733
7070,Yb2Ge,115.6813393
7071,Fe2O3,14.982504
7072,Cr(PO3)2,303.9718467
7073,Nd(BRh)4,-9.362130867000001
7074,Tl3Ga9S3O2,334.8827867
7075,HfSnS3,198.1194767
7076,Na2YPCO7,382.0628233
7077,HoI3,259.33919
7078,DyB4Mo,182.63976
7079,NbAs2,23.28738603
7080,Tb2B4C,-2.9671896
7081,UGe3,15.967817000000002
7082,TaC,-1.9624497
7083,Sc3TlB,21.700322
7084,Al6Cd4TeO2,444.54175
7085,Ba2MgReO6,-8.466320567
7086,NaBr,438.24431
7087,TbInCo2,5.433651267
7088,Ga3B,-0.41275771
7089,RbSrCl3,378.5928733
7090,LuHfRu2,9.6921689
7091,H4NClO2,449.5013167
7092,Na2HgO2,441.6538933
7093,BrClO,252.56408
7094,CeTe,26.654555
7095,MgNiH3,-1.9353272
7096,Ba2SnHg,103.27697
7097,Na2TiAu,40.23466
7098,LiAl2Tc,-9.2183314
7099,Nd5AgS8,271.0716433
7100,CdIn2O4,499.13409
7101,Ce(AsRu2)2,166.55623
7102,UAg3,5.791573532999999
7103,Mn2Zn3O7,405.06352
7104,Mg2ZnPd,-0.19677602
7105,YCuO2,500.29648
7106,Li2Ti(CoO3)2,453.3385633
7107,Ca(Fe2Sb)2,95.607232
7108,KNaSO4,475.627
7109,Tm2Ga8Fe,-4.198027367
7110,MnP2WO8,0.233764667
7111,NdS3,8.200789667
7112,MoF3,41.82292267
7113,Mg2FeH6,519.32682
7114,LiCa2Cd,11.73152
7115,Li2CuNi(PO4)2,28.13200967
7116,Nd3RuO7,-1.976688167
7117,Sr2BBrN2,443.09004330000016
7118,Rb2ZrCl6,378.73629
7119,NbNiAs2,-3.932464633
7120,PmYAl2,9.6426706
7121,RbTl3,10.184286
7122,K6HgS4,316.7293967
7123,Cu2SiS3,246.5530267
7124,AlV3,21.757868
7125,Sr3AsP,162.36491999999996
7126,MgCr2O4,441.62614
7127,SmLuTl2,-2.1424584
7128,CaInBr3,250.3114333
7129,MnPH6NO5,261.7789167
7130,TmSbPt,179.77619
7131,Th(GePt)2,-2.30446924
7132,NaMg,0.0725989
7133,Al3CrO6,371.95162
7134,NdO3,39.648095
7135,NaTlO2,490.86816
7136,InP3,28.315161
7137,HoSO,188.89706
7138,HfIN,240.2218333
7139,Tm3FeSi3,2.512019027
7140,Pr2SO2,309.3775067
7141,IrF4,106.9317483
7142,Ce3Ni2B2N3,33.36020033
7143,SrTeO3,370.4039167
7144,Tm2IrPd,-0.1298983
7145,SmCoO3,5.148931200000002
7146,TaC,-5.197221533
7147,Ho2Cr2C3,-6.530281667000001
7148,U2Si4W3,-9.3020907
7149,SiAgPt5,-1.625071133
7150,TbAl7Au3,17.72487967
7151,Tl(CuTe)2,15.61102033
7152,Na6MnCl8,336.24983
7153,AuCl,217.8539067
7154,CrP4,-9.066077067
7155,H4CSN2,339.8091567
7156,Li2Ga,1.066948373
7157,P3Ru,344.8555333
7158,Li2MgIn,3.143214967
7159,AlAsPt5,29.220918
7160,Li6MnS4,319.2428933
7161,NaAg(NO2)2,343.54144
7162,KTiPCO7,530.5122067
7163,HoRh3C,-9.4388577
7164,Lu2InPd2,6.12742
7165,Ce(GePt)2,29.65591967
7166,CuSbS2,360.1925267
7167,ZnSbO3,268.2566933
7168,TiCu3,13.6094333
7169,ThSe,1.0941048
7170,Sc3Tc,20.07656633
7171,Rb3Re,3.919358467
7172,MgZrPd2,10.094225
7173,BiSeCl,403.4763367
7174,PrTmMg2,-4.5955918
7175,TaVO4,48.385339
7176,CeInPd,59.96621633
7177,TbGa3Os,-5.272289099999999
7178,TaAs,34.60987133
7179,DyInAu2,7.278305
7180,Y4Ga2Pd,11.915444
7181,Sr2ZrO4,349.32176
7182,SrSiO3,417.6531233
7183,TaCuN2,164.81589330000003
7184,Pu3Pb,-8.3589901
7185,Tc3Rh,12.47881317
7186,LiTl,-2.6878347
7187,KSn2I5,355.4375967
7188,Y2TlAg,29.252811
7189,Y3Sb4Au3,357.26195
7190,LaPt3,7.571349900000001
7191,RbAuO,327.3612133
7192,Ba7(ClF)2,426.8307533
7193,CeTeCl,13.83726372
7194,NaCu3F7,11.2002151
7195,BaYMnCuO5,12.28989267
7196,HfC,41.70342417
7197,La2Pt2O7,388.68871
7198,Na2ZnSiO4,437.8486733
7199,Ca3TeO6,426.71408
7200,GaAuO2,97.434564
7201,CrCo2Sb,-1.743371
7202,CaClF,518.94918
7203,CaCu(SiO3)2,45.45010907
7204,LiCdPd2,2.5288161
7205,ScP2O7,95.87335767
7206,BaBrF,403.4512533
7207,MgWF5,157.57068669999995
7208,AlTeO4,27.502301
7209,Zr2CoTc,-3.3170375
7210,Sm4Cl6O,15.89150467
7211,MgSiRh2,-9.2883556
7212,AlBi,224.09754
7213,TiMn2Si,-1.2213857
7214,Tm2MgIr,-0.53243652
7215,RbTeAu,183.1454967
7216,TePb,31.249269
7217,Ag3Sb,0.403353633
7218,Sm(CuSi)2,11.69789657
7219,Dy2S2O,267.5298133
7220,Fe2CoGe,11.322114
7221,RbBiF6,543.57696
7222,Zn(CrS2)4,0.4053925
7223,NbPt,5.148903233
7224,HoC2,-8.129274333
7225,Ti2Cd,-2.884872667
7226,DyIn3,17.319758
7227,Sc2NiPt,6.4347735
7228,Ce(CuSi)2,49.01030267
7229,K2PdF6,453.8348067
7230,LaN,54.55802167
7231,BaDy2CoO5,-1.218120767
7232,Rb2TaCuSe4,330.3385667
7233,Nd2MgGe2,14.91920267
7234,GeRh,23.496728
7235,VN,-4.6725324
7236,ScAg(PS3)2,398.1519467
7237,Rb3Al,12.079451
7238,Tb3Al2,4.038717
7239,TmCu4Ag,-8.2965331
7240,Ba3(HIr)2,507.8244933
7241,BaErAgS3,242.86571
7242,Ca4Cl6O,422.2534267
7243,H3OF,419.42339
7244,DyTaO4,348.2554467
7245,Ca3MnO4,399.9952967
7246,KF,573.69408
7247,BaMgOs2,-5.9753658
7248,Yb2Ge2Ir,-1.554561667
7249,Zn2Cr3O8,26.254492
7250,YbSiAg,7.709040799999999
7251,ScBi3,2.278270233
7252,Rb2B2Se7,283.3739267
7253,MnCu2SnSe4,37.42702333
7254,Li2MnCr2O6,294.0691833
7255,TlN3,142.2076067
7256,HoPtF7,444.2257733
7257,Rb3NbO8,409.9561167
7258,Sr2Cu(PO4)2,200.3592233
7259,MnCu2SnS4,63.17060533
7260,H4NF,518.2960833000002
7261,Sm3V,9.513823599999998
7262,NaVS2,-2.614792
7263,Ta(ICl)2,344.9624
7264,P2Se5,312.17924
7265,SmLuZn2,1.8543307
7266,BeGaRh2,8.886669900000003
7267,Bi2SeO2,336.53624
7268,Si3F,1.930871967
7269,Lu2CdS4,308.29298
7270,SmDyIn2,-7.3606197
7271,Ho2Al,2.847126133
7272,Pr2IrAu,-0.49807834
7273,FeP4,349.83439
7274,KAlO2,366.2336233
7275,InI4,76.154492
7276,TlZnAsO4,363.1179533
7277,Li2Mn3OF6,427.45847
7278,V2Te2O7F2,347.1124567
7279,Nb3Fe,33.240808
7280,NdTmTl2,0.17411349
7281,RbNO3,444.2221567
7282,BaYCuNiO5,3.279315033
7283,Rb2NaNiF6,60.1572
7284,Na2CoO3,8.886590333
7285,Li4V2Cr3(FeO2)3,39.59373767
7286,Dy2Re2Si2C,-8.2739749
7287,LiV2F7,-1.717117267
7288,BaAlF5,464.2697133
7289,TiOs3,4.0575177
7290,K2S3,353.72995
7291,KCrCl3,17.976553
7292,TmB2,-6.2173756
7293,BaZn,3.0212123
7294,TbTe,5.067275067
7295,NdSi2,-1.342801967
7296,Lu2Fe2Si2C,-2.733368923
7297,Ce3Tl,32.182618
7298,ScPS4,321.5963067
7299,Rb3YO3,407.5453667
7300,YErHg2,19.240364000000003
7301,TbCuS2,248.8679433
7302,Sc2Al3Ru,15.75780697
7303,HRh,12.21309
7304,ZrSiPd,327.61797
7305,UGa5Ir,28.695827
7306,Fe3O5F,0.998337333
7307,ErBi2ClO4,351.7530667
7308,ScCl3,356.8702067
7309,Sm2ReO5,346.8655867
7310,TbBPd3,-7.073770599999999
7311,Dy2PbS4,338.8784867
7312,Li2V3FeO8,11.683934
7313,Tb3Mn3Ga2Si,-0.714980733
7314,YVO4,402.16047
7315,Sc2AgAu,12.461366
7316,Sm3CuSnS7,278.5413433
7317,Te9Mo8S7,228.86354330000003
7318,RbDyS2,279.2563567
7319,FeSb,-9.890601767
7320,AlVFe2,7.519645767
7321,Tl4Te3Pb,163.76301
7322,UCuPO,-9.218696332999999
7323,BaMgPb,3.002830567
7324,Rb2LiAsO4,388.3942567
7325,Lu2CuIr,1.0594351999999998
7326,TiVRe2,28.711964
7327,Mn3W3C,23.679816
7328,Na3BrO,494.25299
7329,TaB2,-7.083902799999999
7330,Ca3GeO,98.649619
7331,Bi2Te2Se,202.7994967
7332,Li2Ti4VO8,-6.549433033
7333,SrBeF4,475.2334433
7334,Er2Mg,5.640275432999999
7335,TmCuPbSe3,319.6788533
7336,YSF,242.17432
7337,YCd,20.273736
7338,CaSeO3,301.6958633
7339,CeHfO4,382.8562967
7340,SrSbSe2F,93.50121433
7341,Hf2TcOs,12.754418
7342,DyZn,5.2090175
7343,Sr5As3,1.793029067
7344,U(CoSi)2,18.56671237
7345,Tb(SiPd)2,-7.484235633
7346,AlN,158.25669330000005
7347,LiCuF2,449.3143367
7348,Mn2ZnO4,138.05818
7349,KTmO2,437.71837
7350,Li2TiO3,372.29974330000016
7351,Y(BiO2)3,331.1031033000001
7352,KSmGeSe4,289.8769567
7353,Ga2Cu,0.0558252
7354,Ba4ZrO6,326.4201667
7355,BaAgSb,14.13860333
7356,YbIn5Rh,-9.404724267
7357,Be2Re,-1.3243884
7358,BaO,443.14577
7359,RbAs,303.38654
7360,LiMg2Tl,-6.8777885670000005
7361,VAg(PSe3)2,-7.862827
7362,Ba(CuO)2,388.65766
7363,Cd2H2SO6,354.5385167
7364,SrTa2H2O7,421.88572
7365,U(Ni2P)2,-0.7398353329999999
7366,TmZnPd2,-4.9072537
7367,NaN3,422.63819000000007
7368,NpS,12.197047
7369,TiHgO3,6.2657183
7370,UCo2,27.69882067
7371,Lu3Ni7B2,-9.727267267
7372,PrH3,251.4713833
7373,SbS8Cl3,293.2736267
7374,Yb(ErS2)2,200.08375
7375,Zn2PdRh,3.3813723
7376,ZrAs,-6.067949532999999
7377,Nd(PdO2)2,16.3541478
7378,LuAgO2,404.6429767
7379,Rh2S3,244.00653
7380,RbAuO2,393.2718667
7381,Co5SnO2,2.757293677
7382,TbInCu,15.964843300000002
7383,TmNi4B,0.241087433
7384,CoBiO4,213.26404
7385,Li5CuF8,392.8513267
7386,Rb2CoO3,-7.220150667
7387,Nd(FeGe)2,-6.4286676
7388,Ag3PO4,322.87669
7389,Sm2Fe2Si2C,-9.673338633
7390,NaLi2Sb,255.61925
7391,Be3Cd4Si3SO2,453.44692
7392,Zr6CCl4,307.9710933
7393,PaCo3,19.643715
7394,TeF6,491.8144233
7395,K2RhF6,35.64084167
7396,RbNbO3,388.4938433
7397,LuBPd3,-8.3201283
7398,Li8SnO6,504.7678533
7399,ZnIn2O4,490.71456
7400,Nb(PS4)2,311.1518033000001
7401,Sr3Co(CN)3,385.86274
7402,HoErAl2,5.6592928
7403,GaGeRu2,4.9368305
7404,TlBi,0.71943444
7405,LiClO2,385.2787367
7406,CdSnF6,473.50986330000006
7407,LiMgSnPd,6.989750732999999
7408,MnZnF6,380.1474333
7409,Ca6Sn2NF,135.0429
7410,LiP(HO)2,386.6714767
7411,MnBr2,66.55639533
7412,Ba2Y(CuO2)4,0.6650360670000001
7413,BaSiO3,376.83058
7414,Ba(HO2)2,438.5238933
7415,Yb2Ru2O7,-3.5919216
7416,LiErO2,419.58881
7417,H2Se,-2.856833967
7418,YCo5,8.766469667
7419,TiFeTe,385.82664
7420,HoGa5Co,1.168243467
7421,NiSbSe,13.825885
7422,ZrFeTe,366.64255
7423,Yb2SmS4,22.12249833
7424,NaSO4,411.42173
7425,Na2WO4,492.60169
7426,V3Se4,-0.3039165
7427,Sr2LiReN4,329.1597233
7428,AcMgTl2,-9.8775866
7429,V2H3O5,13.10633067
7430,Sc2FeB2Ir5,18.56694673
7431,Dy2InHg,14.773674
7432,Tl3BO3,293.4841167
7433,LiYGe,11.78903767
7434,Si2W,84.662421
7435,K2TeBr6,305.93165
7436,Cr3O8,-7.508119667000001
7437,BaZnSO,228.6780367
7438,PrCd,7.6256459
7439,LiCa2In,33.336054
7440,Li2VO3,11.72401477
7441,FeNiPt2,6.622669632999999
7442,Li4Co3(OF3)2,16.419842000000006
7443,ScTlTe2,69.599717
7444,Ba5Sb4,137.55008999999998
7445,TaPbBr,13.689584
7446,AgSbTe2,1.4805646
7447,Ti2PbC,-3.087000767
7448,SmNiAs,-3.961710667
7449,KMnSb,6.217669533
7450,AgBi(PS3)2,318.88288670000014
7451,K2ZnBr4,300.84835
7452,CeO,28.348888
7453,AlIr,-8.108027799999999
7454,KAgO3,-1.1779531
7455,MgGeP2,365.0286033
7456,Cd2Sb2O7,294.1981467
7457,Li2UO4,424.70976
7458,FeSbO4,31.4683908
7459,LiAuF4,412.0239467
7460,TmMg3,5.82533
7461,TaOF3,395.6829633
7462,CuAuSe4,30.71213833
7463,BeSiRu2,9.912548
7464,TmMgCd2,-2.4199046
7465,S2N,458.1728567
7466,BaTe2,157.3564467
7467,RbFeO3,3.0764441
7468,Hf2Pd,12.389922
7469,Sr2HgPb,188.16974
7470,SrSO4,433.32605
7471,Sc2H5,5.8391114
7472,Ti2CoIr,-5.1352486
7473,Mo8P5,-4.340813273
7474,ZnCu2GeS4,295.4667267
7475,Hg3AsSe4I,364.5101033
7476,HW,0.63220921
7477,Yb3GeO,132.54057
7478,DyTh,7.466038799999999
7479,LiIr,-1.240886667
7480,ZrVGe,18.365449
7481,TbGePt,-0.5165311029999999
7482,Nb3Al,8.4036644
7483,Dy2IrPd,-4.1870131
7484,K6Fe2O5,393.0032
7485,BaIF,363.6864567
7486,AuC,11.0558377
7487,RbCaF3,496.34414
7488,Mg(BH4)2,303.8000367
7489,CrNi2Hg,19.541937
7490,Ba2MgSi2O7,447.3306367
7491,K2Sr2O3,438.28913
7492,ErCd3,9.167268117
7493,CuAs2,7.094843400000001
7494,YbHfIr2,-9.9325349
7495,RbVF3,41.359775
7496,Pr2S3,293.0528
7497,K2TeBr6,326.31732
7498,CeScGe,28.71916037
7499,YAgTe2,198.44519
7500,TmZnRh2,7.7601331999999985
7501,RbCl,489.96557
7502,ZrCdCu2,9.8877983
7503,AgClO4,487.23986
7504,V2P4S3,22.09299653
7505,HoS,-6.0195658
7506,FeCu2SnS4,20.55624133
7507,SiTc2W,-4.5282031
7508,Ge2Os,17.50867667
7509,TiCdF6,426.16898
7510,Mn(Sb2O)2,483.86063330000013
7511,Pr(ZnP)3,103.07043
7512,NpB2,-2.598208133
7513,Li2TeO4,458.02504000000016
7514,Sc2AlC,5.5696010000000005
7515,LaZn,2.1186392999999994
7516,La(CoP)2,12.87524333
7517,KRb2CrF6,448.23871
7518,Er2ZnAu,9.278445800000002
7519,NdCoSi,0.077253333
7520,Sm(SiPt)2,-6.8568738
7521,Nd2Be2SiO7,444.7044667
7522,TbB4,-9.553664
7523,Ca(BH)2,119.533199
7524,MnAsPd2,11.75509233
7525,MgPSe3,334.8843067
7526,YCl3,334.5446333
7527,Li8ZrO6,407.5137167
7528,Rb2NaRhF6,490.89901
7529,Ca2BrN,505.83116669999987
7530,NaGe2N3,400.16653
7531,Sm(SiRu)2,-7.459604733
7532,Ba4Fe2S4I5,150.542581
7533,MgSbPt,5.917126767
7534,Sb2TeSe2,237.7555
7535,SmBi2BrO4,298.6260200000001
7536,MnNiO2,3.880167133
