,pretty_comp,shear_modulus_gv
4611,TiCo2Si,36.94
4612,HoSb,44.76
4613,SbTeI,9.167
4614,Mg(PtO2)3,80.867
4615,PmF3,67.113
4616,HfPt,33.42
4617,ZnSnO3,60.86
4618,FeNiPt2,92.46700000000001
4619,BeNbNi,61.48
4620,PdSeO3,23.066999999999997
4621,PbO,16.673
4622,BaSnW2,15.853
4623,Ti2CoGe,3.26
4624,TiBeSe2,13.093
4625,Dy3AlC,61.36
4626,Li2H2Pt,32.507
4627,GaCo,69.64
4628,Rb2IN3,11.547
4629,MgMoF6,33.986999999999995
4630,Ti3In,25.2
4631,Ba2YMn,10.2
4632,LiCaCrF6,35.82
4633,Al2CdTe4,18.233
4634,HfGeSe,73.313
4635,ScNiBi,51.52
4636,CoSb,70.24
4637,Y(MnGe)2,64.227
4638,ZnS,35.18
4639,Fe2As,55.347
4640,DyBi2IO4,43.92
4641,Nd(GePd)2,40.093
4642,NaAlF4,15.427
4643,LiH3O2,19.173
4644,Ti3Ni,4.82
4645,VCo2Sn,31.7
4646,Mn2BeNi,70.773
4647,MgScHg2,33.04
4648,TaBeFe4,79.72
4649,SrNiF6,30.813000000000002
4650,AgNO3,9.507
4651,Nd(GePt)2,31.68
4652,LiS,1.02
4653,TeMoS,33.667
4654,Be2VBr,34.34
4655,UIn3,41.26
4656,SrDy3,18.147000000000002
4657,TaBeOs,79.607
4658,Li2SO4,36.813
4659,TiClO,39.967
4660,Cr(BH)6,6.267
4661,Sm(CoGe)2,65.453
4662,MgNiH2,50.973
4663,Ni2Ge,42.66
4664,BaSi2Pd,24.807
4665,YbH3,38.62
4666,LiTiBe2,55.093
4667,NaAgF4,21.587
4668,HoSbPt,47.56
4669,ZrBe2Si,57.507
4670,MgBeRh,66.227
4671,HfSb,62.973
4672,Be2MoCl,7.4270000000000005
4673,Nd(BOs)4,107.833
4674,YbCuSi,36.793
4675,ScAg2,46.74
4676,BeSiCl,7.093
4677,PICl6,5.747000000000001
4678,Rb2SiS3,11.067
4679,Ca2BeMo,8.887
4680,Bi2SeO2,27.013
4681,KMgH3,35.16
4682,DyS,58.6
4683,LiBi(PdO2)2,34.68
4684,Ba2YCr3O7,67.227
4685,InCuS2,26.267
4686,BeCu4Pt,33.88
4687,BaCaO2,50.953
4688,Pm2Mg,23.607
4689,NdBrO,38.053000000000004
4690,K5P2Au,8.62
4691,LiLuO2,67.96
4692,CaMnF5,44.507
4693,Er2Si2O7,70.893
4694,YZnAsO,41.486999999999995
4695,Ni3Se4,34.547
4696,PuNi5,88.01299999999998
4697,XeIF7,9.44
4698,DyCoC2,100.693
4699,TiCo3,115.44
4700,UFeB4,193.953
4701,Li2YbSi,35.42
4702,Fe3NiN,75.96
4703,BW2,151.34
4704,ZrMoAs,10.86
4705,GaAgSe2,16.167
4706,Li4Mn(OF)2,39.453
4707,MgBe2V,73.467
4708,BiF3,45.78
4709,Rb2NaTlF6,22.52
4710,Rb2Al2Sb2O7,29.427
4711,MgTaIr2,30.12
4712,FeSiTc2,104.14
4713,Li2WS4,7.693
4714,MnPt,166.273
4715,Li3SbS4,7.02
4716,BeZnFe,47.16
4717,Mg2PbO4,53.54
4718,Ta3SBr7,24.186999999999998
4719,Ca2CrSbO6,78.633
4720,TaBeGa2,100.68700000000001
4721,CdPd,44.626999999999995
4722,Ba2TlSn2O7,35.42
4723,Ti6O,50.027
4724,Y2Cl3,21.713
4725,NaTaBe,22.933000000000003
4726,Th(CrSi)2,63.806999999999995
4727,Rb2Te,5.32
4728,MnZnF6,36.48
4729,K2Ge2Pb2O7,23.087
4730,Er2CuPt,39.12
4731,KAgSe,14.44
4732,TmBPd3,26.7
4733,Na7NbO6,24.967
4734,NaLi2Sb,25.0
4735,CaC2,34.173
4736,KRb2CrF6,23.04
4737,KIO4,15.72
4738,MgHg2,9.0
4739,MnB,126.273
4740,Bi2SO2,24.253
4741,Ca4Sb2O,36.113
4742,BeNiMo,106.45299999999999
4743,Mo2WSe6,22.213
4744,Ba2TbNbO6,56.493
4745,Sr3(AlGe)2,31.386999999999997
4746,SbRhO4,116.39299999999999
4747,K6HgS4,9.88
4748,HoH2ClO2,36.593
4749,BaLiF3,48.2
4750,Ca5P8,41.547
4751,BeCrCd,45.78
4752,YbMgTl2,19.12
4753,TiAl2,77.4
4754,BeCrTe2,35.92
4755,Fe4P,30.44
4756,MnNi2Sn,20.56
4757,BeCrSn2,12.887
4758,BaNiO3,42.56
4759,AlB3N4,246.2
4760,TiAl,71.047
4761,BaSi2P,10.613
4762,AlSiP3,62.46
4763,CdCu2SiS4,28.386999999999997
4764,AsIrW2,37.24
4765,TlPd3,32.986999999999995
4766,NiAsS,59.78
4767,BaHfMo,28.86
4768,InI3,6.107
4769,AlFe3,66.16
4770,TaIr3,211.52
4771,BaSrYb2,9.18
4772,Sr4Bi2O,27.846999999999998
4773,ThSn3,28.3
4774,V3Se4,55.94
4775,Ce2SbO2,41.833
4776,Mn3GaN,130.38
4777,FeSe2,92.8
4778,Mg3Si2H4O9,47.153
4779,SbI3Cl8,7.56
4780,MnBe2Ge,87.727
4781,BiSbO4,67.227
4782,HoPt3,78.3
4783,Li5TaO5,74.827
4784,Tb(SiPd)2,53.253
4785,Lu2AgOs,46.14
4786,EuS,47.46
4787,H5NO,5.2
4788,Y(FeGe)2,61.38
4789,LiZn,31.32
4790,Ti(VTe2)2,31.166999999999998
4791,VSi2,139.327
4792,PrSb2Pd,29.826999999999998
4793,RuS2,125.48
4794,Sr3CdO4,58.88
4795,Np(CrSi)2,46.76
4796,NbAl3,101.68
4797,ErRh,38.04
4798,MgBe2Co,45.56
4799,Eu2O3,64.227
4800,Ca3Hg2,14.2
4801,PrTiGe,24.287
4802,Sm(SiIr)2,104.74
4803,SnMo3,99.62
4804,Sr2BeGe,9.1
4805,K3BAs2,9.607000000000001
4806,BaMnS2,19.653
4807,SmSnF7,36.626999999999995
4808,Sc2BeIr,44.493
4809,VOs,109.02
4810,NdSnAu,40.173
4811,BaCo2(PO4)2,32.933
4812,Y(CuSi)2,71.607
4813,SiSnO3,144.26
4814,NdCd,23.56
4815,HfMoP,116.48700000000001
4816,FeAgS2,12.587
4817,BaTa2P,10.147
4818,BaHg2(ClO)2,16.967
4819,KAs4IO6,26.933000000000003
4820,BaMn2Hg,12.213
4821,AlN,243.68
4822,Be2CrIn,79.42699999999998
4823,Mg5(HO3)2,71.273
4824,NdCuO2,36.633
4825,Sm2ZnIr,32.2
4826,Ca3PbN,14.18
4827,Na5ReO6,45.227
4828,MgBeGe,3.72
4829,YAg,30.2
4830,Lu2SO2,77.593
4831,K2BaP,4.447
4832,Mn2BeCu,26.467
4833,K2BeTe,11.552999999999999
4834,SnAu,20.753
4835,ZrBeCo4,40.76
4836,Nd3TlC,17.64
4837,Rb2O2,11.493
4838,CrP,130.85299999999998
4839,Na6MnS4,11.647
4840,SmSnAu,35.58
4841,KHgAs,17.747
4842,TiAlPd2,31.64
4843,CuI4,9.087
4844,Er(SiNi)2,68.493
4845,Li2PtAu,29.63300000000001
4846,HOF,12.06
4847,Yb(HO)3,25.47300000000001
4848,KTbS2,32.387
4849,Dy(Al2Cr)4,77.087
4850,NiCl2,9.447000000000001
4851,CuPd,59.28
4852,RbLiBr2,9.207
4853,BaAl4,29.733
4854,KHF2,16.747
4855,TiZnF4,31.48
4856,SmPPt,51.247
4857,YVF5,45.586999999999996
4858,TbSb,43.7
4859,Te3Mo2S,33.38
4860,Ba2NdSbO6,73.02
4861,KPrSiSe4,14.28
4862,Tb(CrSi)2,59.887
4863,NpSbTe,38.673
4864,TiZn3,50.42
4865,CaAl4O7,49.607
4866,CdGe2O5,64.28699999999999
4867,DyTlO2,47.1
4868,KAg2SbS4,11.78
4869,TiZnSiO5,58.28
4870,NdVO4,53.713
4871,Ti2CrIr,79.88
4872,PrSnAu,39.1
4873,ThCu2,30.74
4874,GaFe2Co,55.42
4875,BaDyFe2O5,77.08
4876,NaScBe,19.12
4877,LiGa2Ir,46.14
4878,Hf2CoIr,39.0
4879,CrNi2,118.3
4880,PH6(NO)2,11.333
4881,Hf2Si,95.853
4882,MoPO5,56.5
4883,ErSiRh,64.58
4884,Sc3SnC,81.9
4885,BeV2Cu,51.207
4886,RbInTe2,12.073
4887,SmInIr,38.687
4888,ZrCd3,36.98
4889,LiDySe2,28.34
4890,BeGaRu,56.907
4891,Mn(Sb2O)2,78.367
4892,Ba3PN,28.26
4893,RbF2,10.533
4894,Al3BN4,158.64
4895,BaGaCl2,13.273
4896,ZrBe5,112.007
4897,PmInPd2,15.3
4898,NdInCu2,30.36
4899,Ca4As2O,44.36
4900,Ba(FeP)2,59.293
4901,MnBeCl2,5.353
4902,KSmF4,32.967
4903,MoO3,52.42
4904,Tb3Al,32.04
4905,CuAu3,24.14
4906,DyCoC,68.57300000000001
4907,YbGa4,25.253
4908,SrN2,46.26
4909,KCN,7.593
4910,ScSiNi,70.82
4911,EuTlS2,29.093000000000004
4912,Li2CuSb,38.9
4913,Ag5(PbO3)2,20.192999999999998
4914,U3P4,60.98
4915,YbAgGe,30.587
4916,Ni3SnN,43.92
4917,Ti2BeCo,51.553000000000004
4918,Rb2SeCl6,10.32
4919,K2SnHgSe4,13.913
4920,RbSbBrF3,10.66
4921,BeCo2P,110.193
4922,Ba3Bi2,14.22
4923,MnNi2Sb,19.7
4924,AlN,135.76
4925,YbC2,39.62
4926,Be2NbRu,29.006999999999998
4927,TiBeTl,21.627
4928,PaSnPd2,25.08
4929,TbGa,41.493
4930,SmScSi,40.42
4931,Nd2(Zn2Ge)3,48.667
4932,Tm(SiPd)2,47.36
4933,Nd3InC,44.84
4934,Te4Mo2WS2,33.486999999999995
4935,MnNi,29.22
4936,TiF2,17.02
4937,MnCo3,138.8
4938,InPF3,7.8
4939,Ca(MnP)2,50.793
4940,TiSiNi,99.08
4941,Ho3SnC,22.58
4942,BaNd2PdO5,60.573
4943,Sc2GaTc,49.14
4944,H3F2,6.1
4945,AgCO2,27.993000000000002
4946,K2S,9.86
4947,CoP2O7,83.913
4948,KYbS2,17.667
4949,Ba3AsN,28.14
4950,BaRhF6,27.22
4951,BaRh2Se,20.287
4952,SmVO3,72.06
4953,ErTl,20.4
4954,RbMgBO3,25.62
4955,CeBi,10.62
4956,MgNiF6,44.36
4957,Te3SeO8,25.46
4958,Hf3Pt,10.887
4959,Pr2SO2,56.486999999999995
4960,NpN2,67.907
4961,USb2,42.58
4962,U2N3,89.67299999999999
4963,BaZrSe3,20.96
4964,NiB,105.24700000000001
4965,Yb2PrDyS6,21.413
4966,Ca(AuO2)2,53.233000000000004
4967,YTiGe,47.467
4968,TiBe2Hg,42.553000000000004
4969,BiN,26.326999999999998
4970,YS,57.28
4971,Ba2NaGa,10.3
4972,VSnPt,37.46
4973,Na2BeBr,7.393
4974,CdInGaS4,10.652999999999999
4975,SrZrBe,13.9
4976,CePRuO,72.907
4977,Li2Pd,26.18
4978,NbS2,11.687000000000001
4979,Ho(CuSi)2,70.4
4980,Ba2YTi3O8,92.14
4981,Zn2Cu(AsO4)2,37.5
4982,V2P4S3,8.74
4983,Sr(YS2)2,38.8
4984,V3Ag,36.54
4985,KCoF3,33.66
4986,LuInCu2,42.96
4987,LiTi2Be,29.13300000000001
4988,Li2MgBr4,15.74
4989,HgTe,13.887
4990,KFeS2,19.347
4991,Li4Fe2Cu3,57.213
4992,K2O,5.3729999999999976
4993,Yb(NiGe)2,36.16
4994,Ni3(PbSe)2,25.12
4995,TlI,9.127
4996,NaSrBO3,42.847
4997,PaCl4,22.587
4998,ScCo3C,98.1
4999,ZrTaBe2,42.313
5000,Na2CdCl4,12.267000000000001
5001,YOF,74.0
5002,ScBRh3,100.08
5003,TeMoS,16.993
5004,Ca3N2,39.573
5005,LuBi2BrO4,47.36
5006,Ba(HO2)2,26.173000000000002
5007,RbCaAs,13.04
5008,TbFeC2,83.387
5009,Cr2CoO4,42.14
5010,P2Rh,111.553
5011,LuAlGe,55.58
5012,Si3NiP4,63.007
5013,BaMg2Fe,19.227
5014,CaO,36.613
5015,YGeAu,45.927
5016,MgBeSb,0.46
5017,NaPrHg2,17.48
5018,AlSiTe3,20.906999999999996
5019,RbCaO3,18.08
5020,MnGaFe2,74.167
5021,SrTa2Be,31.467
5022,ZrBr,22.627
5023,TbTiSi,42.787
5024,BeCoCu2,52.753
5025,ScGa,50.22
5026,Pu3Ge,31.06
5027,AlCrCo2,41.3
5028,Rb2Te5,10.667
5029,BeCr2Pt,87.8
5030,AlTl(MoO4)2,29.206999999999997
5031,BaSr2Mg(SiO4)2,69.247
5032,Nd3Hg,16.02
5033,Be2Ni2Ge,7.747000000000001
5034,TmTe,34.44
5035,Y2AlSi2,59.493
5036,TaCo,14.08
5037,BaCa2Y,11.92
5038,BeCrFe2,57.2
5039,BeMo2Br,44.247
5040,KBeCd,13.687000000000001
5041,Ag3O,33.327
5042,Sr(GeRu)2,51.94
5043,MnAlRu2,123.58
5044,Ce2ZnNi2,25.993000000000002
5045,Th(Al2Cr)4,80.547
5046,Sr(MnAs)2,36.586999999999996
5047,BaLiNi2,9.767000000000001
5048,HfBePb2,13.887
5049,Cd3As2,11.5
5050,Mn2Be2Te,36.887
5051,KRb2ScF6,22.0
5052,Ba2NbTl,14.96
5053,K2ReBr6,8.12
5054,LiGaSi,46.96
5055,K2BaSe,6.847
5056,LiCaSb,29.96
5057,CuPtO2,40.8
5058,Tm2AgRu,37.62
5059,SbSeI,10.14
5060,Cr2As,53.766999999999996
5061,NaGeSbO5,54.42
5062,CoGe,67.54
5063,TbRh,32.12
5064,MnNbO4,46.727
5065,DyTiGe,47.633
5066,Al2Pt,40.16
5067,InPO4,55.8
5068,NaSr4(BN2)3,44.78
5069,LiCa2Be,0.087
5070,Ti2N,103.39299999999999
5071,Sr2MnSO3,48.493
5072,HgRhF6,15.652999999999999
5073,ZrPdF6,2.813
5074,Ca4BeP,4.8
5075,BaNa2Tc,6.487
5076,HoErRu2,53.54
5077,TiFeCoSi,71.76
5078,GeAs,42.44
5079,Tb(CoB)2,107.81299999999999
5080,MnI2,10.38
5081,RbSmSe2,25.22
5082,NbNi3,89.12
5083,Mg2Rh,48.953
5084,MnSiNi2,30.58
5085,YbBi2BrO4,30.226999999999997
5086,YbCo3B2,106.67299999999999
5087,BaAu2,19.48
5088,CeCuSO,41.427
5089,Tl2WCl6,9.56
5090,Ti2Si,1.64
5091,Li3CuF4,11.732999999999999
5092,MnCoO3,55.69300000000001
5093,Na2Zr(CuS2)2,26.487
5094,Np(SiRh)2,81.087
5095,SiF4,7.86
5096,BaBiBO4,33.573
5097,NaCN,15.013
5098,NaHCO2,13.6
5099,LiYBe,27.033
5100,BeTl2V,25.48
5101,Bi4Te7Pb,22.006999999999998
5102,HfAlFe2,92.76
5103,CrP4,101.45299999999999
5104,Rb2LiDyBr6,11.66
5105,AgBiSe2,23.97300000000001
5106,TaNO,137.887
5107,Tb2Au,23.52
5108,CeGaGe,37.08
5109,TmZnPd2,14.72
5110,Nb3Ru,88.64
5111,LiCdBO3,36.88
5112,ZrB6,83.0
5113,TiSi2,109.56
5114,CuCl2,13.693
5115,MnBe2Cd,46.68
5116,Pr(FeSi)2,78.093
5117,HfSbRu,45.7
5118,Mg(GaO2)2,85.64
5119,Ca(AsRu)2,53.3
5120,Fe(BW)2,175.433
5121,CaVO2,37.327
5122,Ho2Be2SiO7,94.713
5123,BaPt,20.16
5124,Nd(SiRu)2,79.72
5125,Na3AuS2,15.833
5126,BeCo2Br,6.672999999999999
5127,NdTe2BrO5,47.993
5128,ErCo3B2,125.28
5129,NaUBO5,25.38
5130,PrTlTe2,21.54
5131,YMgBe2,51.24
5132,LiHoSe2,28.97300000000001
5133,BaCl2,12.6
5134,NaLi2N,5.64
5135,SrF2,34.58
5136,KNbSe2,39.453
5137,LuAgSn,39.0
5138,SbS8Cl3,6.3870000000000005
5139,Ga2PdI8,6.327000000000001
5140,LiTiNiO4,38.92
5141,Sc6Te2Os,25.873
5142,NaSr2Be,11.353
5143,Ca2Mn3O8,47.407
5144,Li4VF8,10.312999999999999
5145,ScRu3C,138.94
5146,KCdSb,12.82
5147,Mg3Al,22.4
5148,Sr4As2O,35.247
5149,CoCu2Sn,34.88
5150,TiCu,32.126999999999995
5151,PrBi2BrO4,38.806999999999995
5152,CuBiO2,26.46
5153,MnSbPd2,15.54
5154,K3VSO3,16.587
5155,MnNi2Ge,43.22
5156,BaTbF6,26.12
5157,UO2,68.553
5158,Nd3Sm,19.62
5159,TaPd,77.433
5160,PrSe,42.32
5161,Lu2RuAu,38.92
5162,PmInRh2,34.98
5163,HfBeZn,57.027
5164,LiH2IO,12.82
5165,AlCuPt2,82.12700000000002
5166,BaAsPt,23.6
5167,SrAl4,16.587
5168,TbC2,67.173
5169,K2B2Se7,10.92
5170,CePt,27.253
5171,Sr(PrSe2)2,35.567
5172,RbGaO2,34.26
5173,SmBi2ClO4,41.053000000000004
5174,ScPPt,64.173
5175,BaNd2ZnS5,35.933
5176,SrBe2Cr,41.427
5177,AlWO4,153.92
5178,Ta2C,144.52
5179,RbPb2Br5,12.052999999999999
5180,Ti2BeMo,45.84
5181,BaGaGeH,37.527
5182,CaMgSi,41.233000000000004
5183,BeCu4W,54.16
5184,BaPr2ZnS5,35.327
5185,KAuSe,9.713
5186,MgH2,31.92
5187,LiHfRh2,55.72
5188,KSc2F7,43.673
5189,Sb2O3,20.647
5190,HoTaO4,78.66
5191,UGa2,62.806999999999995
5192,Ba5Ta2Cl2O9,24.413
5193,BaGaBr2,2.253
5194,Sm3AlC,49.22
5195,BaAl2,30.24
5196,BeCuNi2,64.053
5197,NbIO2,32.927
5198,Pt(SCl3)2,8.087
5199,CdO,47.74
5200,Mn3Al,73.76
5201,MnBe2Si,101.12700000000001
5202,Na4SnO3,22.787
5203,PrAl4,19.667
5204,ZnCu,50.24
5205,Tl3SbSe3,9.74
5206,Be2Cr,142.673
5207,Fe3Se4,25.56
5208,ScAu4,42.787
5209,HfTeSe4,23.733
5210,BaSi2,21.333000000000002
5211,SnHgO3,56.76
5212,Li2MnF4,14.78
5213,ZrS2,31.873
5214,Pr2ZnAg,21.86
5215,Ag2H2IOF,9.847000000000001
5216,BaTaS3,23.346999999999998
5217,In2O3,62.427
5218,CaBiF6,15.78
5219,HoIO,30.47300000000001
5220,BeCrSb2,7.98
5221,KNaS,17.4
5222,NaBO2,23.92
5223,Ca(MnGe)2,39.167
5224,MgInNi2,49.04
5225,ZrFeCl6,11.427
5226,Ho3Pd2,17.833
5227,TaS,94.53299999999999
5228,HfBeRu2,26.54
5229,Ca2N,23.826999999999998
5230,Sm3Pd,2.42
5231,Zn(CoS2)2,55.18
5232,U(SiAu)2,21.52
5233,HoBi2IO4,44.473
5234,RbO3,10.227
5235,TiCo2Ge,39.6
5236,BaY2O4,63.167
5237,HgHOF,14.42
5238,Sc3InN,82.84
5239,Te3MoWS,21.493000000000002
5240,U3C,80.9
5241,AsCl3,6.393
5242,RbNaTiO3,33.88
5243,HfBeCl,18.573
5244,HgB2(CN)8,6.727
5245,HoH2,57.42
5246,Sc2BeV,44.6
5247,NdVO3,73.5
5248,PmSnRh2,17.12
5249,Ba2ZrO4,61.113
5250,PHN2,48.393
5251,NbInS2,34.813
5252,BeTeIr,23.767
5253,Cr3Rh,87.94
5254,RbSnF3,11.26
5255,SrCrW2,21.32
5256,U3Se4,37.88
5257,BeVSi2,64.46
5258,Rb3BS3,9.453
5259,K2NiF6,13.56
5260,ThGeO4,65.54
5261,TiIr3,179.6
5262,AlSCl3O2,6.46
5263,Zn2NiRh,67.22
5264,BaAlSi,38.4
5265,KErO2,61.0
5266,TmAg2,39.38
5267,HoNiSb,58.0
5268,TaNi2,87.6
5269,HfCo2Sn,54.02
5270,HfTc,76.88
5271,NbGaO4,62.393
5272,YbSiAu,49.147
5273,Rb2NiF4,20.44
5274,CaB2Rh3,101.947
5275,NpOs2,8.24
5276,KLiZnS2,21.12
5277,HoAu3,31.54
5278,VFe2Sn,39.22
5279,Rb3Er,2.207
5280,Cu2Se,26.86
5281,MgNbRh2,37.18
5282,LiCaCoF6,37.893
5283,Li2BeNi,35.467
5284,Tb2S3,45.986999999999995
5285,VCl2,13.18
5286,USiSe,63.793
5287,YFe2,24.96
5288,FeCo2Ge,66.4
5289,BePRh,71.833
5290,TbCu,34.28
5291,Mg(SbO3)2,95.66
5292,AlGeRu2,89.72
5293,Ca3Hg,12.76
5294,BeGaCu,9.373
5295,K2Sr(P2O)2,25.5
5296,DyAu,33.46
5297,SmBrO,35.027
5298,HfC,187.8
5299,Ca(SbO2)2,43.567
5300,KLiICl,11.913
5301,CoNi,71.22
5302,ErCoC,71.173
5303,YAgTe2,23.226999999999997
5304,Li2CeAl,34.18
5305,ScC,82.28
5306,WN2,156.98
5307,Pr5AgSe8,31.34
5308,TmIn5Co,31.866999999999997
5309,CuBi(WO4)2,48.5
5310,LiBeFe,58.887
5311,PtS,40.173
5312,CaCrO2,26.726999999999997
5313,Ba3In2O6,42.96
5314,Rb2NaVF6,28.02
5315,NdClO,41.027
5316,Li2PbAu,17.22
5317,SmRh3C,71.16
5318,Rb2NaMnF6,27.04
5319,Ba4LiNb,2.16
5320,Dy(SiPd)2,51.453
5321,Ni3Mo,91.02
5322,V3S4,71.513
5323,NaZr2MnF,34.82
5324,MgTa2O6,91.03299999999999
5325,TaBi3O7,27.76
5326,U2BiN2,50.927
5327,Li3Co(OF)2,65.57300000000001
5328,BaSbPt,24.093000000000004
5329,Te7Mo8S9,34.1
5330,YRh5,78.38
5331,Ti2BeFe,58.7
5332,HfSb2,42.74
5333,Mn3AlC,107.6
5334,HfGaCo2,53.58
5335,Y3Au2,19.107
5336,NdOF,60.033
5337,Cd2Os(CN)6,21.987
5338,Sr3V2O8,38.586999999999996
5339,Ni3Au,63.3
5340,Lu(MnGe)2,41.4
5341,GeSb4Te7,24.393
5342,Mn2AlV,89.42
5343,NaBeCl2,7.32
5344,K2LiAlH6,28.44
5345,Sm2In,20.733
5346,AlAgO2,31.467
5347,DyAl2,58.76
5348,Co3Se4,48.033
5349,ErAgSe2,24.273000000000003
5350,Ba2SnCl,4.14
5351,RbSr3,6.2070000000000025
5352,K3Na(SO4)2,25.186999999999998
5353,Ag3Rh,36.42
5354,Mn3SnC,105.8
5355,SrCrF4,27.22
5356,CaBeOs2,28.32
5357,BaPtBr2,10.152999999999999
5358,NdPt2,70.42
5359,MnS2,15.273
5360,Ba4NaTa,2.42
5361,Ho3Hg,22.94
5362,ThAg2,36.033
5363,ScTlS2,30.7
5364,LiC,33.167
5365,ThPt,31.287
5366,Ga2PbO4,32.82
5367,MgO,98.24
5368,CrSe2,31.686999999999998
5369,RhSe,28.573
5370,CeInPd,34.733000000000004
5371,Sr4Sb2O,30.467
5372,DyInAu2,25.7
5373,MgMo2O5,19.327
5374,W(OF)2,44.486999999999995
5375,ThFe5,33.867
5376,CaZnSe2,6.6270000000000024
5377,TmCdHg2,21.88
5378,Li2InPt,27.64
5379,UB4,200.707
5380,Mn(NbS2)3,61.486999999999995
5381,MgSnRh2,55.68
5382,FeNi3,97.613
5383,Mn2SnRu,17.06
5384,TaP,87.09299999999998
5385,Ba2PrSbO6,69.88
5386,NbCrCo,1.76
5387,CeH2,39.5
5388,NpAs2,56.486999999999995
5389,Hf(B2H3)2,5.82
5390,Li5Si2BiO8,19.512999999999998
5391,BeCo2Sb,46.7
5392,Ho2SeO2,68.233
5393,C3NClO4,7.807
5394,BeCu,83.3
5395,DyNiBi,49.46
5396,CaTiF6,22.82
5397,Rb2Sn2O3,23.566999999999997
5398,Li2O,53.213
5399,CeSiI,17.873
5400,PaAs2,61.467
5401,AlSCl7,6.027
5402,K(SbSe2)2,13.413
5403,Li(Co3P2)2,95.96
5404,CeSe,36.84
5405,VSe2,33.053000000000004
5406,KMnAs,7.987
5407,Lu2MnS4,28.76
5408,KCuF3,33.98
5409,RbYbO3,21.94
5410,Ce(SiAg)2,52.673
5411,InSiPt5,69.2
5412,SiS,5.44
5413,Li3BO3,47.793
5414,LiYO2,49.82
5415,Rb2SiAs2,12.28
5416,NdO2,17.2
5417,CaGa2,36.153
5418,CdAsRu,9.08
5419,SrHg,18.4
5420,LiSiRu2,92.28
5421,Li3Sb,33.02
5422,Li8NbO6,58.28
5423,HfIN,33.92
5424,ZnCu2Ni,64.26
5425,FeRh,13.6
5426,Sm3Hf,29.1
5427,CdIrRu,15.14
5428,Mn4ZnO8,24.686999999999998
5429,MgPd3,46.48
5430,MnNiAs,41.44
5431,Mn2P2O7,36.86
5432,BeSiIr2,81.9
5433,LiMnO2,28.967
5434,BAsO4,45.5
5435,TmPd3,60.8
5436,K2H4Pd,8.413
5437,Hg2GeSe4,17.692999999999994
5438,H3S,21.6
5439,MgCrF4,17.087
5440,CoSbO4,76.21300000000002
5441,AuSeClO3,11.987
5442,P2Rh3,54.613
5443,TbIn5Rh,33.047
5444,TiBeRh,57.766999999999996
5445,Al2Cu,50.1
5446,Nd(CoSi)2,82.833
5447,NaNdO2,47.8
5448,Zn(WN)2,23.287
5449,Si3Ru,27.24
5450,Ni(PS3)2,20.893
5451,KUCuSe3,21.63300000000001
5452,ErPb3,12.24
5453,BeCo2Bi,19.133
5454,ZnCu2GeS4,35.08
5455,VFeH2O5,49.84
5456,BaTiO3,85.527
5457,TaBe2Cd,16.667
5458,Yb(PRu)2,90.42
5459,RbBr,9.5
5460,YAlSi,62.847
5461,BeBiW2,79.12
5462,HfBeP2,63.446999999999996
5463,V2ZnO5,27.58
5464,GaN,56.48
5465,SrLi2Ta2O7,89.66
5466,SNF,10.52
5467,LiDy2Ru,32.9
5468,Li(CN)2,22.906999999999996
5469,MgAgF3,42.12
5470,Be2IrRh,101.4
5471,NaBeCr2,19.667
5472,Li2UO4,41.42
5473,SrFeO2,66.133
5474,BaTeO3,25.653000000000002
5475,KSnSb,13.947000000000001
5476,ZnMoF6,28.82
5477,BeRhCl2,14.88
5478,Na2CoP2O7,11.0
5479,AuClO2,9.94
5480,MnSiRu2,123.02
5481,Ti3Ga,36.66
5482,Pr(AgGe)2,41.126999999999995
5483,USnPt,34.8
5484,Sm3Al,27.0
5485,Ca2BeIn,29.726999999999997
5486,Pr3PbC,17.6
5487,BeV2In,45.667
5488,Eu(HO)3,27.36
5489,TlBiSe2,24.78
5490,Dy(SiIr)2,103.693
5491,Ba(MgAs)2,35.586999999999996
5492,SnTe,10.32
5493,TiN,192.92
5494,IrO2,125.74700000000001
5495,HoInPt,40.553000000000004
5496,BeGePb,5.5070000000000014
5497,LuP5,49.54
5498,TbScGe,46.327
5499,SrZnF4,22.8
5500,CaBeNb2,31.046999999999997
5501,BaH5BrO3,15.18
5502,Hf2OsRh,62.42
5503,NaMgF3,47.84
5504,Rb2NaMoF6,26.06
5505,U(NiP)2,52.833
5506,Sr(SbPd)2,21.133000000000006
5507,Sc2CuRu,48.44
5508,Zr3Ag,25.46
5509,YbCrO4,48.427
5510,NbH2,76.0
5511,SF6,9.62
5512,MnInF3,19.48
5513,Tm(CrSi)2,63.32
5514,FeN,86.32700000000001
5515,NaBeRh2,19.033
5516,UPb,12.173
5517,BaMoPt2,25.353
5518,KBeOs2,50.486999999999995
5519,BaC2,21.947
5520,ThAu2,36.34
5521,BeMoPt2,32.953
5522,NpO,68.34
5523,Li2PmIn,32.44
5524,LiBeV2,31.42
5525,MgCrF6,42.68
5526,LiHfPt2,21.5
5527,Pr2AlCo2,22.147
5528,ThCoC2,96.10700000000001
5529,AgAsF6,10.04
5530,CuTeO4,68.88
5531,Ti2NiS4,56.033
5532,K2RbSb,10.78
5533,TlGeF3,7.612999999999999
5534,Ba4ScCu,1.24
5535,Hf2Ge,89.12
5536,LiAgO2,18.907
