,pretty_comp,encut
13087,PmY,500
13088,Nd(BO2)3,1300
13089,BN,1850
13090,Ba2YRuO6,1200
13091,TiBeRe2,650
13092,Ba4SrIr,550
13093,ZrTe2,550
13094,SrLiP,650
13095,CaNi,600
13096,CeC,900
13097,WN,800
13098,CSO,1000
13099,Sc2TlOs,500
13100,K2NaRhF6,750
13101,HfZrO4,1150
13102,Sr3Ti2O7,1200
13103,Dy3BWO9,1300
13104,Sr2ScIrO6,1250
13105,CaCdPb,550
13106,Sc6Te2Rh,600
13107,K3Co,550
13108,Sr2BeGe,650
13109,NiBTe,600
13110,YbTa,500
13111,Mg(SnN)2,900
13112,Ba4TlPt,600
13113,BaCeO3,900
13114,CrF3,750
13115,Y(CoSi)2,500
13116,Na2Al2B2O7,1300
13117,SmCuSn,650
13118,Mn2GaW,700
13119,KBeNi2,650
13120,SrLi2Pb,750
13121,Ba4TaPd,600
13122,Ti3InC,800
13123,ScBeCr2,650
13124,K3TaS4,650
13125,KBeTe2,650
13126,HoN,850
13127,KIO3,1250
13128,Mn3OF5,1200
13129,Ti2FeS4,650
13130,Ti(BiO3)2,1150
13131,VF4,850
13132,Ba4TeSe,650
13133,TbOF,800
13134,Ta2NbOs,550
13135,Mn3Tl,700
13136,ScTiO3,1250
13137,BaLiBi2,750
13138,Ac2CuGe,600
13139,Ho5Co2Bi,550
13140,AgAsRu2,650
13141,BeFe4Re,750
13142,Pr2ZnHg,500
13143,Sr2HgSb,500
13144,CaBe3O4,1250
13145,KCuTe,850
13146,LiAl3,750
13147,Sr2BeOs,650
13148,NaBeBi,650
13149,SrO2,700
13150,BeTl2Fe,650
13151,LiErS2,800
13152,DyThTc2,1050
13153,NaCo3O4,1250
13154,H2S,700
13155,HoFe2,750
13156,Ba4YRu,550
13157,Sr2Mn3(BiO)2,750
13158,NbCrGe,650
13159,Li4Fe3SbO8,1250
13160,Ca(BeAs)2,1000
13161,FeTeO3F,1250
13162,Er(SiIr)2,500
13163,BeMoSe,900
13164,Li3ZnPCO7,1350
13165,Tl2CuF4,650
13166,Be2CrPt,1050
13167,Y2Si4Mo3,600
13168,RbO2,700
13169,LuAl3,500
13170,SmTh3,750
13171,Ba2LiB5,1900
13172,BaTePd2,500
13173,BSbO3,1300
13174,TaCuO3,1450
13175,BaNiCl2,600
13176,DyTiSi,550
13177,SiSnPt5,850
13178,HgP2Se,500
13179,Na2CrH2F8,750
13180,PrSe2,500
13181,MgZn2,550
13182,BaCuNi2,600
13183,HfInPd2,500
13184,MnBe2Br,1050
13185,Y3SnC,750
13186,BeGa4Te,600
13187,LiMnRh2,800
13188,Na4FeO3,1200
13189,YMgHg2,650
13190,ZnF2,750
13191,Li8N3O,1300
13192,K2AgP,550
13193,HfCdO3,850
13194,Sm4S3N2,850
13195,BeBiOs,650
13196,GaCuS2,850
13197,HgF,750
13198,CaBeOs2,650
13199,V3B4,700
13200,CaCr(SiO3)2,1250
13201,Li2PbO3,700
13202,BeFeBi2,650
13203,BeSi2Sb,650
13204,Pr3TlC,600
13205,DyCuSe2,600
13206,Rb2Pd(IBr2)2,650
13207,TiCdRh2,600
13208,LiBeSb,850
13209,MnNiP,600
13210,Be2FeCo,650
13211,Li4TeO5,1300
13212,TaPd2,850
13213,ScH2,600
13214,RhPb2,600
13215,Ba4CuOs,600
13216,Zn2(PS3)3,700
13217,TiZn2,750
13218,BaMg3,1000
13219,Fe2(CO3)3,1300
13220,YbCeZn2,1250
13221,Li5Ti6FeO6,1300
13222,BeRu2Pb,1000
13223,ReRuCl2,600
13224,TbInAu2,500
13225,EuCdSn,500
13226,Sc2AlIr,500
13227,BaZrSe2,500
13228,LuSnAu,500
13229,Sr3CaCr2S2O5,800
13230,EuCd,500
13231,Ba2HoSbO6,1250
13232,HoAgSn,550
13233,Sr3SiO5,1250
13234,Zn(InTe2)2,650
13235,Rb2BrCl6F,850
13236,Co2SnO4,1250
13237,SmBi,500
13238,Cu8O7,1550
13239,AcMgCd2,650
13240,MgH4(ClO)2,1050
13241,Al4Cu2O7,1200
13242,Pa3Ta,550
13243,BI3,650
13244,Er2SO2,800
13245,Ti(SiO3)2,1250
13246,NdCuSi,650
13247,Rb2Sb4O,1300
13248,ErIn5Co,600
13249,Li2MnCo3O8,1250
13250,Al2Au,550
13251,ThCN,900
13252,Y(MnSn)6,1100
13253,Tm2CuPd,650
13254,BaCdSe4,500
13255,Na4Mo(NO)2,1250
13256,LiH3O2,1200
13257,LuCu5,950
13258,Mn6OF,1200
13259,NdZn5,700
13260,Ba4OsSe,650
13261,Ba4CuHg,600
13262,W3O8,1200
13263,AsCl5,850
13264,BaZn(AgO2)4,800
13265,Sr4Fe4O,1200
13266,LiHS,800
13267,LiTiCl3,800
13268,B2O,1050
13269,NaH,600
13270,PH4Br,700
13271,ZrCo,500
13272,UGe2,750
13273,YbZnAu2,500
13274,Hf2BeCu,650
13275,TmSe,500
13276,Zn2CoSbO6,1250
13277,ScTl2W,500
13278,Sr4I6O,800
13279,BaSnBr,550
13280,AgBO3,750
13281,Co(ClO4)2,1300
13282,ZnReO4,1100
13283,MnBeTl,650
13284,Au3Br,550
13285,NpIr2,750
13286,BaNbBi2,500
13287,Ba2MgZn,500
13288,Mn4Cu3O2,1200
13289,N2O5,1700
13290,Fe2W,800
13291,TiNiSn,600
13292,Ba4PtW,600
13293,MgTe2,650
13294,Cd(HO)2,800
13295,Be2VGa,1050
13296,Mg4As6Ir7,750
13297,Ba4MgTl,550
13298,CaH2(BrO3)2,1250
13299,MoW3S8,650
13300,Mg2AgAu,700
13301,Y2InCu,650
13302,Al5Mo,550
13303,Mg3AlPt2,1100
13304,Nd2Fe7,1100
13305,BaBiMo,500
13306,CeP,1200
13307,MoO3,1250
13308,Cu2Sb,950
13309,CrIr3,500
13310,Sr4Al6SO6,1300
13311,Sc(ReO3)2,1100
13312,Dy(SiNi)2,600
13313,Sr2BeW,950
13314,LiInSn,750
13315,RbF2,850
13316,CaUS2,600
13317,Ba4ScOs,650
13318,Be2CoBi,1000
13319,Ni3(BO3)2,1500
13320,Ti5TlSe8,750
13321,AuCN,900
13322,Mg5H8O9,1250
13323,Mn3OF6,1200
13324,Ca3Ni7B2,700
13325,ReC,800
13326,YBeIr,950
13327,KTl2MoF6,850
13328,LiGe,1250
13329,Ba(MnGe)2,750
13330,PrMgTl2,650
13331,Li3LaP2,1100
13332,Li2CePb,850
13333,BH3NF4,1250
13334,LiMgN,1250
13335,V3Ru,500
13336,TiNiSb,600
13337,CaSmHg2,550
13338,U2AuF,1300
13339,CuH2SeO5,1250
13340,Sc2In,500
13341,CaSnAu2,500
13342,Ba2Mn3(SbO)2,800
13343,InCu(PSe3)2,900
13344,Ba2SnHg,600
13345,Ba4SiSb,650
13346,Sc3InC,800
13347,Li2HIO,1300
13348,Al4B6O5,1350
13349,NbO,700
13350,SmZn5,700
13351,LiHoS2,800
13352,AgCSN,1100
13353,Pr2PbSe4,500
13354,LiCrO2,1200
13355,ZrHgAu2,600
13356,TmS,550
13357,As2PbO6,1200
13358,Rb2TlInCl6,850
13359,Pr(CoB)2,650
13360,ScBeSn,700
13361,PrNiGe3,800
13362,CrTe,500
13363,BeInIr2,950
13364,BaLiSe4,750
13365,ReTeAs,500
13366,TlAgSe,1050
13367,Sr2MnO4,800
13368,K2TeOF4,750
13369,Mo2S3,650
13370,HfSn,600
13371,PuCoC2,950
13372,Nd2CdHg,600
13373,UPt2,800
13374,HfScCo2,500
13375,DySb,500
13376,SmPtF7,1250
13377,Na5Zr2F3,1250
13378,TmAgTe2,500
13379,LiMn2O3F,800
13380,Dy(GeRu)2,500
13381,AlVCo2,500
13382,CeZrO4,900
13383,Pm2RuRh,600
13384,Ni3S2,600
13385,TiTeOs,550
13386,Mo3O8,1250
13387,UBr3,550
13388,TlPd3,850
13389,USbSe,550
13390,YbH3Pd,600
13391,Li2MnBAsO7,1300
13392,Be2HgGe,1050
13393,Ba4ZnCu,550
13394,ZrTiO4,1250
13395,BaCoNi2,600
13396,DyTl3,500
13397,NaBeV,650
13398,HoCdHg2,600
13399,NaAsSe2,700
13400,BaTi4O8,1250
13401,Cr4Cu3Te8,900
13402,Tl3AgTe2,550
13403,V3Co5O6,1250
13404,V2CrTe4,500
13405,Rb3Y,500
13406,NpInRh2,750
13407,Li2V3CrO8,1250
13408,Rb3Na,500
13409,BeOsW,950
13410,V2O3F2,1200
13411,BaCuB2O5,1200
13412,VNCl4,850
13413,Ba2UMnO6,1150
13414,Ba2SrWO6,1200
13415,CuB2(CN)8,1200
13416,KBaMn2,650
13417,BaNa6O4,1250
13418,DyTmO3,1250
13419,YbCdAu2,550
13420,Mg2BBrN2,1100
13421,Ca3GeO,750
13422,YbNdSe3,500
13423,NaVO2,800
13424,NaClO2,1150
13425,PtPb4,550
13426,LiBe2Sb,900
13427,Li3FeSiCO7,1300
13428,TlAsRh,550
13429,Li7OsO6,1300
13430,LiY2Os,500
13431,Tm2MgRu,650
13432,Ti5Re24,1350
13433,HfTe3,500
13434,MoRh,600
13435,ZrN,800
13436,ZrBe2Nb,1050
13437,BeVRh2,1050
13438,MgBi2O5,1200
13439,MoCl3O,650
13440,Ca2Co2P7,1000
13441,Be2VRh,1050
13442,BaSc4Fe,500
13443,CaZrRh2,650
13444,RbMnF3,750
13445,Li2PrTl,750
13446,BeCoBi,650
13447,PrP,500
13448,Rb3Zn,500
13449,LiZnP,500
13450,Er(FeGe)2,750
13451,AsP2Ir,500
13452,CrB,700
13453,Ba3Ti2O7,1250
13454,Co(NiSe2)2,600
13455,Na3As,750
13456,Na2Cu(HC)4,1250
13457,MgSc2Cd,650
13458,MoWSeS3,650
13459,NbFeF6,1100
13460,TbPbAu,500
13461,DyCoC2,900
13462,MgSc2In,600
13463,Rb2WCl6,800
13464,Ti2AlZn,600
13465,BeGaPt,950
13466,Li4BeSn,1200
13467,ReSbAs,500
13468,Zn(FeO2)2,1200
13469,H3Pt,650
13470,Ho2Mo2C3,900
13471,Ti(WO4)2,1200
13472,Li2Co2OF6,1300
13473,Li2MnFe3O8,1250
13474,Ag2Hg7(P4Br3)2,1050
13475,BeTcRu,1050
13476,Ba4PdBr,550
13477,NaBeH3,550
13478,ScBeIn4,650
13479,MnBePd2,1000
13480,LiCaTa2O6F,1250
13481,TmSnAu,500
13482,UGeSe,700
13483,ZrRu,600
13484,KBeBr2,700
13485,TbSb2,500
13486,Be2ZnBr,1050
13487,VF2,700
13488,Ca3MnO4,750
13489,BaAl2B2O7,1250
13490,CoSbO4,1150
13491,Zr2Be7,1500
13492,Rb2NaNiF6,700
13493,Lu2IrRh,500
13494,Ca4Al6SO2,1250
13495,BaCoO2,1250
13496,V2InC,900
13497,Sr3Cr,500
13498,PrGe,500
13499,Na2AsAu,750
13500,TmThRu2,650
13501,YZnPO,800
13502,CrCo2Bi,500
13503,Ba4PtBr,500
13504,BeInCl,950
13505,Cu2GeSe4,600
13506,DyBiPt,500
13507,ZnCoPO5,1300
13508,Pr6IrCl,850
13509,HoAu2,500
13510,NaCo2O3,1200
13511,FeMoClO4,1200
13512,CdFeAs,500
13513,LiPb,750
13514,Sr2BeV,1000
13515,LiGeAu2,750
13516,SmSnF7,1250
13517,TaSi2,500
13518,TaSnO3,850
13519,Na3AsO4,1250
13520,BeBi4P,700
13521,Li2VBPO7,1300
13522,TbIn5Rh,600
13523,Re2O7,1250
13524,ThTaN3,900
13525,KFeF3,750
13526,Be2SiMo,1000
13527,CdHgO2,750
13528,Co(NiS2)2,600
13529,In2S3,600
13530,GaTeCl,650
13531,LiO3,1150
13532,TlInSe2,600
13533,CaPmZn2,600
13534,BeNiBr,650
13535,AlCrO4,1100
13536,Yb3GeO,800
13537,OsC4(ClO2)2,1300
13538,EuTl2Pd,550
13539,Tm(AlC)3,950
13540,ThGe,500
13541,SrCaGe,750
13542,Y4Cu2O7,1200
13543,BeNb2Mo,950
13544,AgAuO2,800
13545,AcYbRh2,600
13546,MgWO3,1100
13547,Be2MoPd,1000
13548,CaPmRh2,600
13549,BeTlCu4,900
13550,Mn2P,750
13551,Sc2PdAu,600
13552,Pa3Al,550
13553,Ga2PbO4,1200
13554,Li2FeSiCO7,1300
13555,Na2CuP,900
13556,CoTe2,550
13557,Er2C3,1250
13558,B4PbO7,1300
13559,RbCoCl3,800
13560,H4NClO2,1200
13561,Li4Fe5(CoO2)3,1250
13562,Sm2AgRh,600
13563,SrBeCu2,650
13564,NbTe2,500
13565,CrBiO3,1150
13566,YAgSe2,650
13567,YbGa2,500
13568,Ba4BePd,900
13569,Li2TiCoO4,1200
13570,ErCuGe,600
13571,ThBrN,850
13572,Be2GaPt,1000
13573,YCo3,550
13574,SmRh,500
13575,Sr(CdAs)2,500
13576,DyN,800
13577,Nb4C3,850
13578,RbSnBr3,550
13579,BaNiP2,550
13580,CeRh,1350
13581,SrNiIr2,600
13582,NaLi2Pb,800
13583,Lu2GaAg,500
13584,Lu2NiSn6,600
13585,La2GeI2,1100
13586,SrLi3MnN3,1250
13587,HoLuZn2,650
13588,HfBeZn,650
13589,TiZnPO5,1250
13590,Be2FeSb,1000
13591,CaYIn2,500
13592,TiMo3,500
13593,Li4Mn3Ni(P2O3)2,1300
13594,US,550
13595,SiAsAu,500
13596,NaO2,1250
13597,Tb5BiAu2,650
13598,EuC2,900
13599,Li2PbAu,800
13600,Ca(MoO2)4,1200
13601,LiMn4O8,1200
13602,PrCo2,500
13603,BeSb2P,700
13604,Ti2Si,500
13605,TbCl2F,750
13606,Pm2IrPd,500
13607,BeSiBi2,650
13608,Be2SnPb,1050
13609,Tm2IrRu,500
13610,Na3AlP2,800
13611,Li4Fe3Co3(SnO3)2,1300
13612,BeSnRu4,1050
13613,Sr6Li23,1350
13614,LiCdAu2,750
13615,Pm2RuAu,600
13616,TaGeAs,500
13617,LiBe2Ni,900
13618,Li3Co2NiO6,1250
13619,Cu(AsO2)2,1250
13620,SnBr2,550
13621,TmInNi4,650
13622,TlCdS2,550
13623,BePbBr4,700
13624,Sm(ZnP)3,700
13625,LiMn2(BO3)2,1250
13626,ErRu3,650
13627,Mg2CoIrO6,1250
13628,K2FeCu(CN)6,1100
13629,PbICl,800
13630,LiSc2Al,700
13631,AcMg5,1050
13632,TeMoWS3,800
13633,CaPdF6,1100
13634,Fe7O8,1050
13635,Be2NbFe,1000
13636,LiCd2Pd,800
13637,Hf5CuPb3,650
13638,KOsF6,850
13639,ZnSbF5,750
13640,LiCoS2,750
13641,Ag3Te2Au,1100
13642,CdCuPd2,850
13643,CaBe2V,1050
13644,Mn3N2,900
13645,Hf2VRh,500
13646,YErAg2,550
13647,MgS2O7,1300
13648,NdInCu2,600
13649,HfAlRh2,600
13650,Cr2AsPt,500
13651,EuH3Pd,600
13652,Dy(Al2Cr)4,500
13653,Au3F8,1200
13654,CaSn(BO3)2,1200
13655,AlCrO3,800
13656,CeInPd2,1350
13657,NaYHg2,550
13658,CuGeRh2,650
13659,Na2NiO3,1200
13660,RbCa2Nb3,1250
13661,SrNiF6,850
13662,Mg2SnO4,1200
13663,LiY2In,750
13664,CeGeAu,1300
13665,BaYTiCuO5,1150
13666,Ba2LiReO6,1100
13667,CrTcGe2,500
13668,BaTlTe,500
13669,RbAuN2,1850
13670,BiB,550
13671,Cr2As,600
13672,Ba4TlRe,600
13673,NaH3(SeO3)2,1250
13674,BaLiP,700
13675,LiNdTl2,800
13676,Ba2DyNbO6,1200
13677,RbCaBr3,500
13678,Y2Si2Rh,650
13679,Ca3Sn3Rh4,1400
13680,SmInRh,500
13681,Sr3Sc(BO3)3,1300
13682,Mg(ScGa)2,600
13683,Ca2AlNiO5,1200
13684,YCuAs,600
13685,RbNiF3,1500
13686,Tb5NiPb3,650
13687,MgNi3C,850
13688,LuZrRu2,600
13689,AsRh2W,650
13690,NaSr3IrO6,1250
13691,Li2V(CO3)2,1350
13692,BaHgPb,500
13693,Sr(YbS2)2,650
13694,BeFe2Te,600
13695,ScBeTc2,1050
13696,Al2FeTc,500
13697,MgSiNiO5,1250
13698,Er3As,500
13699,TbCo3B2,700
13700,TiZnF6,750
13701,MgOsO3,1100
13702,Mn2BeSb,600
13703,NaZnP,750
13704,Ge3B,750
13705,Be2TcOs,1050
13706,CoPt3,800
13707,Li3Cr,750
13708,UTl3,500
13709,ErTlPd,900
13710,Ho2NiAs2,600
13711,Ge2S3I2,800
13712,Er3SiSe2F,1900
13713,HfZrHg2,550
13714,Tm2AlSi2,500
13715,Rb2PbCl6,800
13716,Lu3AlO6,1250
13717,ThCdRh2,650
13718,Y2ZnSe4,500
13719,ReAg3,950
13720,TiGaPd2,500
13721,Tm2Cr2C3,900
13722,MgZrPd2,850
13723,Ba4ScSn,600
13724,Cd2Re2O7,1250
13725,BiBCl,600
13726,K3NaUC3O,1850
13727,Li3V2Cr2O8,1250
13728,Ba2AgSb,550
13729,LiCu2PO4,1200
13730,W3(Se2S)2,650
13731,HoBRh3,500
13732,ScBe2Bi,1050
13733,U(Cr3P2)2,650
13734,TlCoBi,500
13735,Li3AuS2,1250
13736,TbPO4,1250
13737,BeCrGe2,600
13738,PmAlAg2,500
13739,BeTcPb,1050
13740,NaYbSe2,500
13741,Ho2C3,1250
13742,MnBe2Zn,1050
13743,LiPt3,800
13744,MnV2O6,800
13745,Ba2YTlV2O7,1200
13746,Na2MgH4(SO4)2,1250
13747,DyTe,500
13748,AsH3CNOF9,1300
13749,Si3PH9,800
13750,HfBeSb2,900
13751,Ba2NbFeO6,1200
13752,BeCuNi2,650
13753,Sc(GaFe)6,800
13754,SmYIr2,500
13755,CeScSi,1300
13756,Lu2MgRu,700
13757,TbB2Ru3,550
13758,Ba2TiNi,800
13759,Hf2ReRh,500
13760,SmMgPt,800
13761,NaInSe2,600
13762,Ba3PbO,750
13763,YbB4O7,1300
13764,MgH2SeO5,1250
13765,Li3Co5OF,1250
13766,LiCe2HO3,900
13767,Sr(NiGe)2,600
13768,Ti(TlSe)4,750
13769,Sr2BeZn,650
13770,RbCuO2,950
13771,CaBeZn2,600
13772,LiMnCoO4,1250
13773,PuO2,1050
13774,Zr2CoPt,600
13775,Zn3TeAs2Pb3O4,1250
13776,Ta3B2,700
13777,Li6Zr2O7,1250
13778,Zn2SiO4,1250
13779,Tl3Ga9S3O2,800
13780,BeCuHg2,650
13781,LiUAsO6,1100
13782,LiMnF4,1250
13783,CuAs4S3Cl,650
13784,BeRhBr2,1000
13785,MgNbRh2,700
13786,La2ZnIr,1950
13787,YMn2,600
13788,CeSmO2,900
13789,Li2CuAs,1200
13790,ThCo2,500
13791,BaSnSb2,600
13792,ErCu,600
13793,ZrAsPt,600
13794,Zn3N2,950
13795,Al(IO3)3,1300
13796,Cr3HO8,1250
13797,TlBi,500
13798,BeNiSe,650
13799,Al2CoRu,500
13800,HoAu4,550
13801,PrC2,900
13802,PrRuO3,1200
13803,Be2InRe,1050
13804,ScTlTe2,500
13805,K2Te2Pt,500
13806,SnTe3,500
13807,HfVF6,850
13808,Ba2CuBrO2,900
13809,AgPb4ClO4,850
13810,Mg2ZnGa,650
13811,Si2AsP,500
13812,Ba4ScCu,550
13813,Cu2Te,950
13814,S(IN)2,1350
13815,RuRh3,650
13816,YMg2,1050
13817,Nd3TlN,800
13818,Mg(SbO3)2,1250
13819,RuC3Br2O3,1250
13820,Be2Hg2Mo,1050
13821,Rb(BH)6,1050
13822,Pr(NiSn)2,600
13823,HoAlAu2,550
13824,UGe3,700
13825,MnTl2SnTe4,600
13826,SnTe,500
13827,TiCuHg2,600
13828,MgZn2Rh,600
13829,K3BAs2,700
13830,ScZnMo3O8,1250
13831,BaScTe,500
13832,CaIn,600
13833,UInAu2,500
13834,AcAl3,500
13835,BeTeIr4,950
13836,SrMgSi,700
13837,ErCoC2,900
13838,Ba4CrSe,550
13839,Sb3Au,500
13840,Ge2SbO6,1250
13841,Rb2Au3,550
13842,Ho2O3,1200
13843,TmAlCu,650
13844,Be2SnPt,1000
13845,Sr6In2NF,800
13846,InP2Pb,500
13847,Sr2CrSO3,1200
13848,Ba5Al2In2IrClO3,1900
13849,TbNiB4,1000
13850,P3N5,1100
13851,Rb2O,700
13852,Ta2N,800
13853,Sm(HO)3,1200
13854,MnB4O7,1300
13855,Li4Mn3OF8,1200
13856,Pr2AgRu,650
13857,KBe2B3O7,1300
13858,UB4,1050
13859,Dy2CdS4,750
13860,Rb2LiDyBr6,750
13861,TcGe3,500
13862,YZn5,700
13863,Pm3Pb,500
13864,Dy(FeSi)2,750
13865,Ti2Al,500
13866,BaAlBO3F2,1250
13867,BaSn2Te,600
13868,SrCuSO,850
13869,Ca2ScBe,700
13870,PaCdPt2,600
13871,Sr2SmCu3(PbO4)2,1200
13872,AcAg2Sn,500
13873,Sr2YTi2TlO7,1200
13874,Ca3(GaNi)4,700
13875,Lu(Mg3Al)2,1100
13876,HfNiSn,600
13877,ZrRu3,1000
13878,Mg2Sn2O5,1250
13879,MgVSF5,1200
13880,HoO,800
13881,LaBe2Te,1450
13882,Ba2HfS4,650
13883,KTeHOF4,750
13884,MgTaAs,650
13885,LiDy2Ru,500
13886,TaTiRu2,500
13887,Zn2CuAs,550
13888,ZrBeMo,950
13889,AsPt2W,800
13890,ScAu3,650
13891,Li2SnBi,800
13892,CeAl3Pd2,1250
13893,CoSn,700
13894,BaMoBr2,550
13895,Ba4ZnTe,650
13896,BaHgSe4,500
13897,Y2Zr2O7,1250
13898,BaZrO3,850
13899,PbSe,500
13900,LiIn,800
13901,KSmSe2,500
13902,Tl2HgTe,550
13903,BaTiSi2,550
13904,Th(CoSi)2,600
13905,BeCdRe2,650
13906,Ni3Bi,600
13907,Cr3Ge,700
13908,Ba4YSc,550
13909,Nd3MnBi5,500
13910,CaNiN,900
13911,Mo3O8,1250
13912,Nb5Sb4,550
13913,Ba4ZnSi,650
13914,TlInAs2O7,1300
13915,Ce(Mo3S4)2,900
13916,ZrAsIr,550
13917,MnNi2Ge,600
13918,Pr3AlC,750
13919,Y2GeRh3,650
13920,YbNi2,600
13921,Ba4TaTi,600
13922,Ho3CuSiS7,650
13923,VOF3,750
13924,KAuS5,650
13925,PrInRh,650
13926,Te2Mo2SeS,750
13927,SrLuCuS3,550
13928,NaTcAs,500
13929,NaAsRu2,550
13930,Li2HoTl,750
13931,Be2CoTc,1050
13932,S8O,1800
13933,AgSbF6,1250
13934,SrIn4Ir,700
13935,NdAs,500
13936,Li2AgPd,1100
13937,YMnGe,1050
13938,Si3Ru,500
13939,RbB,500
13940,BeTl2Pb,700
13941,Er5Si3,550
13942,Na2BeCo,600
13943,HBr,650
13944,PrAu,500
13945,Na8NO3,1050
13946,Zr2TcPd,1000
13947,KNaH2,650
13948,Be3Cd4Si3SeO2,1450
13949,NbRu,500
13950,KCdSb,550
13951,NaHfBe2,1000
13952,Ta2Se,500
13953,BaTh3,500
13954,BaSc2Nb,500
13955,Be3Ni,1050
13956,Be2HgIr,1050
13957,Tm3SnC,500
13958,Ti4Cu3O2,1250
13959,TiFeSe,700
13960,MgCoF4,1200
13961,YbIn5Ir,600
13962,Ba4FeBi,750
13963,Li3Cu2SbO6,1250
13964,RbSmSe2,500
13965,MgTiIr2,650
13966,BaH4(IO)2,1250
13967,MnCuP,600
13968,Ca2Mn(PH2)2,1250
13969,TiPbO3,850
13970,Tm2Pd2Pb,500
13971,Na2S2O3,1350
13972,ZrTcCl,850
13973,NbBO4,1250
13974,NaBe2Cr,1050
13975,ThPb,500
13976,Mn2InCo,650
13977,Sb4Br2O5,1300
13978,Ag3SnP7,600
13979,UNCl,850
13980,TaF5,750
13981,BeBi4Rh,1000
13982,NaCaTl2,500
13983,LuZn,500
13984,Sr2CoO3,800
13985,Ce3Pb,1400
13986,Ca(CoS2)2,650
13987,Sm2Re2Si2C,800
13988,DyB4,1050
13989,Ba(HO2)2,1300
13990,GaAg2,550
13991,Li3VO4,1300
13992,TeAsRu,500
13993,CuNiSb2,700
13994,Sr2NiMoO6,1150
13995,InP,500
13996,Pr3Sn,500
13997,K2Cu(ClF)2,650
13998,Ti3TlN,800
13999,Mg2CuN2,1000
14000,YbGa2Ir,500
14001,ZrPb3,1250
14002,ScBe2Sn,1000
14003,ThCdAg2,550
14004,MgSe,600
14005,MnBiSe2I,650
14006,NaTiO2,800
14007,Sr5Ta4O5,1250
14008,TaBeFe4,750
14009,LaMg,1100
14010,MgVBiO5,1250
14011,RbMgH3,1050
14012,YMgPd,850
14013,Ca3(B3Rh4)2,1100
14014,Cr2NiSe4,600
14015,NbGeRh,500
14016,Sm3SiAgS7,800
14017,CeSe2,1200
14018,FeCo2Si,700
14019,Li2BeSe,800
14020,SrBeSe2,650
14021,Nb3Ir,600
14022,Sr2BN2Cl,1250
14023,BeReMo2,950
14024,Lu3Th,500
14025,NdMgZn2,550
14026,Li2TiCr2O6,1300
14027,Ce(SiRu)2,1250
14028,Sm(AgGe)2,500
14029,MnCo2Sb,600
14030,KPO3,1300
14031,KNb2Se,500
14032,BaSn2Pb,600
14033,Ta2MnOs,650
14034,Ru3I,650
14035,AgNO2,1250
14036,Ge2N2O,1150
14037,Sr3BiAs,500
14038,Li6TeO6,1300
14039,Hf3Te2,500
14040,YbPb,500
14041,Sm(GeRu)2,550
14042,TaPd,500
14043,LiBeTe2,750
14044,Nd2Sn2O7,1250
14045,BeCo4Te,650
14046,LiYGe,800
14047,LiBeZn,750
14048,Li3V4FeO2,1250
14049,HfH2,650
14050,KBe2Ga,1000
14051,In6Ga2PtO8,800
14052,Li2Ag3F6,1200
14053,HoBiO3,1150
14054,ScAs,500
14055,BeTcPt2,1050
14056,LuPd3,500
14057,TbInIr,600
14058,Lu6WO2,1250
14059,MgBe2V,1000
14060,Ho4NiB4,1100
14061,NaAlSe2,750
14062,Sr2BeGa,650
14063,VCu3Se4,900
14064,SmAg2Sn,500
14065,YbInPd2,500
14066,BaBi2Cl,600
14067,Li3Fe(OF)2,1250
14068,BaSeBr,550
14069,BeNbRu2,1000
14070,LiSiBi3O7,1300
14071,Y3CuSiS7,600
14072,BeInCl2,950
14073,BeV2Tc,1050
14074,ThAu,550
14075,Si2HgTe,500
14076,Y(CoO2)2,1250
14077,MgFeF5,1200
14078,BeNbRh,1000
14079,NdB2H,1250
14080,BeSnGe4,600
14081,KBe2Sb,1000
14082,SmPbAu,550
14083,Li2V3CoO8,1250
14084,Ca2Bi,500
14085,YbCdHg2,550
14086,MgAsAu,650
14087,KBeNi2,650
14088,ErAs,500
14089,NaTaBe2,1000
14090,SmDyRh2,600
14091,BaSb3,650
14092,Na6ZnS4,800
14093,LiYBe,800
14094,NpP3,800
14095,Ga3Pt2,500
14096,BeGe2Pt,650
14097,ScCo2Sn,600
14098,PrPS4,750
14099,Li3Mn5Cr2O2,1250
14100,Ag6Mo2ClO7F3,1200
14101,PuNiC2,900
14102,BaCdSn,550
14103,Ho(CoSi)2,600
14104,Li2NbOF5,750
14105,TiBeW,950
14106,Lu(Al2Fe)4,800
14107,InAsF6,850
14108,CuN,850
14109,BaLi4Cr,1200
14110,MgRhF6,750
14111,CaBeFe2,600
14112,BaCa2Ga,500
14113,SmLuIn2,550
14114,CuSiRh2,650
14115,DyCdPd2,500
14116,Tl4GeS4,650
14117,Be2ZnSi,1000
14118,BaMnCl2,650
14119,CdO2,700
14120,TaAgO3,1150
14121,Li2TlAg,800
14122,BiAuO2,800
14123,Tb(SiNi)2,650
14124,Ba2CaMoO6,1200
14125,Ba2SrI6,1200
14126,Li2V(OF)2,1250
14127,Ti3Pt,550
14128,BaInMo,500
14129,BeBrCl2,850
14130,MgCrF4,1250
14131,Yb3U,550
14132,MnBe2Nb,1050
14133,CeZnGe,1850
14134,Ba4VBr,550
14135,LiMnSe2,750
14136,Na2Ca2(CO3)3,1300
14137,NaFe(SeO4)2,1200
